dungeon_id,boss_monster_npc_id,normal_monster_npc_id_list,armor_drop_rate_when_offline_fight,bg_path,bg_path_shenhe,name,map_id,reward
785,2785,1325|1326,90,ShenYuanZhiLv,YueDuShenShe,21-25,21,
786,2786,1325|1326,90,ShenYuanZhiLv,YueDuShenShe,21-26,21,
787,2787,1325|1326,90,ShenYuanZhiLv,YueDuShenShe,21-27,21,
788,2788,1325|1326,90,ShenYuanZhiLv,YueDuShenShe,21-28,21,
789,2789,1325|1326,90,ShenYuanZhiLv,YueDuShenShe,21-29,21,
790,2790,1325|1326,90,ShenYuanZhiLv,YueDuShenShe,21-30,21,5:3000048:1
791,2791,1327|1328,90,ShenYuanZhiLv,YueDuShenShe,21-31,21,
792,2792,1327|1328,90,ShenYuanZhiLv,YueDuShenShe,21-32,21,
793,2793,1327|1328,90,ShenYuanZhiLv,YueDuShenShe,21-33,21,
794,2794,1327|1328,90,ShenYuanZhiLv,YueDuShenShe,21-34,21,
795,2795,1327|1328,90,ShenYuanZhiLv,YueDuShenShe,21-35,21,
796,2796,1327|1328,90,ShenYuanZhiLv,YueDuShenShe,21-36,21,
797,2797,1329|1330,90,ShenYuanZhiLv,YueDuShenShe,21-37,21,
798,2798,1329|1330,90,ShenYuanZhiLv,YueDuShenShe,21-38,21,
799,2799,1329|1330,90,ShenYuanZhiLv,YueDuShenShe,21-39,21,
800,2800,1329|1330,90,ShenYuanZhiLv,YueDuShenShe,21-40,21,5:2000006:1
801,2801,1329|1330,90,ShenYuanZhiLv,YueDuShenShe,21-41,21,
802,2802,1329|1330,90,ShenYuanZhiLv,YueDuShenShe,21-42,21,
803,2803,1331|1332,90,ShenYuanZhiLv,YueDuShenShe,21-43,21,
804,2804,1331|1332,90,ShenYuanZhiLv,YueDuShenShe,21-44,21,
805,2805,1331|1332,90,ShenYuanZhiLv,YueDuShenShe,21-45,21,
806,2806,1331|1332,90,ShenYuanZhiLv,YueDuShenShe,21-46,21,
807,2807,1331|1332,90,ShenYuanZhiLv,YueDuShenShe,21-47,21,
808,2808,1331|1332,90,ShenYuanZhiLv,YueDuShenShe,21-48,21,
809,2809,1333|1334,90,ShenYuanZhiLv,YueDuShenShe,21-49,21,
810,2810,1333|1334,90,ShenYuanZhiLv,YueDuShenShe,21-50,21,5:3000006:100
811,2811,1333|1334,90,ShenYuanZhiLv,YueDuShenShe,21-51,21,
812,2812,1333|1334,90,ShenYuanZhiLv,YueDuShenShe,21-52,21,
813,2813,1333|1334,90,ShenYuanZhiLv,YueDuShenShe,21-53,21,
814,2814,1333|1334,90,ShenYuanZhiLv,YueDuShenShe,21-54,21,
815,2815,1335|1336,90,ShenYuanZhiLv,YueDuShenShe,21-55,21,
816,2816,1335|1336,90,ShenYuanZhiLv,YueDuShenShe,21-56,21,
817,2817,1335|1336,90,ShenYuanZhiLv,YueDuShenShe,21-57,21,
818,2818,1335|1336,90,ShenYuanZhiLv,YueDuShenShe,21-58,21,
819,2819,1335|1336,90,ShenYuanZhiLv,YueDuShenShe,21-59,21,
820,2820,1335|1336,90,ShenYuanZhiLv,YueDuShenShe,21-60,21,5:3000048:1
821,2821,1337|1338,90,KunLunTianGong,YueDuShenShe,22-1,22,
822,2822,1337|1338,90,KunLunTianGong,YueDuShenShe,22-2,22,
823,2823,1337|1338,90,KunLunTianGong,YueDuShenShe,22-3,22,
824,2824,1337|1338,90,KunLunTianGong,YueDuShenShe,22-4,22,
825,2825,1337|1338,90,KunLunTianGong,YueDuShenShe,22-5,22,
826,2826,1337|1338,90,KunLunTianGong,YueDuShenShe,22-6,22,
827,2827,1339|1340,90,KunLunTianGong,YueDuShenShe,22-7,22,
828,2828,1339|1340,90,KunLunTianGong,YueDuShenShe,22-8,22,
829,2829,1339|1340,90,KunLunTianGong,YueDuShenShe,22-9,22,
830,2830,1339|1340,90,KunLunTianGong,YueDuShenShe,22-10,22,3:1128:5
831,2831,1339|1340,90,KunLunTianGong,YueDuShenShe,22-11,22,
832,2832,1339|1340,90,KunLunTianGong,YueDuShenShe,22-12,22,
833,2833,1341|1342,90,KunLunTianGong,YueDuShenShe,22-13,22,
834,2834,1341|1342,90,KunLunTianGong,YueDuShenShe,22-14,22,
835,2835,1341|1342,90,KunLunTianGong,YueDuShenShe,22-15,22,
836,2836,1341|1342,90,KunLunTianGong,YueDuShenShe,22-16,22,
837,2837,1341|1342,90,KunLunTianGong,YueDuShenShe,22-17,22,
838,2838,1341|1342,90,KunLunTianGong,YueDuShenShe,22-18,22,
839,2839,1343|1344,90,KunLunTianGong,YueDuShenShe,22-19,22,
840,2840,1343|1344,90,KunLunTianGong,YueDuShenShe,22-20,22,1:2:100
841,2841,1343|1344,90,KunLunTianGong,YueDuShenShe,22-21,22,
842,2842,1343|1344,90,KunLunTianGong,YueDuShenShe,22-22,22,
843,2843,1343|1344,90,KunLunTianGong,YueDuShenShe,22-23,22,
844,2844,1343|1344,90,KunLunTianGong,YueDuShenShe,22-24,22,
845,2845,1345|1346,90,KunLunTianGong,YueDuShenShe,22-25,22,
846,2846,1345|1346,90,KunLunTianGong,YueDuShenShe,22-26,22,
847,2847,1345|1346,90,KunLunTianGong,YueDuShenShe,22-27,22,
848,2848,1345|1346,90,KunLunTianGong,YueDuShenShe,22-28,22,
849,2849,1345|1346,90,KunLunTianGong,YueDuShenShe,22-29,22,
850,2850,1345|1346,90,KunLunTianGong,YueDuShenShe,22-30,22,5:3000049:1
851,2851,1347|1348,90,KunLunTianGong,YueDuShenShe,22-31,22,
852,2852,1347|1348,90,KunLunTianGong,YueDuShenShe,22-32,22,
853,2853,1347|1348,90,KunLunTianGong,YueDuShenShe,22-33,22,
854,2854,1347|1348,90,KunLunTianGong,YueDuShenShe,22-34,22,
855,2855,1347|1348,90,KunLunTianGong,YueDuShenShe,22-35,22,
856,2856,1347|1348,90,KunLunTianGong,YueDuShenShe,22-36,22,
857,2857,1349|1350,90,KunLunTianGong,YueDuShenShe,22-37,22,
858,2858,1349|1350,90,KunLunTianGong,YueDuShenShe,22-38,22,
859,2859,1349|1350,90,KunLunTianGong,YueDuShenShe,22-39,22,
860,2860,1349|1350,90,KunLunTianGong,YueDuShenShe,22-40,22,5:2000006:1
861,2861,1349|1350,90,KunLunTianGong,YueDuShenShe,22-41,22,
862,2862,1349|1350,90,KunLunTianGong,YueDuShenShe,22-42,22,
863,2863,1351|1352,90,KunLunTianGong,YueDuShenShe,22-43,22,
864,2864,1351|1352,90,KunLunTianGong,YueDuShenShe,22-44,22,
865,2865,1351|1352,90,KunLunTianGong,YueDuShenShe,22-45,22,
866,2866,1351|1352,90,KunLunTianGong,YueDuShenShe,22-46,22,
867,2867,1351|1352,90,KunLunTianGong,YueDuShenShe,22-47,22,
868,2868,1351|1352,90,KunLunTianGong,YueDuShenShe,22-48,22,
869,2869,1353|1354,90,KunLunTianGong,YueDuShenShe,22-49,22,
870,2870,1353|1354,90,KunLunTianGong,YueDuShenShe,22-50,22,5:3000006:100
871,2871,1353|1354,90,KunLunTianGong,YueDuShenShe,22-51,22,
872,2872,1353|1354,90,KunLunTianGong,YueDuShenShe,22-52,22,
873,2873,1353|1354,90,KunLunTianGong,YueDuShenShe,22-53,22,
874,2874,1353|1354,90,KunLunTianGong,YueDuShenShe,22-54,22,
875,2875,1355|1356,90,KunLunTianGong,YueDuShenShe,22-55,22,
876,2876,1355|1356,90,KunLunTianGong,YueDuShenShe,22-56,22,
877,2877,1355|1356,90,KunLunTianGong,YueDuShenShe,22-57,22,
878,2878,1355|1356,90,KunLunTianGong,YueDuShenShe,22-58,22,
879,2879,1355|1356,90,KunLunTianGong,YueDuShenShe,22-59,22,
880,2880,1355|1356,90,KunLunTianGong,YueDuShenShe,22-60,22,5:3000049:1
881,2881,1357|1358,90,DaJinZiTa,YueDuShenShe,23-1,23,
882,2882,1357|1358,90,DaJinZiTa,YueDuShenShe,23-2,23,
883,2883,1357|1358,90,DaJinZiTa,YueDuShenShe,23-3,23,
884,2884,1357|1358,90,DaJinZiTa,YueDuShenShe,23-4,23,
885,2885,1357|1358,90,DaJinZiTa,YueDuShenShe,23-5,23,
886,2886,1357|1358,90,DaJinZiTa,YueDuShenShe,23-6,23,
887,2887,1359|1360,90,DaJinZiTa,YueDuShenShe,23-7,23,
888,2888,1359|1360,90,DaJinZiTa,YueDuShenShe,23-8,23,
889,2889,1359|1360,90,DaJinZiTa,YueDuShenShe,23-9,23,
890,2890,1359|1360,90,DaJinZiTa,YueDuShenShe,23-10,23,3:1129:5
891,2891,1359|1360,90,DaJinZiTa,YueDuShenShe,23-11,23,
892,2892,1359|1360,90,DaJinZiTa,YueDuShenShe,23-12,23,
893,2893,1361|1362,90,DaJinZiTa,YueDuShenShe,23-13,23,
894,2894,1361|1362,90,DaJinZiTa,YueDuShenShe,23-14,23,
895,2895,1361|1362,90,DaJinZiTa,YueDuShenShe,23-15,23,
896,2896,1361|1362,90,DaJinZiTa,YueDuShenShe,23-16,23,
897,2897,1361|1362,90,DaJinZiTa,YueDuShenShe,23-17,23,
898,2898,1361|1362,90,DaJinZiTa,YueDuShenShe,23-18,23,
899,2899,1363|1364,90,DaJinZiTa,YueDuShenShe,23-19,23,
900,2900,1363|1364,90,DaJinZiTa,YueDuShenShe,23-20,23,1:2:100
901,2901,1363|1364,90,DaJinZiTa,YueDuShenShe,23-21,23,
902,2902,1363|1364,90,DaJinZiTa,YueDuShenShe,23-22,23,
903,2903,1363|1364,90,DaJinZiTa,YueDuShenShe,23-23,23,
904,2904,1363|1364,90,DaJinZiTa,YueDuShenShe,23-24,23,
905,2905,1365|1366,90,DaJinZiTa,YueDuShenShe,23-25,23,
906,2906,1365|1366,90,DaJinZiTa,YueDuShenShe,23-26,23,
907,2907,1365|1366,90,DaJinZiTa,YueDuShenShe,23-27,23,
908,2908,1365|1366,90,DaJinZiTa,YueDuShenShe,23-28,23,
909,2909,1365|1366,90,DaJinZiTa,YueDuShenShe,23-29,23,
910,2910,1365|1366,90,DaJinZiTa,YueDuShenShe,23-30,23,5:3000049:1
911,2911,1367|1368,90,DaJinZiTa,YueDuShenShe,23-31,23,
912,2912,1367|1368,90,DaJinZiTa,YueDuShenShe,23-32,23,
913,2913,1367|1368,90,DaJinZiTa,YueDuShenShe,23-33,23,
914,2914,1367|1368,90,DaJinZiTa,YueDuShenShe,23-34,23,
915,2915,1367|1368,90,DaJinZiTa,YueDuShenShe,23-35,23,
916,2916,1367|1368,90,DaJinZiTa,YueDuShenShe,23-36,23,
917,2917,1369|1370,90,DaJinZiTa,YueDuShenShe,23-37,23,
918,2918,1369|1370,90,DaJinZiTa,YueDuShenShe,23-38,23,
919,2919,1369|1370,90,DaJinZiTa,YueDuShenShe,23-39,23,
920,2920,1369|1370,90,DaJinZiTa,YueDuShenShe,23-40,23,5:2000006:1
921,2921,1369|1370,90,DaJinZiTa,YueDuShenShe,23-41,23,
922,2922,1369|1370,90,DaJinZiTa,YueDuShenShe,23-42,23,
923,2923,1371|1372,90,DaJinZiTa,YueDuShenShe,23-43,23,
924,2924,1371|1372,90,DaJinZiTa,YueDuShenShe,23-44,23,
925,2925,1371|1372,90,DaJinZiTa,YueDuShenShe,23-45,23,
926,2926,1371|1372,90,DaJinZiTa,YueDuShenShe,23-46,23,
927,2927,1371|1372,90,DaJinZiTa,YueDuShenShe,23-47,23,
928,2928,1371|1372,90,DaJinZiTa,YueDuShenShe,23-48,23,
929,2929,1373|1374,90,DaJinZiTa,YueDuShenShe,23-49,23,
930,2930,1373|1374,90,DaJinZiTa,YueDuShenShe,23-50,23,5:3000006:100
931,2931,1373|1374,90,DaJinZiTa,YueDuShenShe,23-51,23,
932,2932,1373|1374,90,DaJinZiTa,YueDuShenShe,23-52,23,
933,2933,1373|1374,90,DaJinZiTa,YueDuShenShe,23-53,23,
934,2934,1373|1374,90,DaJinZiTa,YueDuShenShe,23-54,23,
935,2935,1375|1376,90,DaJinZiTa,YueDuShenShe,23-55,23,
936,2936,1375|1376,90,DaJinZiTa,YueDuShenShe,23-56,23,
937,2937,1375|1376,90,DaJinZiTa,YueDuShenShe,23-57,23,
938,2938,1375|1376,90,DaJinZiTa,YueDuShenShe,23-58,23,
939,2939,1375|1376,90,DaJinZiTa,YueDuShenShe,23-59,23,
940,2940,1375|1376,90,DaJinZiTa,YueDuShenShe,23-60,23,5:3000049:1
941,2941,1377|1378,90,ShenZhiXiaGu,YueDuShenShe,24-1,24,
942,2942,1377|1378,90,ShenZhiXiaGu,YueDuShenShe,24-2,24,
943,2943,1377|1378,90,ShenZhiXiaGu,YueDuShenShe,24-3,24,
944,2944,1377|1378,90,ShenZhiXiaGu,YueDuShenShe,24-4,24,
945,2945,1377|1378,90,ShenZhiXiaGu,YueDuShenShe,24-5,24,
946,2946,1377|1378,90,ShenZhiXiaGu,YueDuShenShe,24-6,24,
947,2947,1379|1380,90,ShenZhiXiaGu,YueDuShenShe,24-7,24,
948,2948,1379|1380,90,ShenZhiXiaGu,YueDuShenShe,24-8,24,
949,2949,1379|1380,90,ShenZhiXiaGu,YueDuShenShe,24-9,24,
950,2950,1379|1380,90,ShenZhiXiaGu,YueDuShenShe,24-10,24,3:1130:5
951,2951,1379|1380,90,ShenZhiXiaGu,YueDuShenShe,24-11,24,
952,2952,1379|1380,90,ShenZhiXiaGu,YueDuShenShe,24-12,24,
953,2953,1381|1382,90,ShenZhiXiaGu,YueDuShenShe,24-13,24,
954,2954,1381|1382,90,ShenZhiXiaGu,YueDuShenShe,24-14,24,
955,2955,1381|1382,90,ShenZhiXiaGu,YueDuShenShe,24-15,24,
956,2956,1381|1382,90,ShenZhiXiaGu,YueDuShenShe,24-16,24,
957,2957,1381|1382,90,ShenZhiXiaGu,YueDuShenShe,24-17,24,
958,2958,1381|1382,90,ShenZhiXiaGu,YueDuShenShe,24-18,24,
959,2959,1383|1384,90,ShenZhiXiaGu,YueDuShenShe,24-19,24,
960,2960,1383|1384,90,ShenZhiXiaGu,YueDuShenShe,24-20,24,1:2:100
961,2961,1383|1384,90,ShenZhiXiaGu,YueDuShenShe,24-21,24,
962,2962,1383|1384,90,ShenZhiXiaGu,YueDuShenShe,24-22,24,
963,2963,1383|1384,90,ShenZhiXiaGu,YueDuShenShe,24-23,24,
964,2964,1383|1384,90,ShenZhiXiaGu,YueDuShenShe,24-24,24,
965,2965,1385|1386,90,ShenZhiXiaGu,YueDuShenShe,24-25,24,
966,2966,1385|1386,90,ShenZhiXiaGu,YueDuShenShe,24-26,24,
967,2967,1385|1386,90,ShenZhiXiaGu,YueDuShenShe,24-27,24,
968,2968,1385|1386,90,ShenZhiXiaGu,YueDuShenShe,24-28,24,
969,2969,1385|1386,90,ShenZhiXiaGu,YueDuShenShe,24-29,24,
970,2970,1385|1386,90,ShenZhiXiaGu,YueDuShenShe,24-30,24,5:3000049:1
971,2971,1387|1388,90,ShenZhiXiaGu,YueDuShenShe,24-31,24,
972,2972,1387|1388,90,ShenZhiXiaGu,YueDuShenShe,24-32,24,
973,2973,1387|1388,90,ShenZhiXiaGu,YueDuShenShe,24-33,24,
974,2974,1387|1388,90,ShenZhiXiaGu,YueDuShenShe,24-34,24,
975,2975,1387|1388,90,ShenZhiXiaGu,YueDuShenShe,24-35,24,
976,2976,1387|1388,90,ShenZhiXiaGu,YueDuShenShe,24-36,24,
977,2977,1389|1390,90,ShenZhiXiaGu,YueDuShenShe,24-37,24,
978,2978,1389|1390,90,ShenZhiXiaGu,YueDuShenShe,24-38,24,
979,2979,1389|1390,90,ShenZhiXiaGu,YueDuShenShe,24-39,24,
980,2980,1389|1390,90,ShenZhiXiaGu,YueDuShenShe,24-40,24,5:2000006:1
981,2981,1389|1390,90,ShenZhiXiaGu,YueDuShenShe,24-41,24,
982,2982,1389|1390,90,ShenZhiXiaGu,YueDuShenShe,24-42,24,
983,2983,1391|1392,90,ShenZhiXiaGu,YueDuShenShe,24-43,24,
984,2984,1391|1392,90,ShenZhiXiaGu,YueDuShenShe,24-44,24,
985,2985,1391|1392,90,ShenZhiXiaGu,YueDuShenShe,24-45,24,
986,2986,1391|1392,90,ShenZhiXiaGu,YueDuShenShe,24-46,24,
987,2987,1391|1392,90,ShenZhiXiaGu,YueDuShenShe,24-47,24,
988,2988,1391|1392,90,ShenZhiXiaGu,YueDuShenShe,24-48,24,
989,2989,1393|1394,90,ShenZhiXiaGu,YueDuShenShe,24-49,24,
990,2990,1393|1394,90,ShenZhiXiaGu,YueDuShenShe,24-50,24,5:3000006:100
991,2991,1393|1394,90,ShenZhiXiaGu,YueDuShenShe,24-51,24,
992,2992,1393|1394,90,ShenZhiXiaGu,YueDuShenShe,24-52,24,
993,2993,1393|1394,90,ShenZhiXiaGu,YueDuShenShe,24-53,24,
994,2994,1393|1394,90,ShenZhiXiaGu,YueDuShenShe,24-54,24,
995,2995,1395|1396,90,ShenZhiXiaGu,YueDuShenShe,24-55,24,
996,2996,1395|1396,90,ShenZhiXiaGu,YueDuShenShe,24-56,24,
997,2997,1395|1396,90,ShenZhiXiaGu,YueDuShenShe,24-57,24,
998,2998,1395|1396,90,ShenZhiXiaGu,YueDuShenShe,24-58,24,
999,2999,1395|1396,90,ShenZhiXiaGu,YueDuShenShe,24-59,24,
1000,3000,1395|1396,90,ShenZhiXiaGu,YueDuShenShe,24-60,24,5:3000049:1
1001,3001,1397|1398,90,KunLunTianGong,YueDuShenShe,25-1,25,
1002,3002,1397|1398,90,KunLunTianGong,YueDuShenShe,25-2,25,
1003,3003,1397|1398,90,KunLunTianGong,YueDuShenShe,25-3,25,
1004,3004,1397|1398,90,KunLunTianGong,YueDuShenShe,25-4,25,
1005,3005,1397|1398,90,KunLunTianGong,YueDuShenShe,25-5,25,
1006,3006,1397|1398,90,KunLunTianGong,YueDuShenShe,25-6,25,
1007,3007,1397|1398,90,KunLunTianGong,YueDuShenShe,25-7,25,
1008,3008,1397|1398,90,KunLunTianGong,YueDuShenShe,25-8,25,
1009,3009,1397|1398,90,KunLunTianGong,YueDuShenShe,25-9,25,
1010,3010,1397|1398,90,KunLunTianGong,YueDuShenShe,25-10,25,3:1131:5
1011,3011,1397|1398,90,KunLunTianGong,YueDuShenShe,25-11,25,
1012,3012,1397|1398,90,KunLunTianGong,YueDuShenShe,25-12,25,
1013,3013,1399|1400,90,KunLunTianGong,YueDuShenShe,25-13,25,
1014,3014,1399|1400,90,KunLunTianGong,YueDuShenShe,25-14,25,
1015,3015,1399|1400,90,KunLunTianGong,YueDuShenShe,25-15,25,
1016,3016,1399|1400,90,KunLunTianGong,YueDuShenShe,25-16,25,
1017,3017,1399|1400,90,KunLunTianGong,YueDuShenShe,25-17,25,
1018,3018,1399|1400,90,KunLunTianGong,YueDuShenShe,25-18,25,
1019,3019,1399|1400,90,KunLunTianGong,YueDuShenShe,25-19,25,
1020,3020,1399|1400,90,KunLunTianGong,YueDuShenShe,25-20,25,1:2:100
1021,3021,1399|1400,90,KunLunTianGong,YueDuShenShe,25-21,25,
1022,3022,1399|1400,90,KunLunTianGong,YueDuShenShe,25-22,25,
1023,3023,1399|1400,90,KunLunTianGong,YueDuShenShe,25-23,25,
1024,3024,1399|1400,90,KunLunTianGong,YueDuShenShe,25-24,25,
1025,3025,1401|1402,90,KunLunTianGong,YueDuShenShe,25-25,25,
1026,3026,1401|1402,90,KunLunTianGong,YueDuShenShe,25-26,25,
1027,3027,1401|1402,90,KunLunTianGong,YueDuShenShe,25-27,25,
1028,3028,1401|1402,90,KunLunTianGong,YueDuShenShe,25-28,25,
1029,3029,1401|1402,90,KunLunTianGong,YueDuShenShe,25-29,25,
1030,3030,1401|1402,90,KunLunTianGong,YueDuShenShe,25-30,25,5:3000049:1
1031,3031,1401|1402,90,ShenZhiXiaGu,YueDuShenShe,26-1,26,
1032,3032,1401|1402,90,ShenZhiXiaGu,YueDuShenShe,26-2,26,
1033,3033,1401|1402,90,ShenZhiXiaGu,YueDuShenShe,26-3,26,
1034,3034,1401|1402,90,ShenZhiXiaGu,YueDuShenShe,26-4,26,
1035,3035,1401|1402,90,ShenZhiXiaGu,YueDuShenShe,26-5,26,
1036,3036,1401|1402,90,ShenZhiXiaGu,YueDuShenShe,26-6,26,
1037,3037,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-7,26,
1038,3038,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-8,26,
1039,3039,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-9,26,
1040,3040,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-10,26,5:2000006:1
1041,3041,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-11,26,
1042,3042,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-12,26,
1043,3043,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-13,26,
1044,3044,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-14,26,
1045,3045,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-15,26,
1046,3046,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-16,26,
1047,3047,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-17,26,
1048,3048,1403|1404,90,ShenZhiXiaGu,YueDuShenShe,26-18,26,
1049,3049,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-19,26,
1050,3050,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-20,26,5:3000006:100
1051,3051,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-21,26,
1052,3052,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-22,26,
1053,3053,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-23,26,
1054,3054,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-24,26,
1055,3055,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-25,26,
1056,3056,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-26,26,
1057,3057,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-27,26,
1058,3058,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-28,26,
1059,3059,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-29,26,
1060,3060,1405|1406,90,ShenZhiXiaGu,YueDuShenShe,26-30,26,5:3000049:1
1061,3061,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-1,27,
1062,3062,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-2,27,
1063,3063,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-3,27,
1064,3064,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-4,27,
1065,3065,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-5,27,
1066,3066,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-6,27,
1067,3067,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-7,27,
1068,3068,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-8,27,
1069,3069,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-9,27,
1070,3070,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-10,27,3:1132:5
1071,3071,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-11,27,
1072,3072,1407|1408,90,XieShenCangShenChu,YueDuShenShe,27-12,27,
1073,3073,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-13,27,
1074,3074,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-14,27,
1075,3075,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-15,27,
1076,3076,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-16,27,
1077,3077,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-17,27,
1078,3078,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-18,27,
1079,3079,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-19,27,
1080,3080,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-20,27,1:2:100
1081,3081,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-21,27,
1082,3082,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-22,27,
1083,3083,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-23,27,
1084,3084,1409|1410,90,XieShenCangShenChu,YueDuShenShe,27-24,27,
1085,3085,1411|1412,90,XieShenCangShenChu,YueDuShenShe,27-25,27,
1086,3086,1411|1412,90,XieShenCangShenChu,YueDuShenShe,27-26,27,
1087,3087,1411|1412,90,XieShenCangShenChu,YueDuShenShe,27-27,27,
1088,3088,1411|1412,90,XieShenCangShenChu,YueDuShenShe,27-28,27,
1089,3089,1411|1412,90,XieShenCangShenChu,YueDuShenShe,27-29,27,
1090,3090,1411|1412,90,XieShenCangShenChu,YueDuShenShe,27-30,27,5:3000049:1
1091,3091,1411|1412,90,RanShaoLianYu,YueDuShenShe,28-1,28,
1092,3092,1411|1412,90,RanShaoLianYu,YueDuShenShe,28-2,28,
1093,3093,1411|1412,90,RanShaoLianYu,YueDuShenShe,28-3,28,
1094,3094,1411|1412,90,RanShaoLianYu,YueDuShenShe,28-4,28,
1095,3095,1411|1412,90,RanShaoLianYu,YueDuShenShe,28-5,28,
1096,3096,1411|1412,90,RanShaoLianYu,YueDuShenShe,28-6,28,
1097,3097,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-7,28,
1098,3098,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-8,28,
1099,3099,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-9,28,
1100,3100,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-10,28,3:1133:5
1101,3101,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-11,28,
1102,3102,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-12,28,
1103,3103,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-13,28,
1104,3104,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-14,28,
1105,3105,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-15,28,
1106,3106,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-16,28,
1107,3107,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-17,28,
1108,3108,1413|1414,90,RanShaoLianYu,YueDuShenShe,28-18,28,
1109,3109,1415|1416,90,RanShaoLianYu,YueDuShenShe,28-19,28,
1110,3110,1417|1418,90,RanShaoLianYu,YueDuShenShe,28-20,28,1:2:100
1111,3111,1419|1420,90,RanShaoLianYu,YueDuShenShe,28-21,28,
1112,3112,1421|1422,90,RanShaoLianYu,YueDuShenShe,28-22,28,
1113,3113,1423|1424,90,RanShaoLianYu,YueDuShenShe,28-23,28,
1114,3114,1415|1416,90,RanShaoLianYu,YueDuShenShe,28-24,28,
1115,3115,1417|1418,90,RanShaoLianYu,YueDuShenShe,28-25,28,
1116,3116,1419|1420,90,RanShaoLianYu,YueDuShenShe,28-26,28,
1117,3117,1421|1422,90,RanShaoLianYu,YueDuShenShe,28-27,28,
1118,3118,1423|1424,90,RanShaoLianYu,YueDuShenShe,28-28,28,
1119,3119,1415|1416,90,RanShaoLianYu,YueDuShenShe,28-29,28,
1120,3120,1415|1416,90,RanShaoLianYu,YueDuShenShe,28-30,28,5:3000049:1
1121,3121,1417|1418,90,XueChengBao,YueDuShenShe,29-1,29,
1122,3122,1419|1420,90,XueChengBao,YueDuShenShe,29-2,29,
1123,3123,1421|1422,90,XueChengBao,YueDuShenShe,29-3,29,
1124,3124,1423|1424,90,XueChengBao,YueDuShenShe,29-4,29,
1125,3125,1415|1416,90,XueChengBao,YueDuShenShe,29-5,29,
1126,3126,1417|1418,90,XueChengBao,YueDuShenShe,29-6,29,
1127,3127,1419|1420,90,XueChengBao,YueDuShenShe,29-7,29,
1128,3128,1421|1422,90,XueChengBao,YueDuShenShe,29-8,29,
1129,3129,1425|1426,90,XueChengBao,YueDuShenShe,29-9,29,
