cfg_id,name,icon_path,job_need,armor_part,level,main_attr_str,secondary_attr,job_limit_base_attr,sell_price
6093,Revelation Belt,6023.png,0,8,460,2:1:469928,1100,,100
6094,Holysoul Belt,6024.png,0,8,465,2:1:478178,1110,,100
6095,Perishing Belt,6025.png,0,8,470,2:1:486428,1120,,100
6096,Skycrack Belt,6026.png,0,8,475,2:1:494678,1130,,100
6097,Frostbane Belt,6027.png,0,8,480,2:1:502928,1140,,100
6098,Daybreak Belt,6028.png,0,8,485,2:1:511178,1150,,100
6099,Miracle Belt,6029.png,0,8,490,2:1:519428,1160,,100
8001,Cloth Shoes,8001.png,0,10,1,2:6:3,4,,100
8002,Leather Boots,8002.png,0,10,5,2:6:13,10,,100
8003,Padded Boots,8003.png,0,10,10,2:6:33,20,,100
8004,Chain Boots,8004.png,0,10,15,2:6:69,34,,100
8005,Seeker Boots,8005.png,0,10,20,2:6:120,50,,100
8006,Rogue Boots,8006.png,0,10,25,2:6:187,64,,100
8007,Confusion,8007.png,0,10,30,2:6:269,80,,100
8008,Chaos,8008.png,0,10,35,2:6:357,94,,100
8009,Victor Armor,8009.png,0,10,40,2:6:459,110,,100
8010,Calamity,8010.png,0,10,45,2:6:586,124,,100
8011,Paladin,8011.png,0,10,50,2:6:730,140,,100
8012,Silent Boots,8012.png,0,10,55,2:6:895,160,,100
8013,Dragonbone,8013.png,0,10,60,2:6:1078,180,,100
8014,Oracle Boots,8014.png,0,10,65,2:6:1277,200,,100
8015,Pride Boots,8015.png,0,10,70,2:6:1492,220,,100
8016,Leap Boots,8016.png,0,10,75,2:6:1722,240,,100
8017,Voodoo,8017.png,0,10,80,2:6:1973,260,,100
8018,Ghost Fox,8018.png,0,10,85,2:6:2244,280,,100
8019,Bramble,8019.png,0,10,90,2:6:2532,300,,100
8020,Shadowblade,8020.png,0,10,95,2:6:2836,324,,100
8021,Integrity,8021.png,0,10,100,2:6:3126,350,,100
8022,Ghost Boots,8022.png,0,10,105,2:6:3409,374,,100
8023,Ice Storm,8023.png,0,10,110,2:6:3770,400,,100
8024,Death Shadow,8024.png,0,10,115,2:6:4120,410,,100
8025,Darkstorm,8025.png,0,10,120,2:6:4513,420,,100
8026,Frost Boots,8026.png,0,10,125,2:6:4890,430,,100
8027,Shadow Armor,8027.png,0,10,130,2:6:5312,440,,100
8028,Soothsayer,8028.png,0,10,135,2:6:5714,450,,100
8029,Samurai,8029.png,0,10,140,2:6:6163,460,,100
8030,Feline Boots,8030.png,0,10,145,2:6:6587,470,,100
8031,Ninja Boots,8031.png,0,10,150,2:6:7059,480,,100
8032,Empyreal Boot,8020.png,0,10,155,2:6:7559,490,,100
8033,Starlight Boot,8021.png,0,10,160,2:6:8059,500,,100
8034,Glorious Boot,8022.png,0,10,165,2:6:8559,510,,100
8035,Eternal Boot,8023.png,0,10,170,2:6:9059,520,,100
8036,Rift Boot,8024.png,0,10,175,2:6:9559,530,,100
8037,Infernal Boot,8025.png,0,10,180,2:6:10059,540,,100
8038,Heaven Boot,8026.png,0,10,185,2:6:10559,550,,100
8039,Supreme Boot,8027.png,0,10,190,2:6:11059,560,,100
8040,Hades Boot,8028.png,0,10,195,2:6:11559,570,,100
8041,Immortal Boot,8029.png,0,10,200,2:6:12059,580,,100
8042,Imperial Boots,8030.png,0,10,205,2:6:12559,590,,100
8043,Celestial Boots,8031.png,0,10,210,2:6:13059,600,,100
8044,Lightforged Boots,8027.png,0,10,215,2:6:13559,610,,100
8045,Storm Boots,8021.png,0,10,220,2:6:14059,620,,100
8046,Faith Boots,8024.png,0,10,225,2:6:14859,630,,100
8047,Oracle Boots,8025.png,0,10,230,2:6:16059,640,,100
8048,Orison Boots,8026.png,0,10,235,2:6:17259,650,,100
8049,Pantheon Boots,8027.png,0,10,240,2:6:18459,660,,100
8050,Deicide Boots,8028.png,0,10,245,2:6:19659,670,,100
8051,Genesis Boots,8029.png,0,10,250,2:6:20859,680,,100
8052,Moonlit Boots,8030.png,0,10,255,2:6:22059,690,,100
8053,Sunlit Boots,8031.png,0,10,260,2:6:23259,700,,100
8054,Thunder Boots,8020.png,0,10,265,2:6:24459,710,,100
8055,Supreme Boots,8021.png,0,10,270,2:6:25659,720,,100
8056,Infinite Boots,8022.png,0,10,275,2:6:26859,730,,100
8057,Cycle Boots,8023.png,0,10,280,2:6:28059,740,,100
8058,Evolving Boots,8024.png,0,10,285,2:6:29259,750,,100
8059,Transcending Boots,8025.png,0,10,290,2:6:30459,760,,100
8060,Galactic Boots,8026.png,0,10,295,2:6:31659,770,,100
8061,Cosmic Boots,8027.png,0,10,300,2:6:32859,780,,100
8062,Boots of Destruction,8028.png,0,10,305,2:6:34059,790,,100
8063,Boots of Hope,8029.png,0,10,310,2:6:35259,800,,100
8064,Holy Boots,8030.png,0,10,315,2:6:36459,810,,100
8065,Divinity Boots,8031.png,0,10,320,2:6:37659,820,,100
8066,Shadow Boots,8020.png,0,10,325,2:6:38859,830,,100
8067,Void Boots,8021.png,0,10,330,2:6:40059,840,,100
8068,Origin Boots,8022.png,0,10,335,2:6:41259,850,,100
8069,Sacred Flame Boots,8023.png,0,10,340,2:6:42459,860,,100
8070,Luminous Boots,8024.png,0,10,345,2:6:43659,870,,100
8071,Voidbreaker Boots,8025.png,0,10,350,2:6:44859,880,,100
8072,Boots of Finality,8026.png,0,10,355,2:6:46059,890,,100
8073,Boots of Redemption,8027.png,0,10,360,2:6:47259,900,,100
8074,Primordial Boots,8028.png,0,10,365,2:6:48459,910,,100
8075,Demonbane Boots,8029.png,0,10,370,2:6:49659,920,,100
8076,Primordial Boots,8030.png,0,10,375,2:6:50859,930,,100
8077,Infinite Boots,8031.png,0,10,380,2:6:52059,940,,100
8078,Demon King Boots,8020.png,0,10,385,2:6:53259,950,,100
8079,Prayer Boots,8021.png,0,10,390,2:6:54459,960,,100
8080,Judgment Boots,8022.png,0,10,395,2:6:55659,970,,100
8081,Doom Boots,8023.png,0,10,400,2:6:56859,980,,100
8082,Glowing Boots,8024.png,0,10,405,2:6:58059,990,,100
8083,Origin Boots,8025.png,0,10,410,2:6:59259,1000,,100
8084,Holyfeather Boots,8026.png,0,10,415,2:6:60459,1010,,100
8085,Battlesoul Boots,8027.png,0,10,420,2:6:61659,1020,,100
8086,Titan Boots,8028.png,0,10,425,2:6:62859,1030,,100
8087,Seraph Boots,8029.png,0,10,430,2:6:64059,1040,,100
8088,Bizarre Boots,8030.png,0,10,435,2:6:65259,1050,,100
8089,Skydragon Boots,8031.png,0,10,440,2:6:66459,1060,,100
8090,Evernight Boots,8020.png,0,10,445,2:6:67659,1070,,100
8091,Obliteration Boots,8021.png,0,10,450,2:6:68859,1080,,100
8092,Astralight Boots,8022.png,0,10,455,2:6:70059,1090,,100
8093,Revelation Boots,8023.png,0,10,460,2:6:71259,1100,,100
8094,Holysoul Boots,8024.png,0,10,465,2:6:72459,1110,,100
8095,Perishing Boots,8025.png,0,10,470,2:6:73659,1120,,100
8096,Skycrack Boots,8026.png,0,10,475,2:6:74859,1130,,100
8097,Frostbane Boots,8027.png,0,10,480,2:6:76059,1140,,100
8098,Daybreak Boots,8028.png,0,10,485,2:6:77259,1150,,100
8099,Miracle Boots,8029.png,0,10,490,2:6:78459,1160,,100
14001,Silver Ring,14001.png,0,5,1,2:17:3,4,,100
14002,Gold Ring,14002.png,0,5,5,2:17:6,10,,100
14003,Jeweled Ring,14003.png,0,5,10,2:17:16,20,,100
14004,Beastsoul,14004.png,0,5,15,2:17:36,34,,100
14005,Sharptooth,14005.png,0,5,20,2:17:67,50,,100
14006,Bloodfeather,14006.png,0,5,25,2:17:110,64,,100
14007,Starry Ring,14007.png,0,5,30,2:17:164,80,,100
14008,Rampaging,14008.png,0,5,35,2:17:229,94,,100
14009,Great Dragon,14009.png,0,5,40,2:17:312,110,,100
14010,Destruction,14010.png,0,5,45,2:17:418,124,,100
14011,New Life,14011.png,0,5,50,2:17:543,140,,100
14012,Hope Ring,14012.png,0,5,55,2:17:688,160,,100
14013,Omnipotence,14013.png,0,5,60,2:17:859,180,,100
14014,Sacred Ring,14014.png,0,5,65,2:17:1053,200,,100
14015,Peace Ring,14015.png,0,5,70,2:17:1268,220,,100
14016,Heart-Lesion,14016.png,0,5,75,2:17:1508,240,,100
14017,Demon Ring,14017.png,0,5,80,2:17:1777,260,,100
14018,Enigmatic,14018.png,0,5,85,2:17:2072,280,,100
14019,Void Ring,14019.png,0,5,90,2:17:2391,300,,100
14020,Sinking Ring,14020.png,0,5,95,2:17:2734,324,,100
14021,Poison,14021.png,0,5,100,2:17:3038,350,,100
14022,Soulrip Ring,14022.png,0,5,105,2:17:3432,374,,100
14023,Marble Ring,14023.png,0,5,110,2:17:3853,400,,100
14024,Coral Ring,14024.png,0,5,115,2:17:4299,410,,100
14025,Midsummer,14025.png,0,5,120,2:17:4773,420,,100
14026,Blessed Ring,14026.png,0,5,125,2:17:5272,430,,100
14027,Warden Ring,14027.png,0,5,130,2:17:5796,440,,100
14028,Warrior Ring,14028.png,0,5,135,2:17:6344,450,,100
14029,Chakra Ring,14029.png,0,5,140,2:17:6916,460,,100
14030,Sky Ring,14030.png,0,5,145,2:17:7510,470,,100
14031,Soul Ring,14031.png,0,5,150,2:17:8126,480,,100
14032,Empyreal Ring,14020.png,0,5,155,2:17:8762,490,,100
14033,Starlight Ring,14021.png,0,5,160,2:17:9418,500,,100
14034,Glorious Ring,14022.png,0,5,165,2:17:10094,510,,100
14035,Eternal Ring,14023.png,0,5,170,2:17:10790,520,,100
14036,Rift Ring,14024.png,0,5,175,2:17:11506,530,,100
14037,Infernal Ring,14025.png,0,5,180,2:17:12242,540,,100
14038,Heaven Ring,14026.png,0,5,185,2:17:12998,550,,100
14039,Supreme Ring,14027.png,0,5,190,2:17:13774,560,,100
14040,Hades Ring,14028.png,0,5,195,2:17:14570,570,,100
14041,Immortal Ring,14029.png,0,5,200,2:17:15386,580,,100
14042,Emperor's Ring,14030.png,0,5,205,2:17:16202,590,,100
14043,Celestial's Ring,14031.png,0,5,210,2:17:17018,600,,100
14044,Lightforged Ring,14027.png,0,5,215,2:17:18212,630,,100
14045,Storm Ring,14021.png,0,5,220,2:17:19014,660,,100
14046,Faith Ring,14024.png,0,5,225,2:17:20216,690,,100
14047,Oracle Ring,14025.png,0,5,230,2:17:21818,720,,100
14048,Orison Ring,14026.png,0,5,235,2:17:23420,750,,100
14049,Pantheon Ring,14027.png,0,5,240,2:17:25022,780,,100
14050,Deicide Ring,14028.png,0,5,245,2:17:26624,810,,100
14051,Genesis Ring,14029.png,0,5,250,2:17:28226,840,,100
14052,Moonlit Ring,14030.png,0,5,255,2:17:29828,870,,100
14053,Sunlit Ring,14031.png,0,5,260,2:17:31430,900,,100
14054,Thunder Ring,14020.png,0,5,265,2:17:33032,930,,100
14055,Supreme Ring,14021.png,0,5,270,2:17:34634,960,,100
14056,Infinite Ring,14022.png,0,5,275,2:17:36236,990,,100
14057,Cycle Ring,14023.png,0,5,280,2:17:37838,1020,,100
14058,Evolving Ring,14024.png,0,5,285,2:17:39440,1050,,100
14059,Transcending Ring,14025.png,0,5,290,2:17:41042,1080,,100
14060,Galactic Ring,14026.png,0,5,295,2:17:42644,1110,,100
14061,Cosmic Ring,14027.png,0,5,300,2:17:44246,1140,,100
14062,Ring of Destruction,14028.png,0,5,305,2:17:45848,1170,,100
14063,Ring of Hope,14029.png,0,5,310,2:17:47450,1200,,100
14064,Holy Ring,14030.png,0,5,315,2:17:49052,1230,,100
14065,Divinity Ring,14031.png,0,5,320,2:17:50654,1260,,100
14066,Shadow Ring,14020.png,0,5,325,2:17:52256,1290,,100
14067,Void Ring,14021.png,0,5,330,2:17:53858,1320,,100
14068,Origin Ring,14022.png,0,5,335,2:17:55460,1350,,100
14069,Sacred Flame Ring,14023.png,0,5,340,2:17:57062,1380,,100
14070,Luminous Ring,14024.png,0,5,345,2:17:58664,1410,,100
14071,Voidbreaker Ring,14025.png,0,5,350,2:17:60266,1440,,100
14072,Ring of Finality,14026.png,0,5,355,2:17:61868,1470,,100
14073,Ring of Redemption,14027.png,0,5,360,2:17:63470,1500,,100
14074,Primordial Ring,14028.png,0,5,365,2:17:65072,1530,,100
14075,Demonbane Ring,14029.png,0,5,370,2:17:66674,1560,,100
14076,Primordial Ring,14030.png,0,5,375,2:17:68276,1590,,100
14077,Infinite Ring,14031.png,0,5,380,2:17:69878,1620,,100
14078,Demon King Ring,14020.png,0,5,385,2:17:71480,1650,,100
14079,Prayer Ring,14021.png,0,5,390,2:17:73082,1680,,100
14080,Judgment Ring,14022.png,0,5,395,2:17:74684,1710,,100
14081,Doom Ring,14023.png,0,5,400,2:17:76286,1740,,100
14082,Glowing Ring,14024.png,0,5,405,2:17:77888,1770,,100
14083,Origin Ring,14025.png,0,5,410,2:17:79490,1800,,100
14084,Holyfeather Ring,14026.png,0,5,415,2:17:81092,1830,,100
14085,Battlesoul Ring,14027.png,0,5,420,2:17:82694,1860,,100
14086,Titan Ring,14028.png,0,5,425,2:17:84296,1890,,100
14087,Seraph Ring,14029.png,0,5,430,2:17:85898,1920,,100
14088,Bizarre Ring,14030.png,0,5,435,2:17:87500,1950,,100
14089,Skydragon Ring,14031.png,0,5,440,2:17:89102,1980,,100
14090,Evernight Ring,14020.png,0,5,445,2:17:90704,2010,,100
14091,Obliteration Ring,14021.png,0,5,450,2:17:92306,2040,,100
14092,Astralight Ring,14022.png,0,5,455,2:17:93908,2070,,100
14093,Revelation Ring,14023.png,0,5,460,2:17:95510,2100,,100
14094,Holysoul Ring,14024.png,0,5,465,2:17:97112,2130,,100
14095,Perishing Ring,14025.png,0,5,470,2:17:98714,2160,,100
14096,Skycrack Ring,14026.png,0,5,475,2:17:100316,2190,,100
14097,Frostbane Ring,14027.png,0,5,480,2:17:101918,2220,,100
14098,Daybreak Boots,14028.png,0,5,485,2:17:103520,2250,,100
14099,Miracle Boots,14029.png,0,5,490,2:17:105122,2280,,100
15001,Nihility,15001.png,1,3,100,2:3:2900|3:1:10,400,1:1450,100
15002,Temptation,15002.png,1,3,105,2:3:3400|3:1:20,425,1:1700,100
15003,Contagion,15003.png,1,3,110,2:3:3600|3:1:30,450,1:1800,100
15004,Frustration,15004.png,1,3,115,2:3:4000|3:1:40,475,1:2000,100
15005,Aggregation,15005.png,1,3,120,2:3:4300|3:1:50,500,1:2150,100
15006,Groupthink,15006.png,1,3,125,2:3:4700|3:1:60,525,1:2350,100
15007,hindsight,15007.png,1,3,130,2:3:5000|3:1:70,550,1:2500,100
15008,Saltstone,15008.png,1,3,135,2:3:5500|3:1:80,575,1:2750,100
15009,hypocrisy,15009.png,1,3,140,2:3:5800|3:1:90,600,1:2900,100
15010,illusion,15010.png,1,3,145,2:3:6400|3:1:100,625,1:3200,100
15011,Discipline,15011.png,1,3,150,2:3:6900|3:1:110,650,1:3450,100
15012,Draconian,15012.png,1,3,155,2:3:7400|3:1:120,675,1:3700,100
15013,Silvermoon,15013.png,1,3,160,2:3:8000|3:1:130,700,1:4000,100
15014,Baseline,15014.png,1,3,165,2:3:8500|3:1:140,725,1:4250,100
15015,Deprivation,15015.png,1,3,170,2:3:9100|3:1:150,750,1:4550,100
15016,Wasteland,15016.png,1,3,175,2:3:9700|3:1:160,775,1:4850,100
15017,Defender,15017.png,1,3,180,2:3:10300|3:1:170,800,1:5150,100
15018,Bloodguard,15018.png,1,3,185,2:3:10900|3:1:180,825,1:5450,100
15019,Metanoia,15019.png,1,3,190,2:3:11500|3:1:190,850,1:5750,100
15020,Polar Day,15020.png,1,3,195,2:3:12200|3:1:200,875,1:6100,100
15021,Scapegoat,15021.png,1,3,200,2:3:12900|3:1:210,900,1:6450,100
15022,Furious Wolf,15022.png,1,3,205,2:3:13500|3:1:220,925,1:6750,100
15023,Crest Shield,15023.png,1,3,210,2:3:14200|3:1:230,950,1:7100,100
15024,Netherspike,15024.png,1,3,215,2:3:14900|3:1:240,975,1:7450,100
15025,Agony,15025.png,1,3,220,2:3:15600|3:1:250,1000,1:7800,100
15026,Instinct,15026.png,1,3,225,2:3:16600|3:1:260,1025,1:8300,100
15027,Wyvern,15027.png,1,3,230,2:3:17800|3:1:270,1050,1:8900,100
15028,Blue Blood,15028.png,1,3,235,2:3:19200|3:1:280,1075,1:9600,100
15029,Defier,15029.png,1,3,240,2:3:20500|3:1:290,1100,1:10250,100
15030,Bloodnight,15030.png,1,3,245,2:3:21900|3:1:300,1125,1:10950,100
15031,Lotus Aegis,15031.png,1,3,250,2:3:23300|3:1:310,1150,1:11650,100
15032,Empyreal Shield,15020.png,1,3,255,2:3:24700|3:1:320,1175,1:12350,100
15033,Starlight Shield,15021.png,1,3,260,2:3:26200|3:1:330,1200,1:13100,100
15034,Glorious Shield,15022.png,1,3,265,2:3:27700|3:1:340,1225,1:13850,100
15035,Eternal Shield,15023.png,1,3,270,2:3:29200|3:1:350,1250,1:14600,100
15036,Rift Shield,15024.png,1,3,275,2:3:30700|3:1:360,1275,1:15350,100
15037,Infernal Shield,15025.png,1,3,280,2:3:32300|3:1:370,1300,1:16150,100
15038,Heaven Shield,15026.png,1,3,285,2:3:33900|3:1:380,1325,1:16950,100
15039,Supreme Shield,15027.png,1,3,290,2:3:35600|3:1:390,1350,1:17800,100
15040,Hades Shield,15028.png,1,3,295,2:3:37200|3:1:400,1375,1:18600,100
15041,Immortal Shield,15029.png,1,3,300,2:3:38900|3:1:410,1400,1:19450,100
15042,Imperial Shield,15030.png,1,3,305,2:3:40600|3:1:420,1425,1:20300,100
15043,Celestial Shield,15031.png,1,3,310,2:3:42400|3:1:430,1450,1:21200,100
15044,Lightforged Shield,15020.png,1,3,315,2:3:44200|3:1:440,1475,1:22100,100
15045,Storm Shield,15021.png,1,3,320,2:3:46000|3:1:450,1500,1:23000,100
15046,Faith Shield,15022.png,1,3,325,2:3:47900|3:1:460,1525,1:23950,100
15047,Oracle Shield,15023.png,1,3,330,2:3:49700|3:1:470,1550,1:24850,100
15048,Heaven Shield,15024.png,1,3,335,2:3:51500|3:1:480,1575,1:25750,100
15049,Pantheon Shield,15025.png,1,3,340,2:3:53300|3:1:490,1600,1:26650,100
15050,Godslayer Shield,15032.png,1,3,345,2:3:55100|3:1:500,1625,1:27550,100
15051,Creation Shield,15033.png,1,3,350,2:3:56900|3:1:510,1650,1:28450,100
15052,Moonlight Shield,15034.png,1,3,355,2:3:58700|3:1:520,1675,1:29350,100
15053,Sunlight Shield,15035.png,1,3,360,2:3:60500|3:1:530,1700,1:30250,100
15054,Thunder Shield,15036.png,1,3,365,2:3:62300|3:1:540,1725,1:31150,100
16001,Shortbow,16001.png,2,3,100,2:3:2900|3:1:10,400,2:1450,100
16002,Thistlewood,16002.png,2,3,105,2:3:3400|3:1:20,425,2:1700,100
16003,Hunter,16003.png,2,3,110,2:3:3600|3:1:30,450,2:1800,100
16004,Valor,16004.png,2,3,115,2:3:4000|3:1:40,475,2:2000,100
16005,Centaur,16005.png,2,3,120,2:3:4300|3:1:50,500,2:2150,100
16006,Precision,16006.png,2,3,125,2:3:4700|3:1:60,525,2:2350,100
16007,Redwood,16007.png,2,3,130,2:3:5000|3:1:70,550,2:2500,100
16008,Sear,16008.png,2,3,135,2:3:5500|3:1:80,575,2:2750,100
16009,Torn Heart,16009.png,2,3,140,2:3:5800|3:1:90,600,2:2900,100
16010,Warsong,16010.png,2,3,145,2:3:6400|3:1:100,625,2:3200,100
16011,Vengeance,16011.png,2,3,150,2:3:6900|3:1:110,650,2:3450,100
16012,Desroyer,16012.png,2,3,155,2:3:7400|3:1:120,675,2:3700,100
16013,Skyfire,16013.png,2,3,160,2:3:8000|3:1:130,700,2:4000,100
16014,Phoenix,16014.png,2,3,165,2:3:8500|3:1:140,725,2:4250,100
16015,Oblivion,16015.png,2,3,170,2:3:9100|3:1:150,750,2:4550,100
16016,Admonition,16016.png,2,3,175,2:3:9700|3:1:160,775,2:4850,100
16017,Abandon,16017.png,2,3,180,2:3:10300|3:1:170,800,2:5150,100
16018,Ghostlord,16018.png,2,3,185,2:3:10900|3:1:180,825,2:5450,100
16019,Heavenly Bow,16019.png,2,3,190,2:3:11500|3:1:190,850,2:5750,100
16020,The Twins,16020.png,2,3,195,2:3:12200|3:1:200,875,2:6100,100
16021,Gospel,16021.png,2,3,200,2:3:12900|3:1:210,900,2:6450,100
16022,原祖长弓,16022.png,2,3,205,2:3:13500|3:1:220,925,2:6750,100
16023,Merit,16023.png,2,3,210,2:3:14200|3:1:230,950,2:7100,100
16024,Authority,16024.png,2,3,215,2:3:14900|3:1:240,975,2:7450,100
16025,Rampage,16025.png,2,3,220,2:3:15600|3:1:250,1000,2:7800,100
16026,Flourish,16026.png,2,3,225,2:3:16600|3:1:260,1025,2:8300,100
16027,Eris,16027.png,2,3,230,2:3:17800|3:1:270,1050,2:8900,100
16028,Lethe,16028.png,2,3,235,2:3:19200|3:1:280,1075,2:9600,100
16029,Windforce,16029.png,2,3,240,2:3:20500|3:1:290,1100,2:10250,100
16030,Skystalker,16030.png,2,3,245,2:3:21900|3:1:300,1125,2:10950,100
16031,Elven Warden,16031.png,2,3,250,2:3:23300|3:1:310,1150,2:11650,100
16032,Empyreal Bow,16020.png,2,3,255,2:3:24700|3:1:320,1175,2:12350,100
16033,Starlight Bow,16021.png,2,3,260,2:3:26200|3:1:330,1200,2:13100,100
16034,Glorious Bow,16022.png,2,3,265,2:3:27700|3:1:340,1225,2:13850,100
16035,Eternal Bow,16023.png,2,3,270,2:3:29200|3:1:350,1250,2:14600,100
16036,Rift Bow,16024.png,2,3,275,2:3:30700|3:1:360,1275,2:15350,100
16037,Infernal Bow,16025.png,2,3,280,2:3:32300|3:1:370,1300,2:16150,100
16038,Heaven Bow,16026.png,2,3,285,2:3:33900|3:1:380,1325,2:16950,100
16039,Supreme Bow,16027.png,2,3,290,2:3:35600|3:1:390,1350,2:17800,100
16040,Hades Bow,16028.png,2,3,295,2:3:37200|3:1:400,1375,2:18600,100
16041,Immortal Bow,16029.png,2,3,300,2:3:38900|3:1:410,1400,2:19450,100
16042,Imperial Bow,16030.png,2,3,305,2:3:40600|3:1:420,1425,2:20300,100
16043,Celestial Bow,16031.png,2,3,310,2:3:42400|3:1:430,1450,2:21200,100
16044,Lightforged Bow,16020.png,2,3,315,2:3:44200|3:1:440,1475,2:22100,100
16045,Storm Bow,16021.png,2,3,320,2:3:46000|3:1:450,1500,2:23000,100
16046,Faith Bow,16022.png,2,3,325,2:3:47900|3:1:460,1525,2:23950,100
16047,Oracle Bow,16023.png,2,3,330,2:3:49700|3:1:470,1550,2:24850,100
16048,Heaven Bow,16024.png,2,3,335,2:3:51500|3:1:480,1575,2:25750,100
16049,Pantheon Bow,16025.png,2,3,340,2:3:53300|3:1:490,1600,2:26650,100
16050,Godslayer Bow,16032.png,2,3,345,2:3:55100|3:1:500,1625,2:27550,100
16051,Creation Bow,16033.png,2,3,350,2:3:56900|3:1:510,1650,2:28450,100
16052,Moonlight Bow,16034.png,2,3,355,2:3:58700|3:1:520,1675,2:29350,100
16053,Sunlight Bow,16035.png,2,3,360,2:3:60500|3:1:530,1700,2:30250,100
16054,Thunder Bow,16036.png,2,3,365,2:3:62300|3:1:540,1725,2:31150,100
17001,Train Staff,17001.png,3,3,100,2:3:2900|3:1:10,400,3:1450,100
17002,Apprentice,17002.png,3,3,105,2:3:3400|3:1:20,425,3:1700,100
17003,Channeler,17003.png,3,3,110,2:3:3600|3:1:30,450,3:1800,100
17004,Binding,17004.png,3,3,115,2:3:4000|3:1:40,475,3:2000,100
17005,Wind Spirit,17005.png,3,3,120,2:3:4300|3:1:50,500,3:2150,100
17006,Volcano,17006.png,3,3,125,2:3:4700|3:1:60,525,3:2350,100
17007,Savage,17007.png,3,3,130,2:3:5000|3:1:70,550,3:2500,100
17008,Ghost Staff,17008.png,3,3,135,2:3:5500|3:1:80,575,3:2750,100
17009,Agrypnia,17009.png,3,3,140,2:3:5800|3:1:90,600,3:2900,100
17010,Chimera,17010.png,3,3,145,2:3:6400|3:1:100,625,3:3200,100
17011,Runed Staff,17011.png,3,3,150,2:3:6900|3:1:110,650,3:3450,100
17012,Cupidity,17012.png,3,3,155,2:3:7400|3:1:120,675,3:3700,100
17013,Mercury,17013.png,3,3,160,2:3:8000|3:1:130,700,3:4000,100
17014,Archmage,17014.png,3,3,165,2:3:8500|3:1:140,725,3:4250,100
17015,Division,17015.png,3,3,170,2:3:9100|3:1:150,750,3:4550,100
17016,Void Staff,17016.png,3,3,175,2:3:9700|3:1:160,775,3:4850,100
17017,Infinity,17017.png,3,3,180,2:3:10300|3:1:170,800,3:5150,100
17018,Wand of Soul,17018.png,3,3,185,2:3:10900|3:1:180,825,3:5450,100
17019,Demon Staff,17019.png,3,3,190,2:3:11500|3:1:190,850,3:5750,100
17020,Solstice,17020.png,3,3,195,2:3:12200|3:1:200,875,3:6100,100
17021,Devourer,17021.png,3,3,200,2:3:12900|3:1:210,900,3:6450,100
17022,Crystalfire,17022.png,3,3,205,2:3:13500|3:1:220,925,3:6750,100
17023,Shrub,17023.png,3,3,210,2:3:14200|3:1:230,950,3:7100,100
17024,Nephenthes,17024.png,3,3,215,2:3:14900|3:1:240,975,3:7450,100
17025,Black Hole,17025.png,3,3,220,2:3:15600|3:1:250,1000,3:7800,100
17026,Flame,17026.png,3,3,225,2:3:16600|3:1:260,1025,3:8300,100
17027,Solar Flare,17027.png,3,3,230,2:3:17800|3:1:270,1050,3:8900,100
17028,Dignity,17028.png,3,3,235,2:3:19200|3:1:280,1075,3:9600,100
17029,Ceraunite,17029.png,3,3,240,2:3:20500|3:1:290,1100,3:10250,100
17030,Orion,17030.png,3,3,245,2:3:21900|3:1:300,1125,3:10950,100
17031,Unicorn,17031.png,3,3,250,2:3:23300|3:1:310,1150,3:11650,100
17032,Empyreal Staff,17020.png,3,3,255,2:3:24700|3:1:320,1175,3:12350,100
17033,Starlight Staff,17021.png,3,3,260,2:3:26200|3:1:330,1200,3:13100,100
17034,Glorious Staff,17022.png,3,3,265,2:3:27700|3:1:340,1225,3:13850,100
17035,Eternal Staff,17023.png,3,3,270,2:3:29200|3:1:350,1250,3:14600,100
17036,Rift Staff,17024.png,3,3,275,2:3:30700|3:1:360,1275,3:15350,100
17037,Infernal Staff,17025.png,3,3,280,2:3:32300|3:1:370,1300,3:16150,100
17038,Heaven Staff,17026.png,3,3,285,2:3:33900|3:1:380,1325,3:16950,100
17039,Supreme Staff,17027.png,3,3,290,2:3:35600|3:1:390,1350,3:17800,100
17040,Hades Staff,17028.png,3,3,295,2:3:37200|3:1:400,1375,3:18600,100
17041,Immortal Staff,17029.png,3,3,300,2:3:38900|3:1:410,1400,3:19450,100
17042,Imperial Staff,17030.png,3,3,305,2:3:40600|3:1:420,1425,3:20300,100
17043,Celestial Staff,17031.png,3,3,310,2:3:42400|3:1:430,1450,3:21200,100
17044,Lightforged Staff,17020.png,3,3,315,2:3:44200|3:1:440,1475,3:22100,100
17045,Storm Staff,17021.png,3,3,320,2:3:46000|3:1:450,1500,3:23000,100
17046,Faith Staff,17022.png,3,3,325,2:3:47900|3:1:460,1525,3:23950,100
17047,Oracle Staff,17023.png,3,3,330,2:3:49700|3:1:470,1550,3:24850,100
17048,Heaven Staff,17024.png,3,3,335,2:3:51500|3:1:480,1575,3:25750,100
17049,Pantheon Staff,17025.png,3,3,340,2:3:53300|3:1:490,1600,3:26650,100
17050,Godslayer Staff,17032.png,3,3,345,2:3:55100|3:1:500,1625,3:27550,100
17051,Creation Staff,17033.png,3,3,350,2:3:56900|3:1:510,1650,3:28450,100
17052,Moonlight Staff,17034.png,3,3,355,2:3:58700|3:1:520,1675,3:29350,100
17053,Sunlight Staff,17035.png,3,3,360,2:3:60500|3:1:530,1700,3:30250,100
