id,collect_id,is_activity_charge,hide_in_normal_charge,avatar_name,spine_name,review_spine_name,avatar_icon_b,avatar_icon_review_b,avatar_icon_small,avatar_icon_small_review,is_advanced,avatar_quality,hero_cid,is_default,attribute,unlock_cond1,unlock_operation,unlock_cond2,ui_link,unlock_desc,is_show,audio_folder_name,audio_name,audio_random_count,need_show,scene_path,image_bg_path,attack_hide_spine_bg
102024002,103,0,0,路西法,LLS2,USER_GEJ_SH,2024_2.png,1000_GEJ_SH.png,2024_2.png,1000_GEJ_SH.png,0,5,2024,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,lls,hero_lls,4,1,XueChengBao,img_job_bg_1,0
102024100,101,0,0,泳池派对,LLS_YZ1,USER_GEJ_SH,2024_YZ1.png,1000_GEJ_SH.png,2024_YZ1.png,1000_GEJ_SH.png,1,6,2024,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,lls,hero_lls,4,1,XueChengBao,img_job_bg_1,0
102025000,0,0,0,女娲,LHFR0,LHFR0,2025_0.png,2025_0.png,2025.png,2025.png,0,2,2025,1,0,0,0,,111|1,默认皮肤,0,lhfr_yn,hero_lhfr,4,1,NvWaQinGong,img_job_bg_1,0
102025001,105,0,0,女娲,LHFR1,LHFR0,2025_1.png,2025_0.png,2025_1.png,2025.png,0,3,2025,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,lhfr_yn,hero_lhfr,4,1,NvWaQinGong,img_job_bg_1,0
102025002,105,0,0,女娲,LHFR2,LHFR0,2025_2.png,2025_0.png,2025_2.png,2025.png,0,4,2025,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,lhfr_yn,hero_lhfr,4,1,NvWaQinGong,img_job_bg_1,0
102025003,103,0,0,女娲,LHFR3,LHFR0,2025_3.png,2025_0.png,2025_3.png,2025.png,1,5,2025,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,lhfr,hero_lhfr,4,1,NvWaQinGong,img_job_bg_1,0
102025004,103,0,0,女娲,LHFR4,LHFR0,2025_4.png,2025_0.png,2025_4.png,2025.png,1,6,2025,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,lhfr,hero_lhfr,4,1,NvWaQinGong,img_job_bg_1,0
102025100,101,0,0,泳池派对,LHFR_YZ1,LHFR0,2025_YZ1.png,2025_0.png,2025_YZ1.png,2025.png,1,6,2025,0,3:1:100|3:22:450,5:10005,0,,,购买,1,lhfr,hero_lhfr,4,1,,img_haitan_bg,0
102026000,0,0,0,伏羲,FX0,USER_HF,2026_0.png,1000_HF1.png,2026.png,1000_HF1.png,0,2,2026,1,0,0,0,,111|1,默认皮肤,0,fx,hero_fx,4,1,KunLunTianGong,img_job_bg_1,0
102026001,105,0,0,伏羲,FX1,USER_HF,2026_1.png,1000_HF1.png,2026_1.png,1000_HF1.png,0,4,2026,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,fx,hero_fx,4,1,KunLunTianGong,img_job_bg_1,0
102026002,103,0,0,伏羲,FX2,USER_HF,2026_2.png,1000_HF1.png,2026_2.png,1000_HF1.png,0,5,2026,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,fx,hero_fx,4,1,KunLunTianGong,img_job_bg_1,0
102026100,101,0,0,泳池派对,FX_YZ,USER_HF,2026_YZ1.png,1000_0.png,2026_YZ1.png,1000.png,1,6,2026,0,3:1:70|3:22:90,5:10003,0,,,购买,1,fx,hero_fx,4,1,KunLunTianGong,img_haitan_bg,0
102027000,0,0,0,西王母,XWM0,SYZ0,2027_0.png,2073_0.png,2027.png,2073.png,0,2,2027,1,0,0,0,,111|1,默认皮肤,0,xwm,hero_xwm,4,1,KunLunTianGong,img_job_bg_1,0
102027001,105,0,0,西王母,XWM1,SYZ0,2027_1.png,2073_0.png,2027_1.png,2073.png,0,3,2027,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,xwm,hero_xwm,4,1,KunLunTianGong,img_job_bg_1,0
102027002,105,0,0,西王母,XWM2,SYZ0,2027_2.png,2073_0.png,2027_2.png,2073.png,0,4,2027,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,1,xwm,hero_xwm,4,1,KunLunTianGong,img_job_bg_1,0
102028000,0,0,0,巴里公主,BLGZ0,HMDE0,2028_0.png,2051_0.png,2028.png,2051.png,0,2,2028,1,0,0,0,,111|1,默认皮肤,0,blgz,hero_blgz,4,1,ShenNvQiSuo,img_job_bg_1,0
102028001,105,0,0,巴里公主,BLGZ1,HMDE0,2028_1.png,2051_0.png,2028_1.png,2051.png,0,3,2028,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,blgz,hero_blgz,4,1,ShenNvQiSuo,img_job_bg_1,0
102028002,103,0,0,巴里公主,BLGZ2,HMDE0,2028_2.png,2051_0.png,2028_2.png,2051.png,0,4,2028,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,blgz,hero_blgz,4,1,ShenNvQiSuo,img_job_bg_1,0
102028100,101,0,0,泳池派对,BLGZ_YZ1,HMDE0,2028_YZ1.png,2051_0.png,2028_YZ1.png,2051.png,1,5,2028,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,blgz,hero_blgz,4,1,ShenNvQiSuo,img_job_bg_1,0
102029000,0,0,0,阿佩普,APP0,WL_SP,2029_0.png,3072_0.png,2029.png,3072.png,0,2,2029,1,0,0,0,,111|1,默认皮肤,0,app,hero_app,4,1,KunLunTianGong,img_job_bg_1,0
102029001,105,0,0,阿佩普,APP1,WL_SP,2029_1.png,3072_0.png,2029_1.png,3072.png,0,3,2029,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,app,hero_app,4,1,KunLunTianGong,img_job_bg_1,0
102029002,105,0,0,阿佩普,APP2,WL_SP,2029_2.png,3072_0.png,2029_2.png,3072.png,0,4,2029,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,1,app,hero_app,4,1,KunLunTianGong,img_job_bg_1,0
102030000,0,0,0,加百列,WL0,WL0,2030_0.png,2030_0.png,2030.png,2030.png,0,2,2030,1,0,0,0,,111|1,默认皮肤,0,wl,hero_wl,4,1,ShenZhiXiaGu,img_job_bg_1,0
102030001,105,0,0,加百列,WL1,WL0,2030_1.png,2030_0.png,2030_1.png,2030.png,0,2,2030,0,3:1:10|3:22:10,2:2000009:20,0,,,兑换,0,wl,hero_wl,4,1,ShenZhiXiaGu,img_job_bg_1,0
102030002,105,0,0,加百列,WL2,WL0,2030_2.png,2030_0.png,2030_2.png,2030.png,1,3,2030,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,1,wl,hero_wl,4,1,ShenZhiXiaGu,img_job_bg_1,0
102030100,101,0,0,泳池派对,WL_YZ,WL0,2030_YZ1.png,2030_0.png,2030_YZ1.png,2030.png,1,4,2030,0,3:1:50|3:22:60,5:10008,0,,,购买,1,wl,hero_wl,4,1,,img_haitan_bg,0
102031000,0,0,0,厄瑞玻斯,ERBS0,ERBS0,2031_0.png,2031_0.png,2031.png,2031.png,0,2,2031,1,0,0,0,,111|1,默认皮肤,0,erbs,hero_erbs,4,1,XieShenCangShenChu,img_job_bg_1,0
102031001,105,0,0,厄瑞玻斯,ERBS1,ERBS0,2031_1.png,2031_0.png,2031_1.png,2031.png,0,5,2031,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,erbs,hero_erbs,4,1,XieShenCangShenChu,img_job_bg_1,0
102031002,105,0,0,厄瑞玻斯,ERBS2,ERBS0,2031_2.png,2031_0.png,2031_2.png,2031.png,0,6,2031,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,erbs,hero_erbs,4,1,XieShenCangShenChu,img_job_bg_1,0
102031003,101,0,0,泳池派对,ERBS_YZ,ERBS0,2031_YZ1.png,2031_0.png,2031_YZ1.png,2031.png,1,5,2031,0,3:1:100|3:22:450,5:10004,0,,,购买,1,erbs,hero_erbs,4,1,,img_haitan_bg,0
102032000,0,0,0,天照大神,TZDS0,ERBS0,2032_0.png,2031_0.png,2032.png,2031.png,0,2,2032,1,0,0,0,,111|1,默认皮肤,0,tzds,hero_tzds,4,1,TianZhaoShenShe-Combined,img_job_bg_1,0
102032001,105,0,0,天照大神,TZDS1,ERBS0,2032_1.png,2031_0.png,2032_1.png,2031.png,0,5,2032,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,tzds,hero_tzds,4,1,TianZhaoShenShe-Combined,img_job_bg_1,0
102032002,103,0,0,天照大神,TZDS2,ERBS0,2032_2.png,2031_0.png,2032_2.png,2031.png,0,6,2032,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,tzds,hero_tzds,4,1,TianZhaoShenShe-Combined,img_job_bg_1,0
102032003,103,1,0,至高之光,TZDS3,ERBS0,2032_3.png,2031_0.png,2032_3.png,2031.png,0,6,2032,0,3:2:100|3:22:450,5:10009:10010,0,,,兑换,0,tzds,hero_tzds,4,1,TianZhaoShenShe-Combined,img_job_bg_1,0
102032004,104,0,0,神圣殿堂,TZDS_HS,ERBS0,2032_HS.png,2031_0.png,2032_HS.png,2031.png,1,6,2032,0,3:1:100|3:22:450,2:3000148:1,0,,,誓约获得,0,tzds,hero_tzds,4,1,,img_hunsha_bg,0
102033000,0,0,0,倪克斯,NKS0,USER_MAIN_WSJ3,2033_0.png,1003_WSJ1.png,2033.png,1000_WSJ_SH.png,0,2,2033,1,0,0,0,,111|1,默认皮肤,0,nks,hero_nks,4,1,ShenZhiXiaGu,img_job_bg_1,0
102033001,105,0,0,倪克斯,NKS1,USER_MAIN_WSJ3,2033_1.png,1003_WSJ1.png,2033_1.png,1000_WSJ_SH.png,0,3,2033,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,nks,hero_nks,4,1,ShenZhiXiaGu,img_job_bg_1,0
102033002,103,0,0,倪克斯,NKS2,USER_MAIN_WSJ3,2033_2.png,1003_WSJ1.png,2033_2.png,1000_WSJ_SH.png,0,4,2033,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,1,nks,hero_nks,4,1,ShenZhiXiaGu,img_job_bg_1,0
102034000,0,0,0,阿努比斯,ANBS0,YKLS0,2034_0.png,2049_0.png,2034.png,2049.png,0,2,2034,1,0,0,0,,111|1,默认皮肤,0,anbs,hero_anbs,4,1,DaJinZiTa,img_job_bg_1,0
102034100,101,0,0,泳池派对,ANBS_YZ1,YKLS0,2034_YZ1.png,2049_0.png,2034_YZ1.png,2049.png,1,4,2034,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,1,anbs,hero_anbs,4,1,DaJinZiTa,img_job_bg_1,0
102035000,0,0,0,奥丁,AD0,AD0,2035_0.png,2035_0.png,2035.png,2035.png,0,2,2035,1,0,0,0,,111|1,默认皮肤,0,ad,hero_ad,4,1,ShiJieShu,img_job_bg_1,0
102035001,105,0,0,奥丁,AD1,AD0,2035_1.png,2035_0.png,2035_1.png,2035.png,0,5,2035,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,ad,hero_ad,4,1,ShiJieShu,img_job_bg_1,0
102035002,103,0,0,奥丁,AD2,AD0,2035_2.png,2035_0.png,2035_2.png,2035.png,0,6,2035,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,ad,hero_ad,4,1,ShiJieShu,img_job_bg_1,0
102035003,104,0,0,神圣殿堂,AD_HS,AD0,2035_HS.png,2035_0.png,2035_HS.png,2035.png,1,6,2035,0,3:1:100|3:22:450,2:3000148:1,0,,,誓约获得,0,ad,hero_ad,4,1,,img_hunsha_bg,0
102036000,0,0,0,方塔苏斯,FTSS0,LHFR0,2036_0.png,2025_0.png,2036.png,2025.png,0,2,2036,1,0,0,0,,111|1,默认皮肤,0,ftss,hero_ftss,4,1,ShenZhiXiaGu,img_job_bg_1,0
102036001,105,0,0,方塔苏斯,FTSS1,LHFR0,2036_1.png,2025_0.png,2036_1.png,2025.png,0,4,2036,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,ftss,hero_ftss,4,1,ShenZhiXiaGu,img_job_bg_1,0
102036002,105,0,0,方塔苏斯,FTSS2,LHFR0,2036_2.png,2025_0.png,2036_2.png,2025.png,0,5,2036,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,ftss,hero_ftss,4,1,ShenZhiXiaGu,img_job_bg_1,0
102037000,0,0,0,拉,R1,R0,2037_1.png,2037_0.png,2037.png,2037.png,0,2,2037,1,0,0,0,,111|1,默认皮肤,0,r_yn,hero_r,4,1,DaJinZiTa,img_job_bg_1,0
102037001,105,0,0,拉,R2,R0,2037_2.png,2037_0.png,2037_2.png,2037.png,0,2,2037,0,3:1:10|3:22:10,2:2000009:20,0,,,兑换,0,r_yn,hero_r,4,1,DaJinZiTa,img_job_bg_1,0
102037002,103,0,0,拉,R3,R0,2037_3.png,2037_0.png,2037_3.png,2037.png,1,3,2037,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,r,hero_r,4,1,DaJinZiTa,img_job_bg_1,0
102037003,103,0,0,拉,R4,R0,2037_4.png,2037_0.png,2037_4.png,2037.png,1,4,2037,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,r,hero_r,4,1,DaJinZiTa,img_job_bg_1,0
102037004,103,0,0,拉,R0,R0,2037_0.png,2037_0.png,2037_1.png,2037.png,0,5,2037,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,r_yn,hero_r,4,1,DaJinZiTa,img_job_bg_1,0
102037100,101,0,0,泳池派对,R_YZ1,R0,2037_YZ1.png,2037_0.png,2037_YZ1.png,2037.png,1,6,2037,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,r,hero_r,4,1,DaJinZiTa,img_job_bg_1,0
102037101,104,0,0,神圣殿堂,R_HS,R0,2037_HS.png,2037_0.png,2037_HS.png,2037.png,1,6,2037,0,3:1:100|3:22:450,2:3000148:1,0,,,誓约获得,0,r,hero_r,4,1,,img_hunsha_bg,0
102037200,102,0,0,太阳神-拉,R_UR,R0,2037_UR.png,2037_0.png,2037_UR.png,2037.png,1,6,2037,0,3:1:100|3:22:450,6,0,,,神性觉醒,0,r,hero_r,4,1,DaJinZiTa,img_job_bg_1,0
102037300,102,0,0,骄阳凯旋-拉,R_UR_PLUS,R0,2037_UR_PLUS.png,2037_0.png,2037_UR_PLUS.png,2037.png,1,6,2037,0,3:1:100|3:22:450,8,0,,,神力觉醒,0,r,hero_r,4,1,DaJinZiTa,img_job_bg_1,1
102038000,0,0,0,舞女,WN0,WN0,2038_0.png,2038_0.png,2038.png,2038.png,0,2,2038,1,0,0,0,,111|1,默认皮肤,0,wn,hero_wn,4,1,ShenNvQiSuo,img_job_bg_1,0
102038001,105,0,0,舞女,WN1,WN0,2038_1.png,2038_0.png,2038_1.png,2038.png,0,3,2038,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,wn,hero_wn,4,1,ShenNvQiSuo,img_job_bg_1,0
102038002,103,0,0,舞女,WN2,WN0,2038_2.png,2037_0.png,2038_2.png,2037.png,0,4,2038,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,wn,hero_wn,4,1,ShenNvQiSuo,img_job_bg_1,0
102038003,101,0,0,泳池派对,WN_YZ1,WN0,2038_YZ1.png,2037_0.png,2038_YZ1.png,2037.png,1,5,2038,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,wn,hero_wn,4,1,ShenNvQiSuo,img_job_bg_1,0
102039000,0,0,0,赫拉,HL0,HL0,2039_0.png,2039_0.png,2039.png,2039.png,0,2,2039,1,0,0,0,,111|1,默认皮肤,0,hl_yn,hero_hl,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102039001,105,0,0,赫拉,HL1,HL0,2039_1.png,2039_0.png,2039_1.png,2039.png,0,3,2039,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,hl_yn,hero_hl,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102039002,103,0,0,赫拉,HL2,HL0,2039_2.png,2039_0.png,2039_2.png,2039.png,0,4,2039,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,hl_yn,hero_hl,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102039003,103,0,0,赫拉,HL3,HL0,2039_3.png,2039_0.png,2039_3.png,2039.png,1,5,2039,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,hl,hero_hl,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102039004,103,0,0,婚纱装,HL4,HL0,2039_4.png,2039_0.png,2039_4.png,2039.png,1,6,2039,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,hl,hero_hl,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102039005,101,0,0,泳池派对,HL_YZ1,HL0,2039_YZ1.png,2039_0.png,2039_YZ1.png,2039.png,1,6,2039,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,hl,hero_hl,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102039006,104,0,0,神圣殿堂,HL_HS,HL0,2039_HS.png,2039_0.png,2039_HS.png,2039.png,1,6,2039,0,3:1:100|3:22:450,2:3000148:1,0,,,誓约获得,0,hl,hero_hl,4,1,,img_hunsha_bg,0
102039200,102,0,0,至高无上-赫拉,HL_UR,HL0,2039_UR.png,2039_0.png,2039_UR.png,2039.png,1,6,2039,0,3:1:100|3:22:450,6,0,,,神性觉醒,0,hl_ur,hero_hl,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102039300,102,0,0,至尊天后-赫拉,HL_UR_PLUS,HL0,2039_UR_PLUS.png,2039_0.png,2039_UR_PLUS.png,2039.png,1,6,2039,0,3:1:100|3:22:450,8,0,,,神力觉醒,0,hl_ur,hero_hl,4,1,PanDuoLaShenMiao,img_job_bg_1,1
102040000,0,0,0,火神祝融,HSZR0,R_UR_PLUS_SH,2040_0.png,2037_UR_PLUS_SH.png,2040.png,2037_UR_PLUS_SH.png,0,2,2040,1,0,0,0,,111|1,默认皮肤,0,hszr,hero_hszr,4,1,NuwaJingu,img_job_bg_1,0
102040001,105,0,0,火神祝融,HSZR1,R_UR_PLUS_SH,2040_1.png,2037_UR_PLUS_SH.png,2040_1.png,2037_UR_PLUS_SH.png,0,3,2040,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,hszr,hero_hszr,4,1,NuwaJingu,img_job_bg_1,0
102040002,103,0,0,火神祝融,HSZR2,R_UR_PLUS_SH,2040_2.png,2037_UR_PLUS_SH.png,2040_2.png,2037_UR_PLUS_SH.png,0,4,2040,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,hszr,hero_hszr,4,1,NuwaJingu,img_job_bg_1,0
102040003,101,0,0,泳池派对,HSZR_YZ1,R_UR_PLUS_SH,2040_YZ1.png,2037_UR_PLUS_SH.png,2040_YZ1.png,2037_UR_PLUS_SH.png,1,5,2040,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,hszr,hero_hszr,4,1,NuwaJingu,img_job_bg_1,0
102040300,0,0,0,炽焰行者,HSZR_SP,R_UR_PLUS_SH,2040_SP1.png,2037_UR_PLUS_SH.png,2040_SP1.png,2037_UR_PLUS_SH.png,1,100,2040,0,0,2:3000125:1,0,,,兑换,1,hszr,hero_hszr,4,0,RanShaoLianYu,img_job_bg_1,0
102041000,0,0,0,赫菲斯托斯,HFSTS0,HFSTS0,2041_0.png,2041_0.png,2041.png,2041.png,0,2,2041,1,0,0,0,,111|1,默认皮肤,0,hfsts,hero_hfsts,4,1,RanShaoLianYu,img_job_bg_1,0
102041001,105,0,0,赫菲斯托斯,HFSTS1,HFSTS0,2041_1.png,2041_0.png,2041_1.png,2041.png,0,3,2041,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,hfsts,hero_hfsts,4,1,RanShaoLianYu,img_job_bg_1,0
102041002,103,0,0,赫菲斯托斯,HFSTS2,HFSTS0,2041_2.png,2041_0.png,2041_2.png,2041.png,0,4,2041,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,hfsts,hero_hfsts,4,1,RanShaoLianYu,img_job_bg_1,0
102041003,101,0,0,泳池派对,HFSTS_YZ1,HFSTS0,2041_YZ1.png,2041_0.png,2041_YZ1.png,2041.png,1,5,2041,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,hfsts,hero_hfsts,4,1,RanShaoLianYu,img_job_bg_1,0
102042000,0,0,0,圣诞女神,SDNS0,SDNS0,2042_0.png,2042_0.png,2042.png,2042.png,0,2,2042,1,0,0,0,,111|1,默认皮肤,0,sdns,hero_sdns,4,1,ShouErQingDian,img_job_bg_1,0
102042001,105,0,0,圣诞女神,SDNS1,SDNS0,2042_1.png,2042_0.png,2042_1.png,2042.png,0,4,2042,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,sdns,hero_sdns,4,1,ShouErQingDian,img_job_bg_1,0
102042002,103,0,0,圣诞女神,SDNS2,SDNS0,2042_2.png,2042_0.png,2042_2.png,2042.png,0,5,2042,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,sdns,hero_sdns,4,1,ShouErQingDian,img_job_bg_1,0
102042200,102,0,0,惊喜派对-圣诞女神,SDNS_UR,SDNS0,2042_UR.png,2042_0.png,2042_UR.png,2042.png,1,6,2042,0,3:1:100|3:22:450,6,0,,,神性觉醒,0,sdns_ur,hero_sdns_ur,4,1,ShouErQingDian,img_job_bg_1,0
102046000,0,0,0,伊邪那美,YXNM0,YXNM0,2046_0.png,2046_0.png,2046.png,2046.png,0,2,2046,1,0,0,0,,111|1,默认皮肤,0,yyjz,hero_yyjz,4,1,YueDuShenShe,img_job_bg_1,0
102046001,105,0,0,伊邪那美,YXNM1,YXNM0,2046_1.png,2046_0.png,2046_1.png,2046.png,0,4,2046,0,3:1:50|3:22:60,2:2000010:50,0,,,兑换,0,yyjz,hero_yyjz,4,1,YueDuShenShe,img_job_bg_1,0
102046002,103,0,0,伊邪那美,YXNM2,YXNM0,2046_2.png,2046_0.png,2046_2.png,2046.png,0,5,2046,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,1,yyjz,hero_yyjz,4,1,YueDuShenShe,img_job_bg_1,0
102047000,0,0,0,丘比特,QBT0,YKLS0,2047_0.png,2049_0.png,2047.png,2049.png,0,2,2047,1,0,0,0,,111|1,默认皮肤,0,qbt,hero_qbt,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102047001,105,0,0,丘比特,QBT1,YKLS0,2047_1.png,2049_0.png,2047_1.png,2049.png,0,5,2047,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,qbt,hero_qbt,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102047002,103,0,0,丘比特,QBT2,YKLS0,2047_2.png,2049_0.png,2047_2.png,2049.png,0,6,2047,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,qbt,hero_qbt,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102047003,103,1,0,爱心之箭,QBT3,YKLS0,2047_3.png,2049_0.png,2047_3.png,2049.png,1,6,2047,0,3:1:100|3:22:500,5:10021:10022,0,,,兑换,1,qbt,hero_qbt,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102047004,104,0,0,神圣殿堂,QBT_HS,YKLS0,2047_HS.png,2049_0.png,2047_HS.png,2049.png,1,6,2047,0,3:1:100|3:22:450,2:3000148:1,0,,,誓约获得,0,qbt,hero_qbt,4,1,,img_hunsha_bg,0
102047200,102,0,0,玫瑰花园-丘比特,QBT_UR,YKLS0,2047_UR.png,2049_0.png,2047_UR.png,2049.png,1,6,2047,0,3:1:100|3:22:450,6,0,,,神性觉醒,0,qbt,hero_qbt,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102047300,0,0,0,玫瑰舞姬,QBT_SP,YKLS0,2047_SP1.png,2049_0.png,2047_SP1.png,2049.png,1,100,2047,0,0,2:3000124:1,0,,,兑换,1,qbt,hero_qbt,4,0,NuwaJingu,img_job_bg_1,0
102047301,102,0,0,沐水映姿-丘比特,QBT_UR_PLUS,YKLS0,2047_UR_PLUS.png,2049_0.png,2047_UR_PLUS.png,2049.png,1,6,2047,0,3:1:100|3:22:450,8,0,,,神力觉醒,0,qbt,hero_qbt,4,1,PanDuoLaShenMiao,img_job_bg_1,1
102048000,0,0,0,冥王哈迪斯,HDS0,YKLS0,2048_0.png,2049_0.png,2048.png,2049.png,0,2,2048,1,0,0,0,,111|1,默认皮肤,0,mwhds,hero_mwhds,4,1,ShenNvQiSuo,img_job_bg_1,0
102048001,105,0,0,冥王哈迪斯,HDS1,YKLS0,2048_1.png,2049_0.png,2048_1.png,2049.png,0,5,2048,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,mwhds,hero_mwhds,4,1,ShenNvQiSuo,img_job_bg_1,0
102048002,103,0,0,冥王哈迪斯,HDS2,YKLS0,2048_2.png,2049_0.png,2048_2.png,2049.png,0,6,2048,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,mwhds,hero_mwhds,4,1,ShenNvQiSuo,img_job_bg_1,0
102048003,101,0,0,泳池派对,HDS_YZ1,YKLS0,2048_YZ1.png,2049_0.png,2048_YZ1.png,2049.png,1,6,2048,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,mwhds,hero_mwhds,4,1,ShenNvQiSuo,img_job_bg_1,0
102049000,0,0,0,伊卡璐斯,YKLS0,YKLS0,2049_0.png,2049_0.png,2049.png,2049.png,0,2,2049,1,0,0,0,,111|1,默认皮肤,0,ykls,hero_ykls,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102049001,105,0,0,伊卡璐斯,YKLS1,YKLS0,2049_1.png,2049_0.png,2049_1.png,2049.png,0,5,2049,0,3:1:70|3:22:90,2:2000011:40,0,,,兑换,0,ykls,hero_ykls,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102049002,103,0,0,伊卡璐斯,YKLS2,YKLS0,2049_2.png,2049_0.png,2049_2.png,2049.png,0,6,2049,0,3:1:100|3:22:450,2:3000031:1,0,,,兑换,1,ykls,hero_ykls,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102049003,101,1,0,泳池派对,YKLS_YZ1,YKLS0,2049_YZ1.png,2049_0.png,2049_YZ1.png,2049.png,1,6,2049,0,3:1:100|3:22:450,5:10015:10016,0,,,限定购买,1,ykls,hero_ykls,4,1,,img_haitan_bg,0
102049004,104,0,0,神圣殿堂,YKLS_HS,YKLS0,2049_HS.png,2049_0.png,2049_HS.png,2049.png,1,6,2049,0,3:1:100|3:22:450,2:3000148:1,0,,,誓约获得,0,ykls,hero_ykls,4,1,,img_hunsha_bg,0
102049200,102,0,0,初生晨光-伊卡璐斯,YKLS_UR,YKLS0,2049_UR.png,2049_0.png,2049_UR.png,2049.png,1,6,2049,0,3:1:100|3:22:450,6,0,,,神性觉醒,0,ykls,hero_ykls,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102049300,102,0,0,无瑕羽翼-伊卡璐斯,YKLS_UR_PLUS,YKLS0,2049_UR_PLUS.png,2049_0.png,2049_UR_PLUS.png,2049.png,1,6,2049,0,3:1:100|3:22:450,8,0,,,神力觉醒,0,ykls,hero_ykls,4,1,PanDuoLaShenMiao,img_job_bg_1,1
102050000,0,0,0,卡俄斯,KES0,YXNM1,2050_0.png,2046_1.png,2050.png,2046_1.png,0,2,2050,1,0,0,0,,111|1,默认皮肤,0,kes_yn,hero_kes,4,1,PanDuoLaShenMiao,img_job_bg_1,0
102050001,105,0,0,卡俄斯,KES1,YXNM1,2050_1.png,2046_1.png,2050_1.png,2046_1.png,0,3,2050,0,3:1:30|3:22:30,2:2000009:60,0,,,兑换,0,kes_yn,hero_kes,4,1,PanDuoLaShenMiao,img_job_bg_1,0
