layer,reward_first,normal_monster_npc_id_list,max_round,desc
1,5:3000092:2|5:3000095:2,1001,30,The enemy looks ordinary
258,5:3000092:138|5:3000095:138,1258,30,"Toxic paradise, please quickly kill or effectively resist the enemy toxins. Do not go on fighting."
259,5:3000092:138|5:3000095:138,1259,30,"Toxic paradise, please quickly kill or effectively resist the enemy toxins. Do not go on fighting."
260,5:3000092:138|5:3000095:138,1260,30,"Toxic paradise, please quickly kill or effectively resist the enemy toxins. Do not go on fighting."
261,5:3000092:138|5:3000095:138,1261,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
262,5:3000092:138|5:3000095:138,1262,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
263,5:3000092:138|5:3000095:138,1263,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
264,5:3000092:138|5:3000095:138,1264,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
265,5:3000092:138|5:3000095:138,1265,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
266,5:3000092:138|5:3000095:138,1266,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
267,5:3000092:138|5:3000095:138,1267,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
268,5:3000092:138|5:3000095:138,1268,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
269,5:3000092:138|5:3000095:138,1269,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
270,5:3000092:138|5:3000095:138,1270,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
271,5:3000092:138|5:3000095:138,1271,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
272,5:3000092:138|5:3000095:138,1272,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
273,5:3000092:138|5:3000095:138,1273,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
274,5:3000092:138|5:3000095:138,1274,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
275,5:3000092:138|5:3000095:138,1275,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
276,5:3000092:138|5:3000095:138,1276,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
277,5:3000092:138|5:3000095:138,1277,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
278,5:3000092:138|5:3000095:138,1278,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
279,5:3000092:138|5:3000095:138,1279,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
280,5:3000092:138|5:3000095:138,1280,30,"High area effect damage, but the enemy's actions are more likely to be restricted."
281,5:3000092:138|5:3000095:138,1281,30,Welcome to the paradise of fire and be ready for the flame strike.
282,5:3000092:138|5:3000095:138,1282,30,Welcome to the paradise of fire and be ready for the flame strike.
283,5:3000092:138|5:3000095:138,1283,30,Welcome to the paradise of fire and be ready for the flame strike.
284,5:3000092:138|5:3000095:138,1284,30,Welcome to the paradise of fire and be ready for the flame strike.
285,5:3000092:138|5:3000095:138,1285,30,Welcome to the paradise of fire and be ready for the flame strike.
286,5:3000092:138|5:3000095:138,1286,30,Welcome to the paradise of fire and be ready for the flame strike.
287,5:3000092:138|5:3000095:138,1287,30,Welcome to the paradise of fire and be ready for the flame strike.
288,5:3000092:138|5:3000095:138,1288,30,Welcome to the paradise of fire and be ready for the flame strike.
289,5:3000092:138|5:3000095:138,1289,30,Welcome to the paradise of fire and be ready for the flame strike.
290,5:3000092:138|5:3000095:138,1290,30,Welcome to the paradise of fire and be ready for the flame strike.
291,5:3000092:138|5:3000095:138,1291,30,Welcome to the paradise of fire and be ready for the flame strike.
292,5:3000092:138|5:3000095:138,1292,30,Welcome to the paradise of fire and be ready for the flame strike.
293,5:3000092:138|5:3000095:138,1293,30,Welcome to the paradise of fire and be ready for the flame strike.
294,5:3000092:138|5:3000095:138,1294,30,Welcome to the paradise of fire and be ready for the flame strike.
295,5:3000092:138|5:3000095:138,1295,30,Welcome to the paradise of fire and be ready for the flame strike.
296,5:3000092:138|5:3000095:138,1296,30,Welcome to the paradise of fire and be ready for the flame strike.
297,5:3000092:138|5:3000095:138,1297,30,Welcome to the paradise of fire and be ready for the flame strike.
298,5:3000092:138|5:3000095:138,1298,30,Welcome to the paradise of fire and be ready for the flame strike.
299,5:3000092:138|5:3000095:138,1299,30,Welcome to the paradise of fire and be ready for the flame strike.
300,5:3000092:138|5:3000095:138,1300,30,Welcome to the paradise of fire and be ready for the flame strike.
