task_id,task_type,level_min_need,task_group,task_index,task_id_before,task_condition,task_value,reward,name,content,content_param,link
80001,1,1,80001,0,0,1,5,1:2:100|7:2017:15,等级提升,Upgrade to Lv.{0},5,
900107,1,1,90001,219,90113,3,1095,1:2:200|1:1:2850000,副本推图,Complete Dungeon {0},28-5,
90114,1,1,90001,220,900107,3,1100,1:2:200|1:1:2850000,副本推图,Complete Dungeon {0},28-10,
900108,1,1,90001,221,90114,3,1105,1:2:200|1:1:2875000,副本推图,Complete Dungeon {0},28-15,
90115,1,1,90001,222,900108,3,1110,1:2:200|1:1:2875000,副本推图,Complete Dungeon {0},28-20,
900109,1,1,90001,223,90115,3,1115,1:2:200|1:1:2900000,副本推图,Complete Dungeon {0},28-25,
90116,1,1,90001,224,900109,3,1120,1:2:200|1:1:2900000,副本推图,Complete Dungeon {0},28-30,
900110,1,1,90001,225,90116,3,1125,1:2:200|1:1:2925000,副本推图,Complete Dungeon {0},29-5,
90117,1,1,90001,226,900110,3,1130,1:2:200|1:1:2925000,副本推图,Complete Dungeon {0},29-10,
900111,1,1,90001,227,90117,3,1135,1:2:200|1:1:2950000,副本推图,Complete Dungeon {0},29-15,
90118,1,1,90001,228,900111,3,1140,1:2:200|1:1:2950000,副本推图,Complete Dungeon {0},29-20,
900112,1,1,90001,229,90118,3,1145,1:2:200|1:1:2975000,副本推图,Complete Dungeon {0},29-25,
90119,1,1,90001,230,900112,3,1150,1:2:200|1:1:2975000,副本推图,Complete Dungeon {0},29-30,
900113,1,1,90001,231,90119,3,1155,1:2:200|1:1:3000000,副本推图,Complete Dungeon {0},30-5,
90120,1,1,90001,232,900113,3,1160,1:2:200|1:1:3000000,副本推图,Complete Dungeon {0},30-10,
900114,1,1,90001,233,90120,3,1165,1:2:200|1:1:3025000,副本推图,Complete Dungeon {0},30-15,
90121,1,1,90001,234,900114,3,1170,1:2:200|1:1:3025000,副本推图,Complete Dungeon {0},30-20,
900115,1,1,90001,235,90121,3,1175,1:2:200|1:1:3050000,副本推图,Complete Dungeon {0},30-25,
90122,1,1,90001,236,900115,3,1180,1:2:200|1:1:3050000,副本推图,Complete Dungeon {0},30-30,
900116,1,1,90001,237,90122,3,1185,1:2:200|1:1:3075000,副本推图,Complete Dungeon {0},31-5,
90123,1,1,90001,238,900116,3,1190,1:2:200|1:1:3075000,副本推图,Complete Dungeon {0},31-10,
900117,1,1,90001,239,90123,3,1195,1:2:200|1:1:3100000,副本推图,Complete Dungeon {0},31-15,
90124,1,1,90001,240,900117,3,1200,1:2:200|1:1:3100000,副本推图,Complete Dungeon {0},31-20,
900118,1,1,90001,241,90124,3,1205,1:2:200|1:1:3125000,副本推图,Complete Dungeon {0},31-25,
90125,1,1,90001,242,900118,3,1210,1:2:200|1:1:3125000,副本推图,Complete Dungeon {0},31-30,
900119,1,1,90001,243,90125,3,1215,1:2:200|1:1:3150000,副本推图,Complete Dungeon {0},32-5,
90126,1,1,90001,244,900119,3,1220,1:2:200|1:1:3150000,副本推图,Complete Dungeon {0},32-10,
900120,1,1,90001,245,90126,3,1225,1:2:200|1:1:3175000,副本推图,Complete Dungeon {0},32-15,
90127,1,1,90001,246,900120,3,1230,1:2:200|1:1:3175000,副本推图,Complete Dungeon {0},32-20,
900121,1,1,90001,247,90127,3,1235,1:2:200|1:1:3200000,副本推图,Complete Dungeon {0},32-25,
90128,1,1,90001,248,900121,3,1240,1:2:200|1:1:3200000,副本推图,Complete Dungeon {0},32-30,
900122,1,1,90001,249,90128,3,1245,1:2:200|1:1:3225000,副本推图,Complete Dungeon {0},33-5,
90129,1,1,90001,250,900122,3,1250,1:2:200|1:1:3225000,副本推图,Complete Dungeon {0},33-10,
900123,1,1,90001,251,90129,3,1255,1:2:200|1:1:3250000,副本推图,Complete Dungeon {0},33-15,
90130,1,1,90001,252,900123,3,1260,1:2:200|1:1:3250000,副本推图,Complete Dungeon {0},33-20,
900124,1,1,90001,253,90130,3,1265,1:2:200|1:1:3275000,副本推图,Complete Dungeon {0},33-25,
90131,1,1,90001,254,900124,3,1270,1:2:200|1:1:3275000,副本推图,Complete Dungeon {0},33-30,
900125,1,1,90001,255,90131,3,1275,1:2:200|1:1:3300000,副本推图,Complete Dungeon {0},34-5,
90132,1,1,90001,256,900125,3,1280,1:2:200|1:1:3300000,副本推图,Complete Dungeon {0},34-10,
900126,1,1,90001,257,90132,3,1285,1:2:200|1:1:3325000,副本推图,Complete Dungeon {0},34-15,
90133,1,1,90001,258,900126,3,1290,1:2:200|1:1:3325000,副本推图,Complete Dungeon {0},34-20,
900127,1,1,90001,259,90133,3,1295,1:2:200|1:1:3350000,副本推图,Complete Dungeon {0},34-25,
90134,1,1,90001,260,900127,3,1300,1:2:200|1:1:3350000,副本推图,Complete Dungeon {0},34-30,
900128,1,1,90001,261,90134,3,1305,1:2:200|1:1:3375000,副本推图,Complete Dungeon {0},35-5,
90135,1,1,90001,262,900128,3,1310,1:2:200|1:1:3375000,副本推图,Complete Dungeon {0},35-10,
900129,1,1,90001,263,90135,3,1315,1:2:200|1:1:3400000,副本推图,Complete Dungeon {0},35-15,
90136,1,1,90001,264,900129,3,1320,1:2:200|1:1:3400000,副本推图,Complete Dungeon {0},35-20,
900130,1,1,90001,265,90136,3,1325,1:2:200|1:1:3425000,副本推图,Complete Dungeon {0},35-25,
90137,1,1,90001,266,900130,3,1330,1:2:200|1:1:3425000,副本推图,Complete Dungeon {0},35-30,
900131,1,1,90001,267,90137,3,1335,1:2:200|1:1:3450000,副本推图,Complete Dungeon {0},36-5,
90138,1,1,90001,268,900131,3,1340,1:2:200|1:1:3450000,副本推图,Complete Dungeon {0},36-10,
900132,1,1,90001,269,90138,3,1345,1:2:200|1:1:3475000,副本推图,Complete Dungeon {0},36-15,
90139,1,1,90001,270,900132,3,1350,1:2:200|1:1:3475000,副本推图,Complete Dungeon {0},36-20,
900133,1,1,90001,271,90139,3,1355,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},36-25,
90140,1,1,90001,272,900133,3,1360,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},36-30,
900134,1,1,90001,273,90140,3,1370,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},37-10,
90141,1,1,90001,274,900134,3,1380,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},37-20,
900135,1,1,90001,275,90141,3,1390,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},37-30,
90142,1,1,90001,276,900135,3,1400,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},37-40,
900136,1,1,90001,277,90142,3,1410,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},37-50,
90143,1,1,90001,278,900136,3,1420,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},37-60,
900137,1,1,90001,279,90143,3,1430,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},37-70,
90144,1,1,90001,280,900137,3,1440,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},37-80,
900138,1,1,90001,281,90144,3,1450,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},37-90,
90145,1,1,90001,282,900138,3,1460,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},37-100,
900139,1,1,90001,283,90145,3,1470,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},38-10,
90146,1,1,90001,284,900139,3,1480,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},38-20,
900140,1,1,90001,285,90146,3,1490,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},38-30,
90147,1,1,90001,286,900140,3,1500,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},38-40,
900141,1,1,90001,287,90147,3,1510,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},38-50,
90148,1,1,90001,288,900141,3,1520,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},38-60,
900142,1,1,90001,289,90148,3,1530,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},38-70,
90149,1,1,90001,290,900142,3,1540,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},38-80,
900143,1,1,90001,291,90149,3,1550,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},38-90,
90150,1,1,90001,292,900143,3,1560,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},38-100,
900144,1,1,90001,293,90150,3,1570,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},39-10,
90151,1,1,90001,294,900144,3,1580,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},39-20,
900145,1,1,90001,295,90151,3,1590,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},39-30,
90152,1,1,90001,296,900145,3,1600,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},39-40,
900146,1,1,90001,297,90152,3,1610,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},39-50,
90153,1,1,90001,298,900146,3,1620,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},39-60,
900147,1,1,90001,299,90153,3,1630,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},39-70,
90154,1,1,90001,300,900147,3,1640,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},39-80,
900148,1,1,90001,301,90154,3,1650,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},39-90,
90155,1,1,90001,302,900148,3,1660,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},39-100,
900149,1,1,90001,303,90155,3,1670,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},40-10,
90156,1,1,90001,304,900149,3,1680,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},40-20,
900150,1,1,90001,305,90156,3,1690,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},40-30,
90157,1,1,90001,306,900150,3,1700,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},40-40,
900151,1,1,90001,307,90157,3,1710,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},40-50,
90158,1,1,90001,308,900151,3,1720,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},40-60,
900152,1,1,90001,309,90158,3,1730,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},40-70,
90159,1,1,90001,310,900152,3,1740,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},40-80,
900153,1,1,90001,311,90159,3,1750,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},40-90,
90160,1,1,90001,312,900153,3,1760,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},40-100,
900154,1,1,90001,313,90160,3,1770,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},41-10,
90161,1,1,90001,314,900154,3,1780,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},41-20,
900155,1,1,90001,315,90161,3,1790,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},41-30,
90162,1,1,90001,316,900155,3,1800,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},41-40,
900156,1,1,90001,317,90162,3,1810,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},41-50,
90163,1,1,90001,318,900156,3,1820,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},41-60,
900157,1,1,90001,319,90163,3,1830,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},41-70,
90164,1,1,90001,320,900157,3,1840,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},41-80,
900158,1,1,90001,321,90164,3,1850,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},41-90,
90165,1,1,90001,322,900158,3,1860,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},41-100,
900159,1,1,90001,323,90165,3,1870,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},42-10,
90166,1,1,90001,324,900159,3,1880,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},42-20,
900160,1,1,90001,325,90166,3,1890,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},42-30,
90167,1,1,90001,326,900160,3,1900,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},42-40,
900161,1,1,90001,327,90167,3,1910,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},42-50,
90168,1,1,90001,328,900161,3,1920,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},42-60,
900162,1,1,90001,329,90168,3,1930,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},42-70,
90169,1,1,90001,330,900162,3,1940,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},42-80,
900163,1,1,90001,331,90169,3,1950,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},42-90,
90170,1,1,90001,332,900163,3,1960,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},42-100,
900164,1,1,90001,333,90170,3,1970,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},43-10,
90171,1,1,90001,334,900164,3,1980,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},43-20,
900165,1,1,90001,335,90171,3,1990,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},43-30,
90172,1,1,90001,336,900165,3,2000,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},43-40,
900166,1,1,90001,337,90172,3,2010,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},43-50,
90173,1,1,90001,338,900166,3,2020,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},43-60,
900167,1,1,90001,339,90173,3,2030,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},43-70,
90174,1,1,90001,340,900167,3,2040,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},43-80,
900168,1,1,90001,341,90174,3,2050,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},43-90,
90175,1,1,90001,342,900168,3,2060,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},43-100,
900169,1,1,90001,343,90175,3,2070,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},44-10,
90176,1,1,90001,344,900169,3,2080,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},44-20,
900170,1,1,90001,345,90176,3,2090,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},44-30,
90177,1,1,90001,346,900170,3,2100,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},44-40,
900171,1,1,90001,347,90177,3,2110,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},44-50,
90178,1,1,90001,348,900171,3,2120,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},44-60,
900172,1,1,90001,349,90178,3,2130,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},44-70,
90179,1,1,90001,350,900172,3,2140,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},44-80,
900173,1,1,90001,351,90179,3,2150,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},44-90,
90180,1,1,90001,352,900173,3,2160,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},44-100,
900174,1,1,90001,353,90180,3,2170,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},45-10,
90181,1,1,90001,354,900174,3,2180,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},45-20,
900175,1,1,90001,355,90181,3,2190,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},45-30,
90182,1,1,90001,356,900175,3,2200,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},45-40,
900176,1,1,90001,357,90182,3,2210,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},45-50,
90183,1,1,90001,358,900176,3,2220,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},45-60,
900177,1,1,90001,359,90183,3,2230,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},45-70,
90184,1,1,90001,360,900177,3,2240,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},45-80,
900178,1,1,90001,361,90184,3,2250,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},45-90,
90185,1,1,90001,362,900178,3,2260,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},45-100,
900179,1,1,90001,363,90185,3,2270,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},46-10,
90186,1,1,90001,364,900179,3,2280,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},46-20,
900180,1,1,90001,365,90186,3,2290,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},46-30,
90187,1,1,90001,366,900180,3,2300,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},46-40,
900181,1,1,90001,367,90187,3,2310,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},46-50,
90188,1,1,90001,368,900181,3,2320,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},46-60,
900182,1,1,90001,369,90188,3,2330,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},46-70,
90189,1,1,90001,370,900182,3,2340,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},46-80,
900183,1,1,90001,371,90189,3,2350,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},46-90,
90190,1,1,90001,372,900183,3,2360,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},46-100,
900184,1,1,90001,373,90190,3,2370,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},47-10,
90191,1,1,90001,374,900184,3,2380,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},47-20,
900185,1,1,90001,375,90191,3,2390,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},47-30,
90192,1,1,90001,376,900185,3,2400,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},47-40,
900186,1,1,90001,377,90192,3,2410,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},47-50,
90193,1,1,90001,378,900186,3,2420,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},47-60,
900187,1,1,90001,379,90193,3,2430,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},47-70,
90194,1,1,90001,380,900187,3,2440,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},47-80,
900188,1,1,90001,381,90194,3,2450,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},47-90,
90195,1,1,90001,382,900188,3,2460,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},47-100,
900189,1,1,90001,383,90195,3,2470,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},48-10,
90196,1,1,90001,384,900189,3,2480,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},48-20,
900190,1,1,90001,385,90196,3,2490,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},48-30,
90197,1,1,90001,386,900190,3,2500,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},48-40,
900191,1,1,90001,387,90197,3,2510,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},48-50,
90198,1,1,90001,388,900191,3,2520,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},48-60,
900192,1,1,90001,389,90198,3,2530,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},48-70,
90199,1,1,90001,390,900192,3,2540,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},48-80,
900193,1,1,90001,391,90199,3,2550,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},48-90,
90200,1,1,90001,392,900193,3,2560,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},48-100,
900194,1,1,90001,393,90200,3,2570,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},49-10,
90201,1,1,90001,394,900194,3,2580,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},49-20,
900195,1,1,90001,395,90201,3,2590,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},49-30,
90202,1,1,90001,396,900195,3,2600,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},49-40,
900196,1,1,90001,397,90202,3,2610,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},49-50,
90203,1,1,90001,398,900196,3,2620,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},49-60,
900197,1,1,90001,399,90203,3,2630,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},49-70,
90204,1,1,90001,400,900197,3,2640,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},49-80,
900198,1,1,90001,401,90204,3,2650,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},49-90,
90205,1,1,90001,402,900198,3,2660,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},49-100,
900199,1,1,90001,403,90205,3,2670,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},50-10,
90206,1,1,90001,404,900199,3,2680,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},50-20,
900200,1,1,90001,405,90206,3,2690,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},50-30,
90207,1,1,90001,406,900200,3,2700,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},50-40,
900201,1,1,90001,407,90207,3,2710,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},50-50,
90208,1,1,90001,408,900201,3,2720,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},50-60,
900202,1,1,90001,409,90208,3,2730,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},50-70,
90209,1,1,90001,410,900202,3,2740,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},50-80,
900203,1,1,90001,411,90209,3,2750,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},50-90,
90210,1,1,90001,412,900203,3,2760,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},50-100,
900204,1,1,90001,413,90210,3,2770,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},51-10,
90211,1,1,90001,414,900204,3,2780,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},51-20,
900205,1,1,90001,415,90211,3,2790,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},51-30,
90212,1,1,90001,416,900205,3,2800,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},51-40,
900206,1,1,90001,417,90212,3,2810,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},51-50,
90213,1,1,90001,418,900206,3,2820,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},51-60,
900207,1,1,90001,419,90213,3,2830,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},51-70,
90214,1,1,90001,420,900207,3,2840,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},51-80,
900208,1,1,90001,421,90214,3,2850,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},51-90,
90215,1,1,90001,422,900208,3,2860,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},51-100,
900209,1,1,90001,423,90215,3,2870,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},52-10,
90216,1,1,90001,424,900209,3,2880,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},52-20,
900210,1,1,90001,425,90216,3,2890,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},52-30,
90217,1,1,90001,426,900210,3,2900,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},52-40,
900211,1,1,90001,427,90217,3,2910,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},52-50,
90218,1,1,90001,428,900211,3,2920,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},52-60,
900212,1,1,90001,429,90218,3,2930,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},52-70,
90219,1,1,90001,430,900212,3,2940,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},52-80,
900213,1,1,90001,431,90219,3,2950,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},52-90,
90220,1,1,90001,432,900213,3,2960,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},52-100,
900214,1,1,90001,433,90220,3,2970,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},53-10,
90221,1,1,90001,434,900214,3,2980,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},53-20,
900215,1,1,90001,435,90221,3,2990,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},53-30,
90222,1,1,90001,436,900215,3,3000,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},53-40,
900216,1,1,90001,437,90222,3,3010,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},53-50,
90223,1,1,90001,438,900216,3,3020,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},53-60,
900217,1,1,90001,439,90223,3,3030,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},53-70,
90224,1,1,90001,440,900217,3,3040,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},53-80,
900218,1,1,90001,441,90224,3,3050,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},53-90,
90225,1,1,90001,442,900218,3,3060,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},53-100,
900219,1,1,90001,443,90225,3,3070,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},54-10,
90226,1,1,90001,444,900219,3,3080,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},54-20,
900220,1,1,90001,445,90226,3,3090,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},54-30,
90227,1,1,90001,446,900220,3,3100,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},54-40,
900221,1,1,90001,447,90227,3,3110,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},54-50,
90228,1,1,90001,448,900221,3,3120,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},54-60,
900222,1,1,90001,449,90228,3,3130,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},54-70,
90229,1,1,90001,450,900222,3,3140,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},54-80,
900223,1,1,90001,451,90229,3,3150,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},54-90,
90230,1,1,90001,452,900223,3,3160,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},54-100,
900224,1,1,90001,453,90230,3,3170,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},55-10,
90231,1,1,90001,454,900224,3,3180,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},55-20,
900225,1,1,90001,455,90231,3,3190,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},55-30,
90232,1,1,90001,456,900225,3,3200,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},55-40,
900226,1,1,90001,457,90232,3,3210,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},55-50,
90233,1,1,90001,458,900226,3,3220,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},55-60,
900227,1,1,90001,459,90233,3,3230,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},55-70,
90234,1,1,90001,460,900227,3,3240,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},55-80,
900228,1,1,90001,461,90234,3,3250,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},55-90,
90235,1,1,90001,462,900228,3,3260,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},55-100,
900229,1,1,90001,463,90235,3,3270,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},56-10,
90236,1,1,90001,464,900229,3,3280,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},56-20,
900230,1,1,90001,465,90236,3,3290,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},56-30,
90237,1,1,90001,466,900230,3,3300,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},56-40,
900231,1,1,90001,467,90237,3,3310,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},56-50,
90238,1,1,90001,468,900231,3,3320,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},56-60,
900232,1,1,90001,469,90238,3,3330,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},56-70,
90239,1,1,90001,470,900232,3,3340,1:2:200|1:1:3500000,副本推图,Complete Dungeon {0},56-80,
