id,chapter_id,is_default,cid,template_id,level,if_advance,if_super,if_mr,if_incarnation,awake,god_awake,super_awake,mr_awake,incarnation_awake,skin_cid,fight_value,max_hp,max_mp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed,dialog
125,13,1,2055,1,400,1,1,1,1,5,5,5,5,5,102055388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
126,13,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
127,13,0,2060,1,400,1,1,1,0,5,5,5,5,0,102060368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Freyja
128,13,0,2051,1,400,1,1,1,1,5,5,5,5,5,102051388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocks after talking to Heimdall
129,13,0,2057,1,400,1,1,1,0,5,5,5,5,0,102057368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Storm Dragon
130,13,0,2086,1,400,1,1,1,0,5,5,5,5,0,102086368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Hela
131,13,0,2056,1,400,1,1,1,0,5,5,5,5,0,102056368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Ember Dragon
132,13,0,2049,1,400,1,1,1,1,5,5,5,5,5,102049388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
133,13,0,2050,1,400,1,1,1,1,5,5,5,5,5,102050388,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
134,14,1,2086,1,400,1,1,1,1,5,5,5,5,5,102086388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
135,14,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
136,14,0,2051,1,400,1,1,1,1,5,5,5,5,5,102051388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocks after talking to Heimdall
137,14,0,2060,1,400,1,1,1,0,5,5,5,5,0,102060368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Freyja
138,14,0,2055,1,400,1,1,1,1,5,5,5,5,5,102055388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Frost Dragon
139,14,0,2057,1,400,1,1,1,0,5,5,5,5,0,102057368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Storm Dragon
140,14,0,2056,1,400,1,1,1,0,5,5,5,5,0,102056368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Ember Dragon
141,14,0,2037,1,400,1,1,1,1,5,5,5,5,5,102037388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
142,14,0,2069,1,400,1,1,1,0,5,5,5,5,0,102069368,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
143,15,1,2054,1,400,1,1,1,1,5,5,5,5,5,102054388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
144,15,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
145,15,0,2065,1,400,1,1,1,0,5,5,5,5,0,102065368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Gemini
146,15,0,2071,1,400,1,1,1,0,5,5,5,5,0,102071368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlock after talking to Capricornus
147,15,0,2073,1,400,1,1,1,0,5,5,5,5,0,102073368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlock after talking to Pisces
148,15,0,2067,1,400,1,1,1,0,5,5,5,5,0,102067368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking to Chang’e
149,15,0,2053,1,400,1,1,1,1,5,5,5,5,5,102053388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Himiko
150,15,0,2049,1,400,1,1,1,1,5,5,5,5,5,102049388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
151,15,0,2055,1,400,1,1,1,1,5,5,5,5,5,102055388,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
152,16,1,2091,1,400,1,1,1,1,5,5,5,5,5,102091388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
153,16,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
154,16,0,2076,1,400,1,1,1,0,5,5,5,5,0,102076368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Loki
155,16,0,2069,1,400,1,1,1,0,5,5,5,5,0,102069368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Athena
156,16,0,2037,1,400,1,1,1,1,5,5,5,5,5,102037388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Ra
157,16,0,2084,1,400,1,1,1,0,5,5,5,5,0,102084368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocks after talking to Uriel.
158,16,0,2090,1,400,1,1,1,1,5,5,5,5,5,102090388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Lilith the Night Walker
159,16,0,2039,1,400,1,1,1,1,5,5,5,5,5,102039388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
160,16,0,2081,1,400,1,1,1,0,5,5,5,5,0,102081368,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
161,17,1,2084,1,400,1,1,1,1,5,5,5,5,5,102084388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
162,17,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
163,17,0,2068,1,400,1,1,1,0,5,5,5,5,0,102068368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Asura
164,17,0,2086,1,400,1,1,1,1,5,5,5,5,5,102086388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Hela
165,17,0,2050,1,400,1,1,1,1,5,5,5,5,5,102050388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Chaos
166,17,0,2090,1,400,1,1,1,1,5,5,5,5,5,102090388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Lilith the Night Walker
167,17,0,2088,1,400,1,1,1,1,5,5,5,5,5,102088388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Raphael the Arcangel
168,17,0,2049,1,400,1,1,1,1,5,5,5,5,5,102049388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
169,17,0,2037,1,400,1,1,1,1,5,5,5,5,5,102037388,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
170,18,1,2060,1,400,1,1,1,1,5,5,5,5,5,102060388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
171,18,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
172,18,0,2056,1,400,1,1,1,0,5,5,5,5,0,102056368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Ember Dragon
173,18,0,2077,1,400,1,1,1,1,5,5,5,5,5,102077388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Thor
174,18,0,2057,1,400,1,1,1,0,5,5,5,5,0,102057368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Storm Dragon
175,18,0,2051,1,400,1,1,1,1,5,5,5,5,5,102051388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocks after talking to Heimdall
176,18,0,2055,1,400,1,1,1,1,5,5,5,5,5,102055388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Frost Dragon
177,18,0,2039,1,400,1,1,1,1,5,5,5,5,5,102039388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
178,18,0,2063,1,400,1,1,1,1,5,5,5,5,5,102063388,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
179,19,1,2082,1,400,1,1,1,1,5,5,5,5,5,102082388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
180,19,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
181,19,0,2077,1,400,1,1,1,1,5,5,5,5,5,102077388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Thor
182,19,0,2086,1,400,1,1,1,1,5,5,5,5,5,102086388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Hela
183,19,0,2076,1,400,1,1,1,0,5,5,5,5,0,102076368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Loki
184,19,0,2060,1,400,1,1,1,1,5,5,5,5,5,102060388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Freyja
185,19,0,2051,1,400,1,1,1,1,5,5,5,5,5,102051388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocks after talking to Heimdall
186,19,0,2050,1,400,1,1,1,1,5,5,5,5,5,102050388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
187,19,0,2055,1,400,1,1,1,1,5,5,5,5,5,102055388,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
188,20,1,2092,1,400,1,1,1,1,5,5,5,5,5,102092388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
189,20,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
190,20,0,2049,1,400,1,1,1,1,5,5,5,5,5,102049388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Icarus
191,20,0,2053,1,400,1,1,1,1,5,5,5,5,5,102053388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Himiko
192,20,0,2084,1,400,1,1,1,1,5,5,5,5,5,102084388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocks after talking to Uriel.
193,20,0,2088,1,400,1,1,1,1,5,5,5,5,5,102088388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Raphael the Arcangel
194,20,0,2090,1,400,1,1,1,1,5,5,5,5,5,102090388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Lilith the Night Walker
195,20,0,2075,1,400,1,1,1,1,5,5,5,5,0,102075368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
196,20,0,2078,1,400,1,1,1,1,5,5,5,5,5,102078388,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
197,21,1,2065,1,400,1,1,1,1,5,5,5,5,5,102065388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
198,21,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
199,21,0,2073,1,400,1,1,1,0,5,5,5,5,0,102073368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Icarus
200,21,0,2071,1,400,1,1,1,0,5,5,5,5,0,102071368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Himiko
201,21,0,2069,1,400,1,1,1,0,5,5,5,5,0,102069368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocks after talking to Uriel.
202,21,0,2047,1,400,1,1,1,1,5,5,5,5,5,102047388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Raphael the Arcangel
203,21,0,2054,1,400,1,1,1,1,5,5,5,5,5,102054388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Lilith the Night Walker
204,21,0,2039,1,400,1,1,1,1,5,5,5,5,5,102039388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
205,21,0,2063,1,400,1,1,1,1,5,5,5,5,5,102063388,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
206,22,1,2076,1,400,1,1,1,1,5,5,5,5,5,102076388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
207,22,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
208,22,0,2056,1,400,1,1,1,0,5,5,5,5,0,102056368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Ember Dragon
209,22,0,2055,1,400,1,1,1,1,5,5,5,5,5,102055388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Frost Dragon
210,22,0,2057,1,400,1,1,1,0,5,5,5,5,0,102057368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Storm Dragon
211,22,0,2086,1,400,1,1,1,1,5,5,5,5,5,102086388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Hela
212,22,0,2060,1,400,1,1,1,1,5,5,5,5,5,102060388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Freyja
213,22,0,2090,1,400,1,1,1,1,5,5,5,5,5,102090388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
214,22,0,2063,1,400,1,1,1,1,5,5,5,5,5,102063388,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
215,23,1,2093,1,400,1,1,1,1,5,5,5,5,5,102093388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
216,23,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
217,23,0,2049,1,400,1,1,1,1,5,5,5,5,5,102049388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Icarus
218,23,0,2087,1,400,1,1,1,0,5,5,5,5,0,102087368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Prometheus
219,23,0,2078,1,400,1,1,1,1,5,5,5,5,5,102078388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Apollo
220,23,0,2050,1,400,1,1,1,1,5,5,5,5,5,102050388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Chaos
221,23,0,2039,1,400,1,1,1,1,5,5,5,5,5,102039388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Hera
222,23,0,2053,1,400,1,1,1,1,5,5,5,5,5,102053388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
223,23,0,2068,1,400,1,1,1,0,5,5,5,5,0,102068368,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
224,24,1,2081,1,400,1,1,1,1,5,5,5,5,5,102081388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked by default
225,24,1,1001,1,400,1,1,1,0,5,5,5,5,0,101003900,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,18000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2660,Unlocked by default
226,24,0,2069,1,400,1,1,1,0,5,5,5,5,0,102069368,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Athena
227,24,0,2068,1,400,1,1,1,0,5,5,5,5,0,102068368,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,22000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Asura
228,24,0,2051,1,400,1,1,1,1,5,5,5,5,5,102051388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocks after talking to Heimdall
229,24,0,2053,1,400,1,1,1,1,5,5,5,5,5,102053388,2906445978,224480372,224480372,27595999,37930595,4458196,1252472,4647339,20000,1178796,349877,2911240,2653694,330,330,880,300,2200,3550,3550,500,0,300,2800,Unlocked after talking with Himiko
230,24,0,2037,1,400,1,1,1,1,5,5,5,5,5,102037388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,500,0,300,3080,Unlocked after talking with Ra
231,24,0,2050,1,400,1,1,1,1,5,5,5,5,5,102050388,2378001254,183665759,183665759,22578545,31034123,3647615,1024750,3802369,24000,964470,286263,2381924,2171204,270,270,720,300,2200,3550,3550,800,0,300,3080,The angel is hidden somewhere on the map.
232,24,0,2077,1,400,1,1,1,1,5,5,5,5,5,102077388,2774334797,214276718,214276718,26341636,36206477,4255550,1195542,4436097,24000,1125215,333974,2778911,2533071,315,315,840,300,2200,3550,3550,800,0,300,2940,The angel is hidden somewhere on the map.
