story_id,charpt_id,is_first,next_story_id,title,desc,node_id_list,doing_des,unlock_desc,dialog_id
2401,24,1,2402,Horus's Revival Path I,"Horus stands before the gate of the Seventh Divine Realm, seeking the truth within her heart...",4985,Defeat Athena,-1,62400001
2402,24,0,2403,Horus's Revival Path II,"Behind the door to the Creator's Courtyard, the Guardian of Egypt encounters the most dangerous of all goddesses...",4900,Defeat Asura,Unlocked after completing Horus's Revival Path I,62400011
2403,24,0,2404,Horus's Revival Path III,"At the inner threshold to the courtyard's heart, Horus meets Heimdall—her fellow Guardian and Norse goddess...",4883,Defeat Heimdall,Unlocked after completing Horus's Revival Path II,62400022
2404,24,0,2405,Horus's Revival Path IV,"On the path to the Creator's Altar, the doubtful samurai of Yamato blocks Horus' advance...",4826,Defeat Himiko,Unlocked after completing Horus's Revival Path III,62400033
2405,24,0,2406,Horus's Revival Path VI,"Before the final gate leading to the Creator's Altar, Horus beholds her mentor once more...",4840,Defeat Ra,Unlocked after completing Horus's Revival Path IV,62400045
2406,24,0,-1,Horus's Revival Path VI,"At the Creator's Altar, Horus confronts her own unseen side...",4891,Defeat Shadow of Horus,Unlocked after completing Horus's Revival Path V,62400059
2501,25,1,2502,Anubis the Deathlord's Revival Path I,"Anubis stands before the gate to Creator's Courtyard, before the order of Divine Realm is about to collapse...",5184,Defeat Horus,-1,62500001
2502,25,0,2503,Anubis the Deathlord's Revival Path II,"In the Creator's Courtyard, Anubis meets the Lord of the Underworld from Northern Europe...",5167,Defeat Hela,Unlocked after completing Anubis the Deathlord's Revival Path I,62500011
2503,25,0,2504,Anubis the Deathlord's Revival Path III,"On her way to the heart of the Courtyard, Anubis is stopped by the primal chaos of Greece...",5068,Defeat Chaos,Unlocked after completing Anubis the Deathlord's Revival Path II,62500022
2504,25,0,2505,Anubis the Deathlord's Revival Path IV,"In the illusion leading to Creator's Altar, Anubis meets the Goddess of Deception from Northern Europe...",5032,Defeat Loki,Unlocked after completing Anubis the Deathlord's Revival Path III,62500030
2505,25,0,2506,死神阿努比斯的创世圣境Ⅴ,"Right before the gate of Creator's Altar, Anubis meets another judge of death...",5106,Defeat Hades,Unlocked after completing Anubis the Deathlord's Revival Path IV,62500042
2506,25,0,-1,Anubis the Deathlord's Revival Path VI,"At the Creator's Altar, Anubis sees her former mentor...",5096,Defeat Ra,Unlocked after completing Anubis the Deathlord's Revival Path V,62500053
2601,26,1,2602,Prometheus's Revival Path I,"Prometheus stands before the Creator's Courtyard once again. This time, the treasure she wants to take for humans is Creator's power...",5205,Defeat Chaos,-1,62600001
2602,26,0,2603,Prometheus's Revival Path II,"Unfortunately, Ares, the Goddess of War, doesn't want the Creator's power to fall into the one who once stole the fire...",5267,Defeat Ares,Unlocked after completing Prometheus's Revival Path I,62600011
2603,26,0,2604,Prometheus's Revival Path III,"On the path to the heart of the Courtyard, Apollo stops Prometheus...",5326,Defeat Apollo,Unlocked after completing Prometheus's Revival Path II,62600021
2604,26,0,2605,Prometheus's Revival Path IV,"In the ruins deep within the Courtyard, the Goddess of Wisdom is waiting...",5319,Defeat Athena,Unlocked after completing Prometheus's Revival Path III,62600029
2605,26,0,2606,Prometheus's Revival Path V,"On the way to Creator's Altar, Hera, the Queen of the Gods will not allow the stealer of fire to sway the authority of Olympus...",5358,Defeat Hera,Unlocked after completing Prometheus's Revival Path IV,62600038
2606,26,0,-1,Prometheus's Revival Path VI,"Before the Creator's Altar, Prometheus meets her once biggest enemy...",5400,Defeat Zeus,Unlocked after completing Prometheus's Revival Path V,62600055
2701,27,1,2702,Idun the Unwithering Flower's Revival Path I,"Idun stands before the Creator's Courtyard, hoping to reclaim her power of controlling youth...",5462,Defeat Ember Dragon,-1,62700001
2702,27,0,2703,Idun the Unwithering Flower's Revival Path II,"In the Creator's Courtyard, , Idun meets the guardian who also seeks eternity...",5498,Defeat Frost Dragon,Unlocked after completing Idun the Unwithering Flower's Revival Path I,62700012
2703,27,0,2704,Idun the Unwithering Flower's Revival Path III,"On the path to the heart of the Courtyard, the Sage awaits the naive Angel of Youth...",5480,Defeat Storm Dragon,Unlocked after completing Idun the Unwithering Flower's Revival Path II,62700022
2704,27,0,2705,Idun the Unwithering Flower's Revival Path IV,"In the ruins within Creator's Courtyard, the two Goddesses in charge of youth and death meet each other...",5561,Defeat Hela,Unlocked after completing Idun the Unwithering Flower's Revival Path III,62700029
2705,27,0,2706,Idun the Unwithering Flower's Revival Path V,"On her way to Creator's Altar, Angel of Youth meets her once companion...",5606,Defeat Heimdall,Unlocked after completing Idun the Unwithering Flower's Revival Path IV,62700038
2706,27,0,-1,Idun the Unwithering Flower's Revival Path VI,"Before the Creator's Altar, how would the Angel of Youth face the Goddess of Deception, who once deceived her...",5541,Defeat Loki,Unlocked after completing Idun the Unwithering Flower's Revival Path V,62700056
2801,28,1,2802,Chang'e's Revival Path I,"Chang'e stands before the Creator's Courtyard, hoping to create a dreamland where Gods are free of conflict...",5778,Defeat Himiko,-1,62800001
2802,28,0,2803,Chang'e's Revival Path II,"In the Courtyard, Chang'e meets the Goddess of War from Purgatory...",5721,Defeat Asura,Unlocked after completing Chang'e's Revival Path I,62800012
2803,28,0,2804,Chang'e's Revival Path III,"On the path to the heart of the Courtyard, the Goddess of Moon encounters her once close ally...",5670,Defeat Sakura Spirit,Unlocked after completing Chang'e's Revival Path II,62800023
2804,28,0,2805,Chang'e's Revival Path IV,"In the ruins of Creator's Courtyard, the Mother of All Gods in China stands before Chang'e...",5658,Defeat Nuwa,Unlocked after completing Chang'e's Revival Path III,62800032
2805,28,0,2806,Chang'e's Revival Path V,"On the road to Creator's Altar, the sun meets the moon...",5715,Defeat Amaterasu,Unlocked after completing Chang'e's Revival Path IV,62800041
2806,28,0,-1,Chang'e's Revival Path VI,"In front of the Creator's Altar, Chang'e faces her own darkness deep within...",5794,Defeat Shadow of the Moon,Unlocked after completing Chang'e's Revival Path V,62800056
2901,29,1,2902,Nemesis the Orderkeeper's Revival Path I,"Nemesis comes to the gate of Creator's Courtyard, hoping to create a new order using Creator's power...",5921,Defeat Ares,-1,62900001
2902,29,0,2903,Nemesis the Orderkeeper's Revival Path II,"In the Creator's Courtyard, the Stealer of Fire, Prometheus, stands before the Goddess of Revenge...",5971,Defeat Prometheus,Unlocked after completing Nemesis the Orderkeeper's Revival Path I,62900014
2903,29,0,2904,Nemesis the Orderkeeper's Revival Path III,"On the way to the heart of the Courtyard, Nemesis faces the questions of another incarnation of order and justice, Apollo...",6022,Defeat Apollo,Unlocked after completing Nemesis the Orderkeeper's Revival Path II,62900024
2904,29,0,2905,Nemesis the Orderkeeper's Revival Path IV,"In the ruins of the Courtyard, Hera doesn't allow her authority to be challenged...",5955,Defeat Hera,Unlocked after completing Nemesis the Orderkeeper's Revival Path III,62900033
2905,29,0,2906,Nemesis the Orderkeeper's Revival Path V,"On the path to Creator's Altar, the once lord of Olympus meets the Goddess of Revenge...",5910,Defeat Zeus,Unlocked after completing Nemesis the Orderkeeper's Revival Path IV,62900043
2906,29,0,-1,Nemesis the Orderkeeper's Revival Path VI,"Right in front of Creator's Altar, Athena, the Goddess of Wisdom and War is waiting for the final duel...",5859,Defeat Athena,Unlocked after completing Nemesis the Orderkeeper's Revival Path V,62900057
3001,30,1,3002,Pisces's Revival Path I,"Pisces comes to the gate of Creator's Courtyard, hoping to create a new world without borders using Creator's power...",6062,Defeat Gemini,-1,63010101
3002,30,0,3003,Pisces's Revival Path II,"In the Creator's Courtyard, the children of stars meet...",6098,Defeat Capricornus,Unlocked after completing Pisces's Revival Path I,63010201
3003,30,0,3004,Pisces's Revival Path III,"On her way to the heart of the Courtyard, the Greek Angel of love stands before Pisces...",6104,Defeat Cupid,Unlocked after completing Pisces's Revival Path II,63010301
3004,30,0,3005,Pisces's Revival Path IV,"In the ruins of the Courtyard, Heimdall doesn't like to see order being challenged...",6158,Defeat Heimdall,Unlocked after completing Pisces's Revival Path III,63010401
3005,30,0,3006,Pisces's Revival Path V,"On the path to Creator's Altar, the Goddess of Deception has been waiting for this fight for a long time...",6175,Defeat Loki,Unlocked after completing Pisces's Revival Path IV,63010501
3006,30,0,-1,Pisces's Revival Path VI,"Before the Creator's Altar, the Lord of Stars stands as the final trial for Pisces...",6238,Defeat Freyja,Unlocked after completing Pisces's Revival Path V,63020601
3101,31,1,3102,Pandora the Secretkeeper's Revival Path I,"Pandora arrives at the gate of Creator's Courtyard, believing she can bring hope to the broken Divine Realm...",6267,Defeat Prometheus,-1,63110101
3102,31,0,3103,Pandora the Secretkeeper's Revival Path II,"In Creator's Courtyard, The Goddess of War doesn't approve of Pandora being qualified for meeting the Creator...",6328,Defeat Ares,Unlocked after completing Pandora the Secretkeeper's Revival Path I,63110201
3103,31,0,3104,Pandora the Secretkeeper's Revival Path III,"On the path in the Courtyard, Pandora meets the one who befell her the fate of opening that box...",6434,Defeat Chaos,Unlocked after completing Pandora the Secretkeeper's Revival Path II,63110301
3104,31,0,3105,Pandora the Secretkeeper's Revival Path IV,"In the ruins of the Courtyard, the Goddess of Sun doesn't think Pandora is ready to face the Creator..",6387,Defeat Apollo,Unlocked after completing Pandora the Secretkeeper's Revival Path III,63110401
3105,31,0,3106,Pandora the Secretkeeper's Revival Path V,"On the way to Creator's Altar, the mastermind who led to calamities being released by Pandora awaits her...",6333,Defeat Zeus,Unlocked after completing Pandora the Secretkeeper's Revival Path IV,63110501
3106,31,0,-1,Pandora the Secretkeeper's Revival Path VI,"Before Creator's Altar, Pandora meets her first mentor, Athena, the Goddess of Wisdom...",6253,Defeat Athena,Unlocked after completing Pandora the Secretkeeper's Revival Path V,63120601
3201,32,1,3202,Sagittarius's Revival Path I,"Sagittarius stands before the Creator's Courtyard, but another constellation, Pisces, doesn't want to let her go any further...",6607,Defeat Pisces,-1,63210101
3202,32,0,3203,Sagittarius's Revival Path II,"in the Creator's Courtyard, Sagittarius sees another companion standing against her...",6563,Defeat Capricornus,Unlocked after completing Sagittarius's Revival Path I,63210201
3203,32,0,3204,Sagittarius's Revival Path III,"On the path to the depth of the Courtyard, Sagittarius meets Pisces...",6576,Defeat Gemini,Unlocked after completing Sagittarius's Revival Path II,63210301
3204,32,0,3205,Sagittarius's Revival Path IV,"In the ruins of the Courtyard, the incarnation of wisdom of dragons is preparing the next test...",6542,Defeat Storm Dragon,Unlocked after completing Sagittarius's Revival Path III,63210401
3205,32,0,3206,Sagittarius's Revival Path V,"On the way to Creator's Altar, the free will meets the light of order...",6538,Defeat Apollo,Unlocked after completing Sagittarius's Revival Path IV,63210501
3206,32,0,-1,Sagittarius's Revival Path VI,"Before the Creator's Altar, the mentor of all constellations, the Goddess of Wisdom, Athena is waiting with the last challenge...",6530,Defeat Athena,Unlocked after completing Sagittarius's Revival Path V,63220601
3301,33,1,3302,Asura's Revival Path I,"Asura enters the outer layer of the sanctum. Considering flame as the best forge of her blades, she wants to prove her truth to the Creator.",6686,Defeat Ember Dragon,-1,63310101
3302,33,0,3303,Asura's Revival Path II,"Asura meets Cupid in the solitary courtyard and sniffs at Cupid's persistence on love and bonding, considering power as her only faith.",6701,Defeat Cupid,Unlocked after completing Asura's Revival Path I,63310201
3303,33,0,3304,Asura's Revival Path III,"Venus tries to stop Asura's road of destruction with beauty and harmony; however, Asura believes that true beauty lies in the limbo between life and death.",6783,Defeat Venus,Unlocked after completing Asura's Revival Path II,63310301
3304,33,0,3305,Asura's Revival Path IV,"In the frozen land, Frost Dragon attempts to freeze Asura's flame and set everything to eternal slumber. But Asura tries to break the silence with hellfire.",6853,Defeat Frost Dragon,Unlocked after completing Asura's Revival Path III,63310401
3305,33,0,3306,Asura's Revival Path V,Storm Dragon confronts Asura with her unstoppable thunder of speed and destruction. Asura welcomes her power with excitement: she will prove that her blade is quicker than thunder.,6821,Defeat Storm Dragon,Unlocked after completing Asura's Revival Path IV,63310501
3306,33,0,-1,Asura's Revival Path VI,"Before the Creator's Altar, the pride Fallen Angel, Lucifer stand before Asura. Undaunted, Asura knows she can fell gods and demons alike.",6749,Defeat Lucifer the Fallen Angel,Unlocked after completing Asura's Revival Path V,63320601
3401,34,1,3402,Merlin's Revival Path I,"Merlin enters the Creator Sanctum, fully aware that changing fate will demand a terrible price. Burning with rage, she seeks an unwritten future from the Creator.",6997,Defeat Idun the Unwithering Flower,-1,63410101
3402,34,0,3403,Merlin's Revival Path II,"She encounters the archangel Raphael, embodiment of the Creator’s ordained order, who attempts to persuade Merlin to return to the proper path.",7035,Defeat Raphael the Arcangel,Unlocked after completing Merlin's Revival Path I,63410201
3403,34,0,3404,Merlin's Revival Path III,"At the entrance to the underworld, Merlin meets Hela, Goddess of Death. Hela believes all of Merlin’s struggles will inevitably lead to the ending Hela represents.",6982,Defeat Hela,Unlocked after completing Merlin's Revival Path II,63410301
3404,34,0,3405,Merlin's Revival Path IV,遇到诡计之神洛基。洛基嘲笑梅林这位先知，认为他追求的**“自由”不过是另一种形式的控制欲。,6930,Defeat Loki,Unlocked after completing Merlin's Revival Path III,63410401
3405,34,0,3406,Merlin's Revival Path V,"Merlin confronts Freyja, Goddess of Love and War. Freyja questions whether Merlin has the courage to endure emotional sacrifice and profound loneliness for her goal.",6872,Defeat Freyja,Unlocked after completing Merlin's Revival Path IV,63410501
3406,34,0,-1,Merlin's Revival Path VI,"At the final threshold leading to the Creator’s Altar, Merlin meets Lilith, wielder of primal will. Lilith challenges Merlin’s faith in human reason itself.",6894,击败夜行者莉莉丝,完成梅林的创世圣境V后解锁,63420601
3501,35,1,3502,Medusa the Cursebound's Revival Path I,Medusa enters the sacred realm and first encounters the Siren. Song clashes with the petrifying gaze for the first time.,7075,Defeat Siren,-1,63510101
3502,35,0,3503,Medusa the Cursebound's Revival Path II,"Crossing the coast, she meets Pandora holding the cursed box. A debate of calamity and hope unfolds.",7179,Defeat Pandora the Secretkeeper,Unlocked after completing Medusa the Cursebound's Revival Path I,63510201
3503,35,0,3504,Medusa the Cursebound's Revival Path III,"On the Path of Judgment, Nemesis blocks the way. Justice collides with vengeance.",7265,Defeat Nemesis the Orderkeeper,Unlocked after completing Medusa the Cursebound's Revival Path II,63510301
3504,35,0,3505,Medusa the Cursebound's Revival Path IV,"Medusa faces her former nightmare, Poseidon. Confronting the source of fear, Medusa challenges her.",7109,Defeat Poseidon the Sea Sovereign,Unlocked after completing Medusa the Cursebound's Revival Path III,63510401
3505,35,0,3506,Medusa the Cursebound's Revival Path V,"On the road to the core, Hades awaits. A final discourse between death and petrification unfolds.",7120,Defeat Hades,Unlocked after completing Medusa the Cursebound's Revival Path IV,63510501
3506,35,0,-1,Medusa the Cursebound's Revival Path VI,"The final trial brings Gaia, Mother of Earth. Medusa seeks her recognition and a new definition of creation.",7197,Defeat Gaia,完成咒缚者美杜莎的创世圣境V后解锁,63520601
3601,36,1,3602,Venus's Revival Path I,Medusa enters the sacred realm and first encounters the Siren. Song clashes with the petrifying gaze for the first time.,7453,Defeat Heimdall,-1,63610101
3602,36,0,3603,Venus's Revival Path II,"Crossing the coast, she meets Pandora holding the cursed box. A debate of calamity and hope unfolds.",7381,Defeat Hera,Unlocked after completing Venus's Revival Path I,63610201
3603,36,0,3604,Venus's Revival Path III,"On the Path of Judgment, Nemesis blocks the way. Justice collides with vengeance.",7323,Defeat Chang’e,Unlocked after completing Venus's Revival Path II,63610301
3604,36,0,3605,Venus's Revival Path IV,"Medusa faces her former nightmare, Poseidon. Confronting the source of fear, Medusa challenges her.",7292,Defeat Ra,Unlocked after completing Venus's Revival Path III,63610401
3605,36,0,3606,Venus's Revival Path V,"On the road to the core, Hades awaits. A final discourse between death and petrification unfolds.",7338,Defeat Cupid,Unlocked after completing Venus's Revival Path IV,63610501
3606,36,0,-1,Venus's Revival Path VI,"The final trial brings Gaia, Mother of Earth. Medusa seeks her recognition and a new definition of creation.",7363,Defeat Freyja,Unlocked after completing Venus's Revival Path V,63620601
3701,37,1,3702,Aquarius's Revival Path I,"Aquarius steps into the Sanctum. Rather than rushing to worship, she studies the laws that govern this place. At that moment, a sharp arrow is shot in front of her.",7518,Defeat Sagittarius,-1,63710101
3702,37,0,3703,Aquarius's Revival Path II,"After breaking through the outer perimeter, a towering mountain cuts off the way ahead. Capricornus stands upon the only passage ahead like a living statue, radiating overwhelming authority.",7552,Defeat Capricornus,Unlocked after completing Aquarius's Revival Path I,63710201
3703,37,0,3704,Aquarius's Revival Path III,"Passing through the barrier of stone, the surroundings turn dreamlike and surreal. A familiar figure appears before Aquarius—Pisces, who has only recently completed her own journey.",7558,Defeat Pisces,Unlocked after completing Aquarius's Revival Path II,63710301
3704,37,0,3705,Aquarius's Revival Path IV,"As the mist disperses, the road splits in two. Two identical figures block the way with playful laughter, making it impossible to distinguish truth from illusion.",7616,Defeat Gemini,Unlocked after completing Aquarius's Revival Path III,63710401
3705,37,0,3706,Aquarius's Revival Path V,"The closer Aquarius draws to the core, the stronger the pulse of life becomes. Idun stands beneath a golden apple tree, holding a fruit that releases an irresistible fragrance.",7662,Defeat Idun the Unwithering Flower,Unlocked after completing Aquarius's Revival Path IV,63710501
3706,37,0,-1,Aquarius's Revival Path VI,"At last, Aquarius arrives before the gates of the Creator's Courtyard. Venus, the goddess of beauty, lounges against the doorway, her beauty dimming all surrounding light.",7629,Defeat Venus,Unlocked after completing Aquarius's Revival Path V,63720601
3801,38,1,3802,Fuxi the Heavenruler's Revival Path I,"Fuxi steps onto the Primal Land, where Gaia emerges and attempts to halt her advance with the laws of the earth.",7795,Defeat Gaia,-1,63810101
3802,38,0,3803,Fuxi the Heavenruler's Revival Path II,"Fuxi reaches the realm of moon shade, where Chang’e tests her deductions through a tranquil, eternal stillness.",7746,Defeat Chang’e,Unlocked after completing Fuxi the Heavenruler's Revival Path I,63810201
3803,38,0,3804,Fuxi the Heavenruler's Revival Path III,"Fuxi enters the land where fate converge, where prophetic patterns overlap endlessly in space. Himiko attempts to seal her deductive path with a known future.",7709,Defeat Himiko,Unlocked after completing Fuxi the Heavenruler's Revival Path II,63810301
3804,38,0,3805,Fuxi the Heavenruler's Revival Path IV,"Fuxi passes through a region where emotion and memory intertwine, old bonds resurfacing as Sim Cheong seeks to disrupt her deductions through feeling.",7750,击败沈青儿,Unlocked after completing Fuxi the Heavenruler's Revival Path III,63810401
3805,38,0,3806,Fuxi the Heavenruler's Revival Path V,"Fuxi steps into the blazing sun's core, where fixed order has solidified, and Ra suppresses all change with absolute law.",7828,Defeat Ra,Unlocked after completing Fuxi the Heavenruler's Revival Path IV,63810501
3806,38,0,-1,Fuxi the Heavenruler's Revival Path VI,"Fuxi enters a hall forged of reason and truth, where rigid definitions seal away everything that has yet to be understood.",7866,Defeat Apollo,Unlocked after completing Fuxi the Heavenruler's Revival Path V,63820601
3901,39,1,3902,雅典娜的创世圣境Ⅰ,"Athena enters the Sanctum. She does not bow to the temple, but stops to examine the order and boundaries before her.",8020,Defeat Hera,-1,63910101
3902,39,0,3903,雅典娜的创世圣境Ⅱ,"The boundaries of the Sanctum rise, and the air grows thin. Icarus looks down from above, scorch marks still clinging to his wings.",8095,Defeat Icarus,完成雅典娜的创世圣境Ⅰ后解锁,63910201
3903,39,0,3904,雅典娜的创世圣境Ⅲ,"Rules lose their edges here. Direction and time blur together. Chaos does not show herself, yet she is omnipresent, like she's reminding Athena that order was never the beginning of the world.",8035,Defeat Chaos,完成雅典娜的创世圣境Ⅱ后解锁,63910301
3904,39,0,3905,雅典娜的创世圣境Ⅳ,"The Sanctum is frozen in absolute stability. Conflict is erased. Choice is stripped away. The Frost Dragon maintains a world that never collapses, yet can never progress.",7984,Defeat Frost Dragon,完成雅典娜的创世圣境Ⅲ后解锁,63910401
3905,39,0,3906,雅典娜的创世圣境V,"After the frost shatters, the energy deep within the Sanctum falls out of balance. Ember Dragon embodies the rebound of suppressed will. Power runs wild, rules are burned away. She is not a pure destroyer, but the backlash against absolute stability.",7942,Defeat Ember Dragon,完成雅典娜的创世圣境Ⅳ后解锁,63910501
3906,39,0,-1,雅典娜的创世圣境Ⅵ,"The core of the Sanctum begins to respond to change. The Storm Dragon, as the final executor, represents judgment and enforcement. Right and wrong are no longer debated: only the predetermined conclusion is carried out. Athena must face the Sanctum itself and give a final answer to whether wisdom needs to exist.",8005,Defeat Storm Dragon,完成雅典娜的创世圣境V后解锁,63920601
