dialog_id,next_dialog_id,switch_id,bg,bgm,skippable,character_spine,character_review_spine,character_position,character_name,dialog,voice,text_anchor,delay
20560204,20560205,,TianZhaoShenShe-Combined,,1,LH_UR,HL0,1,Ember Dragon,This is really an exciting thing!,,0,0
20560205,-1,,TianZhaoShenShe-Combined,,1,LL0,HFSTS0,2,Storm Dragon,Wait! I don't mean to let you in trouble with other gods!,,0,0
20560301,20560302,,TianZhaoShenShe-Combined,,1,HSZR0,HL0,2,Zhu Rong,"Uh, I heard that there is a monster invading at the gate of Nuwa temple...Why it's you?",,0,0
20560302,20560303,,TianZhaoShenShe-Combined,,1,LH_UR,HFSTS0,1,Ember Dragon,Well... I don't care if I am described as a monster. Let's fight!,,0,0
20560303,20560304,,TianZhaoShenShe-Combined,,1,HSZR0,HL0,2,Zhu Rong,"Huh? I just want to use my fists, wondering if there is someone who caused trouble to let me beat!",,0,0
20560304,-1,,TianZhaoShenShe-Combined,,1,LH_UR,HFSTS0,1,Ember Dragon,Then stop speaking rubbish! A good fight is more important than anything else!,,0,0
20560401,20560402,,TianZhaoShenShe-Combined,,1,HSZR0,HL0,2,Zhu Rong,"Ahem... I didn't expect that as the god of fire, I would lose to your flames.",,0,0
20560402,20560403,,TianZhaoShenShe-Combined,,1,LH_UR,HFSTS0,1,Ember Dragon,It's so boring! I thought it would take several days to know who is the winner!,,0,0
20560403,20560404,,TianZhaoShenShe-Combined,,1,HSZR0,HL0,2,Zhu Rong,"In my opinion, perhaps only the powerhouse of the main god-level be able to fight you.",,0,0
20560404,20560405,,TianZhaoShenShe-Combined,,1,LH_UR,HFSTS0,1,Ember Dragon,Really? ! Then I'll go to boss Odin and fight with her! See you later!,,0,0
20560405,-1,,TianZhaoShenShe-Combined,,1,HSZR0,HL0,2,Zhu Rong,"Oh, she actually believed it. There will be funny things, haha...",,0,0
20560501,20560502,,TianZhaoShenShe-Combined,,1,LH_UR,HFSTS0,1,Ember Dragon,"Hi, boss! I'm coming to fight with you! Oh, you are here too, sun god...",,0,0
20560502,20560503,,TianZhaoShenShe-Combined,,1,R_UR,HL0,2,Ra,Ah... Isn't this the hot-tempered cutie that Odin loves the most?,,0,0
20560503,20560504,,TianZhaoShenShe-Combined,,1,AD0,HFSTS0,2,Odin,I am surprised that the Nordic dragons can also have such a strong potential...,,0,0
20560504,20560505,,TianZhaoShenShe-Combined,,1,R_UR,HL0,2,Ra,Look at your exciting face. Do you want the sun god to fight with you?,,0,0
20560505,-1,,TianZhaoShenShe-Combined,,1,LH_UR,HFSTS0,1,Ember Dragon,That's really a most welcome thing!,,0,0
20560601,20560602,,TianZhaoShenShe-Combined,,1,AD0,HL0,2,Odin,Huh... It seems that you have awakened an incredible power...,,0,0
20560602,20560603,,TianZhaoShenShe-Combined,,1,R_UR,HFSTS0,2,Ra,"The brilliance from sun seems to be unable to cover your flames, this is extraordinary...",,0,0
20560603,20560604,,TianZhaoShenShe-Combined,,1,LH_UR,HL0,1,Ember Dragon,"I didn't expect I can burst this strong power, but I am also approaching the limit...",,0,0
20560604,20560605,,TianZhaoShenShe-Combined,,1,R_UR,HFSTS0,2,Ra,"But in the battle just now, I seemed to be aware of the magic power of creator goddess.",,0,0
20560605,-1,,TianZhaoShenShe-Combined,,1,AD0,HL0,2,Odin,"Oh? This is really interesting discovery, I will investigate it carefully...",,0,0
20570101,20570102,,TianZhaoShenShe-Combined,,1,LH_UR,HFSTS0,2,Ember Dragon,"Wow, it seems like you have awakened a new power!",,0,0
20570102,20570103,,TianZhaoShenShe-Combined,,1,LL_UR,HL0,1,Storm Dragon,I feel like..my body is full of furious lightning...,,0,0
20570103,20570104,,TianZhaoShenShe-Combined,,1,LB_UR,HFSTS0,2,Frost Dragon,"Oh? Honey, are you finally mad for studying magic powers desperately?",,0,0
20570104,20570105,,TianZhaoShenShe-Combined,,1,LL_UR,HL0,1,Storm Dragon,It seems that only a fight can prove the power of the lightning!,,0,0
20570105,-1,,TianZhaoShenShe-Combined,,1,LH_UR,HFSTS0,2,Ember Dragon,Then there is no need to say anything more! Come on!,,0,0
20570201,20570202,,TianZhaoShenShe-Combined,,1,LB_UR,HL0,2,Frost Dragon,It shocks me that the destructive power of your lightning seems to be greatly improved compared to before!,,0,0
20570202,20570203,,TianZhaoShenShe-Combined,,1,LH_UR,HFSTS0,2,Ember Dragon,And probably neither the ice nor the flames can affect you.,,0,0
20570203,20570204,,TianZhaoShenShe-Combined,,1,LL_UR,HL0,1,Storm Dragon,I think that the lightning made a shield for me during the battle.,,0,0
20570204,20570205,,TianZhaoShenShe-Combined,,1,LB_UR,HFSTS0,2,Frost Dragon,And this shield should be able to avoid all unfavorable conditions for you.,,0,0
20570205,-1,,TianZhaoShenShe-Combined,,1,LL_UR,HL0,1,Storm Dragon,"I also thought of a new skill that can penetrate the opponent's defense, maybe I can have a try.",,0,0
20570301,20570302,,TianZhaoShenShe-Combined,,1,BMH_UR,HFSTS0,2,Himiko,"Dare to challenge us three high-level defenders, I should praise your courage.",,0,0
20570302,20570303,,TianZhaoShenShe-Combined,,1,LL_UR,HL0,1,Storm Dragon,Humph...I don't want you to think that I am the immature scholar before.,,0,0
20570303,20570304,,TianZhaoShenShe-Combined,,1,GY0,HFSTS0,2,Gaia,Are you? Then let the steady earth come to confront your lightning.,,0,0
20570304,20570305,,TianZhaoShenShe-Combined,,1,HMDE4,HL0,2,Heimdall,No one's attack can penetrate the defense of what I claim to be the strongest guardian in Norse.,,0,0
20570305,-1,,TianZhaoShenShe-Combined,,1,LL_UR,HFSTS0,1,Storm Dragon,Really? ! Then let you guys see the thunderstorm that crush everything!,,0,0
20570401,20570402,,TianZhaoShenShe-Combined,,1,HMDE4,HL0,2,Heimdall,"Surprisingly, this thunderstorm can make people tremble all over, unable to focus on defense...",,0,0
20570402,20570403,,TianZhaoShenShe-Combined,,1,BMH_UR,HFSTS0,2,Himiko,Hum... It seems that the powerful armor is powerless when facing this kind of thunderstorm.,,0,0
20570403,20570404,,TianZhaoShenShe-Combined,,1,GY2,HL0,2,Gaia,"In my opinion, this kind of thunderstorm can also form a large-scale explosion.",,0,0
20570404,20570405,,TianZhaoShenShe-Combined,,1,LL_UR,HFSTS0,1,Storm Dragon,"Indeed, compared to my past self, I feel that having both attacking and defense is the best strategy.",,0,0
20570405,-1,,TianZhaoShenShe-Combined,,1,LL_UR,HL0,1,Storm Dragon,"Hmph... I will make good use of the awakening power, to solve this doomsday crisis.",,0,0
20510101,20510102,,TianZhaoShenShe-Combined,,1,HMDE_UR,HFSTS0,1,Heimdall,The invaders of Greece? ! Stop it! The Rainbow Bridge is only opened by the Nordic gods!,,0,0
20510102,20510103,,TianZhaoShenShe-Combined,,1,ERBS2,HL0,2,Erebus,...,,0,0
20510103,20510104,,TianZhaoShenShe-Combined,,1,HDS2,HFSTS0,2,Hades,...,,0,0
20510104,20510105,,TianZhaoShenShe-Combined,,1,HL_UR,HL0,2,Hera,...,,0,0
20510105,-1,,TianZhaoShenShe-Combined,,1,HMDE_UR,HFSTS0,1,Heimdall,(No one answers? This is too abnormal...but I will never let intruders pass!),,0,0
20510201,20510202,,TianZhaoShenShe-Combined,,1,HMDE_UR,HL0,1,Heimdall,Phew... What a strong oppressive force... Is this the power of the main Greek god...,,0,0
20510202,20510203,,TianZhaoShenShe-Combined,,1,HMDE_UR,HFSTS0,1,Heimdall,What! Why did their figure begin to disappear? ! Is this an illusion? !,,0,0
20510203,20510204,,TianZhaoShenShe-Combined,,1,,,0,？？？,"Oh, not only is the defense drip-proof, but it can also completely lose the ability of the opponent to recover...",,0,0
20510204,20510205,,TianZhaoShenShe-Combined,,1,HMDE_UR,HFSTS0,1,Heimdall,who are you? ! I'm not interested in talking to a coward who is hiding!,,0,0
20510205,-1,,TianZhaoShenShe-Combined,,1,,,0,？？？,"Haha, you are stronger than the gods at dusk, there is a bigger challenge for you...",,0,0
20510301,20510302,,TianZhaoShenShe-Combined,,1,AD2,HFSTS0,2,Odin,...,,0,0
20510302,20510303,,TianZhaoShenShe-Combined,,1,HMDE_UR,HL0,1,Heimdall,"Heh...Are you the only one who can summon the illusion of Odin's, right?",,0,0
20510303,20510304,,TianZhaoShenShe-Combined,,1,,,0,？？？,"Oh, didn’t you expect me to be so famous? Do you want to sign your name?",,0,0
20510304,20510305,,TianZhaoShenShe-Combined,,1,HMDE_UR,HL0,1,Heimdall,"No one is interested in your dirty name, Cthulhu Loki.",,0,0
20510305,-1,,TianZhaoShenShe-Combined,,1,,,0,？？？,"Hard-mouthed guy, let me see if your tactics are as reliable as your defense!",,0,0
20510401,20510402,,TianZhaoShenShe-Combined,,1,,,0,？？？,How is this possible that Odin's powerful attack didn't knock down anyone? !,,0,0
20510402,20510403,,TianZhaoShenShe-Combined,,1,HMDE_UR,HFSTS0,1,Heimdall,Is this out of your guess? Do you think your brain is unreliable anymore?,,0,0
20510403,20510404,,TianZhaoShenShe-Combined,,1,,,0,？？？,"Unexpectedly, you can use the horn to link the souls of your companions and take the attack on their behalf...",,0,0
20510404,20510405,,TianZhaoShenShe-Combined,,1,HMDE_UR,HFSTS0,1,Heimdall,You never want to knock down my companions before I fall down!,,0,0
20510405,-1,,TianZhaoShenShe-Combined,,1,,,0,？？？,Very good... I would love to let you experience the fury of the strongest saboteur in Northern Europe!,,0,0
20510501,20510502,,TianZhaoShenShe-Combined,,1,HMDE_UR,HFSTS0,1,Heimdall,Damn... is this the awakened storm dragon?,,0,0
20510502,20510503,,TianZhaoShenShe-Combined,,1,,,0,？？？,"So far, no one can resist such a fierce attacking role among the Nordic dragons!",,0,0
20510503,20510504,,TianZhaoShenShe-Combined,,1,,,0,？？？,"You are in big trouble, but I want to see if luck is always on your side!",,0,0
20510504,-1,,TianZhaoShenShe-Combined,,1,HMDE_UR,HL0,1,Heimdall,Everyone stays in formation! Don't panic!,,0,0
20510601,20510602,,TianZhaoShenShe-Combined,,1,,,0,？？？,This is impossible... Your power has never been so strong before...,,0,0
20510602,20510603,,TianZhaoShenShe-Combined,,1,HMDE_UR,HL0,1,Heimdall,God will grow up and I look forward to the moment when I beat you down.,,0,0
20510603,20510604,,TianZhaoShenShe-Combined,,1,,,0,？？？,This failure is just an experiment I planned! I will be succussful!,,0,0
20510604,20510605,,TianZhaoShenShe-Combined,,1,HMDE_UR,HL0,1,Heimdall,"In my opinion, your plan may be bankrupt in advance, as long as I am still alive.",,0,0
20510605,-1,,TianZhaoShenShe-Combined,,1,,,0,？？？,"When the plan is implemented, I will enjoy your fears, let’s just take a look!",,0,0
40000001,-1,,,,1,LL_UR,HL0,1,Storm Dragon,"Hmph... I will make good use of the awakening power, to solve this doomsday crisis.",,0,0
50000001,50000002,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,It really surprised me. I never thought that there was a paradise behind this door.,,0,0
50000002,50000003,,,,1,SN_JWH,HL0,2,？？？,"Yo... So you have already arrived, I thought you wouldn't come so soon.",,0,0
50000003,50000004,,,,1,SN_JWH,HFSTS0,2,Yukizakura,"I am Yukizakura, the leader of the Eudemons here, the eldest daughter of the Nine-Tailed clan, pleased to meet you.",,0,0
50000004,50000005,,,,1,USER_MAIN_CZ,HL0,1,Me,"Nice to meet you too! You are the Eudemons sister that you met last time, eh? Are you alone?",,0,0
50000005,50000006,,,,1,SN_JWH,HFSTS0,2,Yukizakura,Hehe... Do you think the line that welcomes you is too short?,,0,0
50000006,50000007,,,,1,USER_MAIN_CZ,HL0,1,Me,"How come! Just curious, I have spoken to many Eudemons before.",,0,0
50000007,50000008,,,,1,SN_JWH,HFSTS0,2,Yukizakura,"Then let me lead the way, and let me introduce another companion to you.",,0,0
50000008,-1,,,,1,SN_JWH,HL0,2,Yukizakura,"By the way, I can also familiarize you with this place, I believe you will be interested...",,0,0
50001001,50001002,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,"Yukizakura, is this also a portal? It looks different from the one I had when I came…",,0,0
50001002,50001003,,,,1,SN_JWH,HL0,2,Yukizakura,"In fact, the principle is similar, it is called Gate of seeking, it is our common means of transportation.",,0,0
50001003,50001004,,,,1,SN_JWH,HFSTS0,2,Yukizakura,"You just need to think about what you want to do or who you want to meet, and the gate will open the right passage.",,0,0
50001004,50001005,,,,1,USER_MAIN_CZ,HL0,1,Me,Is it so amazing? ! This is so convenient!,,0,0
50001005,50001006,,,,1,SN_JWH,HFSTS0,2,Yukizakura,"In fact, this is not the case, because the energy of the gate is limited and it can only be opened a few times a day.",,0,0
50001006,50001007,,,,1,SN_JWH,HL0,2,Yukizakura,And sometimes it will open the wrong passage and may send you to an unexplainable place.,,0,0
50001007,50001008,,,,1,USER_MAIN_CZ,HFSTS0,1,Me,"I decided to try first. I want to find the Centaur sister I saw when I opened the portal for the first time, can I?",,0,0
50001008,-1,,,,1,SN_JWH,HL0,2,Yukizakura,I don't know if you can find her. Let's see how lucky you are.,,0,0
50002001,50002002,,{translucent},,1,SN_BRM,HFSTS0,2,？？？,"This is really the grace of the gods! Unexpectedly, you were the first to cross the enchantment!",,0,0
50002002,50002003,,,,1,SN_JWH,HL0,2,Yukizakura,"Now that you are here, Yvette, I will go and work on alchemy. How about you leave the rest to you?",,0,0
50002003,50002004,,,,1,SN_JWH,HFSTS0,2,Yukizakura,"I suggest to take our guests to the Forest of Eudemons, Elena has just built the residence.",,0,0
50002004,50002005,,,,1,USER_MAIN_CZ,HL0,1,Me,Forest of Eudemons? What is that place?,,0,0
50002005,-1,,,,1,SN_BRM,HFSTS0,2,Yvette,"It is the lair of the Eudemons, we will understand when we get there.",,0,0
50003001,50003002,,{translucent},,1,SN_BRM,HL0,2,Yvette,"The Forest of Eudemons is our resting place, and each Eudemon has its own private room.",,0,0
50003002,50003003,,,,1,USER_MAIN_CZ,HFSTS0,1,Me,"Quite interesting, the same as our human school dormitory?",,0,0
50003003,50003004,,,,1,SN_BRM,HL0,2,Yvette,"Yes, more importantly, Eudemons who have good enough relationships with you will invite you into their room",,0,0
50003004,50003005,,,,1,SN_BRM,HFSTS0,2,Yvette,They will also sign an alliance contract with you to help you do what they can.,,0,0
50003005,50003006,,,,1,USER_MAIN_CZ,HL0,1,Me,For real? ! How should I have a good relationship with everyone?,,0,0
50003006,50003007,,,,1,SN_BRM,HFSTS0,2,Yvette,Hmm... Let’s talk to them more through Gate of seeking. Humans are a race that is good at communicating.,,0,0
50003007,-1,,,,1,SN_BRM,HL0,2,Yvette,"Phew, I'm also a little tired. Shall I take you to my room for a cup of tea?",,0,0
50004001,50004002,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,Is this... the contract you made with me?,,0,0
50004002,50004003,,,,1,SN_BRM,HL0,2,Yvette,"Yes, I hope we can try our best to help each other.",,0,0
50004003,50004004,,,,1,USER_MAIN_CZ,HFSTS0,1,Me,"By the way, I haven't asked, do you need any of my help?",,0,0
50004004,50004005,,,,1,SN_BRM,HL0,2,Yvette,"The Eudemons have been trapped in this enchantment for a long time, and they have not been able to find a way out.",,0,0
50004005,50004006,,,,1,SN_BRM,HFSTS0,2,Yvette,I hope you can find a way to break the enchantment of this world and let us be free.,,0,0
50004006,50004007,,,,1,USER_MAIN_CZ,HL0,1,Me,"I see, so what can you do to help me?",,0,0
50004007,50004008,,,,1,SN_BRM,HFSTS0,2,Yvette,We can channel our powers to the gods of your world and help them.,,0,0
50004008,50004009,,,,1,SN_BRM,HL0,2,Yvette,"In addition, although the enchantment restricts our actions, it has no effect on non-living bodies.",,0,0
50004009,50004010,,,,1,SN_BRM,HFSTS0,2,Yvette,"And there are many precious minerals that can be mined, and each Eudemon has a unique mining ability.",,0,0
50004010,-1,,,,1,USER_MAIN_CZ,HL0,1,Me,OMG...I think I understand what this means…,,0,0
50005001,50005002,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,"By the way, Yvette! I remembered that there was a small gift that I forgot to give you.",,0,0
50005002,50005003,,,,1,SN_BRM,HL0,2,Yvette,Oh? What is it? Eudemons are always happy with gifts.,,0,0
50005003,50005004,,,,1,USER_MAIN_CZ,HFSTS0,1,Me,It is the fruit picked in the forest. Yukizakura seems to like it very much. I think you will like it too.,,0,0
50005004,50005005,,,,1,SN_BRM,HL0,2,Yvette,"Ah... this kind of fruit is called Reiki fruit, and it is indeed a favorite food for Eudemons.",,0,0
50005005,-1,,,,1,SN_BRM,HFSTS0,2,Yvette,"I will accept it, thank you for taking me the grace of the gods.",,0,0
50006001,50006002,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,Does it taste good? I even had the illusion that you were full of energy after eating.,,0,0
50006002,50006003,,,,1,SN_BRM,HFSTS0,2,Yvette,"In fact, you are right, this kind of fruit can indeed enhance our strength!",,0,0
50006003,50006004,,,,1,SN_BRM,HL0,2,Yvette,"Some fruits even possess very powerful magical powers, which can make Eudemons immortal.",,0,0
50006004,-1,,,,1,USER_MAIN_CZ,HFSTS0,1,Me,No way! Is there such a thing? Then I have to collect them well.,,0,0
50007001,50007002,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"By the way, Yvette, there seems to be many ruins-like buildings here.",,0,0
50007002,50007003,,,,1,SN_BRM,HFSTS0,2,Yvette,"Yes, this is the mine that I told you before, and we are unlocking them one by one.",,0,0
50007003,50007004,,,,1,SN_BRM,HL0,2,Yvette,Do you see the ruins at the spring on the top of the mountain? I just unlocked it the other day.,,0,0
50007004,50007005,,,,1,SN_BRM,HFSTS0,2,Yvette,"The spring around it is rich in a kind of spar mine, which is an important resource for construction.",,0,0
50007005,-1,,,,1,USER_MAIN_CZ,HL0,1,Me,Very beautiful ruins! Let's go check it out!,,0,0
50008001,50008002,,{translucent},,1,SN_BRM,HFSTS0,2,Yvette,"You see, putting spar on the altar of the ruins can increase the production capacity of the ruins.",,0,0
50008002,-1,,,,1,USER_MAIN_CZ,HL0,1,Me,I can't wait to try out!,,0,0
50009001,50009002,,{translucent},,1,SN_BRM,HFSTS0,2,Yvette,"By the way, in addition to upgrading the ruins themselves, many Eudemons have unique knowledge of the ruins.",,0,0
50009002,50009003,,,,1,SN_BRM,HL0,2,Yvette,"If they are dispatched into the ruins, the mining efficiency of the ruins can be further improved.",,0,0
50009003,50009004,,,,1,SN_BRM,HFSTS0,2,Yvette,"For example, I have been studying the Spar Spring for a long time, and I know how it works.",,0,0
50009004,50009005,,,,1,USER_MAIN_CZ,HL0,1,Me,"Well, I will try my best to seek help from other Eudemons.",,0,0
50009005,-1,,,,1,SN_BRM,HFSTS0,2,Yvette,"Okay, let's talk about the rest later, I'm going to start work in the ruins, see you later!",,0,0
51001001,51001002,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"Huh? Gabriel, is this a portal? Do you know how to activate it?",,0,0
51001002,51001003,,{translucent},,1,WL_CZ,HFSTS0,2,Gabriel,How would I know? Why don't you try yelling Open Sesame?,,0,0
51001003,51001004,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"Open Sesame!!! Alright, I knew you were just pulling my leg…",,0,0
51001004,51001005,,{translucent},,1,WL_CZ,HFSTS0,2,Gabriel,But you still fell for it- Wait! Why is the portal starting to glow!?,,0,0
51001005,51001006,,{translucent},,1,SN_BRM,HL0,2,？？？,Is anyone there? Thank goodness… To think I've finally managed to contact the world outside the barrier after hundreds of years…,,0,0
51001006,51001007,,{translucent},,1,SN_BRM,HFSTS0,2,？？？,If someone is on the other side... please fix the portal as soon as possible…,,0,0
51001007,51001008,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"Did you hear that?! As long as we fix it, we'll be able to discover the secret at the other side of the portal!",,0,0
51001008,51001009,,{translucent},,1,WL_CZ,HFSTS0,2,Gabriel,"Why are you staring at me so eagerly!? You don't expect me to fix this broken portal, do you?!",,0,0
51001009,51001010,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"C'mon, honey. Please fix it for me? I'm dying to know! I know you can do it!",,0,0
51001010,-1,,{translucent},,1,WL_CZ,HFSTS0,2,Gabriel,"Oh my god… How could I, a grand and magnificent Shrine Maiden, be reduced to doing this for you…",,0,0
51002001,51002002,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"Gabriel...has the portal been fixed? You have been fixing it for a week, would you like me to help?",,0,0
51002002,51002003,,{translucent},,1,WL_CZ,HFSTS0,2,Gabriel,"No need! If I ask you for help, this portal will fall apart in seconds!",,0,0
51002003,51002004,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"I'm not that stupid, am I...? Wait! There seems to be movement in the portal? !",,0,0
51002004,51002005,,{translucent},,1,SN_BSN,HFSTS0,2,？？？,"It seems to be connected, it's clearer than last time! Can you hear me? Testing! Testing!",,0,0
51002005,51002006,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"Hello? Hello?! Gabriel, do you know who is that on the other side?!",,0,0
51002006,51002007,,{translucent},,1,WL_CZ,HFSTS0,2,Gabriel,"I don’t know, but at least it’s not a monster, otherwise you would be dead by now…",,0,0
51002007,51002008,,{translucent},,1,SN_BSN,HL0,2,？？？,"Don't worry, this is Chaos Realm, and the monsters dare not come here...",,0,0
51002008,51002009,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,"Chaos Realm? Gabriel, do you know this place?",,0,0
51002009,51002010,,{translucent},,1,WL_CZ,HL0,2,Gabriel,"It seems to be located outside the realm of God, a place that even the God of Creation can't control…",,0,0
51002010,51002011,,{translucent},,1,SN_BSN,HFSTS0,2,？？？,"Ah, you are half right, in fact this place is just…",,0,0
51002011,-1,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,Just what? Ah ah ah! It's disconnected! Gabriel! ! Hurry! Fix the portal! ! !,,0,0
51003001,51003002,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,"Gabriel... It's been half a month, I'm dreaming about what's behind the portal…",,0,0
51003002,51003003,,{translucent},,1,WL_CZ,HL0,2,Gabriel,"Don't worry, although it hasn't been completely fixed, it can be opened more or less smoothly.",,0,0
51003003,51003004,,{translucent},,1,WL_CZ,HFSTS0,2,Gabriel,"This portal seems to only respond to your commands, and you can activate it by putting your hand on the door.",,0,0
51003004,51003005,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"Only respond to my orders? It's really weird... Try it, let's turn it on! !",,0,0
51003005,51003006,,{translucent},,1,SN_BHJY,HFSTS0,2,？？？,Yo... It's really surprising that two people can complete the repair of the portal.,,0,0
51003006,51003007,,{translucent},,1,WL_CZ,HL0,1,Gabriel,"You don't have the temperament of a god but you have a godhead...I see, you are an Eudemon, right?",,0,0
51003007,51003008,,{translucent},,1,SN_BHJY,HFSTS0,2,？？？,"Indeed, as you said, we are Eudemons, exiled by the gods…",,0,0
51003008,51003009,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"Eudemons? Gabriel, what is Eudemons?",,0,0
51003009,51003010,,{translucent},,1,WL_CZ,HFSTS0,1,Gabriel,"Servants of the gods, or legendary creatures? I actually don't know much.",,0,0
51003010,51003011,,{translucent},,1,SN_BHJY,HL0,2,？？？,"No matter what, we all hope to find a way out from here…since...",,0,0
51003011,-1,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,Oh no... the connection is broken again. It seems that we have to fix the portal thoroughly.,,0,0
51004001,51004002,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"Ah... the door is broken again. Previously, we could still see the scene on the other side of the door...",,0,0
51004002,51004003,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,Gabriel is also lazy too! It's so irritating! Open it! Open it! !,,0,0
51004003,51004004,,{translucent},,1,SN_LN,HL0,2,？？？,It's so noisy! Who is yelling out there! Do you want to fight? !,,0,0
51004004,51004005,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,Sorry... I... I just want to activate the portal and go to the other side to have a look...,,0,0
51004005,51004006,,{translucent},,1,SN_LN,HL0,2,？？？,Stop dreaming! No one can pass this portal because of the enchantment that prevents crossing!,,0,0
51004006,51004007,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,Enchantment that prevents crossing? Do you mean that outsiders can't get in through the portal?,,0,0
51004007,51004008,,{translucent},,1,SN_LN,HL0,2,？？？,"Yes! And the Eudemons inside the door can't come out, do you understand?",,0,0
51004008,51004009,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,Do you know who created the enchantment? Maybe we can think of a way...,,0,0
51004009,51004010,,{translucent},,1,SN_LN,HL0,2,？？？,"There are rumors that it was created by the God of Creation, but I think no one can say for sure.",,0,0
51004010,51004011,,{translucent},,1,SN_LN,HFSTS0,2,？？？,Besides! Next time if you yell again... I'll bite your head off!,,0,0
51004011,51004012,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,Didn’t you just say that the portal cannot be crossed...,,0,0
51004012,-1,,{translucent},,1,SN_LN,HFSTS0,2,？？？,Whatever! You are so annoying! I'm going to continue napping! Adiós!,,0,0
51005001,51005002,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,Gabriel! look! I successfully passed through the portal!,,0,0
51005002,51005003,,{translucent},,1,WL_CZ,HFSTS0,2,Gabriel,"My God, I think it's a miracle that you, with that desperate character can survive till now.",,0,0
51005003,51005004,,{translucent},,1,SN_JWH,HL0,2,？？？,"It’s a miracle indeed, this girl is the first human to pass through the portal in hundreds of years.",,0,0
51005004,51005005,,{translucent},,1,USER_MAIN_CZ,HFSTS0,1,Me,See! And I remember your companion said that no one can pass through this portal.,,0,0
51005005,51005006,,{translucent},,1,SN_JWH,HL0,2,？？？,"In fact, it is not impervious to pass, but it will endure huge enchantment energy when passing through.",,0,0
51005006,51005007,,{translucent},,1,SN_JWH,HFSTS0,2,？？？,What surprises me is that you have not been burnt to ashes by this energy like others…,,0,0
51005007,51005008,,{translucent},,1,WL_CZ,HL0,1,Gabriel,"Indeed, in my research, this kind of energy will hurt everyone who crosses the enchantment…",,0,0
51005008,51005009,,{translucent},,1,WL_CZ,HFSTS0,1,Gabriel,"Unless this person is the creator of the enchantment, but you can't have anything to do with this matter...",,0,0
51005009,51005010,,{translucent},,1,USER_MAIN_CZ,HL0,1,Me,"Don't worry about so much! I've made my mind! Even if it is burnt to ashes, I have to go to the otherside to have a look!",,0,0
51005010,-1,,{translucent},,1,SN_JWH,HFSTS0,2,？？？,"Hmm…As long as you're ready, me and my Eudemon friends and I will treat you well.",,0,0
20600101,20600102,,TianZhaoShenShe-Combined,,1,WEJL2,HL0,2,Valkyrie,"Freyja, you look restless, and you are in trouble again in the war with Greece?",,0,0
20600102,20600103,,TianZhaoShenShe-Combined,,1,FLY_UR,HFSTS0,1,Freyja,"On the contrary, the Greek gods have been deliberately avoiding me after they met me on the battlefield.",,0,0
20600103,20600104,,TianZhaoShenShe-Combined,,1,FLY_UR,HL0,1,Freyja,"Hera even privately invited me to join the Greek gods, which interested me…",,0,0
20600104,20600105,,TianZhaoShenShe-Combined,,1,LL_UR,HFSTS0,2,Storm Dragon,"Interesting! I probably understand what's going on, boss, what do you think?",,0,0
20600105,-1,,TianZhaoShenShe-Combined,,1,AD2,HL0,2,Odin,"If you can pass me, I don't mind you, Freyja, to go to Greece to meet the world.",,0,0
20600201,20600202,,TianZhaoShenShe-Combined,,1,FLY_UR,HFSTS0,1,Freyja,Stop it! It was just a joke before! I didn't intend to betray my companions!,,0,0
20600202,20600203,,TianZhaoShenShe-Combined,,1,WEJL2,HL0,2,Valkyrie,"Don't be nervous, dear, everyone from Northern Europe never questions your loyalty.",,0,0
20600203,20600204,,TianZhaoShenShe-Combined,,1,LL_UR,HFSTS0,2,Storm Dragon,This lethality is like a nightmare for opponents whose armor is broken...,,0,0
20600204,20600205,,TianZhaoShenShe-Combined,,1,AD2,HL0,2,Odin,"You know how to take advantage of the victory, the less the enemy, the more you have the advantage…",,0,0
