npc_id,hero_cid,hero_level,awake,if_advance,god_awake,if_super,super_awake,if_mr,mr_awake,name,avatar_path,spine_name,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
800102,2087,400,5,0,0,0,0,0,0,Prometheus,2087_MR.png,PLMXS_MR,5050164,384138,528885,140502,107997,293877,307259,101269,29885,155746,166914,0,0,600,300,2000,3000,3000,500,0,300,1100
800103,2084,400,5,0,0,0,0,0,0,Uriel,2084_MR.png,WLE_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1100
800104,2063,400,5,0,0,0,0,0,0,Sim Cheong,2063_MR.png,SQE_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1100
800105,2049,400,5,0,0,0,0,0,0,伊卡,2049_MR.png,YKLS_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1100
800106,2055,400,5,0,0,0,0,0,0,冰龙,2055_MR.png,LB_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1100
800201,2081,400,5,0,0,0,0,0,0,Horus,2081_MR.png,HLS_MR,5050164,384138,528885,140502,107997,293877,307259,101269,29885,155746,166914,0,0,600,300,2000,3000,3000,500,0,300,1100
800202,2060,400,5,0,0,0,0,0,0,Freyja,2060_MR.png,FLY_MR,5050164,384138,528885,140502,107997,293877,307259,101269,29885,155746,166914,0,0,600,300,2000,3000,3000,500,0,300,1100
800203,2082,400,5,0,0,0,0,0,0,Frigga,2082_MR.png,FLJ_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1100
800204,2047,400,5,0,0,0,0,0,0,Cupid,2047_MR.png,QBT_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1100
800205,2037,400,5,0,0,0,0,0,0,Ra,2037_MR.png,R_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1100
800206,1001,400,20,0,0,0,0,0,0,Player,1000_MR.png,USER_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1100
800301,2039,400,5,0,0,0,0,0,0,Hera,2039_MR.png,HL_MR,5050164,384138,528885,140502,107997,293877,307259,101269,29885,155746,166914,0,0,600,300,2000,3000,3000,500,0,300,1100
800302,2053,400,5,0,0,0,0,0,0,Himiko,2053_MR.png,BMH_MR,5050164,384138,528885,140502,107997,293877,307259,101269,29885,155746,166914,0,0,600,300,2000,3000,3000,500,0,300,1100
800303,2050,400,5,0,0,0,0,0,0,Chaos,2050_MR.png,KES_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1100
800304,2086,400,5,0,0,0,0,0,0,Hela,2086_MR.png,HLA_MR,10100328,768275,1057769,281004,215994,587753,614518,202538,59770,311491,333828,0,0,600,300,2000,3000,3000,500,0,300,1100
800305,2067,400,5,0,0,0,0,0,0,Chang'e,2067_MR.png,CE_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1100
800306,2068,400,5,0,0,0,0,0,0,Asura,2068_MR.png,AXL_MR,15150491,1152412,1586653,421505,323991,881629,921776,303807,89654,467237,500741,0,0,600,300,2000,3000,3000,500,0,300,1100
900101,2071,400,5,0,0,0,0,0,0,Capricornus,2071_MR.png,MJZ_MR,2525082,192069,264443,70251,53999,146939,153630,50635,14943,77873,83457,0,0,600,300,2000,3000,3000,500,0,300,900
900102,2078,400,5,0,0,0,0,0,0,Apollo,2078_MR.png,ABL_MR,2525082,192069,264443,70251,53999,146939,153630,50635,14943,77873,83457,0,0,600,300,2000,3000,3000,500,0,300,900
900103,2055,400,5,0,0,0,0,0,0,冰龙,2055_MR.png,LB_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,900
900104,2054,400,5,0,0,0,0,0,0,Enmusubi,2054_MR.png,ZRNZ_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,900
900105,2037,400,5,0,0,0,0,0,0,Ra,2037_MR.png,R_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,900
900106,2082,400,5,0,0,0,0,0,0,Frigga,2082_MR.png,FLJ_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,900
900201,2063,400,5,0,0,0,0,0,0,Sim Cheong,2063_MR.png,SQE_MR,2525082,192069,264443,70251,53999,146939,153630,50635,14943,77873,83457,0,0,600,300,2000,3000,3000,500,0,300,900
900202,2049,400,5,0,0,0,0,0,0,伊卡,2049_MR.png,YKLS_MR,2525082,192069,264443,70251,53999,146939,153630,50635,14943,77873,83457,0,0,600,300,2000,3000,3000,500,0,300,900
900203,2084,400,5,0,0,0,0,0,0,Uriel,2084_MR.png,WLE_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,900
900204,2081,400,5,0,0,0,0,0,0,Horus,2081_MR.png,HLS_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,900
900205,2053,400,5,0,0,0,0,0,0,Himiko,2053_MR.png,BMH_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,900
900206,1001,400,20,0,0,0,0,0,0,Player,1000_MR.png,USER_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,900
900301,2047,400,5,0,0,0,0,0,0,Cupid,2047_MR.png,QBT_MR,2525082,192069,264443,70251,53999,146939,153630,50635,14943,77873,83457,0,0,600,300,2000,3000,3000,500,0,300,900
900302,2060,400,5,0,0,0,0,0,0,Freyja,2060_MR.png,FLY_MR,2525082,192069,264443,70251,53999,146939,153630,50635,14943,77873,83457,0,0,600,300,2000,3000,3000,500,0,300,900
900303,2050,400,5,0,0,0,0,0,0,Chaos,2050_MR.png,KES_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,900
900304,2039,400,5,0,0,0,0,0,0,Hera,2039_MR.png,HL_MR,7575246,576206,793327,210753,161996,440815,460888,151904,44827,233619,250371,0,0,600,300,2000,3000,3000,500,0,300,900
900305,2087,400,5,0,0,0,0,0,0,Prometheus,2087_MR.png,PLMXS_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,900
900306,2068,400,5,0,0,0,0,0,0,Asura,2068_MR.png,AXL_MR,12625410,960344,1322211,351254,269993,734691,768147,253173,74712,389364,417285,0,0,600,300,2000,3000,3000,500,0,300,900
