index,eid,damage_type,content
268,100111304,4,因{SKILL_NAME}效果，{TARGET_NAME}进入【晕眩】状态，无法行动，持续1回合。
269,100111105,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
270,100111205,4,因{SKILL_NAME}效果，{TARGET_NAME}攻击力降低30%，持续2回合
271,100111305,4,因{SKILL_NAME}效果，{TARGET_NAME}进入【晕眩】状态，无法行动，持续1回合。
272,100111106,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
273,100111206,4,因{SKILL_NAME}效果，{TARGET_NAME}攻击力降低40%，持续2回合
274,100111306,4,因{SKILL_NAME}效果，{TARGET_NAME}进入【晕眩】状态，无法行动，持续1回合。
275,100111107,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
276,100111207,4,因{SKILL_NAME}效果，{TARGET_NAME}攻击力降低50%，持续2回合
277,100111307,4,因{SKILL_NAME}效果，{TARGET_NAME}进入【晕眩】状态，无法行动，持续1回合。
278,100111108,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
279,100111208,4,因{SKILL_NAME}效果，{TARGET_NAME}攻击力、防御力、物抗和魔抗降低50%，持续2回合
280,100111308,4,因{SKILL_NAME}效果，{TARGET_NAME}进入【晕眩】状态，无法行动，持续1回合。
281,100112101,4,因{SKILL_NAME}效果，{TARGET_NAME}增加20%的伤害，持续3回合
282,100112102,4,因{SKILL_NAME}效果，{TARGET_NAME}增加25%的伤害、25%防御力，持续3回合
283,100112103,4,因{SKILL_NAME}效果，{TARGET_NAME}增加30%的伤害、30%防御力，持续3回合
284,100112104,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
285,100112204,4,因{SKILL_NAME}效果，{TARGET_NAME}增加35%的伤害、35%防御力，持续3回合
286,100112105,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
287,100112205,4,因{SKILL_NAME}效果，{TARGET_NAME}增加40%的伤害、40%防御力，持续3回合
288,100112106,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
289,100112206,4,因{SKILL_NAME}效果，{TARGET_NAME}增加50%的伤害、50%防御力、30%暴击，持续3回合
290,100112107,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
291,100112207,4,因{SKILL_NAME}效果，{TARGET_NAME}增加60%的伤害、60%防御力、30%暴击，持续3回合
292,100112108,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
293,100112208,4,因{SKILL_NAME}效果，{TARGET_NAME}增加60%的伤害、60%防御力、60%暴击，持续3回合
294,115101201,6,因{SKILL_NAME}的效果，驱散了{TARGET_NAME}所有有益状态。
295,115101101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
296,115102201,5,因{SKILL_NAME}的效果，{TARGET_NAME}进入【击破】状态，防御力、魔抗物抗降低50%，持续3回合
297,115102101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
298,115201101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第一段斩击造成了{DAMAGE}伤害。
299,115201301,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第二段斩击造成了{DAMAGE}伤害。
300,115201501,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第三段斩击造成了{DAMAGE}伤害。
301,115202101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第一段斩击造成了{DAMAGE}伤害。
302,115202201,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第二段斩击造成了{DAMAGE}伤害。
303,115202301,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第三段斩击造成了{DAMAGE}伤害。
304,115202401,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第四段斩击造成了{DAMAGE}伤害。
305,115202501,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第五段斩击造成了{DAMAGE}伤害。
306,115202601,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第六段斩击造成了{DAMAGE}伤害。
307,1152021301,6,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了流血效果，无法回复血量，持续1回合。
308,115301101,5,{MASTER_NAME}对{全体友方}使用了{SKILL_NAME}，概率给到友军+50速度的祝福。
309,115301301,5,{MASTER_NAME}对{全体友方}使用了{SKILL_NAME}，概率给到友军+50%暴击值的祝福。
310,115301501,5,{MASTER_NAME}对{全体友方}使用了{SKILL_NAME}，概率给到友军+50%暴击伤害的祝福。
311,115301701,5,{MASTER_NAME}对{全体友方}使用了{SKILL_NAME}，概率给到友军+20%的异常抵抗的祝福。
312,115301901,5,{MASTER_NAME}对{全体友方}使用了{SKILL_NAME}，概率给到友军+20%伤害减免的祝福。
313,115302101,6,{MASTER_NAME}对{全体敌方}使用了{SKILL_NAME}，概率给到敌军【击破】的困惑。
314,115302301,6,{MASTER_NAME}对{全体敌方}使用了{SKILL_NAME}，概率给到敌军【中毒】的困惑。
315,115302501,6,{MASTER_NAME}对{全体敌方}使用了{SKILL_NAME}，概率给到敌军【燃烧】的困惑。
316,115302701,6,{MASTER_NAME}对{全体敌方}使用了{SKILL_NAME}，概率给到敌军【流血】的困惑。
317,115302901,6,{MASTER_NAME}对{全体敌方}使用了{SKILL_NAME}，概率给到敌军【虚弱】的困惑。
318,115401101,5,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害，且有50%概率被【冰冻】。
319,115401301,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，且成功【冰冻】，造成了{DAMAGE}真实伤害。
320,115402101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，物抗增加100%，伤害反弹增加30%，并且受到普通攻击时有50%的几率冻结攻击者2回合。
321,115501101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
322,115501201,6,因{SKILL_NAME}效果，{TARGET_NAME}被【燃烧】，每回合损失6%生命，持续4回合。
323,115502101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
324,115502201,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
325,115502301,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
326,115502401,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
327,115502501,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
328,115502601,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
329,115601101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
330,115601201,5,因{SKILL_NAME}效果，{TARGET_NAME}被【击破】，防御力降低80%，持续4回合。
331,115601301,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
332,115602101,5,因{SKILL_NAME}的效果，{TARGET_NAME}进入【狂乱】状态，增加300%攻击力，无视任何异常效果，普通攻击必定暴击，持续2回合。
333,115801101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
334,115801201,6,因{SKILL_NAME}效果，{TARGET_NAME}被【破甲】，防御力降低50%，持续2回合。
335,115801301,5,因{SKILL_NAME}效果，{TARGET_NAME}增加25%攻击力，持续2回合。
336,115802101,5,因{SKILL_NAME}效果，驱散了{TARGET_NAME}身上随机1个不利buff。
337,115802201,4,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
338,115802301,5,因{SKILL_NAME}效果，{TARGET_NAME}增加30%防御力，30%物抗和30%魔抗，持续3回合。
339,123801101,5,因{SKILL_NAME}效果，驱散了{TARGET_NAME}身上所有不利buff。
340,123801201,5,因{SKILL_NAME}的效果，{TARGET_NAME}进入【奋起】状态，防御力增加赫拉防御力的100%，攻击力增加赫拉攻击力的70%，物抗和魔抗增加赫拉的物抗和魔抗的30%，持续3回合。
341,123802101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
342,123802201,5,因{SKILL_NAME}效果，驱散了{TARGET_NAME}身上所有不利buff。
343,123802301,4,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
344,115901101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
345,115901301,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
346,115901501,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
347,115901701,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
348,115901901,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
349,1159011101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
350,115902101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
351,115701101,4,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
352,115701201,5,因{SKILL_NAME}效果，驱散了{TARGET_NAME}身上所有不利buff。
353,115702101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
354,115702201,6,因{SKILL_NAME}效果，{TARGET_NAME}【流血】，2回合内无法回复生命。
355,124601101,4,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
356,124601201,5,因{SKILL_NAME}效果，{TARGET_NAME}2回合内受到伤害降低30%，异常抵抗增加40%
357,124601301,5,因{SKILL_NAME}效果，{TARGET_NAME}获得了丘比特最大攻击50%的护盾，持续1回合
358,124602101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
359,124602201,6,因{SKILL_NAME}效果，{TARGET_NAME}被【虚弱】，2回合内攻击力降低60%。
360,124602301,5,因{SKILL_NAME}效果，{TARGET_NAME}获得了爱神祝福，攻击力增加25%。
361,124901101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
362,124901201,6,因{SKILL_NAME}效果，{TARGET_NAME}【异常抵抗削弱】，异常抵抗减少20%，持续2回合。
363,124901301,6,因{SKILL_NAME}效果，最大生命低于卡俄斯的目标眩晕1回合。
364,124902101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
365,124902201,3,因{SKILL_NAME}效果，额外对{TARGET_NAME}造成了{DAMAGE}真实伤害。
366,123601101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
367,123601201,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，额外造成了{DAMAGE}真实伤害。
368,123601301,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
369,123601401,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，额外造成了{DAMAGE}真实伤害。
370,123601501,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
371,123601601,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，额外造成了{DAMAGE}真实伤害。
372,123601701,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
373,123601801,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，额外造成了{DAMAGE}真实伤害。
374,123601901,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
375,1236011001,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，额外造成了{DAMAGE}真实伤害。
376,1236011101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
377,1236011201,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，额外造成了{DAMAGE}真实伤害。
378,1236011301,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
379,1236011401,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，额外造成了{DAMAGE}真实伤害。
380,1236011501,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
381,1236011601,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，额外造成了{DAMAGE}真实伤害。
382,123602101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
383,123602201,5,因{SKILL_NAME}效果，{TARGET_NAME}被【燃烧】，每回合损失6%生命，持续2回合。
384,123602211,3,因{SKILL_NAME}效果，已经处于【燃烧】状态的，会被【眩晕】1回合。
385,125201101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第一段斩击造成了{DAMAGE}伤害。
386,125201301,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第二段斩击造成了{DAMAGE}伤害。
387,125201501,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第三段斩击造成了{DAMAGE}伤害。
388,125202201,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第一段斩击造成了{DAMAGE}伤害。
389,125202301,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第二段斩击造成了{DAMAGE}伤害。
390,125202401,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第三段斩击造成了{DAMAGE}伤害。
391,125202501,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第四段斩击造成了{DAMAGE}伤害。
392,125202601,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第五段斩击造成了{DAMAGE}伤害。
393,125202701,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，第六段斩击造成了{DAMAGE}伤害。
394,125202101,6,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了流血效果，无法回复血量，持续1回合。
395,116001101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
396,116002101,4,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
397,116002201,5,因{SKILL_NAME}效果，{TARGET_NAME}获得了最大攻击50%的护盾，持续1回合
398,116002301,4,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
399,116002401,5,因{SKILL_NAME}效果，{TARGET_NAME}获得了最大攻击50%的护盾，持续1回合
400,116002501,4,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，回复了{DAMAGE}生命。
401,116002601,5,因{SKILL_NAME}效果，{TARGET_NAME}获得了最大攻击50%的护盾，持续1回合
402,116101101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
403,116101201,6,因{SKILL_NAME}的效果，{TARGET_NAME}进入【击破】状态，防御力、魔抗物抗降低60%，持续3回合
404,116101301,5,因{SKILL_NAME}效果，{TARGET_NAME}获得了最大攻击50%的护盾，持续1回合
405,116102101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
406,116102201,6,因{SKILL_NAME}的效果，驱散了{TARGET_NAME}所有有益状态。
407,124801101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
408,124801201,5,因{SKILL_NAME}效果，{TARGET_NAME}获得了50%攻击力，50%暴击伤害提升。
409,124801301,6,因{SKILL_NAME}效果，{TARGET_NAME}被【燃烧】，每回合损失4%生命，持续2回合。
410,124802101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
411,124802301,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
412,116201101,5,因{SKILL_NAME}效果，{TARGET_NAME}获得了沈青儿当前生命值50%的护盾，持续1回合
413,116201201,6,因{SKILL_NAME}效果，{TARGET_NAME}被【虚弱】，1回合内降低沈青儿攻击力50%的攻击力。
414,116202101,5,因{SKILL_NAME}效果，{TARGET_NAME}获得了20%攻击力，15%暴击伤害，10%防御力提升。
415,126201101,5,因{SKILL_NAME}效果，{TARGET_NAME}获得了沈青儿当前生命值60%的护盾，持续2回合
416,126201301,6,因{SKILL_NAME}效果，{TARGET_NAME}被【虚弱】，1回合内降低沈青儿攻击力60%的攻击力。
417,126202101,5,因{SKILL_NAME}效果，{TARGET_NAME}获得了25%攻击力，20%暴击伤害，15%防御力提升。
418,125401101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
419,125401301,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
420,125401401,6,因{SKILL_NAME}效果，{TARGET_NAME}被【冻伤】，速度-100，每回合损失5%的最大生命值，持续3回合。
421,125402101,5,因{SKILL_NAME}效果，{TARGET_NAME}物抗增加100%，伤害反弹增加40%，并且受到普通攻击时有55%的几率冻结攻击者2回合。
422,125402201,5,因{SKILL_NAME}效果，{TARGET_NAME}进入【冬眠】状态，受到的所有伤害降低90%，每回合回复20%的最大生命值，持续2回合。
423,100000101,6,施加【中毒】持续至战斗结束，每回合损失最大生命值5%生命值，【中毒】可叠加，最多5层。
424,100000102,6,施加【中毒】持续至战斗结束，每回合损失最大生命值5%生命值，【中毒】可叠加不可驱散，最多5层。
425,100000103,6,施加【中毒】持续至战斗结束，每回合损失最大生命值10%生命值，【中毒】可叠加，最多5层。
426,100000104,6,施加【中毒】持续至战斗结束，每回合损失最大生命值10%生命值，【中毒】可叠加不可驱散，最多5层。
427,100000105,5,【祝福】自己，增加40%的伤害、防御力，持续3回合，祝福持续无限回合，最多可叠加5层。
428,100000106,5,【祝福】自己，增加40%的伤害、防御力，持续3回合，祝福持续无限回合，最多可叠加5层。（不可驱散）
429,125501101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
430,125502801,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
431,125502901,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
432,1255021001,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
433,1255021101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
434,1255021201,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
435,1255021301,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
436,125601101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
437,125601201,5,因{SKILL_NAME}效果，{TARGET_NAME}被【击破】，防御力降低80%，持续4回合。
438,125601301,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
439,125602101,5,因{SKILL_NAME}的效果，{TARGET_NAME}进入【狂乱】状态，增加350%攻击力，无视任何异常效果，普通攻击必定暴击，持续2回合。
440,125602301,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
441,125001101,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
442,125002301,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
443,125901101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
444,125901301,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
445,125901501,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
446,125901701,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
447,125901901,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
448,1259011101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
449,125902101,2,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
450,116601201,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
451,116602501,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
452,116602601,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
453,116602701,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
454,126601201,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
455,126602601,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
456,126602701,3,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
457,126602801,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
458,126602901,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
459,1266021001,1,{MASTER_NAME}对{TARGET_NAME}使用了{SKILL_NAME}，造成了{DAMAGE}伤害。
460,116701101,5,因{SKILL_NAME}效果，{TARGET_NAME}提升了阿修罗10%的属性值。
461,116701201,6,因{SKILL_NAME}效果，{TARGET_NAME}降低了阿修罗10%的属性值。
462,126701101,5,因{SKILL_NAME}效果，{TARGET_NAME}提升了阿修罗12%的属性值。
463,126701201,6,因{SKILL_NAME}效果，{TARGET_NAME}降低了阿修罗12%的属性值。
464,125301101,5,{MASTER_NAME}对{全体友方}使用了{SKILL_NAME}，概率给到友军+50速度的祝福。
465,125301401,5,{MASTER_NAME}对{全体友方}使用了{SKILL_NAME}，概率给到友军+50%暴击值的祝福。
466,125301701,5,{MASTER_NAME}对{全体友方}使用了{SKILL_NAME}，概率给到友军+50%暴击伤害的祝福。
467,1253011001,5,{MASTER_NAME}对{全体友方}使用了{SKILL_NAME}，概率给到友军+20%的异常抵抗的祝福。
468,1253011301,5,{MASTER_NAME}对{全体友方}使用了{SKILL_NAME}，概率给到友军+20%伤害减免的祝福。
469,115302101,6,{MASTER_NAME}对{全体敌方}使用了{SKILL_NAME}，概率给到敌军【击破】的困惑。
470,115302301,6,{MASTER_NAME}对{全体敌方}使用了{SKILL_NAME}，概率给到敌军【中毒】的困惑。
471,115302501,6,{MASTER_NAME}对{全体敌方}使用了{SKILL_NAME}，概率给到敌军【燃烧】的困惑。
472,115302701,6,{MASTER_NAME}对{全体敌方}使用了{SKILL_NAME}，概率给到敌军【流血】的困惑。
473,115302901,6,{MASTER_NAME}对{全体敌方}使用了{SKILL_NAME}，概率给到敌军【虚弱】的困惑。
