sid,type,is_normal,kill_enemy_trigger,cause_damage_trigger,before_fight_trigger,action_trigger,die_trigger,after_action_trigger,mp_cost,eid,open_level,show_popup,adjust_target_position,prepare_anim,skill_anim,multi_target_spacing_time,name,icon,info,frame_id
113201001,1,0,0,0,0,0,0,0,200,113201101,1,1,0,YGTJ_act,,0.1,耀光天降,13201.png,对前排3名敌人造成120%的物理伤害，40%几率使敌人【封印】，无法使用技能，持续1回合,0
113202001,1,0,0,0,0,0,0,0,150,113202101,1,1,0,attack_2_act,,0,黄昏之箭,13202.png,对2名敌人造成250%的物理伤害,0
113301001,1,0,0,0,0,0,0,0,100,113301101,1,1,0,DYZS_act,,0,地狱之手,13301.png,对1名敌人造成350%的物理伤害，并使敌人【流血】，【流血】期间无法回复生命值，持续2回合,0
113302001,1,0,0,0,0,0,0,0,150,113302101,1,1,0,SXCC_act,SXCC_att,0,嗜血穿刺,13302.png,对1名敌人造成320%的物理伤害，并将伤害值回复为自身的HP,0
113401001,1,0,0,0,0,0,0,0,250,113401101,1,1,0,YHZQ_act,,0.2,永恒之枪,13401.png,随机进行3次攻击，每次造成200%的伤害，若目标处于【燃烧】状态，则伤害加倍,0
113402001,1,0,0,0,0,0,0,0,250,113402101,1,1,0,SWFB_act,SWFB_att,0,死亡风暴,13402.png,对后排3名敌人造成230%的物理伤害，并额外造成30%的真实伤害,0
1134010011,1,0,0,0,0,0,0,0,250,1134011011,1,1,0,YHZQ_act,,0.2,永恒之枪,13401.png,额外进行1次攻击,0
1134020011,1,0,0,0,0,0,0,0,250,1134021011,1,1,0,SWFB_act,SWFB_att,0,死亡风暴,13402.png,真实伤害系数增加20%,0
113501001,1,0,0,0,0,0,0,0,300,113501101,1,1,0,HYJY_act,,0,幻影箭雨,13501.png,对4名敌人造成190%的物理伤害，并使自己进入【专注】状态，增加自身40%的暴击伤害，持续2回合,0
113502001,1,0,0,0,0,0,0,0,150,113502101,1,1,0,attack_2_act,,0,光芒标记,13502.png,对攻击最高的1名敌人造成450%的物理伤害，并对目标施加【印记】，成为射手最优先的攻击目标，持续2回合,0
113601001,1,0,0,0,0,0,0,0,350,113601101,1,1,0,LSZY_act,,0,拉神之眼,13601.png,对1名敌人造成80%的法术伤害，如目标没有死亡，会再次发动攻击（最多8次）。3次攻击内击杀该目标，拉神进入2回合【狂乱】状态，普通攻击必定暴击，且不受不良状态影响。,0
113602001,1,0,0,0,0,0,0,0,400,113602101,1,1,0,TYFB_act,TYFB_att,0,太阳风暴,13602.png,对6名敌人造成200%的法术伤害，并有50%的几率使敌人进入3回合的【燃烧】状态，每回合损失4%的当前生命值。如敌人已经处于【燃烧】状态，则眩晕1回合,0
123601001,1,0,0,0,0,0,0,0,350,123601101,1,1,0,LSZY_act,,0,恒星凝视,13621.png,对1名敌人造成90%的法术伤害，如果目标身上无任何增益效果，则额外附带8%的真实伤害，如目标没有死亡，会再次发动攻击（最多8次）。攻击击杀该目标，拉神进入2回合【狂乱】状态，普通攻击必定暴击，且不受异常状态影响。,1
123602001,1,0,0,0,0,0,0,0,400,123602101,1,1,0,TYFB_act,TYFB_att,0,宇宙风暴,13622.png,对6名敌人造成200%的法术伤害，并使敌人进入3回合的【燃烧】状态，每回合损失6%的当前生命值。如敌人已经处于【燃烧】状态，则伤害翻倍并眩晕1回合。,1
1136010011,1,0,0,0,0,0,0,0,350,1136011011,1,1,0,LSZY_act,,0,拉神之眼,13601.png,击杀当前目标后，追击其他敌人,0
133602001,1,0,0,0,0,0,0,0,400,133602101,1,1,0,TYFB_act,TYFB_att,0,太阳风暴,13602.png,法术伤害系数增加20%，并且燃烧最大生命值,0
1236010011,1,0,0,0,0,0,0,0,350,1236011011,1,1,0,LSZY_act,,0,恒星凝视,13621.png,击杀当前目标后，追击其他敌人,1
143602001,1,0,0,0,0,0,0,0,400,143602101,1,1,0,TYFB_act,TYFB_att,0,宇宙风暴,13622.png,法术伤害系数增加20%，并且燃烧最大生命值,1
153601001,1,0,0,0,1,0,0,0,0,153601101,1,1,0,,,0,炽阳化身,13666.png,拉位于前排时，提升200点速度，真实伤害增加50%，位于后排时，伤害增加30%,1
113701001,1,0,0,0,0,0,0,0,250,113701101,1,1,0,2003_act,,0,破魔之箭,13701.png,对前排3名敌人发动攻击，75%的几率使其进入【破甲】状态，减少60%的防御力，持续3回合，并对其造成250%的物理伤害,0
113702001,1,0,0,0,0,0,0,0,350,113702101,1,1,0,,,0,神乐舞,13702.png,使我方全体进入【奋发】状态，攻击力增加40%，防御力提高50%，持续3回合，并且有75%的几率驱散所有不良状态，之后回复舞女攻击力40%的血量,0
113801001,1,0,0,0,0,0,0,0,350,113801101,1,1,0,HSSL_act,HSSL_att,0,战争之歌,13801.png,驱散我方攻击力最高2名女神的所有不良状态，然后使我方全体进入【鼓舞】状态，防御力增加赫拉防御力的100%，攻击力增加赫拉攻击力的60%，持续3回合。,0
113802001,1,0,0,0,0,0,0,0,450,113802101,1,1,0,CZXS_act,CZXS_att,0,捍卫王座,13802.png,对敌方6名造成150%的法术伤害，如果敌方最大攻击力低于赫拉，则伤害翻倍，并对我方血量最低的女神回复赫拉攻击力50%的血量，同时驱散我方所有不良状态,0
123801001,1,0,0,0,0,0,0,0,350,123801101,1,1,0,HSSL_act,HSSL_att,0,英雄战歌,13821.png,驱散我方攻击力最高2名女神的所有不良状态，然后使我方全体进入【鼓舞】状态，防御力增加赫拉防御力的100%，攻击力增加赫拉攻击力的70%，物抗和魔抗增加赫拉的物抗和魔抗的30%，持续3回合。,1
123802001,1,0,0,0,0,0,0,0,450,123802101,1,1,0,CZXS_act,CZXS_att,0,至高荣耀,13822.png,对敌方6名造成160%的法术伤害，如果敌方最大攻击力低于赫拉，则伤害翻倍，且友方全体受到至高荣光的【照耀】，治疗量增加20%，持续1回合。随后对我方血量比例值最低的2名女神回复赫拉攻击力65%的血量，同时驱散我方所有不良状态。,1
133801001,1,0,0,0,0,0,0,0,350,133801101,1,1,0,HSSL_act,HSSL_att,0,战争之歌,13801.png,【鼓舞】状态额外增加赫拉10%的暴伤和韧性,0
133802001,1,0,0,0,0,0,0,0,450,133802101,1,1,0,CZXS_act,CZXS_att,0,捍卫王座,13802.png,造成的法术伤害系数增加30%，且必定翻倍,0
143801001,1,0,0,0,0,0,0,0,350,143801101,1,1,0,HSSL_act,HSSL_att,0,英雄战歌,13821.png,【鼓舞】状态额外增加赫拉10%的暴伤和韧性,1
143802001,1,0,0,0,0,0,0,0,450,143802101,1,1,0,CZXS_act,CZXS_att,0,至高荣耀,13822.png,造成的法术伤害系数增加30%，且必定翻倍,1
153801001,1,0,0,0,1,0,0,0,0,153801101,1,1,0,,,0,净魂之风,13866.png,赫拉每次行动时，随机选择一名敌方女神驱散其所有有益状态。,1
113901001,1,0,0,0,0,0,0,0,150,113901101,1,1,0,3010_act,3010_att,0,火神灭世,12801.png,攻击后排3名敌人去除其1个有益状态，并对其造成240%的法术伤害，使其进入【燃烧】状态，每回合损失敌人当前生命值4%的血量，持续2回合。,0
113902001,1,0,0,0,0,0,0,0,350,113902101,1,1,0,attack_3_act,,0,怒火焚天,12802.png,对6名敌人造成60%的真实伤害，无视防御和魔抗，若敌人处于【燃烧】状态，则必定暴击。,0
114001001,1,0,0,0,0,0,0,0,350,114001101,1,1,0,1008_act,,0,全副武装,1006.png,使自己和攻击力最高的队友进入【援护】状态，受到的伤害降低50%，伤害反弹增加20%，持续2回合，并且给予攻击力最高的1名敌人250%的物理伤害。,0
114002001,1,0,0,0,0,0,0,0,350,114002101,1,1,0,1002_act,,0,混沌之锤,1002.png,解除敌方攻击力最高女神的所有有益状态，对其造成300%的物理伤害，并使其进入【流血】状态，不能回复血量，持续3回合。,0
114101001,1,0,0,0,0,0,0,0,350,114101101,1,1,0,3003_act,3003_att,0,冰封雪飘,3004.png,对敌方6名造成160%的物理伤害，并使其进入【虚弱】状态，降低30%的攻击力，持续2回合；如果目标处于【冰冻】状态，则必定暴击。,0
114102001,1,0,0,0,0,0,0,0,350,114102101,1,1,0,3004_act,,0,惊喜之箭,2006.png,对随机2名敌人造成320%的物理伤害，如果目标处于不良状态，则80%的概率【冰冻】目标1回合，敌人将无法行动。,0
124101001,1,0,0,0,0,0,0,0,350,124101101,1,1,0,3003_act,3003_att,0,冰封领域,14121.png,对敌方6名造成200%的物理伤害，并使其进入【虚弱】状态，降低50%的攻击力，持续2回合；如果目标处于不良状态，则必定暴击。,1
124102001,1,0,0,0,0,0,0,0,350,124102101,1,1,0,3004_act,,0,惊喜灵矢,14122.png,对随机3名敌人造成350%的物理伤害，如果目标处于不良状态，则会【冰冻】目标1回合，敌人将无法行动。,1
1141010011,1,0,0,0,0,0,0,0,350,1141011011,1,1,0,3003_act,3003_att,0,冰封雪飘,3004.png,物理伤害系数增加40%,0
1141020011,1,0,0,0,0,0,0,0,350,1141021011,1,1,0,3004_act,,0,惊喜之箭,2006.png,额外攻击1名敌人,0
1241010011,1,0,0,0,0,0,0,0,350,1241011011,1,1,0,3003_act,3003_att,0,冰封领域,14121.png,物理伤害系数增加40%,1
1241020011,1,0,0,0,0,0,0,0,350,1241021011,1,1,0,3004_act,,0,惊喜灵矢,14122.png,额外攻击1名敌人,1
114501001,1,0,0,0,0,0,0,0,250,114501101,1,1,0,YYCF_act,,0,无限月读,14501.png,使敌方血量百分比最高的女神进入【击破】状态，魔抗和物抗降低80%，持续3回合，并对其造成280%的物理伤害，若发生暴击则追加攻击（最多再发动2次）。,0
114502001,1,0,0,0,0,0,0,0,250,114502101,1,1,0,attack_2_act,,0,黄泉轮回,14502.png,对后排3名敌人造成220%的物理伤害，若目标处于【中毒】状态，则必定暴击；并且目标进入【流血】状态，不能回复生命，持续3回合。,0
114601001,1,0,0,0,0,0,0,0,200,114601101,1,1,0,1003_act,,0,爱心守护,1005.png,使我方全体恢复丘比特攻击力90%的血量，并且【守护】队友，使受到的伤害降低30%，异常抵抗增加30%，持续2回合,0
114602001,1,0,0,0,0,0,0,0,350,114602101,1,1,0,2004_act,,0,爱心之箭,2006.png,对敌方攻击力最高的1名敌人造成550%的物理伤害，并进入【虚弱】状态，攻击力降低60%，持续2回合；如果目标处于【冰冻】状态，则必定暴击。,0
124601001,1,0,0,0,0,0,0,0,200,124601101,1,1,0,,,0,心有灵犀,14621.png,使我方全体恢复丘比特攻击力100%的血量，附加丘比特最大攻击力50%的不可驱散护盾，护盾持续1回合，并且【守护】队友，使受到的伤害降低30%，异常抵抗增加40%，持续2回合,1
124602001,1,0,0,0,0,0,0,0,350,124602101,1,1,0,,,0,爱神双箭,14622.png,对敌方攻击力最高的1名敌人造成600%的物理伤害，使其进入【虚弱】状态，攻击力降低60%，对友方攻击力最高的1名赋予爱神的【祝福】，攻击力增加25%，持续2回合；如果敌人处于【冰冻】状态，则必定暴击。,1
134601001,1,0,0,0,0,0,0,0,200,134601101,1,1,0,1003_act,,0,爱心守护,1005.png,额外使我方全体获得丘比特100%攻击力的护盾,0
134602001,1,0,0,0,0,0,0,0,350,134602101,1,1,0,2004_act,,0,爱心之箭,2006.png,造成的物理伤害系数增加50%，且不良状态必定暴击,0
144601001,1,0,0,0,0,0,0,0,200,144601101,1,1,0,,,0,心有灵犀,14621.png,额外使我方全体获得丘比特100%攻击力的护盾,1
144602001,1,0,0,0,0,0,0,0,350,144602101,1,1,0,,,0,爱神双箭,14622.png,造成的物理伤害系数增加50%，且不良状态必定暴击,1
154601001,1,0,0,0,1,0,0,0,0,154601101,1,1,0,,,0,爱神庇佑,14666.png,进入战斗时，丘比特自身异常抵抗提升100%，持续1回合（不可驱散）。每回合行动时，使我方全体获得【坚定】状态（不可驱散），每层【坚定】提升5%异常抵抗，持续2回合（提升效果可叠加，回合数可刷新但不叠加）。,1
154602001,1,0,0,0,0,1,0,0,0,154602101,1,1,0,,,0,爱神庇佑,14666.png,每回合行动时，使我方全体获得【坚定】状态。,0
114701001,1,0,0,0,0,0,0,0,250,114701101,1,1,0,HQZS_act,,0,黄泉之手,14701.png,对1名敌人造成400%的物理伤害，如果目标阵亡，则再次发动技能（最多3次）；如果目标为阵亡则进入【流血】状态，不能回复血量，持续2回合,0
114702001,1,0,0,0,0,0,0,0,350,114702101,1,1,0,HQMW_act,HQMW_att,0,黄泉迷雾,14702.png,驱散6名敌人身上所有增益状态，并造成150%的物理伤害；如果目标处于【流血】状态，则必伤害翻倍。,0
1147010011,1,0,0,0,0,0,0,0,250,1147011011,1,1,0,HQZS_act,,0,黄泉之手,14701.png,如果目标阵亡，则再次发动技能，最多6次,0
1147020011,1,0,0,0,0,0,0,0,350,1147021011,1,1,0,HQMW_act,HQMW_att,0,黄泉迷雾,14702.png,物理伤害系数增加50%,0
114801001,1,0,0,0,0,0,0,0,250,114801101,1,1,0,SGZY_act,SGZY_att,0,圣光之翼,14801.png,对敌方6名造成200%的物理伤害，如果目标生命高于50%，则伤害加倍；攻击后如果目标生命值低于50%，则使其进入【燃烧】状态，每回合损失4%的当前生命值，持续2回合,0
114802001,1,0,0,0,0,0,0,0,350,114802101,1,1,0,GZSL_act,GZSL_att,0,光之锁链,14802.png,对敌方6名造成200%的物理伤害，如果目标生命值低于50%，则伤害翻倍；如果攻击后目标生命值高于50%，则使其进入【击破】状态，魔抗、物抗降低50%，持续2回合,0
124801001,1,0,0,0,0,0,0,0,250,124801101,1,1,0,SGZY_act,SGZY_att,0,新生飞羽,14821.png,对敌方6名造成220%的物理伤害，如果目标生命值高于50%，则伤害加倍；攻击后如果目标生命值低于50%，则使其进入【燃烧】状态，每回合损失4%的当前生命值，持续2回合。此技能杀死敌人，伊卡璐斯进入【初神】状态，攻击力增加50%，暴击伤害增加50%，持续2回合。（不可驱散）,1
124802001,1,0,0,0,0,0,0,0,350,124802101,1,1,0,GZSL_act,GZSL_att,0,锁心光链,14822.png,对敌方6名造成220%的物理伤害，如果目标生命值低于50%，则伤害翻倍；如果攻击后目标生命值高于50%，则使其进入【击破】状态，魔抗、物抗降低50%，持续2回合。此技能未杀死敌人，伊卡璐斯触发【神怒】，对敌方生命值最低1名敌人额外造成300%物理伤害。,1
134801001,1,0,0,0,0,0,0,0,250,1348011000,1,1,0,SGZY_act,SGZY_att,0,圣光之翼,14801.png,如果目标生命值高于80%，则本次攻击增加50%暴击值,0
134802001,1,0,0,0,0,0,0,0,350,1348021000,1,1,0,GZSL_act,GZSL_att,0,光之锁链,14802.png,如果目标生命值低于30%，则本次攻击增加50%暴击值,0
144801001,1,0,0,0,0,0,0,0,250,1448011000,1,1,0,SGZY_act,SGZY_att,0,新生飞羽,14821.png,如果目标生命值高于80%，则本次攻击增加50%暴击值,1
144802001,1,0,0,0,0,0,0,0,350,1448021000,1,1,0,GZSL_act,GZSL_att,0,锁心光链,14822.png,如果目标生命值低于30%，则本次攻击增加50%暴击值,1
154801001,1,0,0,0,0,1,0,0,0,154801101,1,1,0,,,0,曙光之羽,14866.png,进入战斗时，伊卡璐斯获得100%自身最大生命值的护盾（不可驱散），持续2回合。每次行动时，伤害增加20%*当前回合数，持续1回合，最多增加200%,1
154802001,1,0,0,0,1,0,0,0,0,154802101,1,1,0,,,0,曙光之羽（隐藏）,14866.png,子技能，获得护盾,1
114901001,1,0,0,0,0,0,0,0,250,114901101,1,1,0,ZXZK_act,ZXZK_att,0,秩序掌控,14901.png,对6个敌人造成160%的物理伤害，如果目标最大生命低于卡俄斯，则使其【晕眩】1回合,0
114902001,1,0,0,0,0,0,0,0,350,114902101,1,1,0,ZSHH_act,ZSHH_att,0,众神黄昏,14902.png,对6个敌人造成180%的物理伤害，并额外增加自身最大生命的7%的真实伤害,0
124901001,1,0,0,0,0,0,0,0,250,124901101,1,1,0,ZXZK_act,ZXZK_att,0,原初秩序,14921.png,对6个敌人造成200%的物理伤害，并使敌人进入【易动】状态，异常抵抗-20%，持续2回合，如果目标最大生命低于卡俄斯，则使其晕眩1回合,1
124902001,1,0,0,0,0,0,0,0,350,124902101,1,1,0,ZSHH_act,ZSHH_att,0,宇宙终点,14922.png,对6个敌人造成200%的物理伤害和自身最大生命的10%的真实伤害，并对处于【眩晕】【冰冻】状态的敌人必定暴击,1
134901001,1,0,0,0,0,0,0,0,250,134901101,1,1,0,ZXZK_act,ZXZK_att,0,秩序掌控,14901.png,使敌人进入【易动】状态，异常抵抗额外降低10%,0
134902001,1,0,0,0,0,0,0,0,350,134902101,1,1,0,ZSHH_act,ZSHH_att,0,众神黄昏,14902.png,造成的物理伤害系数增加20%，真实伤害系数增加2%,0
144901001,1,0,0,0,0,0,0,0,250,144901101,1,1,0,ZXZK_act,ZXZK_att,0,原初秩序,14921.png,使敌人进入【易动】状态，异常抵抗额外降低10%,1
144902001,1,0,0,0,0,0,0,0,350,144902101,1,1,0,ZSHH_act,ZSHH_att,0,宇宙终点,14922.png,造成的物理伤害系数增加20%，真实伤害系数增加2%,1
154901001,1,0,0,0,0,1,0,0,0,154901101,1,1,0,,,0,混沌侵袭,14966.png,每次行动时，对敌方全体造成卡俄斯最大生命值2%的真实伤害,1
115001001,1,0,0,0,0,0,0,0,250,115001101,1,1,0,YQHJ_act,YQHJ_att,0,勇气号角,15001.png,对前排3名敌人造成310%的物理伤害，并且进入【挑衅】状态使敌人优先攻击自己，同时自身收到伤害降低50%，伤害反弹增加70%，持续2回合,0
115002001,1,0,0,0,0,0,0,0,350,115002101,1,1,0,XWZR_act,XWZR_att,0,希望之刃,15002.png,对前排3名敌人造成310%的物理伤害，并且将伤害的30%转化为自身血量，若自身血量低于50%，则必定暴击,0
125001001,1,0,0,0,0,0,0,0,250,125001101,1,1,0,YQHJ_act,YQHJ_att,0,守护号角,15021.png,对前排3名敌人造成400%的物理伤害，并且进入【挑衅】状态使敌人优先攻击自己，同时自身收到伤害降低60%，伤害反弹增加80%，并且将【链接】除了自己外攻击力最高的友军，此友军受到的伤害将会分摊50%给海姆达尔（不超过海姆达尔当前生命值），持续2回合,1
125002001,1,0,0,0,0,0,0,0,350,125002101,1,1,0,XWZR_act,XWZR_att,0,裁决之刃,15022.png,对敌方全体造成350%的物理伤害，并且将伤害的30%转化为自身血量，若自身血量低于50%，则必定暴击，并且将会施加2回合【流血】，无法回复生命值。,1
135001001,1,0,0,0,0,0,0,0,250,135001101,1,1,0,YQHJ_act,YQHJ_att,0,勇气号角,15001.png,伤害反弹系数增加20%，并且【链接】除了自己外攻击力最高的友军，此友军受到的伤害将会额外分摊20%给海姆达尔，持续2回合,0
135002001,1,0,0,0,0,0,0,0,350,135002101,1,1,0,XWZR_act,XWZR_att,0,希望之刃,15002.png,目标每损失1%的血量，造成的伤害结果提高1%,0
145001001,1,0,0,0,0,0,0,0,250,145001101,1,1,0,YQHJ_act,YQHJ_att,0,守护号角,15021.png,伤害反弹系数增加20%，并且【链接】除了自己外攻击力最高的友军，此友军受到的伤害将会额外分摊20%给海姆达尔，持续2回合,1
145002001,1,0,0,0,0,0,0,0,350,145002101,1,1,0,XWZR_act,XWZR_att,0,裁决之刃,15022.png,目标每损失1%的血量，造成的伤害结果提高1%,1
155001001,1,0,0,0,1,0,0,0,0,155001101,1,1,0,,,0,彩虹圣域,15066.png,进入战斗时，使前排友方女神获得海姆达尔生命值2%的物抗，后排友方女神获得海姆达尔生命值1%的防御力和魔抗，持续1回合（无法驱散）。海姆达尔每次行动时，选择当前血量百分比最低的一名友军进行【链接】，代替其承受全部攻击（不超过海姆达尔当前生命值），持续1回合（无法驱散）,1
155002001,1,0,0,0,0,1,0,0,0,155002101,1,1,0,,,0,彩虹圣域（隐藏）,15066.png,子技能，链接友军,1
115101001,1,0,0,0,0,0,0,0,250,115101101,1,1,0,SZYZ_act,SZYZ_att,0,神之意志,15101.png,驱散前排3个敌人的所有有益状态，并对其造成250%的法术伤害，若目标处于不良状态，则必定暴击。,0
115102001,1,0,0,0,0,0,0,0,350,115102101,1,1,0,GZZC_act,,0.1,光之制裁,15102.png,使前排3个敌人进入【粉碎】状态，防御力、魔抗和物抗降低50%，持续3回合；并对其造成250%的法术伤害。,0
1151010011,1,0,0,0,0,0,0,0,250,1151011011,1,1,0,SZYZ_act,SZYZ_att,0,神之意志,15101.png,法术伤害系数增加50%,0
1151020011,1,0,0,0,0,0,0,0,350,1151021011,1,1,0,GZZC_act,,0.1,光之制裁,15102.png,法术伤害系数增加80%,0
115201001,1,0,0,0,0,0,0,0,250,115201101,1,1,0,HTZ_act,HTZ_att,0,鬼道:魂天斩,15201.png,卑弥呼利用吸魂刃，释放魂天斩吸收神秘力量，对敌方6名敌人进行3次斩击，每次造成70%的物理伤害。每次暴击时有50%基础概率吸收吸人魂魄，进入【魂体】状态，提升30%的攻击力，10%的吸血效果，持续2回合,0
115202001,1,0,0,0,0,0,0,0,350,115202101,1,1,0,SMZ_act,,0,鬼道:神秘斩,15202.png,鬼道教宗师级剑技，集神秘力量于刀刃上对敌方攻击力最高的敌人进行6次斩击，每段造成100%的物理伤害，且附加【流血】效果，持续1回合。每次暴击时有40%概率触发神秘力量，额外造成卑弥呼攻击力50%的真实伤害，并回复所造成真实伤害的等额血量。,0
125201001,1,0,0,0,0,0,0,0,250,125201101,1,1,0,HTZ_act,HTZ_att,0,鬼道: 极天斩,15221.png,卑弥呼使用奥义，释放极天斩吸收神秘力量，对敌方6名敌人进行3次斩击，每次造成90%的物理伤害。每次暴击时有60%基础概率吸收吸人魂魄，进入【魂体】状态，提升30%的攻击力，10%的吸血效果，每次斩击有60%概率增加卑弥呼10%的暴击值，持续2回合。(无法被驱散),1
125202001,1,0,0,0,0,0,0,0,350,125202101,1,1,0,SMZ_act,,0,鬼道: 极秘斩,15222.png,鬼道教奥义级剑技，集神秘力量于刀刃上对敌方攻击力最高的敌人进行6次斩击，每段造成120%的物理伤害，且附加【流血】效果，持续1回合。每次暴击时有50%概率触发神秘力量，额外造成卑弥呼攻击力50%的真实伤害，并回复所造成真实伤害的等额血量。击杀敌人后进入2回合【狂乱】状态，不受异常状态影响。,1
135201001,1,0,0,0,0,0,0,0,250,135201101,1,1,0,HTZ_act,HTZ_att,0,鬼道:魂天斩,15201.png,造成的伤害不触发伤害反弹,0
135202001,1,0,0,0,0,0,0,0,350,135202101,1,1,0,SMZ_act,,0,鬼道:神秘斩,15202.png,暴击时触发神秘力量的概率增加30%,0
145201001,1,0,0,0,0,0,0,0,250,145201101,1,1,0,HTZ_act,HTZ_att,0,鬼道: 极天斩,15221.png,造成的伤害不触发伤害反弹,1
145202001,1,0,0,0,0,0,0,0,350,145202101,1,1,0,SMZ_act,,0,鬼道: 极秘斩,15222.png,暴击时触发神秘力量的概率增加30%,1
155201001,1,0,0,0,1,0,0,0,0,155201101,1,1,0,,,0,神风之刃,15266.png,进入战斗时，卑弥呼获得2层【招架】（无法驱散），每次受到超过自身最大生命值40%的伤害时，消耗1层【招架】，将伤害降低至自身最大生命值40%。卑弥呼必定暴击，且根据暴击值获得伤害增加，持续2回合。,1
115301001,1,0,0,0,0,0,0,0,250,115301101,1,1,0,QYMM_act,QYMM_att,0,情意绵绵,15301.png,缘结神迫不及待的想让队友找到属于自己的幸福，给队友加上美好的【祝福】，每种祝福有50%基础概率给到6名队友，5种祝福：速度+50、暴击值+50%、暴击伤害+50%、异常抵抗+20%、额外伤害减免+20%。持续2回合；阵法中最后一名队友每有一个祝福生效，全队回复缘结神最大攻击力20%的血量。,0
115302001,1,0,0,0,0,0,0,0,350,115302101,1,1,0,YTZX_act,YTZX_att,0,晕头转向,15302.png,缘结神也会对讨厌的敌方释放属于爱情中的【困惑】，让敌人晕头转向，每种困惑有50%的基础概率给到6名敌人，5种困惑：【击破】、【中毒】、【燃烧】、【流血】、【虚弱】，持续2回合，如果敌人已有此类DEBUFF，则会受到75%的法术伤害。,0
125301001,1,0,0,0,0,0,0,0,250,125301101,1,1,0,QYMM_act,QYMM_att,0,情深意长,15321.png,缘结神迫不及待的想让队友找到属于自己的幸福，给队友加上美好的【祝福】，每种祝福有60%基础概率给到6名队友，5种祝福：速度+50、暴击值+50%、暴击伤害+50%、异常抵抗+20%、额外伤害减免+20%。持续3回合；阵法中最后一名队友每有一个祝福生效，全队回复缘结神最大攻击力25%的血量，并给到自己15%最大攻击力的1回合护盾。,1
125302001,1,0,0,0,0,0,0,0,350,125302101,1,1,0,YTZX_act,YTZX_att,0,爱情漩涡,15322.png,缘结神也会对讨厌的敌方释放属于爱情中的【困惑】，让敌人晕头转向，每种困惑有60%的基础概率给到6名敌人，5种困惑：【击破】、【中毒】、【燃烧】、【流血】、【虚弱】，持续2回合，如果敌人已有此类DEBUFF，则会受到85%的法术伤害。此技能会以同样的效果施放两次。,1
1153010011,1,0,0,0,0,0,0,0,250,1153011011,1,1,0,QYMM_act,QYMM_att,0,情意绵绵,15301.png,阵法中最后一名队友每有一个祝福生效，全队额外获得缘结神攻击力10%的护盾，持续1回合,0
1153020011,1,0,0,0,0,0,0,0,350,115321011,1,1,0,YTZX_act,YTZX_att,0,晕头转向,15302.png,法术伤害系数增加15%,0
1253010011,1,0,0,0,0,0,0,0,250,125311011,1,1,0,QYMM_act,QYMM_att,0,情深意长,15321.png,阵法中最后一名队友每有一个祝福生效，全队额外获得缘结神攻击力10%的护盾，持续1回合,1
1253020011,1,0,0,0,0,0,0,0,350,125321011,1,1,0,YTZX_act,YTZX_att,0,爱情漩涡,15322.png,法术伤害系数增加15%,1
115401001,1,0,0,0,0,0,0,0,250,115401101,1,1,0,BSLX_act,BSLX_att,0,冰霜龙息,15401.png,对6名敌人早成200%的法术伤害，并有50%的几率使其进入【冰冻】状态，不能行动，持续1回合；如果冰冻成功或处于冰冻状态，则对其造成冰霜龙女当前生命值10%的真实伤害。,0
115402001,1,0,0,0,0,0,0,0,350,115402101,1,1,0,3006_act,,0,极寒守护,15402.png,给我方全体施加2回合【冰甲】状态，使其物抗增加100%，伤害反弹增加30%，并且受到普通攻击时有50%的几率冻结攻击者2回合。,0
125401001,1,0,0,0,0,0,0,0,250,125401101,1,1,0,BSLX_act,BSLX_att,0,雪虐风饕,15421.png,对6名敌人造成220%的法术伤害，并有55%的几率使其进入【冰冻】状态，不能行动，持续1回合；如果冰冻成功或处于冰冻状态，则对其造成冰霜龙母当前生命值12%的真实伤害，且进入【冻伤】状态，降低100点速度，每回合损失5%的最大生命值，持续3回合。,1
125402001,1,0,0,0,0,0,0,0,350,125402101,1,1,0,3006_act,,0,冰钻坚甲,15422.png,给我方全体施加2回合【冰甲】状态，使其物抗增加100%，伤害反弹增加40%，并且受到普通攻击时有55%的几率冻结攻击者2回合。技能释放后，冰霜龙母进入【冬眠】状态，【冻结】自己并无法行动，同时受到的所有伤害降低90%，每回合治疗自己攻击力100%的生命值，持续2回合。（冬眠不可驱散）,1
135401001,1,0,0,0,0,0,0,0,250,135401101,1,1,0,BSLX_act,BSLX_att,0,冰霜龙息,15401.png,法术伤害系数增加20%，【冰冻】概率增加15%,0
135402001,1,0,0,0,0,0,0,0,350,135402101,1,1,0,3006_act,,0,极寒守护,15402.png,【冰甲】增加1回合,0
145401001,1,0,0,0,0,0,0,0,250,145401101,1,1,0,BSLX_act,BSLX_att,0,雪虐风饕,15421.png,法术伤害系数增加20%，【冰冻】概率增加15%,1
145402001,1,0,0,0,0,0,0,0,350,145402101,1,1,0,3006_act,,0,冰钻坚甲,15422.png,【冰甲】增加1回合,1
155401001,1,0,0,0,1,0,0,0,0,155401101,1,1,0,,,0,深渊冰狱,15466.png,进入战斗时，冰霜龙母使每名敌人有50%的几率速度降低50点，持续2回合（无视异常抵抗、无法驱散）。每次行动时，冰霜龙母使全体友军获得【寒冰守护】状态2回合（无法驱散），拥有此状态的女神每次受到伤害时，造成伤害的那名敌人伤害降低3%，每名敌人最多叠加10层【伤害降低】效果，【伤害降低】持续2回合。,1
