id,hero_cid,divine_rank,fight_attr_base,fight_attr_pvp,ir_debris_count,coin
209702,2097,2,2:1:4:80,1:2:67:2|1:2:68:2|1:2:39:200|1:2:25:200|1:2:36:200|1:3:15:100|1:3:17:200|1:3:13:200|1:3:14:200|1:3:24:100|1:2:52:200|1:3:16:200|1:2:31:100|1:2:18:40|1:2:56:100,200,20000000
209703,2097,3,2:1:4:120,1:2:67:3|1:2:68:3|1:2:39:300|1:2:25:300|1:2:36:300|1:3:15:150|1:3:17:300|1:3:13:300|1:3:14:300|1:3:24:150|1:2:52:300|1:3:16:300|1:2:31:150|1:2:18:60|1:2:56:150,200,20000000
209801,2098,1,2:1:2:40,1:2:67:1|1:2:68:1|1:2:38:100|1:2:23:100|1:2:37:100|1:3:8:100|1:2:39:100|1:3:9:100|1:3:5:100|1:2:51:100|1:3:11:500|1:2:30:50|1:2:18:20|1:2:55:50,200,20000000
209802,2098,2,2:1:2:80,1:2:67:2|1:2:68:2|1:2:38:200|1:2:23:200|1:2:37:200|1:3:8:200|1:2:39:200|1:3:9:200|1:3:5:200|1:2:51:200|1:3:11:1000|1:2:30:100|1:2:18:40|1:2:55:100,200,20000000
209803,2098,3,2:1:2:120,1:2:67:3|1:2:68:3|1:2:38:300|1:2:23:300|1:2:37:300|1:3:8:300|1:2:39:300|1:3:9:300|1:3:5:300|1:2:51:300|1:3:11:1500|1:2:30:150|1:2:18:60|1:2:55:150,200,20000000
206801,2068,1,2:1:1:40,1:2:67:1|1:2:68:1|1:2:37:100|1:2:38:100|1:3:5:100|1:2:29:100|1:3:13:100|1:3:14:100|1:2:44:100|1:2:52:100|1:3:6:50|1:2:31:50|1:2:18:20|1:2:56:50,200,20000000
206802,2068,2,2:1:1:80,1:2:67:2|1:2:68:2|1:2:37:200|1:2:38:200|1:3:5:200|1:2:29:200|1:3:13:200|1:3:14:200|1:2:44:200|1:2:52:200|1:3:6:100|1:2:31:100|1:2:18:40|1:2:56:100,200,20000000
206803,2068,3,2:1:1:120,1:2:67:3|1:2:68:3|1:2:37:300|1:2:38:300|1:3:5:300|1:2:29:300|1:3:13:300|1:3:14:300|1:2:44:300|1:2:52:300|1:3:6:150|1:2:31:150|1:2:18:60|1:2:56:150,200,20000000
209901,2099,1,2:1:4:40,1:2:67:1|1:2:68:1|1:2:39:100|1:2:25:100|1:2:36:100|1:3:15:50|1:2:29:100|1:3:13:100|1:3:14:100|1:2:44:100|1:2:52:100|1:3:6:50|1:2:31:50|1:2:18:20|1:2:56:50,200,20000000
209902,2099,2,2:1:4:80,1:2:67:2|1:2:68:2|1:2:39:200|1:2:25:200|1:2:36:200|1:3:15:100|1:2:29:200|1:3:13:200|1:3:14:200|1:2:44:200|1:2:52:200|1:3:6:100|1:2:31:100|1:2:18:40|1:2:56:100,200,20000000
209903,2099,3,2:1:4:120,1:2:67:3|1:2:68:3|1:2:39:300|1:2:25:300|1:2:36:300|1:3:15:150|1:2:29:300|1:3:13:300|1:3:14:300|1:2:44:300|1:2:52:300|1:3:6:150|1:2:31:150|1:2:18:60|1:2:56:150,200,20000000
210001,2100,1,2:1:4:40,1:2:67:1|1:2:68:1|1:2:38:100|1:2:22:100|1:2:37:100|1:3:7:100|1:2:39:100|1:3:9:100|1:3:5:100|1:2:51:100|1:3:11:500|1:2:30:50|1:2:18:20|1:2:55:50,200,20000000
210002,2100,2,2:1:4:80,1:2:67:2|1:2:68:2|1:2:38:200|1:2:22:200|1:2:37:200|1:3:7:200|1:2:39:200|1:3:9:200|1:3:5:200|1:2:51:200|1:3:11:1000|1:2:30:100|1:2:18:40|1:2:55:100,200,20000000
210003,2100,3,2:1:4:120,1:2:67:3|1:2:68:3|1:2:38:300|1:2:22:300|1:2:37:300|1:3:7:300|1:2:39:300|1:3:9:300|1:3:5:300|1:2:51:300|1:3:11:1500|1:2:30:150|1:2:18:60|1:2:55:150,200,20000000
207401,2074,1,2:1:2:40,1:2:67:1|1:2:68:1|1:2:37:100|1:2:26:100|1:2:38:100|1:3:5:100|1:2:29:100|1:3:13:100|1:3:14:100|1:2:44:100|1:2:52:100|1:3:6:50|1:2:31:50|1:2:18:20|1:2:56:50,200,20000000
207402,2074,2,2:1:2:80,1:2:67:2|1:2:68:2|1:2:37:200|1:2:26:200|1:2:38:200|1:3:5:200|1:2:29:200|1:3:13:200|1:3:14:200|1:2:44:200|1:2:52:200|1:3:6:100|1:2:31:100|1:2:18:40|1:2:56:100,200,20000000
207403,2074,3,2:1:2:120,1:2:67:3|1:2:68:3|1:2:37:300|1:2:26:300|1:2:38:300|1:3:5:300|1:2:29:300|1:3:13:300|1:3:14:300|1:2:44:300|1:2:52:300|1:3:6:150|1:2:31:150|1:2:18:60|1:2:56:150,200,20000000
210101,2101,1,2:1:3:40,1:2:67:1|1:2:68:1|1:2:36:100|1:2:21:100|1:2:39:100|1:3:7:100|1:2:37:100|1:3:9:100|1:3:5:100|1:2:51:100|1:3:12:500|1:2:30:50|1:2:18:20|1:2:55:50,200,20000000
210102,2101,2,2:1:3:80,1:2:67:2|1:2:68:2|1:2:36:200|1:2:21:200|1:2:39:200|1:3:7:200|1:2:37:200|1:3:9:200|1:3:5:200|1:2:51:200|1:3:12:1000|1:2:30:100|1:2:18:40|1:2:55:100,200,20000000
210103,2101,3,2:1:3:120,1:2:67:3|1:2:68:3|1:2:36:300|1:2:21:300|1:2:39:300|1:3:7:300|1:2:37:300|1:3:9:300|1:3:5:300|1:2:51:300|1:3:12:1500|1:2:30:150|1:2:18:60|1:2:55:150,200,20000000
210201,2102,1,2:1:3:40,1:2:67:1|1:2:68:1|1:2:39:100|1:2:25:100|1:2:36:100|1:3:15:50|1:2:29:100|1:3:13:100|1:3:14:100|1:2:44:100|1:2:52:100|1:3:6:50|1:2:31:50|1:2:18:20|1:2:56:50,200,20000000
210202,2102,2,2:1:3:80,1:2:67:2|1:2:68:2|1:2:39:200|1:2:25:200|1:2:36:200|1:3:15:100|1:2:29:200|1:3:13:200|1:3:14:200|1:2:44:200|1:2:52:200|1:3:6:100|1:2:31:100|1:2:18:40|1:2:56:100,200,20000000
210203,2102,3,2:1:3:120,1:2:67:3|1:2:68:3|1:2:39:300|1:2:25:300|1:2:36:300|1:3:15:150|1:2:29:300|1:3:13:300|1:3:14:300|1:2:44:300|1:2:52:300|1:3:6:150|1:2:31:150|1:2:18:60|1:2:56:150,200,20000000
206901,2069,1,2:1:1:40,1:2:67:1|1:2:68:1|1:2:38:100|1:2:22:100|1:2:37:100|1:3:7:100|1:2:39:100|1:3:9:100|1:3:5:100|1:2:51:100|1:3:11:500|1:2:30:50|1:2:18:20|1:2:55:50,200,20000000
206902,2069,2,2:1:1:80,1:2:67:2|1:2:68:2|1:2:38:200|1:2:22:200|1:2:37:200|1:3:7:200|1:2:39:200|1:3:9:200|1:3:5:200|1:2:51:200|1:3:11:1000|1:2:30:100|1:2:18:40|1:2:55:100,200,20000000
206903,2069,3,2:1:1:120,1:2:67:3|1:2:68:3|1:2:38:300|1:2:22:300|1:2:37:300|1:3:7:300|1:2:39:300|1:3:9:300|1:3:5:300|1:2:51:300|1:3:11:1500|1:2:30:150|1:2:18:60|1:2:55:150,200,20000000
