npc_id,hero_cid,quality_level,level,awake,if_advance,god_awake,if_super,super_awake,if_mr,mr_awake,if_incarnation,incarnation_awake,max_hp,max_mp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed,game_play_damage_add,game_play_damage_minus
125406,2037,15,380,5,1,5,1,5,1,5,0,0,3315090240,3315090240,199564120,221737983,1144633,1144633,35199125,35199125,20365900,6719328,42331766,419545526,150,250,260,260,3000,3000,3000,560,150,260,2546,7480,7480
125501,1001,8,10,5,1,5,0,0,0,0,0,0,2469852000,2469852000,222286768,246985376,1274963,1274963,39206946,39206946,22684789,7484400,47151720,475803720,150,250,260,260,3000,3000,3000,560,150,260,2546,7500,7500
125601,2078,15,380,5,1,5,1,5,1,5,0,0,3442824000,3442824000,206569522,229521764,1184814,1184814,36434738,36434738,21080814,6955200,43817760,438177600,150,250,260,260,3000,3000,3000,560,150,260,2546,7520,7520
125602,2057,15,380,5,1,5,1,5,1,5,0,0,3465776160,3465776160,208635217,231816982,1196662,1196662,36799085,36799085,21291622,7024752,44255938,438615778,150,250,260,260,3000,3000,3000,560,150,260,2546,7520,7520
125603,2055,15,380,5,1,5,1,5,1,5,0,0,3442824000,3442824000,206569522,229521764,1184814,1184814,36434738,36434738,21080814,6955200,43817760,438177600,150,250,260,260,3000,3000,3000,560,150,260,2546,7520,7520
125604,2056,15,380,5,1,5,1,5,1,5,0,0,3465776160,3465776160,208635217,231816982,1196662,1196662,36799085,36799085,21291622,7024752,44255938,438615778,150,250,260,260,3000,3000,3000,560,150,260,2546,7520,7520
125605,2071,15,380,5,1,5,1,5,1,5,0,0,3442824000,3442824000,206569522,229521764,1184814,1184814,36434738,36434738,21080814,6955200,43817760,438177600,150,250,260,260,3000,3000,3000,560,150,260,2546,7520,7520
125606,2086,15,380,5,1,5,1,5,1,5,0,0,3465776160,3465776160,208635217,231816982,1196662,1196662,36799085,36799085,21291622,7024752,44255938,438615778,150,250,260,260,3000,3000,3000,560,150,260,2546,7520,7520
125701,2071,15,380,5,1,5,1,5,1,5,0,0,3517668000,3517668000,211060164,234511367,1210571,1210571,37226797,37226797,21539092,7106400,44770320,447703200,150,250,260,260,3000,3000,3000,560,150,260,2546,7540,7540
125702,2074,15,380,5,1,5,1,5,1,5,0,0,3541119120,3541119120,213170766,236856481,1222677,1222677,37599065,37599065,21754483,7177464,45218023,448150903,150,250,260,260,3000,3000,3000,560,150,260,2546,7540,7540
125703,2060,15,380,5,1,5,1,5,1,5,0,0,3517668000,3517668000,211060164,234511367,1210571,1210571,37226797,37226797,21539092,7106400,44770320,447703200,150,250,260,260,3000,3000,3000,560,150,260,2546,7540,7540
125704,2056,15,380,5,1,5,1,5,1,5,0,0,3541119120,3541119120,213170766,236856481,1222677,1222677,37599065,37599065,21754483,7177464,45218023,448150903,150,250,260,260,3000,3000,3000,560,150,260,2546,7540,7540
125705,2065,15,380,5,1,5,1,5,1,5,0,0,3517668000,3517668000,211060164,234511367,1210571,1210571,37226797,37226797,21539092,7106400,44770320,447703200,150,250,260,260,3000,3000,3000,560,150,260,2546,7540,7540
125706,2039,15,380,5,1,5,1,5,0,0,0,0,3541119120,3541119120,213170766,236856481,1222677,1222677,37599065,37599065,21754483,7177464,45218023,448150903,150,250,260,260,3000,3000,3000,560,150,260,2546,7540,7540
125801,2086,15,380,5,1,5,1,5,1,5,0,0,3592512000,3592512000,215550805,239500971,1236327,1236327,38018857,38018857,21997371,7257600,45722880,457228800,150,250,260,260,3000,3000,3000,560,150,260,2546,7560,7560
125802,2055,15,380,5,1,5,1,5,1,5,0,0,3616462080,3616462080,217706313,241895981,1248690,1248690,38399046,38399046,22217345,7330176,46180109,457686029,150,250,260,260,3000,3000,3000,560,150,260,2546,7560,7560
125803,2060,15,380,5,1,5,1,5,1,5,0,0,3592512000,3592512000,215550805,239500971,1236327,1236327,38018857,38018857,21997371,7257600,45722880,457228800,150,250,260,260,3000,3000,3000,560,150,260,2546,7560,7560
125804,2081,15,380,5,1,5,1,5,1,5,0,0,3616462080,3616462080,217706313,241895981,1248690,1248690,38399046,38399046,22217345,7330176,46180109,457686029,150,250,260,260,3000,3000,3000,560,150,260,2546,7560,7560
125805,2056,15,380,5,1,5,1,5,1,5,0,0,3592512000,3592512000,215550805,239500971,1236327,1236327,38018857,38018857,21997371,7257600,45722880,457228800,150,250,260,260,3000,3000,3000,560,150,260,2546,7560,7560
125806,2078,15,380,5,1,5,1,5,1,5,0,0,3616462080,3616462080,217706313,241895981,1248690,1248690,38399046,38399046,22217345,7330176,46180109,457686029,150,250,260,260,3000,3000,3000,560,150,260,2546,7560,7560
125901,2077,9,380,5,1,5,1,5,0,0,0,0,3667356000,3667356000,220041447,244490574,1262084,1262084,38810916,38810916,22455649,7408800,46675440,466754400,150,250,260,260,3000,3000,3000,560,150,260,2546,7580,7580
125902,2065,15,380,5,1,5,1,5,1,5,0,0,3691805040,3691805040,222241861,246935480,1274705,1274705,39199025,39199025,22680205,7482888,47142194,467221154,150,250,260,260,3000,3000,3000,560,150,260,2546,7580,7580
125903,2087,15,380,5,1,5,1,5,1,5,0,0,3667356000,3667356000,220041447,244490574,1262084,1262084,38810916,38810916,22455649,7408800,46675440,466754400,150,250,260,260,3000,3000,3000,560,150,260,2546,7580,7580
125904,2050,9,380,5,1,5,1,5,0,0,0,0,3691805040,3691805040,222241861,246935480,1274705,1274705,39199025,39199025,22680205,7482888,47142194,467221154,150,250,260,260,3000,3000,3000,560,150,260,2546,7580,7580
125905,2082,15,380,5,1,5,1,5,1,5,0,0,3667356000,3667356000,220041447,244490574,1262084,1262084,38810916,38810916,22455649,7408800,46675440,466754400,150,250,260,260,3000,3000,3000,560,150,260,2546,7580,7580
125906,2071,15,380,5,1,5,1,5,1,5,0,0,3691805040,3691805040,222241861,246935480,1274705,1274705,39199025,39199025,22680205,7482888,47142194,467221154,150,250,260,260,3000,3000,3000,560,150,260,2546,7580,7580
126001,1001,8,10,5,1,5,0,0,0,0,0,0,4241160000,4241160000,269438507,299376214,1545409,1545409,47523571,47523571,27496714,9072000,57153600,533433600,150,250,260,260,3000,3000,3000,560,150,260,2546,7600,7600
126101,2065,15,395,5,1,5,1,5,1,5,0,0,3246401250,3246401250,194784149,216426897,1253499,1253499,34057397,34057397,19586517,6460500,41024175,410241750,150,300,270,270,3100,3100,3100,570,150,270,2647,7720,7720
126102,2078,15,395,5,1,5,1,5,1,5,0,0,3268043925,3268043925,196731990,218591166,1266034,1266034,34397971,34397971,19782382,6525105,41434417,410651992,150,300,270,270,3100,3100,3100,570,150,270,2647,7720,7720
126103,2051,15,395,5,1,5,1,5,1,5,0,0,3246401250,3246401250,194784149,216426897,1253499,1253499,34057397,34057397,19586517,6460500,41024175,410241750,150,300,270,270,3100,3100,3100,570,150,270,2647,7720,7720
126104,2053,15,395,5,1,5,1,5,1,5,0,0,3268043925,3268043925,196731990,218591166,1266034,1266034,34397971,34397971,19782382,6525105,41434417,410651992,150,300,270,270,3100,3100,3100,570,150,270,2647,7720,7720
126105,2068,15,395,5,1,5,1,5,1,5,0,0,3246401250,3246401250,194784149,216426897,1253499,1253499,34057397,34057397,19586517,6460500,41024175,410241750,150,300,270,270,3100,3100,3100,570,150,270,2647,7720,7720
126106,2082,15,395,5,1,5,1,5,1,5,0,0,3268043925,3268043925,196731990,218591166,1266034,1266034,34397971,34397971,19782382,6525105,41434417,410651992,150,300,270,270,3100,3100,3100,570,150,270,2647,7720,7720
126201,2047,15,395,5,1,5,1,5,1,5,0,0,3379815000,3379815000,202788977,225321153,1305013,1305013,35457016,35457016,20391442,6726000,42710100,427101000,150,300,270,270,3100,3100,3100,570,150,270,2647,7740,7740
126202,2084,15,395,5,1,5,1,5,1,5,0,0,3402347100,3402347100,204816867,227574365,1318063,1318063,35811586,35811586,20595356,6793260,43137201,427528101,150,300,270,270,3100,3100,3100,570,150,270,2647,7740,7740
126203,2076,15,395,5,1,5,1,5,1,5,0,0,3379815000,3379815000,202788977,225321153,1305013,1305013,35457016,35457016,20391442,6726000,42710100,427101000,150,300,270,270,3100,3100,3100,570,150,270,2647,7740,7740
126204,2087,15,395,5,1,5,1,5,1,5,0,0,3402347100,3402347100,204816867,227574365,1318063,1318063,35811586,35811586,20595356,6793260,43137201,427528101,150,300,270,270,3100,3100,3100,570,150,270,2647,7740,7740
126205,2065,15,395,5,1,5,1,5,1,5,0,0,3379815000,3379815000,202788977,225321153,1305013,1305013,35457016,35457016,20391442,6726000,42710100,427101000,150,300,270,270,3100,3100,3100,570,150,270,2647,7740,7740
126206,2060,15,395,5,1,5,1,5,1,5,0,0,3402347100,3402347100,204816867,227574365,1318063,1318063,35811586,35811586,20595356,6793260,43137201,427528101,150,300,270,270,3100,3100,3100,570,150,270,2647,7740,7740
126301,2050,15,395,5,1,5,1,5,1,5,0,0,3646642500,3646642500,218798633,243109665,1408040,1408040,38256255,38256255,22001293,7257000,46081950,460819500,150,300,270,270,3100,3100,3100,570,150,270,2647,7760,7760
126302,2056,15,395,5,1,5,1,5,1,5,0,0,3670953450,3670953450,220986619,245540762,1422120,1422120,38638818,38638818,22221306,7329570,46542770,461280320,150,300,270,270,3100,3100,3100,570,150,270,2647,7760,7760
126303,2077,9,395,5,1,5,1,5,0,0,0,0,3646642500,3646642500,218798633,243109665,1408040,1408040,38256255,38256255,22001293,7257000,46081950,460819500,150,300,270,270,3100,3100,3100,570,150,270,2647,7760,7760
126304,2076,15,395,5,1,5,1,5,1,5,0,0,3670953450,3670953450,220986619,245540762,1422120,1422120,38638818,38638818,22221306,7329570,46542770,461280320,150,300,270,270,3100,3100,3100,570,150,270,2647,7760,7760
126305,2051,15,395,5,1,5,1,5,1,5,0,0,3646642500,3646642500,218798633,243109665,1408040,1408040,38256255,38256255,22001293,7257000,46081950,460819500,150,300,270,270,3100,3100,3100,570,150,270,2647,7760,7760
126306,2060,15,395,5,1,5,1,5,1,5,0,0,3536650275,3536650275,212901743,236557563,1370091,1370091,37225202,37225202,21408332,7061415,44839985,444404210,150,300,270,270,3100,3100,3100,570,150,270,2647,7760,7760
126401,2037,15,395,5,1,5,1,5,1,5,0,0,3646642500,3646642500,218798633,243109665,1408040,1408040,38256255,38256255,22001293,7257000,46081950,460819500,150,300,270,270,3100,3100,3100,570,150,270,2647,7780,7780
126402,2060,15,395,5,1,5,1,5,1,5,0,0,3670953450,3670953450,220986619,245540762,1422120,1422120,38638818,38638818,22221306,7329570,46542770,461280320,150,300,270,270,3100,3100,3100,570,150,270,2647,7780,7780
126403,2047,15,395,5,1,5,1,5,1,5,0,0,3646642500,3646642500,218798633,243109665,1408040,1408040,38256255,38256255,22001293,7257000,46081950,460819500,150,300,270,270,3100,3100,3100,570,150,270,2647,7780,7780
126404,2039,15,395,5,1,5,1,5,1,5,0,0,3670953450,3670953450,220986619,245540762,1422120,1422120,38638818,38638818,22221306,7329570,46542770,461280320,150,300,270,270,3100,3100,3100,570,150,270,2647,7780,7780
126405,2077,9,395,5,1,5,1,5,0,0,0,0,3646642500,3646642500,218798633,243109665,1408040,1408040,38256255,38256255,22001293,7257000,46081950,460819500,150,300,270,270,3100,3100,3100,570,150,270,2647,7780,7780
126406,2055,15,395,5,1,5,1,5,1,5,0,0,3670953450,3670953450,220986619,245540762,1422120,1422120,38638818,38638818,22221306,7329570,46542770,461280320,150,300,270,270,3100,3100,3100,570,150,270,2647,7780,7780
126501,1001,8,10,5,1,5,0,0,0,0,0,0,2772041250,2772041250,249483807,277204313,1605509,1605509,43621461,43621461,25086840,8274750,52544663,530223413,150,300,270,270,3100,3100,3100,570,150,270,2647,7800,7800
126601,2068,15,395,5,1,5,1,5,1,5,0,0,3913470000,3913470000,234808289,260898177,1511067,1511067,41055493,41055493,23611144,7788000,49453800,494538000,150,300,270,270,3100,3100,3100,570,150,270,2647,7820,7820
126602,2076,15,395,5,1,5,1,5,1,5,0,0,3939559800,3939559800,237156372,263507159,1526178,1526178,41466048,41466048,23847255,7865880,49948338,495032538,150,300,270,270,3100,3100,3100,570,150,270,2647,7820,7820
126603,2074,15,395,5,1,5,1,5,1,5,0,0,3913470000,3913470000,234808289,260898177,1511067,1511067,41055493,41055493,23611144,7788000,49453800,494538000,150,300,270,270,3100,3100,3100,570,150,270,2647,7820,7820
126604,2069,15,395,5,1,5,1,5,1,5,0,0,3939559800,3939559800,237156372,263507159,1526178,1526178,41466048,41466048,23847255,7865880,49948338,495032538,150,300,270,270,3100,3100,3100,570,150,270,2647,7820,7820
126605,2053,15,395,5,1,5,1,5,1,5,0,0,3913470000,3913470000,234808289,260898177,1511067,1511067,41055493,41055493,23611144,7788000,49453800,494538000,150,300,270,270,3100,3100,3100,570,150,270,2647,7820,7820
126606,2087,15,395,5,1,5,1,5,1,5,0,0,3939559800,3939559800,237156372,263507159,1526178,1526178,41466048,41466048,23847255,7865880,49948338,495032538,150,300,270,270,3100,3100,3100,570,150,270,2647,7820,7820
126701,2071,15,395,5,1,5,1,5,1,5,0,0,4046883750,4046883750,242813117,269792433,1562581,1562581,42455112,42455112,24416069,8053500,51139725,511397250,150,300,270,270,3100,3100,3100,570,150,270,2647,7840,7840
126702,2039,9,395,5,1,5,1,5,0,0,0,0,4073862975,4073862975,245241248,272490357,1578207,1578207,42879663,42879663,24660230,8134035,51651122,511908647,150,300,270,270,3100,3100,3100,570,150,270,2647,7840,7840
126703,2056,15,395,5,1,5,1,5,1,5,0,0,4046883750,4046883750,242813117,269792433,1562581,1562581,42455112,42455112,24416069,8053500,51139725,511397250,150,300,270,270,3100,3100,3100,570,150,270,2647,7840,7840
126704,2063,15,395,5,1,5,1,5,1,5,0,0,4073862975,4073862975,245241248,272490357,1578207,1578207,42879663,42879663,24660230,8134035,51651122,511908647,150,300,270,270,3100,3100,3100,570,150,270,2647,7840,7840
126705,2037,15,395,5,1,5,1,5,1,5,0,0,4046883750,4046883750,242813117,269792433,1562581,1562581,42455112,42455112,24416069,8053500,51139725,511397250,150,300,270,270,3100,3100,3100,570,150,270,2647,7840,7840
126706,2083,15,395,5,1,5,1,5,1,5,0,0,4073862975,4073862975,245241248,272490357,1578207,1578207,42879663,42879663,24660230,8134035,51651122,511908647,150,300,270,270,3100,3100,3100,570,150,270,2647,7840,7840
126801,2075,15,395,5,1,5,1,5,1,5,0,0,4180297500,4180297500,250817945,278686689,1614095,1614095,43854731,43854731,25220994,8319000,52825650,528256500,150,300,270,270,3100,3100,3100,570,150,270,2647,7860,7860
126802,2086,15,395,5,1,5,1,5,1,5,0,0,4208166150,4208166150,253326124,281473556,1630236,1630236,44293278,44293278,25473204,8402190,53353907,528784757,150,300,270,270,3100,3100,3100,570,150,270,2647,7860,7860
126803,2050,15,395,5,1,5,1,5,1,5,0,0,4180297500,4180297500,250817945,278686689,1614095,1614095,43854731,43854731,25220994,8319000,52825650,528256500,150,300,270,270,3100,3100,3100,570,150,270,2647,7860,7860
126804,2063,15,395,5,1,5,1,5,1,5,0,0,4208166150,4208166150,253326124,281473556,1630236,1630236,44293278,44293278,25473204,8402190,53353907,528784757,150,300,270,270,3100,3100,3100,570,150,270,2647,7860,7860
126805,2083,15,395,5,1,5,1,5,1,5,0,0,4180297500,4180297500,250817945,278686689,1614095,1614095,43854731,43854731,25220994,8319000,52825650,528256500,150,300,270,270,3100,3100,3100,570,150,270,2647,7860,7860
126806,2069,15,395,5,1,5,1,5,1,5,0,0,4208166150,4208166150,253326124,281473556,1630236,1630236,44293278,44293278,25473204,8402190,53353907,528784757,150,300,270,270,3100,3100,3100,570,150,270,2647,7860,7860
126901,2050,15,395,5,1,5,1,5,1,5,0,0,4313711250,4313711250,258822773,287580945,1665608,1665608,45254350,45254350,26025920,8584500,54511575,545115750,150,300,270,270,3100,3100,3100,570,150,270,2647,7880,7880
126902,2075,15,395,5,1,5,1,5,1,5,0,0,4342469325,4342469325,261411001,290456754,1682264,1682264,45706894,45706894,26286179,8670345,55056691,545660866,150,300,270,270,3100,3100,3100,570,150,270,2647,7880,7880
126903,2081,15,395,5,1,5,1,5,0,0,0,0,4313711250,4313711250,258822773,287580945,1665608,1665608,45254350,45254350,26025920,8584500,54511575,545115750,150,300,270,270,3100,3100,3100,570,150,270,2647,7880,7880
126904,2087,15,395,5,1,5,1,5,1,5,0,0,4342469325,4342469325,261411001,290456754,1682264,1682264,45706894,45706894,26286179,8670345,55056691,545660866,150,300,270,270,3100,3100,3100,570,150,270,2647,7880,7880
126905,2073,15,395,5,1,5,1,5,1,5,0,0,4313711250,4313711250,258822773,287580945,1665608,1665608,45254350,45254350,26025920,8584500,54511575,545115750,150,300,270,270,3100,3100,3100,570,150,270,2647,7880,7880
126906,2083,15,395,5,1,5,1,5,1,5,0,0,4342469325,4342469325,261411001,290456754,1682264,1682264,45706894,45706894,26286179,8670345,55056691,545660866,150,300,270,270,3100,3100,3100,570,150,270,2647,7880,7880
127001,1001,8,10,5,1,5,0,0,0,0,0,0,5040075000,5040075000,320193121,355770241,2060546,2060546,55984763,55984763,32197014,10620000,67437000,629412000,150,300,270,270,3100,3100,3100,570,150,270,2647,7900,7900
127101,2056,15,400,5,1,5,1,5,1,5,0,0,5175225000,5175225000,310513592,345015184,1858614,1858614,53339557,53339557,30702276,10147500,64944000,649440000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127102,2077,9,400,5,1,5,1,5,0,0,0,0,5209726500,5209726500,313618728,348465336,1877200,1877200,53872953,53872953,31009299,10248975,65593440,650089440,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127103,2074,15,400,5,1,5,1,5,1,5,0,0,5175225000,5175225000,310513592,345015184,1858614,1858614,53339557,53339557,30702276,10147500,64944000,649440000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127104,2084,15,400,5,1,5,1,5,1,5,0,0,5209726500,5209726500,313618728,348465336,1877200,1877200,53872953,53872953,31009299,10248975,65593440,650089440,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127105,2039,15,400,5,1,5,1,5,1,5,0,0,5175225000,5175225000,310513592,345015184,1858614,1858614,53339557,53339557,30702276,10147500,64944000,649440000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127106,2078,15,400,5,1,5,1,5,1,5,0,0,5209726500,5209726500,313618728,348465336,1877200,1877200,53872953,53872953,31009299,10248975,65593440,650089440,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127201,2083,15,400,5,1,5,1,5,1,5,0,0,5301450000,5301450000,318087094,353430188,1903946,1903946,54640522,54640522,31451112,10395000,66528000,665280000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127202,2056,15,400,5,1,5,1,5,1,5,0,0,5336793000,5336793000,321267965,356964490,1922985,1922985,55186927,55186927,31765623,10498950,67193280,665945280,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127203,2060,15,400,5,1,5,1,5,1,5,0,0,5301450000,5301450000,318087094,353430188,1903946,1903946,54640522,54640522,31451112,10395000,66528000,665280000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127204,2082,15,400,5,1,5,1,5,1,5,0,0,5336793000,5336793000,321267965,356964490,1922985,1922985,55186927,55186927,31765623,10498950,67193280,665945280,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127205,2073,15,400,5,1,5,1,5,1,5,0,0,5301450000,5301450000,318087094,353430188,1903946,1903946,54640522,54640522,31451112,10395000,66528000,665280000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127206,2039,15,400,5,1,5,1,5,1,5,0,0,5336793000,5336793000,321267965,356964490,1922985,1922985,55186927,55186927,31765623,10498950,67193280,665945280,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127301,2049,15,400,5,1,5,1,5,1,5,0,0,5553900000,5553900000,333234099,370260197,1994610,1994610,57242451,57242451,32948784,10890000,69696000,696960000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127302,2083,15,400,5,1,5,1,5,1,5,0,0,5590926000,5590926000,336566440,373962799,2014556,2014556,57814876,57814876,33278272,10998900,70392960,697656960,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127303,2071,15,400,5,1,5,1,5,1,5,0,0,5553900000,5553900000,333234099,370260197,1994610,1994610,57242451,57242451,32948784,10890000,69696000,696960000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127304,2056,15,400,5,1,5,1,5,1,5,0,0,5590926000,5590926000,336566440,373962799,2014556,2014556,57814876,57814876,33278272,10998900,70392960,697656960,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127305,2084,15,400,5,1,5,1,5,1,5,0,0,5553900000,5553900000,333234099,370260197,1994610,1994610,57242451,57242451,32948784,10890000,69696000,696960000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127306,2063,15,400,5,1,5,1,5,1,5,0,0,5463859500,5463859500,328917202,365463645,1968771,1968771,56500901,56500901,32521947,10748925,68793120,681801120,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127401,2067,15,400,5,1,5,1,5,1,5,0,0,5553900000,5553900000,333234099,370260197,1994610,1994610,57242451,57242451,32948784,10890000,69696000,696960000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127402,2037,15,400,5,1,5,1,5,1,5,0,0,5590926000,5590926000,336566440,373962799,2014556,2014556,57814876,57814876,33278272,10998900,70392960,697656960,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127403,2063,15,400,5,1,5,1,5,1,5,0,0,5553900000,5553900000,333234099,370260197,1994610,1994610,57242451,57242451,32948784,10890000,69696000,696960000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127404,2069,9,400,5,1,5,1,5,0,0,0,0,5590926000,5590926000,336566440,373962799,2014556,2014556,57814876,57814876,33278272,10998900,70392960,697656960,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127405,2081,15,400,5,1,5,1,5,1,5,0,0,5553900000,5553900000,333234099,370260197,1994610,1994610,57242451,57242451,32948784,10890000,69696000,696960000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127406,2084,15,400,5,1,5,1,5,1,5,0,0,5590926000,5590926000,336566440,373962799,2014556,2014556,57814876,57814876,33278272,10998900,70392960,697656960,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127501,1001,8,10,5,1,5,0,0,0,0,0,0,4165425000,4165425000,374888361,416542722,2243936,2243936,64397758,64397758,37067382,12251250,78408000,791208000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127601,2037,15,400,5,1,5,1,5,1,5,0,0,5806350000,5806350000,348381103,387090206,2085274,2085274,59844381,59844381,34446456,11385000,72864000,728640000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127602,2039,15,400,5,1,5,1,5,1,5,0,0,5845059000,5845059000,351864914,390961108,2106127,2106127,60442825,60442825,34790921,11498850,73592640,729368640,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127603,2083,15,400,5,1,5,1,5,1,5,0,0,5806350000,5806350000,348381103,387090206,2085274,2085274,59844381,59844381,34446456,11385000,72864000,728640000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127604,2053,15,400,5,1,5,1,5,1,5,0,0,5845059000,5845059000,351864914,390961108,2106127,2106127,60442825,60442825,34790921,11498850,73592640,729368640,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127605,2086,15,400,5,1,5,1,5,1,5,0,0,5806350000,5806350000,348381103,387090206,2085274,2085274,59844381,59844381,34446456,11385000,72864000,728640000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127606,2050,15,400,5,1,5,1,5,1,5,0,0,5845059000,5845059000,351864914,390961108,2106127,2106127,60442825,60442825,34790921,11498850,73592640,729368640,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127701,2082,15,400,5,1,5,1,5,1,5,0,0,5932575000,5932575000,355954605,395505211,2130606,2130606,61145346,61145346,35195292,11632500,74448000,744480000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127702,2087,15,400,5,1,5,1,5,1,5,0,0,5972125500,5972125500,359514151,399460263,2151912,2151912,61756799,61756799,35547245,11748825,75192480,745224480,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127703,2076,15,400,5,1,5,1,5,1,5,0,0,5932575000,5932575000,355954605,395505211,2130606,2130606,61145346,61145346,35195292,11632500,74448000,744480000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127704,2068,15,400,5,1,5,1,5,1,5,0,0,5972125500,5972125500,359514151,399460263,2151912,2151912,61756799,61756799,35547245,11748825,75192480,745224480,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127705,2078,15,400,5,1,5,1,5,1,5,0,0,5932575000,5932575000,355954605,395505211,2130606,2130606,61145346,61145346,35195292,11632500,74448000,744480000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127706,2065,15,400,5,1,5,1,5,1,5,0,0,5972125500,5972125500,359514151,399460263,2151912,2151912,61756799,61756799,35547245,11748825,75192480,745224480,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127801,2071,15,400,5,1,5,1,5,1,5,0,0,6058800000,6058800000,363528108,403920215,2175938,2175938,62446310,62446310,35944128,11880000,76032000,760320000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127802,2069,15,400,5,1,5,1,5,1,5,0,0,6099192000,6099192000,367163389,407959417,2197697,2197697,63070773,63070773,36303569,11998800,76792320,761080320,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127803,2082,15,400,5,1,5,1,5,1,5,0,0,6058800000,6058800000,363528108,403920215,2175938,2175938,62446310,62446310,35944128,11880000,76032000,760320000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127804,2047,15,400,5,1,5,1,5,1,5,0,0,6099192000,6099192000,367163389,407959417,2197697,2197697,63070773,63070773,36303569,11998800,76792320,761080320,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127805,2087,15,400,5,1,5,1,5,0,0,0,0,6058800000,6058800000,363528108,403920215,2175938,2175938,62446310,62446310,35944128,11880000,76032000,760320000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127806,2075,15,400,5,1,5,1,5,1,5,0,0,6099192000,6099192000,367163389,407959417,2197697,2197697,63070773,63070773,36303569,11998800,76792320,761080320,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127901,2069,9,400,5,1,5,1,5,0,0,0,0,6185025000,6185025000,371101610,412335220,2221270,2221270,63747275,63747275,36692964,12127500,77616000,776160000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127902,2071,15,400,5,1,5,1,5,1,5,0,0,6226258500,6226258500,374812626,416458572,2243483,2243483,64384748,64384748,37059894,12248775,78392160,776936160,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127903,2073,15,400,5,1,5,1,5,1,5,0,0,6185025000,6185025000,371101610,412335220,2221270,2221270,63747275,63747275,36692964,12127500,77616000,776160000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127904,2083,15,400,5,1,5,1,5,1,5,0,0,6226258500,6226258500,374812626,416458572,2243483,2243483,64384748,64384748,37059894,12248775,78392160,776936160,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
127905,2057,15,400,5,1,5,1,5,1,5,0,0,6185025000,6185025000,371101610,412335220,2221270,2221270,63747275,63747275,36692964,12127500,77616000,776160000,150,300,280,280,3200,3200,3200,580,150,280,2840,8000,8000
