team_id,npc_level,npc_name,npc_name_after,if_monster,npc_ids
20098,200,2-Team Challenge,49-2,0,204907|204908|204909|204910|204911|204912
20099,200,2-Team Challenge,50-1,1,205001
20100,200,2-Team Challenge,50-2,1,205002
20101,200,2-Team Challenge,51-1,0,205101|205102|205103|205104|205105|205106
20102,200,2-Team Challenge,51-2,0,205107|205108|205109|205110|205111|205112
20103,200,2-Team Challenge,52-1,0,205201|205202|205203|205204|205205|205206
20104,200,2-Team Challenge,52-2,0,205207|205208|205209|205210|205211|205212
20105,200,2-Team Challenge,53-1,0,205301|205302|205303|205304|205305|205306
20106,200,2-Team Challenge,53-2,0,205307|205308|205309|205310|205311|205312
20107,200,2-Team Challenge,54-1,0,205401|205402|205403|205404|205405|205406
20108,200,2-Team Challenge,54-2,0,205407|205408|205409|205410|205411|205412
20109,200,2-Team Challenge,55-1,1,205501
20110,200,2-Team Challenge,55-2,1,205502
20111,200,2-Team Challenge,56-1,0,205601|205602|205603|205604|205605|205606
20112,200,2-Team Challenge,56-2,0,205607|205608|205609|205610|205611|205612
20113,200,2-Team Challenge,57-1,0,205701|205702|205703|205704|205705|205706
20114,200,2-Team Challenge,57-2,0,205707|205708|205709|205710|205711|205712
20115,200,2-Team Challenge,58-1,0,205801|205802|205803|205804|205805|205806
20116,200,2-Team Challenge,58-2,0,205807|205808|205809|205810|205811|205812
20117,200,2-Team Challenge,59-1,0,205901|205902|205903|205904|205905|205906
20118,200,2-Team Challenge,59-2,0,205907|205908|205909|205910|205911|205912
20119,200,2-Team Challenge,60-1,1,206001
20120,200,2-Team Challenge,60-2,1,206002
20121,200,2-Team Challenge,61-1,0,206101|206102|206103|206104|206105|206106
20122,200,2-Team Challenge,61-2,0,206107|206108|206109|206110|206111|206112
20123,200,2-Team Challenge,62-1,0,206201|206202|206203|206204|206205|206206
20124,200,2-Team Challenge,62-2,0,206207|206208|206209|206210|206211|206212
20125,200,2-Team Challenge,63-1,0,206301|206302|206303|206304|206305|206306
20126,200,2-Team Challenge,63-2,0,206307|206308|206309|206310|206311|206312
20127,200,2-Team Challenge,64-1,0,206401|206402|206403|206404|206405|206406
20128,200,2-Team Challenge,64-2,0,206407|206408|206409|206410|206411|206412
20129,200,2-Team Challenge,65-1,1,206501
20130,200,2-Team Challenge,65-2,1,206502
20131,200,2-Team Challenge,66-1,0,206601|206602|206603|206604|206605|206606
20132,200,2-Team Challenge,66-2,0,206607|206608|206609|206610|206611|206612
20133,200,2-Team Challenge,67-1,0,206701|206702|206703|206704|206705|206706
20134,200,2-Team Challenge,67-2,0,206707|206708|206709|206710|206711|206712
20135,200,2-Team Challenge,68-1,0,206801|206802|206803|206804|206805|206806
20136,200,2-Team Challenge,68-2,0,206807|206808|206809|206810|206811|206812
20137,200,2-Team Challenge,69-1,0,206901|206902|206903|206904|206905|206906
20138,200,2-Team Challenge,69-2,0,206907|206908|206909|206910|206911|206912
20139,200,2-Team Challenge,70-1,1,207001
20140,200,2-Team Challenge,70-2,1,207002
20141,200,2-Team Challenge,71-1,0,207101|207102|207103|207104|207105|207106
20142,200,2-Team Challenge,71-2,0,207107|207108|207109|207110|207111|207112
20143,200,2-Team Challenge,72-1,0,207201|207202|207203|207204|207205|207206
20144,200,2-Team Challenge,72-2,0,207207|207208|207209|207210|207211|207212
20145,200,2-Team Challenge,73-1,0,207301|207302|207303|207304|207305|207306
20146,200,2-Team Challenge,73-2,0,207307|207308|207309|207310|207311|207312
20147,200,2-Team Challenge,74-1,0,207401|207402|207403|207404|207405|207406
20148,200,2-Team Challenge,74-2,0,207407|207408|207409|207410|207411|207412
20149,200,2-Team Challenge,75-1,1,207501
20150,200,2-Team Challenge,75-2,1,207502
20151,200,2-Team Challenge,76-1,0,207601|207602|207603|207604|207605|207606
20152,200,2-Team Challenge,76-2,0,207607|207608|207609|207610|207611|207612
20153,200,2-Team Challenge,77-1,0,207701|207702|207703|207704|207705|207706
20154,200,2-Team Challenge,77-2,0,207707|207708|207709|207710|207711|207712
20155,200,2-Team Challenge,78-1,0,207801|207802|207803|207804|207805|207806
20156,200,2-Team Challenge,78-2,0,207807|207808|207809|207810|207811|207812
20157,200,2-Team Challenge,79-1,0,207901|207902|207903|207904|207905|207906
20158,200,2-Team Challenge,79-2,0,207907|207908|207909|207910|207911|207912
20159,200,2-Team Challenge,80-1,1,208001
20160,200,2-Team Challenge,80-2,1,208002
20161,200,2-Team Challenge,81-1,0,208101|208102|208103|208104|208105|208106
20162,200,2-Team Challenge,81-2,0,208107|208108|208109|208110|208111|208112
20163,200,2-Team Challenge,82-1,0,208201|208202|208203|208204|208205|208206
20164,200,2-Team Challenge,82-2,0,208207|208208|208209|208210|208211|208212
20165,200,2-Team Challenge,83-1,0,208301|208302|208303|208304|208305|208306
20166,200,2-Team Challenge,83-2,0,208307|208308|208309|208310|208311|208312
20167,200,2-Team Challenge,84-1,0,208401|208402|208403|208404|208405|208406
20168,200,2-Team Challenge,84-2,0,208407|208408|208409|208410|208411|208412
20169,200,2-Team Challenge,85-1,1,208501
20170,200,2-Team Challenge,85-2,1,208502
20171,200,2-Team Challenge,86-1,0,208601|208602|208603|208604|208605|208606
20172,200,2-Team Challenge,86-2,0,208607|208608|208609|208610|208611|208612
20173,200,2-Team Challenge,87-1,0,208701|208702|208703|208704|208705|208706
20174,200,2-Team Challenge,87-2,0,208707|208708|208709|208710|208711|208712
20175,200,2-Team Challenge,88-1,0,208801|208802|208803|208804|208805|208806
20176,200,2-Team Challenge,88-2,0,208807|208808|208809|208810|208811|208812
20177,200,2-Team Challenge,89-1,0,208901|208902|208903|208904|208905|208906
20178,200,2-Team Challenge,89-2,0,208907|208908|208909|208910|208911|208912
20179,200,2-Team Challenge,90-1,1,209001
20180,200,2-Team Challenge,90-2,1,209002
20181,200,2-Team Challenge,91-1,0,209101|209102|209103|209104|209105|209106
20182,200,2-Team Challenge,91-2,0,209107|209108|209109|209110|209111|209112
20183,200,2-Team Challenge,92-1,0,209201|209202|209203|209204|209205|209206
20184,200,2-Team Challenge,92-2,0,209207|209208|209209|209210|209211|209212
20185,200,2-Team Challenge,93-1,0,209301|209302|209303|209304|209305|209306
20186,200,2-Team Challenge,93-2,0,209307|209308|209309|209310|209311|209312
20187,200,2-Team Challenge,94-1,0,209401|209402|209403|209404|209405|209406
20188,200,2-Team Challenge,94-2,0,209407|209408|209409|209410|209411|209412
20189,200,2-Team Challenge,95-1,1,209501
20190,200,2-Team Challenge,95-2,1,209502
20191,200,2-Team Challenge,96-1,0,209601|209602|209603|209604|209605|209606
20192,200,2-Team Challenge,96-2,0,209607|209608|209609|209610|209611|209612
20193,200,2-Team Challenge,97-1,0,209701|209702|209703|209704|209705|209706
20194,200,2-Team Challenge,97-2,0,209707|209708|209709|209710|209711|209712
20195,200,2-Team Challenge,98-1,0,209801|209802|209803|209804|209805|209806
20196,200,2-Team Challenge,98-2,0,209807|209808|209809|209810|209811|209812
20197,200,2-Team Challenge,99-1,0,209901|209902|209903|209904|209905|209906
20198,200,2-Team Challenge,99-2,0,209907|209908|209909|209910|209911|209912
20199,200,2-Team Challenge,100-1,1,210001
20200,200,2-Team Challenge,100-2,1,210002
20201,200,2-Team Challenge,101-1,0,210101|210102|210103|210104|210105|210106
20202,200,2-Team Challenge,101-2,0,210107|210108|210109|210110|210111|210112
20203,200,2-Team Challenge,102-1,0,210201|210202|210203|210204|210205|210206
20204,200,2-Team Challenge,102-2,0,210207|210208|210209|210210|210211|210212
20205,200,2-Team Challenge,103-1,0,210301|210302|210303|210304|210305|210306
20206,200,2-Team Challenge,103-2,0,210307|210308|210309|210310|210311|210312
20207,200,2-Team Challenge,104-1,0,210401|210402|210403|210404|210405|210406
20208,200,2-Team Challenge,104-2,0,210407|210408|210409|210410|210411|210412
20209,200,2-Team Challenge,105-1,1,210501
20210,200,2-Team Challenge,105-2,1,210502
20211,200,2-Team Challenge,106-1,0,210601|210602|210603|210604|210605|210606
20212,200,2-Team Challenge,106-2,0,210607|210608|210609|210610|210611|210612
20213,200,2-Team Challenge,107-1,0,210701|210702|210703|210704|210705|210706
20214,200,2-Team Challenge,107-2,0,210707|210708|210709|210710|210711|210712
20215,200,2-Team Challenge,108-1,0,210801|210802|210803|210804|210805|210806
20216,200,2-Team Challenge,108-2,0,210807|210808|210809|210810|210811|210812
20217,200,2-Team Challenge,109-1,0,210901|210902|210903|210904|210905|210906
20218,200,2-Team Challenge,109-2,0,210907|210908|210909|210910|210911|210912
20219,200,2-Team Challenge,110-1,1,211001
20220,200,2-Team Challenge,110-2,1,211002
20221,200,2-Team Challenge,111-1,0,211101|211102|211103|211104|211105|211106
20222,200,2-Team Challenge,111-2,0,211107|211108|211109|211110|211111|211112
20223,200,2-Team Challenge,112-1,0,211201|211202|211203|211204|211205|211206
20224,200,2-Team Challenge,112-2,0,211207|211208|211209|211210|211211|211212
20225,200,2-Team Challenge,113-1,0,211301|211302|211303|211304|211305|211306
20226,200,2-Team Challenge,113-2,0,211307|211308|211309|211310|211311|211312
20227,200,2-Team Challenge,114-1,0,211401|211402|211403|211404|211405|211406
20228,200,2-Team Challenge,114-2,0,211407|211408|211409|211410|211411|211412
20229,200,2-Team Challenge,115-1,1,211501
20230,200,2-Team Challenge,115-2,1,211502
20231,200,2-Team Challenge,116-1,0,211601|211602|211603|211604|211605|211606
20232,200,2-Team Challenge,116-2,0,211607|211608|211609|211610|211611|211612
20233,200,2-Team Challenge,117-1,0,211701|211702|211703|211704|211705|211706
20234,200,2-Team Challenge,117-2,0,211707|211708|211709|211710|211711|211712
20235,200,2-Team Challenge,118-1,0,211801|211802|211803|211804|211805|211806
20236,200,2-Team Challenge,118-2,0,211807|211808|211809|211810|211811|211812
20237,200,2-Team Challenge,119-1,0,211901|211902|211903|211904|211905|211906
20238,200,2-Team Challenge,119-2,0,211907|211908|211909|211910|211911|211912
20239,200,2-Team Challenge,120-1,1,212001
20240,200,2-Team Challenge,120-2,1,212002
20241,200,2-Team Challenge,121-1,0,212101|212102|212103|212104|212105|212106
20242,200,2-Team Challenge,121-2,0,212107|212108|212109|212110|212111|212112
20243,200,2-Team Challenge,122-1,0,212201|212202|212203|212204|212205|212206
20244,200,2-Team Challenge,122-2,0,212207|212208|212209|212210|212211|212212
20245,200,2-Team Challenge,123-1,0,212301|212302|212303|212304|212305|212306
20246,200,2-Team Challenge,123-2,0,212307|212308|212309|212310|212311|212312
20247,200,2-Team Challenge,124-1,0,212401|212402|212403|212404|212405|212406
20248,200,2-Team Challenge,124-2,0,212407|212408|212409|212410|212411|212412
20249,200,2-Team Challenge,125-1,1,212501
20250,200,2-Team Challenge,125-2,1,212502
20251,200,2-Team Challenge,126-1,0,212601|212602|212603|212604|212605|212606
20252,200,2-Team Challenge,126-2,0,212607|212608|212609|212610|212611|212612
20253,200,2-Team Challenge,127-1,0,212701|212702|212703|212704|212705|212706
20254,200,2-Team Challenge,127-2,0,212707|212708|212709|212710|212711|212712
20255,200,2-Team Challenge,128-1,0,212801|212802|212803|212804|212805|212806
20256,200,2-Team Challenge,128-2,0,212807|212808|212809|212810|212811|212812
20257,200,2-Team Challenge,129-1,0,212901|212902|212903|212904|212905|212906
20258,200,2-Team Challenge,129-2,0,212907|212908|212909|212910|212911|212912
20259,200,2-Team Challenge,130-1,1,213001
20260,200,2-Team Challenge,130-2,1,213002
20261,200,2-Team Challenge,131-1,0,213101|213102|213103|213104|213105|213106
20262,200,2-Team Challenge,131-2,0,213107|213108|213109|213110|213111|213112
20263,200,2-Team Challenge,132-1,0,213201|213202|213203|213204|213205|213206
20264,200,2-Team Challenge,132-2,0,213207|213208|213209|213210|213211|213212
20265,200,2-Team Challenge,133-1,0,213301|213302|213303|213304|213305|213306
20266,200,2-Team Challenge,133-2,0,213307|213308|213309|213310|213311|213312
20267,200,2-Team Challenge,134-1,0,213401|213402|213403|213404|213405|213406
20268,200,2-Team Challenge,134-2,0,213407|213408|213409|213410|213411|213412
20269,200,2-Team Challenge,135-1,1,213501
20270,200,2-Team Challenge,135-2,1,213502
20271,200,2-Team Challenge,136-1,0,213601|213602|213603|213604|213605|213606
20272,200,2-Team Challenge,136-2,0,213607|213608|213609|213610|213611|213612
20273,200,2-Team Challenge,137-1,0,213701|213702|213703|213704|213705|213706
20274,200,2-Team Challenge,137-2,0,213707|213708|213709|213710|213711|213712
20275,200,2-Team Challenge,138-1,0,213801|213802|213803|213804|213805|213806
20276,200,2-Team Challenge,138-2,0,213807|213808|213809|213810|213811|213812
20277,200,2-Team Challenge,139-1,0,213901|213902|213903|213904|213905|213906
20278,200,2-Team Challenge,139-2,0,213907|213908|213909|213910|213911|213912
20279,200,2-Team Challenge,140-1,1,214001
20280,200,2-Team Challenge,140-2,1,214002
20281,200,2-Team Challenge,141-1,0,214101|214102|214103|214104|214105|214106
20282,200,2-Team Challenge,141-2,0,214107|214108|214109|214110|214111|214112
20283,200,2-Team Challenge,142-1,0,214201|214202|214203|214204|214205|214206
20284,200,2-Team Challenge,142-2,0,214207|214208|214209|214210|214211|214212
20285,200,2-Team Challenge,143-1,0,214301|214302|214303|214304|214305|214306
20286,200,2-Team Challenge,143-2,0,214307|214308|214309|214310|214311|214312
20287,200,2-Team Challenge,144-1,0,214401|214402|214403|214404|214405|214406
20288,200,2-Team Challenge,144-2,0,214407|214408|214409|214410|214411|214412
20289,200,2-Team Challenge,145-1,1,214501
20290,200,2-Team Challenge,145-2,1,214502
20291,200,2-Team Challenge,146-1,0,214601|214602|214603|214604|214605|214606
20292,200,2-Team Challenge,146-2,0,214607|214608|214609|214610|214611|214612
20293,200,2-Team Challenge,147-1,0,214701|214702|214703|214704|214705|214706
20294,200,2-Team Challenge,147-2,0,214707|214708|214709|214710|214711|214712
20295,200,2-Team Challenge,148-1,0,214801|214802|214803|214804|214805|214806
20296,200,2-Team Challenge,148-2,0,214807|214808|214809|214810|214811|214812
20297,200,2-Team Challenge,149-1,0,214901|214902|214903|214904|214905|214906
20298,200,2-Team Challenge,149-2,0,214907|214908|214909|214910|214911|214912
20299,200,2-Team Challenge,150-1,1,215001
20300,200,2-Team Challenge,150-2,1,215002
20301,200,2-Team Challenge,151-1,0,215101|215102|215103|215104|215105|215106
20302,200,2-Team Challenge,151-2,0,215107|215108|215109|215110|215111|215112
20303,200,2-Team Challenge,152-1,0,215201|215202|215203|215204|215205|215206
20304,200,2-Team Challenge,152-2,0,215207|215208|215209|215210|215211|215212
20305,200,2-Team Challenge,153-1,0,215301|215302|215303|215304|215305|215306
20306,200,2-Team Challenge,153-2,0,215307|215308|215309|215310|215311|215312
20307,200,2-Team Challenge,154-1,0,215401|215402|215403|215404|215405|215406
20308,200,2-Team Challenge,154-2,0,215407|215408|215409|215410|215411|215412
20309,200,2-Team Challenge,155-1,1,215501
20310,200,2-Team Challenge,155-2,1,215502
20311,200,2-Team Challenge,156-1,0,215601|215602|215603|215604|215605|215606
20312,200,2-Team Challenge,156-2,0,215607|215608|215609|215610|215611|215612
20313,200,2-Team Challenge,157-1,0,215701|215702|215703|215704|215705|215706
20314,200,2-Team Challenge,157-2,0,215707|215708|215709|215710|215711|215712
20315,200,2-Team Challenge,158-1,0,215801|215802|215803|215804|215805|215806
20316,200,2-Team Challenge,158-2,0,215807|215808|215809|215810|215811|215812
20317,200,2-Team Challenge,159-1,0,215901|215902|215903|215904|215905|215906
20318,200,2-Team Challenge,159-2,0,215907|215908|215909|215910|215911|215912
20319,200,2-Team Challenge,160-1,1,216001
20320,200,2-Team Challenge,160-2,1,216002
20321,200,2-Team Challenge,161-1,0,216101|216102|216103|216104|216105|216106
20322,200,2-Team Challenge,161-2,0,216107|216108|216109|216110|216111|216112
20323,200,2-Team Challenge,162-1,0,216201|216202|216203|216204|216205|216206
20324,200,2-Team Challenge,162-2,0,216207|216208|216209|216210|216211|216212
20325,200,2-Team Challenge,163-1,0,216301|216302|216303|216304|216305|216306
20326,200,2-Team Challenge,163-2,0,216307|216308|216309|216310|216311|216312
20327,200,2-Team Challenge,164-1,0,216401|216402|216403|216404|216405|216406
20328,200,2-Team Challenge,164-2,0,216407|216408|216409|216410|216411|216412
20329,200,2-Team Challenge,165-1,1,216501
20330,200,2-Team Challenge,165-2,1,216502
20331,200,2-Team Challenge,166-1,0,216601|216602|216603|216604|216605|216606
20332,200,2-Team Challenge,166-2,0,216607|216608|216609|216610|216611|216612
20333,200,2-Team Challenge,167-1,0,216701|216702|216703|216704|216705|216706
20334,200,2-Team Challenge,167-2,0,216707|216708|216709|216710|216711|216712
20335,200,2-Team Challenge,168-1,0,216801|216802|216803|216804|216805|216806
20336,200,2-Team Challenge,168-2,0,216807|216808|216809|216810|216811|216812
20337,200,2-Team Challenge,169-1,0,216901|216902|216903|216904|216905|216906
20338,200,2-Team Challenge,169-2,0,216907|216908|216909|216910|216911|216912
20339,200,2-Team Challenge,170-1,1,217001
20340,200,2-Team Challenge,170-2,1,217002
20341,200,2-Team Challenge,171-1,0,217101|217102|217103|217104|217105|217106
20342,200,2-Team Challenge,171-2,0,217107|217108|217109|217110|217111|217112
20343,200,2-Team Challenge,172-1,0,217201|217202|217203|217204|217205|217206
20344,200,2-Team Challenge,172-2,0,217207|217208|217209|217210|217211|217212
20345,200,2-Team Challenge,173-1,0,217301|217302|217303|217304|217305|217306
20346,200,2-Team Challenge,173-2,0,217307|217308|217309|217310|217311|217312
20347,200,2-Team Challenge,174-1,0,217401|217402|217403|217404|217405|217406
20348,200,2-Team Challenge,174-2,0,217407|217408|217409|217410|217411|217412
20349,200,2-Team Challenge,175-1,1,217501
20350,200,2-Team Challenge,175-2,1,217502
20351,200,2-Team Challenge,176-1,0,217601|217602|217603|217604|217605|217606
20352,200,2-Team Challenge,176-2,0,217607|217608|217609|217610|217611|217612
20353,200,2-Team Challenge,177-1,0,217701|217702|217703|217704|217705|217706
20354,200,2-Team Challenge,177-2,0,217707|217708|217709|217710|217711|217712
20355,200,2-Team Challenge,178-1,0,217801|217802|217803|217804|217805|217806
20356,200,2-Team Challenge,178-2,0,217807|217808|217809|217810|217811|217812
20357,200,2-Team Challenge,179-1,0,217901|217902|217903|217904|217905|217906
20358,200,2-Team Challenge,179-2,0,217907|217908|217909|217910|217911|217912
20359,200,2-Team Challenge,180-1,1,218001
20360,200,2-Team Challenge,180-2,1,218002
20361,200,2-Team Challenge,181-1,0,218101|218102|218103|218104|218105|218106
20362,200,2-Team Challenge,181-2,0,218107|218108|218109|218110|218111|218112
20363,200,2-Team Challenge,182-1,0,218201|218202|218203|218204|218205|218206
20364,200,2-Team Challenge,182-2,0,218207|218208|218209|218210|218211|218212
20365,200,2-Team Challenge,183-1,0,218301|218302|218303|218304|218305|218306
20366,200,2-Team Challenge,183-2,0,218307|218308|218309|218310|218311|218312
20367,200,2-Team Challenge,184-1,0,218401|218402|218403|218404|218405|218406
20368,200,2-Team Challenge,184-2,0,218407|218408|218409|218410|218411|218412
20369,200,2-Team Challenge,185-1,1,218501
20370,200,2-Team Challenge,185-2,1,218502
20371,200,2-Team Challenge,186-1,0,218601|218602|218603|218604|218605|218606
20372,200,2-Team Challenge,186-2,0,218607|218608|218609|218610|218611|218612
20373,200,2-Team Challenge,187-1,0,218701|218702|218703|218704|218705|218706
20374,200,2-Team Challenge,187-2,0,218707|218708|218709|218710|218711|218712
20375,200,2-Team Challenge,188-1,0,218801|218802|218803|218804|218805|218806
20376,200,2-Team Challenge,188-2,0,218807|218808|218809|218810|218811|218812
20377,200,2-Team Challenge,189-1,0,218901|218902|218903|218904|218905|218906
20378,200,2-Team Challenge,189-2,0,218907|218908|218909|218910|218911|218912
20379,200,2-Team Challenge,190-1,1,219001
20380,200,2-Team Challenge,190-2,1,219002
20381,200,2-Team Challenge,191-1,0,219101|219102|219103|219104|219105|219106
20382,200,2-Team Challenge,191-2,0,219107|219108|219109|219110|219111|219112
20383,200,2-Team Challenge,192-1,0,219201|219202|219203|219204|219205|219206
20384,200,2-Team Challenge,192-2,0,219207|219208|219209|219210|219211|219212
20385,200,2-Team Challenge,193-1,0,219301|219302|219303|219304|219305|219306
20386,200,2-Team Challenge,193-2,0,219307|219308|219309|219310|219311|219312
20387,200,2-Team Challenge,194-1,0,219401|219402|219403|219404|219405|219406
20388,200,2-Team Challenge,194-2,0,219407|219408|219409|219410|219411|219412
20389,200,2-Team Challenge,195-1,1,219501
20390,200,2-Team Challenge,195-2,1,219502
20391,200,2-Team Challenge,196-1,0,219601|219602|219603|219604|219605|219606
20392,200,2-Team Challenge,196-2,0,219607|219608|219609|219610|219611|219612
20393,200,2-Team Challenge,197-1,0,219701|219702|219703|219704|219705|219706
20394,200,2-Team Challenge,197-2,0,219707|219708|219709|219710|219711|219712
20395,200,2-Team Challenge,198-1,0,219801|219802|219803|219804|219805|219806
20396,200,2-Team Challenge,198-2,0,219807|219808|219809|219810|219811|219812
20397,200,2-Team Challenge,199-1,0,219901|219902|219903|219904|219905|219906
20398,200,2-Team Challenge,199-2,0,219907|219908|219909|219910|219911|219912
20399,200,2-Team Challenge,200-1,1,220001
20400,200,2-Team Challenge,200-2,1,220002
30001,200,3-Team Challenge,1-1,0,300101|300102|300103|300104|300105|300106
30002,200,3-Team Challenge,1-2,0,300107|300108|300109|300110|300111|300112
30003,200,3-Team Challenge,1-3,0,300113|300114|300115|300116|300117|300118
30004,200,3-Team Challenge,2-1,0,300201|300202|300203|300204|300205|300206
30005,200,3-Team Challenge,2-2,0,300207|300208|300209|300210|300211|300212
30006,200,3-Team Challenge,2-3,0,300213|300214|300215|300216|300217|300218
30007,200,3-Team Challenge,3-1,0,300301|300302|300303|300304|300305|300306
30008,200,3-Team Challenge,3-2,0,300307|300308|300309|300310|300311|300312
30009,200,3-Team Challenge,3-3,0,300313|300314|300315|300316|300317|300318
30010,200,3-Team Challenge,4-1,0,300401|300402|300403|300404|300405|300406
30011,200,3-Team Challenge,4-2,0,300407|300408|300409|300410|300411|300412
30012,200,3-Team Challenge,4-3,0,300413|300414|300415|300416|300417|300418
30013,200,3-Team Challenge,5-1,1,300501
30014,200,3-Team Challenge,5-2,1,300502
30015,200,3-Team Challenge,5-3,1,300503
30016,200,3-Team Challenge,6-1,0,300601|300602|300603|300604|300605|300606
30017,200,3-Team Challenge,6-2,0,300607|300608|300609|300610|300611|300612
30018,200,3-Team Challenge,6-3,0,300613|300614|300615|300616|300617|300618
30019,200,3-Team Challenge,7-1,0,300701|300702|300703|300704|300705|300706
30020,200,3-Team Challenge,7-2,0,300707|300708|300709|300710|300711|300712
30021,200,3-Team Challenge,7-3,0,300713|300714|300715|300716|300717|300718
30022,200,3-Team Challenge,8-1,0,300801|300802|300803|300804|300805|300806
30023,200,3-Team Challenge,8-2,0,300807|300808|300809|300810|300811|300812
30024,200,3-Team Challenge,8-3,0,300813|300814|300815|300816|300817|300818
30025,200,3-Team Challenge,9-1,0,300901|300902|300903|300904|300905|300906
30026,200,3-Team Challenge,9-2,0,300907|300908|300909|300910|300911|300912
30027,200,3-Team Challenge,9-3,0,300913|300914|300915|300916|300917|300918
30028,200,3-Team Challenge,10-1,1,301001
30029,200,3-Team Challenge,10-2,1,301002
30030,200,3-Team Challenge,10-3,1,301003
30031,200,3-Team Challenge,11-1,0,301101|301102|301103|301104|301105|301106
30032,200,3-Team Challenge,11-2,0,301107|301108|301109|301110|301111|301112
30033,200,3-Team Challenge,11-3,0,301113|301114|301115|301116|301117|301118
30034,200,3-Team Challenge,12-1,0,301201|301202|301203|301204|301205|301206
30035,200,3-Team Challenge,12-2,0,301207|301208|301209|301210|301211|301212
30036,200,3-Team Challenge,12-3,0,301213|301214|301215|301216|301217|301218
30037,200,3-Team Challenge,13-1,0,301301|301302|301303|301304|301305|301306
30038,200,3-Team Challenge,13-2,0,301307|301308|301309|301310|301311|301312
30039,200,3-Team Challenge,13-3,0,301313|301314|301315|301316|301317|301318
30040,200,3-Team Challenge,14-1,0,301401|301402|301403|301404|301405|301406
30041,200,3-Team Challenge,14-2,0,301407|301408|301409|301410|301411|301412
30042,200,3-Team Challenge,14-3,0,301413|301414|301415|301416|301417|301418
30043,200,3-Team Challenge,15-1,1,301501
30044,200,3-Team Challenge,15-2,1,301502
30045,200,3-Team Challenge,15-3,1,301503
30046,200,3-Team Challenge,16-1,0,301601|301602|301603|301604|301605|301606
30047,200,3-Team Challenge,16-2,0,301607|301608|301609|301610|301611|301612
30048,200,3-Team Challenge,16-3,0,301613|301614|301615|301616|301617|301618
30049,200,3-Team Challenge,17-1,0,301701|301702|301703|301704|301705|301706
30050,200,3-Team Challenge,17-2,0,301707|301708|301709|301710|301711|301712
30051,200,3-Team Challenge,17-3,0,301713|301714|301715|301716|301717|301718
30052,200,3-Team Challenge,18-1,0,301801|301802|301803|301804|301805|301806
30053,200,3-Team Challenge,18-2,0,301807|301808|301809|301810|301811|301812
30054,200,3-Team Challenge,18-3,0,301813|301814|301815|301816|301817|301818
30055,200,3-Team Challenge,19-1,0,301901|301902|301903|301904|301905|301906
30056,200,3-Team Challenge,19-2,0,301907|301908|301909|301910|301911|301912
30057,200,3-Team Challenge,19-3,0,301913|301914|301915|301916|301917|301918
30058,200,3-Team Challenge,20-1,1,302001
30059,200,3-Team Challenge,20-2,1,302002
30060,200,3-Team Challenge,20-3,1,302003
30061,200,3-Team Challenge,21-1,0,302101|302102|302103|302104|302105|302106
30062,200,3-Team Challenge,21-2,0,302107|302108|302109|302110|302111|302112
30063,200,3-Team Challenge,21-3,0,302113|302114|302115|302116|302117|302118
30064,200,3-Team Challenge,22-1,0,302201|302202|302203|302204|302205|302206
30065,200,3-Team Challenge,22-2,0,302207|302208|302209|302210|302211|302212
30066,200,3-Team Challenge,22-3,0,302213|302214|302215|302216|302217|302218
30067,200,3-Team Challenge,23-1,0,302301|302302|302303|302304|302305|302306
30068,200,3-Team Challenge,23-2,0,302307|302308|302309|302310|302311|302312
30069,200,3-Team Challenge,23-3,0,302313|302314|302315|302316|302317|302318
30070,200,3-Team Challenge,24-1,0,302401|302402|302403|302404|302405|302406
30071,200,3-Team Challenge,24-2,0,302407|302408|302409|302410|302411|302412
30072,200,3-Team Challenge,24-3,0,302413|302414|302415|302416|302417|302418
30073,200,3-Team Challenge,25-1,1,302501
30074,200,3-Team Challenge,25-2,1,302502
30075,200,3-Team Challenge,25-3,1,302503
30076,200,3-Team Challenge,26-1,0,302601|302602|302603|302604|302605|302606
30077,200,3-Team Challenge,26-2,0,302607|302608|302609|302610|302611|302612
30078,200,3-Team Challenge,26-3,0,302613|302614|302615|302616|302617|302618
30079,200,3-Team Challenge,27-1,0,302701|302702|302703|302704|302705|302706
30080,200,3-Team Challenge,27-2,0,302707|302708|302709|302710|302711|302712
30081,200,3-Team Challenge,27-3,0,302713|302714|302715|302716|302717|302718
30082,200,3-Team Challenge,28-1,0,302801|302802|302803|302804|302805|302806
30083,200,3-Team Challenge,28-2,0,302807|302808|302809|302810|302811|302812
30084,200,3-Team Challenge,28-3,0,302813|302814|302815|302816|302817|302818
30085,200,3-Team Challenge,29-1,0,302901|302902|302903|302904|302905|302906
30086,200,3-Team Challenge,29-2,0,302907|302908|302909|302910|302911|302912
30087,200,3-Team Challenge,29-3,0,302913|302914|302915|302916|302917|302918
30088,200,3-Team Challenge,30-1,1,303001
30089,200,3-Team Challenge,30-2,1,303002
30090,200,3-Team Challenge,30-3,1,303003
30091,200,3-Team Challenge,31-1,0,303101|303102|303103|303104|303105|303106
30092,200,3-Team Challenge,31-2,0,303107|303108|303109|303110|303111|303112
30093,200,3-Team Challenge,31-3,0,303113|303114|303115|303116|303117|303118
30094,200,3-Team Challenge,32-1,0,303201|303202|303203|303204|303205|303206
30095,200,3-Team Challenge,32-2,0,303207|303208|303209|303210|303211|303212
30096,200,3-Team Challenge,32-3,0,303213|303214|303215|303216|303217|303218
