index,eid,damage_type,content
266,100111104,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
267,100111204,4,"Because of {SKILL_NAME}, {TARGET_NAME}'s ATK is decreased by 20%, lasts 2 rounds."
268,100111304,4,"Because of {SKILL_NAME}, {TARGET_NAME} is [Stunned] and is unable to perform actions for 1 round"
269,100111105,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
270,100111205,4,"Because of {SKILL_NAME}, {TARGET_NAME}'s ATK is decreased by 30%, lasts 2 rounds."
271,100111305,4,"Because of {SKILL_NAME}, {TARGET_NAME} is [Stunned] and is unable to perform actions for 1 round"
272,100111106,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
273,100111206,4,"Because of {SKILL_NAME}, {TARGET_NAME}'s ATK is decreased by 40%, lasts 2 rounds."
274,100111306,4,"Because of {SKILL_NAME}, {TARGET_NAME} is [Stunned] and is unable to perform actions for 1 round"
275,100111107,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
276,100111207,4,"Because of {SKILL_NAME}, {TARGET_NAME}'s ATK is decreased by 50%, lasts 2 rounds."
277,100111307,4,"Because of {SKILL_NAME}, {TARGET_NAME} is [Stunned] and is unable to perform actions for 1 round"
278,100111108,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
279,100111208,4,"Because of {SKILL_NAME}, the ATK, DEF, P.RES and M.RES of {TARGET_NAME} are decreased by 50% for 2 rounds."
280,100111308,4,"Because of {SKILL_NAME}, {TARGET_NAME} is [Stunned] and is unable to perform actions for 1 round"
281,100112101,4,"Because of {SKILL_NAME}, {TARGET_NAME}'s DMG is increased by 20%, lasts 3 rounds."
282,100112102,4,"Because of {SKILL_NAME}, {TARGET_NAME}'s DMG and DEF are increased by 25%, lasts 3 rounds."
283,100112103,4,"Because of {SKILL_NAME}, {TARGET_NAME}'s DMG and DEF are increased by 30%, lasts 3 rounds."
284,100112104,3,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
285,100112204,4,"Because of {SKILL_NAME}, {TARGET_NAME}'s DMG and DEF are increased by 35%, lasts 3 rounds."
286,100112105,3,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
287,100112205,4,"Because of {SKILL_NAME}, {TARGET_NAME}'s DMG and DEF are increased by 40%, lasts 3 rounds."
288,100112106,3,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
289,100112206,4,"Because of {SKILL_NAME}, {TARGET_NAME}'s DMG and DEF are increased by 50%, and CRIT is increased by 30%,lasts 3 rounds."
290,100112107,3,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
291,100112207,4,"Because of {SKILL_NAME}, {TARGET_NAME}'s DMG and DEF are increased by 60%, and CRIT is increased by 30%,lasts 3 rounds."
292,100112108,3,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
293,100112208,4,"Because of {SKILL_NAME}, the ATK, DEF and CRIT of {TARGET_NAME} are increased by 60% for 3 rounds."
294,115101201,6,"Because of {SKILL_NAME}, all positive buffs on {TARGET_NAME} have been dispelled"
295,115101101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
296,115102201,5,"Because of {SKILL_NAME}, {TARGET_NAME} is [Pierced] , P.RES, M.RES and DEF are decreased by 50%,  lasts 3 rounds"
297,115102101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
298,115201101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
299,115201301,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
300,115201501,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
301,115202101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
302,115202201,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
303,115202301,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
304,115202401,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
305,115202501,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
306,115202601,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
307,1152021301,6,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME},caused [Bleed] effect last 1 round"
308,115301101,5,"{MASTER_NAME} used {SKILL_NAME} on {all allies}, with a probability of blessing allies +50 speed."
309,115301301,5,"{MASTER_NAME} used {SKILL_NAME} on {all allies}, with a probability of blessing allies +50% CRIT ."
310,115301501,5,"{MASTER_NAME} used {SKILL_NAME} on {all allies}, with a probability of blessing allies +50% crit DMG."
311,115301701,5,"{MASTER_NAME} used {SKILL_NAME} on {all allies}, with a probability of blessing allies +20% RES."
312,115301901,5,"{MASTER_NAME} used {SKILL_NAME} on {all allies}, with a probability of blessing allies +20% damage reduction."
313,115302101,6,"{MASTER_NAME} used {SKILL_NAME} on {all enemies}, with a probability of giving the enemy’s [Pierce] confusion."
314,115302301,6,"{MASTER_NAME} used {SKILL_NAME} against {all enemies}, with a probability of giving the enemy [Poisoned] confused."
315,115302501,6,"{MASTER_NAME} used {SKILL_NAME} on {all enemies}, with a probability of giving the enemy [Ignite] confused."
316,115302701,6,"{MASTER_NAME} used {SKILL_NAME} on {all enemies}, with a probability of giving the enemy [Leech] confused."
317,115302901,6,"{MASTER_NAME} used {SKILL_NAME} on {all enemies}, with a probability of giving the enemy [weaken] confused."
318,115401101,5,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage, and has a 50% chance to [Freeze] enemies."
319,115401301,3,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and ememies in [Freeze], causing {DAMAGE} real damage."
320,115402101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, P.RES increased by 100%, DMG Reflection increased by 30%, and have 50% chance to [Freeze] the attackers for 2 rounds when receiving a normal attack from attackers."
321,115501101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
322,115501201,6,"Because of {SKILL_NAME}. {TARGET_NAME} is [Ignite], losing 6% of life per round for 4 rounds."
323,115502101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
324,115502201,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
325,115502301,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
326,115502401,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
327,115502501,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
328,115502601,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
329,115601101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
330,115601201,5,"Because of {SKILL_NAME}. {TARGET_NAME} is [Pierce] and DEF is decreased by 60%, lasts 2 rounds"
331,115601301,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
332,115602101,5,"Because of {SKILL_NAME}. {TARGET_NAME} entered a [Frenzied] state, increasing its attack power by 300%, ignoring any abnormal effects, the normal attack must be a critical strike for 2 rounds."
333,115801101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
334,115801201,6,"Due to the effect of {SKILL_NAME}, {TARGET_NAME} was [Sunder Armor] and her DEF was reduced by 50% for 2 rounds."
335,115801301,5,"Due to the effect of {SKILL_NAME}, {TARGET_NAME} increases her ATK by 25% for 2 rounds."
336,115802101,5,"Due to the effect of {SKILL_NAME}, a random debuff on {TARGET_NAME} was dispelled."
337,115802201,4,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
338,115802301,5,"Due to the effect of {SKILL_NAME}, {TARGET_NAME} increases her DEF, M.RES and P.RES by 30% for 3 rounds."
339,123801101,5,"Because of {SKILL_NAME}, all debuffs on {TARGET_NAME} have been dispelled."
340,123801201,5,"Due to the effect of {SKILL_NAME}, {TARGET_NAME} enters the [Excite] state, increase DEF by 100% of Hera’s DEF and increase ATK by 70% of Hera’s ATK, increase P.RES and M.RES by 30% for 3 rounds."
341,123802101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
342,123802201,5,"Because of {SKILL_NAME}, all debuffs on {TARGET_NAME} have been dispelled."
343,123802301,4,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
344,115901101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
345,115901301,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
346,115901501,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
347,115901701,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
348,115901901,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
349,1159011101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
350,115902101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
351,115701101,4,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
352,115701201,5,"Because of {SKILL_NAME}, all debuffs on {TARGET_NAME} have been dispelled."
353,115702101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
354,115702201,6,"Because of {SKILL_NAME}, {TARGET_NAME}【Bleed】,And unable to recover HP in 2 rounds."
355,124601101,4,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
356,124601201,5,"Because of {SKILL_NAME}, {TARGET_NAME}'s damage reduction is increased by 30% and Debuff RES is increased by 40%"
357,124601301,5,"Because of {SKILL_NAME}, {TARGET_NAME} obtain a shield with Cupid's 50% Max ATK for 1 round"
358,124602101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
359,124602201,6,"Because of {SKILL_NAME}, {TARGET_NAME} is [Weakened] and ATK is decreased by 60% for 2 rounds"
360,124602301,5,"Because of {SKILL_NAME}, {TARGET_NAME} obtain Cupid's blessing, ATK+25%"
361,124901101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
362,124901201,6,"Because of {SKILL_NAME}, {TARGET_NAME} [Reducing Debuff RES], Debuff RES -20%, lasts 2 rounds."
363,124901301,6,"Because of {SKILL_NAME}, all targets whose Max HP is lower than Chaos will be [Stun] for 1 round"
364,124902101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
365,124902201,3,"Because of {SKILL_NAME}, deals an extra {DAMAGE} True DMG to {TARGET_NAME}"
366,123601101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
367,123601201,3,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing extra {DAMAGE} True Damage."
368,123601301,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
369,123601401,3,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing extra {DAMAGE} True Damage."
370,123601501,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
371,123601601,3,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing extra {DAMAGE} True Damage."
372,123601701,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
373,123601801,3,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing extra {DAMAGE} True Damage."
374,123601901,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
375,1236011001,3,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing extra {DAMAGE} True Damage."
376,1236011101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
377,1236011201,3,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing extra {DAMAGE} True Damage."
378,1236011301,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
379,1236011401,3,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing extra {DAMAGE} True Damage."
380,1236011501,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
381,1236011601,3,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing extra {DAMAGE} True Damage."
382,123602101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
383,123602201,5,"Because of {SKILL_NAME}, {TARGET_NAME} is [Ignite], losing 6% of current HP in each round, lasting for 2 rounds."
384,123602211,3,"Because of {SKILL_NAME}, target already in [Ignited] state will be [Stun] for 1 round"
385,125201101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
386,125201301,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
387,125201501,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
388,125202201,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
389,125202301,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
390,125202401,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
391,125202501,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
392,125202601,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
393,125202701,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, caused {DAMAGE} DMG"
394,125202101,6,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME},caused [Bleed] effect last 1 round"
395,116001101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
396,116002101,4,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
397,116002201,5,"Because of {SKILL_NAME}, {TARGET_NAME} obtain a shield of 50% of Max ATK for 1 round"
398,116002301,4,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
399,116002401,5,"Because of {SKILL_NAME}, {TARGET_NAME} obtain a shield of 50% of Max ATK for 1 round"
400,116002501,4,{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME} and heal {DAMAGE} HP.
401,116002601,5,"Because of {SKILL_NAME}, {TARGET_NAME} obtain a shield of 50% of Max ATK for 1 round"
402,116101101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
403,116101201,6,"Because of {SKILL_NAME}, {TARGET_NAME} enters [Pierce] state, decreasing DEF, P.RES and M.RES by 60% for 3 rounds."
404,116101301,5,"Because of {SKILL_NAME}, {TARGET_NAME} obtain a shield of 50% of Max ATK for 1 round"
405,116102101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
406,116102201,6,"Because of {SKILL_NAME}, all positive buffs on {TARGET_NAME} have been dispelled"
407,124801101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
408,124801201,5,"Because of {SKILL_NAME}, {TARGET_NAME} increase ATK by 50% and Crit DMG by 50%"
409,124801301,6,"Because of {SKILL_NAME}, {TARGET_NAME} is [Ignited] and loses {0}% HP in each round, lasts 2 rounds"
410,124802101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
411,124802301,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
412,116201101,5,"Because of {SKILL_NAME}, {TARGET_NAME} obtain a non-dispellable shield of Sim Cheong's 50% current HP for 1 round."
413,116201201,6,"Because of {SKILL_NAME}, {TARGET_NAME} enter [weaken] state, which decrease ATK by Sim Cheong's 50% ATK for 1 rounds."
414,116202101,5,"Because of {SKILL_NAME}, {TARGET_NAME} increases ATK by 20%, Crit DMG by 15% and DEF by 10%,"
415,126201101,5,"Because of {SKILL_NAME}, {TARGET_NAME} obtain a non-dispellable shield of Sim Cheong's 60% current HP for 2 round."
416,126201301,6,"Because of {SKILL_NAME}, {TARGET_NAME} enter [weaken] state, which decrease ATK by Sim Cheong's 60% ATK for 1 rounds."
417,126202101,5,"Because of {SKILL_NAME}, {TARGET_NAME} increases ATK by 25%, Crit DMG by 20% and DEF by 15%,"
418,125401101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
419,125401301,3,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
420,125401401,6,"Because of {SKILL_NAME}, {TARGET_NAME} is affected by [Frostbite], speed -100, every round lose 5% of self max HP, lasts for 3 rounds"
421,125402101,5,"Because of {SKILL_NAME}, {TARGET_NAME} increases P.RES by 100% and the damage rebound by 40% and it has 55% chance to freeze the attacker for 2 rounds when receive basic attack."
422,125402201,5,"Because of {SKILL_NAME}, {TARGET_NAME} enter [hibernation] state which reduces DMG taken by 90% and heals 20% of max HP every round, lasts for 2 rounds."
423,100000101,6,"Apply [poison] until the battle ends, lose 5% of max HP every round. [Poison] can stack, up to 5 times."
424,100000102,6,"Apply [poison] until the battle ends, lose 5% of max HP every round. [Poison] can stack, up to 5 times. (can not be dispelled）"
425,100000103,6,"Apply [poison] until the battle ends, lose 10% of max HP every round. [Poison] can stack, up to 5 times."
426,100000104,6,"Apply [poison] until the battle ends, lose 10% of max HP every round. [Poison] can stack and undispellable, up to 5 times."
427,100000105,5,"[Blessing] to self, which increase ATK by 40% and DEF by 40%, lasts for 3 rounds. [Blessing] can lasts until the battle ends and can stack, up to 5 times."
428,100000106,5,"[Blessing] to self, which increase ATK by 40% and DEF by 40%, lasts for 3 rounds. [Blessing] can lasts until the battle ends and can stack, up to 5 times. (can not be dispelled）"
429,125501101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
430,125502801,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
431,125502901,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
432,1255021001,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
433,1255021101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
434,1255021201,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
435,1255021301,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
436,125601101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
437,125601201,5,"Because of {SKILL_NAME}. {TARGET_NAME} is [Pierce] and DEF is decreased by 60%, lasts 2 rounds"
438,125601301,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
439,125602101,5,"Because of {SKILL_NAME}, {TARGET_NAME} enters [Frenzy] state, increasing ATK by 350%, ignoring all abnormal effects and guaranteed to crit when releasing basic attack, lasts for 2 rounds."
440,125602301,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
441,125001101,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
442,125002301,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
443,125901101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
444,125901301,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
445,125901501,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
446,125901701,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
447,125901901,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
448,1259011101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
449,125902101,2,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
450,116601201,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
451,116602501,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
452,116602601,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
453,116602701,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
454,126601201,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
455,126602601,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
456,126602701,3,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
457,126602801,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
458,126602901,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
459,1266021001,1,"{MASTER_NAME} used {SKILL_NAME} on {TARGET_NAME}, causing {DAMAGE} damage."
460,116701101,5,"Due to the effect of {SKILL_NAME}, {TARGET_NAME}'s attributes were increased by 10% of Asura's attributs."
461,116701201,6,"Due to the effect of {SKILL_NAME}, {TARGET_NAME}'s attributes were decreased by 10% of Asura's attributs"
462,126701101,5,"Due to the effect of {SKILL_NAME}, {TARGET_NAME}'s attributes were increased by 12% of Asura's attributs."
463,126701201,6,"Due to the effect of {SKILL_NAME}, {TARGET_NAME}'s attributes were decreased by 12% of Asura's attributs"
464,125301101,5,"{MASTER_NAME} used {SKILL_NAME} on {all allies}, with a probability of blessing allies +50 speed."
465,125301401,5,"{MASTER_NAME} used {SKILL_NAME} on {all allies}, with a probability of blessing allies +50% CRIT ."
466,125301701,5,"{MASTER_NAME} used {SKILL_NAME} on {all allies}, with a probability of blessing allies +50% crit DMG."
467,1253011001,5,"{MASTER_NAME} used {SKILL_NAME} on {all allies}, with a probability of blessing allies +20% RES."
468,1253011301,5,"{MASTER_NAME} used {SKILL_NAME} on {all allies}, with a probability of blessing allies +20% damage reduction."
469,115302101,6,"{MASTER_NAME} used {SKILL_NAME} on {all enemies}, with a probability of giving the enemy’s [Pierce] confusion."
470,115302301,6,"{MASTER_NAME} used {SKILL_NAME} against {all enemies}, with a probability of giving the enemy [Poisoned] confused."
471,115302501,6,"{MASTER_NAME} used {SKILL_NAME} on {all enemies}, with a probability of giving the enemy [Ignite] confused."
472,115302701,6,"{MASTER_NAME} used {SKILL_NAME} on {all enemies}, with a probability of giving the enemy [Leech] confused."
473,115302901,6,"{MASTER_NAME} used {SKILL_NAME} on {all enemies}, with a probability of giving the enemy [weaken] confused."
