id,name,if_use_ur_plus_skill,npc_level,hero_level,reward,refresh_index,fight_value
216,Abyss Sentinel,0,160,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,257695392
217,Abyss Warrior,0,160,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,258248064
218,Abyss Captain,0,160,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,258801552
219,Abyss Vanguard,0,160,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,259354512
220,Abyss Elite,0,160,320,5:3000139:50|1:23:10|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,284025804
221,Abyss General,0,160,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,260460684
222,Abyss Warlord Escort,0,160,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,261013440
223,Abyss Warlord,0,160,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,261566376
224,Abyss Commander Escort,0,160,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,262119048
225,Abyss Commander,0,160,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,262672656
226,The Lost,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,266272212
227,The Fallen,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,266831340
228,The Sink,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,267391200
229,The Drowned,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,267950328
230,The Fearful,0,165,320,5:3000139:50|1:23:10|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,293580312
231,The Survivalist,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,269068908
232,The Challenger,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,269628924
233,The Seeker,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,270188088
234,The Arrogant,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,270747156
235,The Jealous,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,271306992
236,The Furious,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,271866300
237,The Lazy,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,272425548
238,The Greedy,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,272984616
239,The Gluttonous,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,273544632
240,The lustful,0,165,320,5:3000139:50|1:23:10|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,299696688
241,Abyss Sentinel,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,274663128
242,Abyss Warrior,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,275222952
243,Abyss Captain,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,275782080
244,Abyss Vanguard,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,276341184
245,Abyss Elite,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,276900408
246,Abyss General,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,277460244
247,Abyss Warlord Escort,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,278019576
248,Abyss Warlord,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,278578824
249,Abyss Commander Escort,0,165,320,5:3000139:50|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,279138660
250,Abyss Commander,0,165,320,5:3000139:50|5:3000140:5|1:23:10|1:24:1,1|2|3|3|6|7|8|8|12|12|13|17|18|22|23|27|28,331928304
251,The Lost,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,310495752
252,The Fallen,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,314580792
253,The Sink,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,318666540
254,The Drowned,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,322751616
255,The Fearful,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,326837436
256,The Survivalist,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,330922680
257,The Challenger,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,335008488
258,The Seeker,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,339093384
259,The Arrogant,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,343179324
260,The Jealous,0,170,340,5:3000139:50|1:23:10|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,380427312
261,The Furious,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,351350112
262,The Lazy,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,355435332
263,The Greedy,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,359521212
264,The Gluttonous,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,363606252
265,The lustful,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,367692072
266,Abyss Sentinel,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,371777040
267,Abyss Warrior,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,375862896
268,Abyss Captain,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,379948056
269,Abyss Vanguard,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,384034044
270,Abyss Elite,0,170,340,5:3000139:50|1:23:10|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,425183604
271,Abyss General,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,392204928
272,Abyss Warlord Escort,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,396290004
273,Abyss Warlord,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,400375764
274,Abyss Commander Escort,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,404460888
275,Abyss Commander,0,170,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,408546888
276,The Lost,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,417383244
277,The Fallen,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,421516128
278,The Sink,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,425648064
279,The Drowned,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,429781116
280,The Fearful,0,175,340,5:3000139:50|1:23:10|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,475584960
281,The Survivalist,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,438046164
282,The Challenger,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,442178184
283,The Seeker,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,446311080
284,The Arrogant,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,450443172
285,The Jealous,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,454576020
286,The Furious,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,458708256
287,The Lazy,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,462841116
288,The Greedy,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,466973232
289,The Gluttonous,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,471106080
290,The lustful,0,175,340,5:3000139:50|1:23:10|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,520878576
291,Abyss Sentinel,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,479371008
292,Abyss Warrior,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,483503256
293,Abyss Captain,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,487636140
294,Abyss Vanguard,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,491768136
295,Abyss Elite,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,495901092
296,Abyss General,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,500033148
297,Abyss Warlord Escort,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,504166008
298,Abyss Warlord,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,508298208
299,Abyss Commander Escort,0,175,340,5:3000139:50|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,512431056
300,Abyss Commander,0,175,340,5:3000139:50|5:3000140:5|1:23:10|1:24:1,2|3|3|4|7|8|8|9|12|13|13|17|18|22|23|27|28,618660024
301,The Lost,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,631649316
302,The Fallen,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,639961104
303,The Sink,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,648271704
304,The Drowned,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,656583324
305,The Fearful,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,664894056
306,The Survivalist,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,673205604
307,The Challenger,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,681517104
308,The Seeker,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,689828028
309,The Arrogant,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,698139492
310,The Jealous,0,180,360,5:3000139:50|1:23:10|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,773599608
311,The Furious,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,714761808
312,The Lazy,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,723072480
313,The Greedy,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,731383980
314,The Gluttonous,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,739694880
315,The lustful,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,748006380
316,Abyss Sentinel,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,756316944
317,Abyss Warrior,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,764628684
318,Abyss Captain,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,772940388
319,Abyss Vanguard,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,781250880
320,Abyss Elite,0,180,360,5:3000139:50|1:23:10|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,864611904
321,Abyss General,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,797873340
322,Abyss Warlord Escort,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,806184888
323,Abyss Warlord,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,814495548
324,Abyss Commander Escort,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,822807168
325,Abyss Commander,0,180,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,831117732
326,The Lost,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,848694420
327,The Fallen,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,857096880
328,The Sink,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,865500156
329,The Drowned,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,873903396
330,The Fearful,0,185,360,5:3000139:50|1:23:10|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,966631356
331,The Survivalist,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,890709252
332,The Challenger,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,899111664
333,The Seeker,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,907515036
334,The Arrogant,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,915917412
335,The Jealous,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,924320676
336,The Furious,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,932723304
337,The Lazy,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,941126412
338,The Greedy,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,949528836
339,The Gluttonous,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,957932400
340,The lustful,0,185,360,5:3000139:50|1:23:10|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,1058692020
341,Abyss Sentinel,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,974737920
342,Abyss Warrior,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,983141412
343,Abyss Captain,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,991543788
344,Abyss Vanguard,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,999947052
345,Abyss Elite,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,1008349560
346,Abyss General,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,1016752920
347,Abyss Warlord Escort,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,1025155224
348,Abyss Warlord,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,1033558776
349,Abyss Commander Escort,0,185,360,5:3000139:50|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,1041961068
350,Abyss Commander,0,185,360,5:3000139:50|5:3000140:5|1:23:10|1:24:1,2|3|4|4|7|8|9|9|13|13|14|18|19|23|24|28|29,1251139092
351,The Lost,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1025146068
352,The Fallen,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1027419576
353,The Sink,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1029692784
354,The Drowned,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1031966076
355,The Fearful,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1034239152
356,The Survivalist,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1036512660
357,The Challenger,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1038784584
358,The Seeker,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1041058020
359,The Arrogant,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1043331096
360,The Jealous,0,190,380,5:3000139:50|1:23:10|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1145627856
361,The Furious,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1047877464
362,The Lazy,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1050150036
363,The Greedy,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1052422980
364,The Gluttonous,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1054696416
365,The lustful,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1056969720
366,Abyss Sentinel,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1059242700
367,Abyss Warrior,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1061516004
368,Abyss Captain,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1063788348
369,Abyss Vanguard,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1066061568
370,Abyss Elite,0,190,380,5:3000139:50|1:23:10|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1170532824
371,Abyss General,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1070608020
372,Abyss Warlord Escort,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1072881228
373,Abyss Warlord,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1075153584
374,Abyss Commander Escort,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1077426660
375,Abyss Commander,0,190,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1079699964
376,The Lost,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1093619304
377,The Fallen,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1095916860
378,The Sink,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1098214524
379,The Drowned,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1100511648
380,The Fearful,0,195,380,5:3000139:50|1:23:10|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1208859168
381,The Survivalist,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1105106976
382,The Challenger,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1107404520
383,The Seeker,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1109702208
384,The Arrogant,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1111998804
385,The Jealous,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1114296780
386,The Furious,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1116594240
387,The Lazy,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1118892300
388,The Greedy,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1121189640
389,The Gluttonous,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1123487532
390,The lustful,0,195,380,5:3000139:50|1:23:10|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1234043580
391,Abyss Sentinel,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1128081900
392,Abyss Warrior,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1130379444
393,Abyss Captain,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1132677336
394,Abyss Vanguard,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1134974664
395,Abyss Elite,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1137271704
396,Abyss General,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1139569320
397,Abyss Warlord Escort,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1141867092
398,Abyss Warlord,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1144164852
399,Abyss Commander Escort,0,195,380,5:3000139:50|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1146462528
400,Abyss Commander,0,195,400,5:3000139:50|5:3000140:5|1:23:10|1:24:1,3|3|4|4|8|8|9|9|13|14|14|18|19|23|24|28|29,1369698120
401,The Lost,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1503092808
402,The Fallen,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1513047168
403,The Sink,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1523001564
404,The Drowned,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1532954940
405,The Fearful,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1542909156
406,The Survivalist,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1552863696
407,The Challenger,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1562818188
408,The Seeker,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1572772644
409,The Arrogant,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1582727040
410,The Jealous,0,200,400,5:3000139:50|1:23:10|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1851990348
411,The Furious,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1602635640
412,The Lazy,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1612589772
413,The Greedy,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1622543256
414,The Gluttonous,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1632497472
415,The lustful,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1642452168
416,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1652406504
417,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1662360816
418,Abyss Captain,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1672315512
419,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,3|4|4|5|8|9|9|10|14|14|15|19|20|24|25|29|30,1682269848
