id,team,super_awake_arr,show_hero
125,2037:0:4|2046:0:4|2050:0:2|2026:0:4|2054:0:2|2035:0:3|2040:0:4|2028:0:4|1001:0:25|2041:0:4|2013:0:4|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
126,2040:0:4|2047:0:3|2052:0:2|2026:0:4|2019:0:4|2016:0:4|2031:0:4|2028:0:4|2025:0:2|1001:0:24|2014:0:4|2041:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
127,2041:0:4|2058:0:2|2046:0:4|2040:0:4|2011:0:4|2037:0:4|2014:0:4|2026:0:4|2028:0:4|2025:0:2|2032:0:2|1001:0:29,0|0|0|0|0|0|0|0|0|0|0|0,1
128,2011:0:4|2031:0:2|2041:0:4|2046:0:4|1001:0:24|2040:0:4|2028:0:4|2014:0:4|2013:0:2|2038:0:4|2035:0:3|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
129,2040:0:4|2046:0:4|2002:0:4|2013:0:2|2019:0:4|2011:0:4|2014:0:4|1001:0:25|2038:0:4|2028:0:4|2015:0:4|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
130,1001:0:23|2039:0:2|2025:0:2|2035:0:2|2026:0:4|2028:0:4|2038:0:4|2040:0:4|2041:0:4|2046:0:4|2003:0:4|2014:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
131,1001:0:25|2046:0:4|2054:0:2|2012:0:2|2025:0:2|2040:0:4|2028:0:4|2037:0:2|2050:0:2|2038:0:4|2039:0:2|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
132,2038:0:4|2047:0:2|2032:0:5|2054:0:3|2039:0:3|2016:0:3|1001:0:31|2046:0:4|2037:0:4|2028:0:4|2031:0:4|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
133,2046:0:4|2025:0:2|1001:0:29|2050:0:2|2013:0:2|2058:0:2|2032:0:2|2031:0:2|2040:0:4|2011:0:4|2037:0:5|2016:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
134,2041:0:4|2046:0:4|2037:0:4|2058:0:2|2048:0:3|2038:0:4|2026:0:4|2028:0:4|2040:0:4|1001:0:29|2012:0:3|2050:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
135,1001:0:31|2054:0:5|2048:0:5|2025:0:3|2032:0:5|2031:0:4|2050:0:2|2035:0:5|2037:0:5|2039:0:5|2012:0:5|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
136,2037:0:5|2046:0:4|2031:0:2|2038:0:4|1001:0:24|2047:0:2|2026:0:4|2011:0:4|2012:0:2|2002:0:4|2014:0:4|2036:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
137,2058:0:2|2040:0:4|2038:0:4|2011:0:4|2048:0:2|2004:0:4|2015:0:4|1001:0:27|2026:0:4|2031:0:2|2041:0:4|2046:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
138,2038:0:4|1001:0:25|2002:0:4|2035:0:2|2025:0:4|2040:0:4|2054:0:2|2049:0:4|2011:0:4|2037:0:4|2046:0:4|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
139,2013:0:2|2028:0:4|2002:0:4|2026:0:4|2046:0:4|2038:0:4|2025:0:3|2040:0:4|1001:0:23|2015:0:4|2014:0:4|2041:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
140,2026:0:4|2035:0:2|1001:0:23|2046:0:4|2038:0:4|2047:0:2|2040:0:4|2014:0:4|2002:0:4|2004:0:4|2015:0:4|2036:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
141,2028:0:4|2003:0:4|2038:0:4|2040:0:2|2026:0:4|2001:0:3|2025:0:2|2046:0:3|1001:0:21|2041:0:4|2002:0:4|2011:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
142,1001:0:25|2013:0:2|2011:0:4|2032:0:2|2035:0:2|2046:0:4|2037:0:3|2054:0:2|2040:0:4|2047:0:2|2041:0:4|2003:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
143,1001:0:29|2050:0:2|2041:0:4|2032:0:2|2054:0:3|2037:0:5|2016:0:2|2040:0:4|2039:0:2|2038:0:4|2028:0:4|2035:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
144,2031:0:3|2038:0:4|2048:0:2|2037:0:4|2050:0:2|2026:0:4|1001:0:24|2012:0:2|2047:0:2|2028:0:4|2032:0:2|2040:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
145,2054:0:3|2058:0:2|2037:0:4|2050:0:2|2035:0:2|2047:0:3|1001:0:32|2026:0:4|2016:0:2|2038:0:4|2048:0:2|2012:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
146,2048:0:2|1001:0:31|2046:0:4|2035:0:5|2047:0:2|2039:0:2|2054:0:2|2037:0:5|2041:0:4|2040:0:4|2025:0:4|2032:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
147,2026:0:4|1001:0:25|2012:0:4|2014:0:4|2041:0:4|2046:0:4|2040:0:4|2028:0:4|2049:0:2|2038:0:3|2058:0:2|2054:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
148,2037:0:2|2041:0:4|2038:0:4|2046:0:4|2040:0:3|2048:0:2|2025:0:2|2032:0:2|2047:0:2|2026:0:4|2028:0:4|1001:0:24,0|0|0|0|0|0|0|0|0|0|0|0,1
149,2046:0:4|2015:0:4|2012:0:2|1001:0:30|2035:0:4|2037:0:3|2039:0:4|2026:0:4|2038:0:4|2041:0:4|2040:0:4|2047:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
150,1001:0:29|2035:0:4|2037:0:5|2026:0:4|2038:0:4|2040:0:4|2041:0:4|2046:0:4|2013:0:2|2028:0:4|2014:0:4|2015:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
151,2039:0:2|2037:0:4|2012:0:4|2026:0:4|2048:0:2|2032:0:2|2035:0:2|2038:0:4|2053:0:4|1001:0:24|2028:0:4|2047:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
152,2036:0:4|2026:0:4|2041:0:4|2048:0:3|2025:0:2|2037:0:2|2054:0:2|2011:0:4|2038:0:4|2014:0:4|1001:0:23|2028:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
153,2050:0:2|2012:0:3|2016:0:3|2046:0:4|2037:0:3|2028:0:4|2026:0:4|2035:0:2|2038:0:4|1001:0:31|2049:0:2|2031:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
154,1001:0:29|2031:0:2|2050:0:2|2032:0:2|2046:0:4|2025:0:3|2041:0:4|2019:0:4|2028:0:4|2037:0:5|2026:0:4|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
155,2015:0:4|2037:0:5|2025:0:5|2003:0:4|2047:0:4|2038:0:4|2041:0:4|1001:0:25|2040:0:4|2032:0:3|2046:0:4|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
156,2014:0:4|2028:0:4|2002:0:4|2038:0:4|2015:0:4|2032:0:2|2026:0:4|2035:0:2|2040:0:4|2011:0:4|2004:0:4|1001:0:29,0|0|0|0|0|0|0|0|0|0|0|0,1
157,2038:0:4|2025:0:4|2026:0:4|2040:0:4|2004:0:4|2015:0:4|1001:0:25|2028:0:4|2039:0:2|2037:0:4|2032:0:3|2036:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
158,1001:0:24|2041:0:4|2054:0:2|2046:0:4|2047:0:2|2028:0:4|2025:0:2|2026:0:4|2038:0:4|2003:0:4|2050:0:3|2040:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
159,2025:0:2|1001:0:29|2047:1:4:3|2037:0:2|2035:0:2|2052:0:2|2038:0:4|2028:0:4|2026:0:4|2016:0:2|2032:0:2|2058:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
160,2037:0:4|2050:0:3|1001:0:29|2032:0:2|2040:0:4|2026:0:4|2035:0:3|2025:0:2|2048:0:2|2028:0:4|2041:0:4|2036:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
161,2050:0:3|2035:0:2|2038:0:4|2048:0:2|1001:0:28|2046:0:4|2026:0:4|2028:0:4|2014:0:4|2032:0:2|2040:0:4|2041:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
162,2050:0:2|1001:0:23|2040:0:4|2015:0:4|2046:0:4|2036:0:4|2038:0:4|2028:0:4|2041:0:4|2012:0:2|2031:0:3|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
163,2028:0:4|2038:0:4|2037:0:3|2040:0:4|2026:0:4|2039:0:2|2041:0:4|1001:0:23|2046:0:4|2047:0:2|2012:0:2|2035:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
164,2025:0:2|2032:0:2|2038:0:4|1001:0:25|2028:0:4|2037:0:4|2002:0:4|2026:0:3|2041:0:4|2046:0:4|2040:0:4|2058:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
165,2036:0:4|2015:0:4|2014:0:4|2041:0:4|2054:0:2|1001:0:22|2026:0:4|2035:0:3|2046:0:4|2037:0:4|2003:0:4|2050:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
166,2046:0:4|2040:0:4|2026:0:4|2035:0:3|2041:0:2|2038:0:4|1001:0:25|2028:0:2|2054:0:2|2050:1:2:0|2013:0:2|2058:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
167,1001:0:30|2040:0:4|2046:0:4|2037:0:4|2032:0:2|2049:0:2|2047:0:2|2028:0:4|2038:0:4|2048:0:2|2041:0:4|2054:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
168,2028:0:4|2049:0:3|2046:0:4|2041:0:4|2054:0:3|2038:0:4|2047:0:3|2035:0:2|2032:0:4|1001:0:30|2048:0:3|2037:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
169,1001:0:29|2035:0:2|2037:0:5|2028:0:4|2046:0:4|2040:0:4|2038:0:4|2026:0:4|2041:0:4|2025:0:3|2002:0:4|2032:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
170,1001:0:30|2037:0:2|2014:0:4|2047:0:3|2048:0:3|2025:0:2|2046:0:4|2049:0:3|2041:0:4|2040:0:4|2004:0:4|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
171,2031:0:2|2041:0:3|1001:0:24|2028:0:4|2003:0:4|2013:0:2|2038:0:4|2004:0:4|2046:0:4|2054:0:2|2040:0:4|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
172,2046:0:4|2026:0:4|2038:0:4|1001:0:25|2014:0:4|2054:0:3|2037:0:4|2035:0:3|2036:0:4|2047:0:2|2031:0:2|2040:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
173,2019:0:4|2004:0:4|2018:0:2|2026:0:4|2046:0:4|2049:0:2|2009:0:3|2032:0:3|1001:0:24|2001:0:2|2015:0:4|2037:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
174,2002:0:4|2048:0:2|2040:0:4|2031:0:2|2013:0:2|2011:0:4|2047:0:2|2041:0:2|1001:0:24|2015:0:4|2026:0:4|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
175,2025:0:2|2040:0:4|2041:0:4|2032:0:3|2046:0:4|2012:0:2|1001:0:24|2038:0:4|2037:0:2|2026:0:4|2011:0:4|2047:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
176,2035:0:2|2058:0:2|2050:0:2|2036:0:4|2037:0:5|2016:0:4|2011:0:4|1001:0:28|2026:0:4|2038:0:4|2046:0:4|2015:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
177,2037:0:5|2032:0:4|2025:0:2|2028:0:4|1001:0:31|2046:0:4|2035:0:3|2026:0:4|2011:0:4|2036:0:4|2047:0:2|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
178,2026:0:4|2016:0:4|2012:0:4|2047:0:4|2025:0:3|2038:0:4|2040:0:4|2037:0:5|2041:0:4|1001:0:29|2048:0:4|2054:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
179,2032:0:4|2058:0:2|2046:0:4|2026:0:4|2054:0:3|1001:0:29|2041:0:4|2037:0:5|2028:0:4|2038:0:4|2039:0:3|2040:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
180,1001:0:29|2054:0:2|2047:0:4|2025:0:4|2040:0:4|2038:0:4|2028:0:4|2026:0:4|2041:0:4|2046:0:4|2014:0:4|2015:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
181,2041:0:4|2038:0:4|2039:0:3|2037:0:5|2012:0:3|2028:0:4|2016:0:2|2058:0:2|2048:0:4|2013:0:3|2040:0:4|1001:0:30,0|0|0|0|0|0|0|0|0|0|0|0,1
182,2046:0:4|2040:0:4|2032:0:3|2041:0:3|2002:0:4|2011:0:4|2026:0:4|2014:0:4|2004:0:4|2036:0:4|2038:0:4|1001:0:23,0|0|0|0|0|0|0|0|0|0|0|0,1
183,2025:0:2|2026:0:4|2038:0:4|2028:0:4|2004:0:4|2015:0:4|2040:0:4|2013:0:2|2041:0:4|1001:0:25|2019:0:4|2011:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
184,2058:0:2|2039:0:2|2054:0:2|2052:0:2|2038:0:4|2046:0:4|2048:0:3|2035:0:2|2049:0:3|2028:0:4|2037:0:4|1001:0:31,0|0|0|0|0|0|0|0|0|0|0|0,1
185,2054:0:5|2041:0:4|2028:0:4|2038:0:4|1001:0:30|2032:0:4|2037:0:3|2046:0:4|2040:0:4|2002:0:4|2026:0:4|2039:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
186,2039:0:2|2032:0:4|2054:0:5|2040:0:4|2010:0:3|1001:0:31|2026:0:4|2049:0:3|2037:1:5:1|2035:0:4|2011:0:4|2056:1:3:1,0|0|0|0|0|0|0|0|0|0|0|0,1
187,2037:0:5|1001:0:31|2035:0:4|2039:0:3|2012:0:4|2031:0:5|2025:0:4|2016:0:3|2050:0:4|2047:0:5|2054:0:3|2049:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
188,2039:0:3|2031:0:3|2052:0:2|2012:0:4|2025:0:5|2060:0:2|2032:0:5|2050:0:4|2047:0:4|1001:0:32|2037:0:5|2049:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
189,1001:0:31|2032:0:4|2035:0:3|2054:0:2|2050:0:4|2016:0:5|2049:0:3|2039:0:5|2025:0:2|2037:0:5|2031:0:2|2048:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
190,2050:1:5:3|2039:1:5:2|2047:0:5|2054:0:5|1001:0:34|2025:0:2|2046:0:4|2041:0:4|2026:0:4|2040:0:4|2002:0:4|2036:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
191,2025:0:2|2035:0:3|2039:1:2:0|2037:0:3|2031:0:3|2049:0:2|2050:0:2|2012:0:2|2016:0:4|1001:0:31|2013:0:2|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
192,2035:0:4|2037:0:5|2047:0:5|1001:0:31|2031:0:3|2048:0:5|2039:0:4|2052:0:2|2032:0:4|2012:0:5|2025:0:3|2050:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
193,2050:0:5|2039:0:4|2012:0:4|2025:0:5|2031:0:5|2048:0:5|2035:0:2|2049:0:4|2047:0:2|1001:0:31|2032:0:5|2037:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
194,1001:0:31|2040:0:4|2050:0:2|2014:0:4|2011:0:4|2049:0:2|2054:0:4|2002:0:4|2046:0:4|2028:0:4|2037:0:5|2032:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
195,2026:0:4|2046:0:4|2012:0:2|1001:0:25|2032:0:4|2041:0:4|2037:0:4|2016:0:2|2050:0:3|2003:0:4|2035:0:2|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
196,2038:0:4|2039:0:4|2016:0:3|2037:0:3|2054:0:2|2046:0:4|2028:0:4|2031:0:2|2040:0:4|2041:0:4|1001:0:25|2025:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
197,1001:0:25|2053:0:2|2027:0:3|2033:0:3|2025:0:2|2050:0:2|2041:0:4|2038:0:4|2011:0:4|2021:0:3|2026:0:4|2008:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
198,1001:0:30|2016:0:3|2037:0:5|2039:0:2|2025:0:5|2032:0:5|2035:0:5|2048:0:5|2050:0:5|2012:0:3|2031:0:2|2047:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
199,2025:0:3|2047:0:4|2016:0:4|2031:0:5|2050:0:2|2032:0:3|2012:0:3|2037:0:5|1001:0:31|2049:0:2|2039:0:5|2035:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
200,1001:0:24|2049:0:2|2048:0:4|2057:0:5|2037:0:4|2025:0:3|2016:0:2|2024:0:4|2026:0:4|2028:0:4|2040:0:4|2041:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
201,2037:0:5|2049:0:4|2054:0:2|2032:0:3|2050:0:2|2016:0:4|2012:0:4|1001:0:31|2048:0:2|2039:0:3|2047:0:5|2025:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
202,2035:0:5|1001:0:31|2037:0:5|2054:0:2|2047:0:4|2031:0:3|2050:0:4|2039:0:5|2012:0:3|2025:0:3|2016:0:4|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
203,1001:0:29|2054:0:2|2050:0:2|2067:0:2|2037:1:5:1|2040:0:4|2058:0:2|2038:0:4|2046:0:4|2031:0:2|2012:0:2|2016:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
204,2028:0:4|2004:0:4|2050:0:2|2046:0:4|2054:0:2|2025:0:2|2037:0:3|1001:0:24|2038:0:4|2026:0:4|2040:0:4|2041:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
205,2021:0:3|2038:0:4|1001:0:25|2026:0:4|2047:0:2|2037:0:3|2041:0:4|2031:0:2|2039:0:5|2054:0:2|2025:0:4|2011:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
206,1001:0:31|2035:0:4|2048:0:4|2025:0:2|2040:0:4|2037:0:5|2049:0:3|2046:0:4|2016:0:2|2031:0:2|2032:0:2|2012:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
207,2037:0:3|1001:0:24|2026:0:4|2016:0:2|2039:0:2|2038:0:4|2035:0:2|2028:0:4|2031:0:2|2046:0:4|2041:0:4|2050:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
208,2027:0:3|2004:0:4|2047:0:2|2038:0:3|2053:0:5|2029:0:3|1001:0:25|2032:0:3|2021:0:3|2026:0:4|2041:0:2|2011:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
209,2025:0:2|1001:0:31|2054:0:2|2050:0:3|2035:0:3|2039:0:5|2032:0:2|2047:0:2|2016:0:2|2012:0:2|2037:0:2|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
210,2054:0:3|2038:0:4|2046:0:4|2039:0:2|2037:0:5|1001:0:29|2032:0:2|2035:0:2|2025:0:2|2041:0:4|2016:0:3|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
211,2012:0:3|1001:0:31|2047:0:5|2037:0:5|2016:0:3|2025:0:4|2039:0:5|2035:0:4|2031:0:5|2050:0:5|2048:0:2|2032:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
212,2050:0:2|2037:0:5|2016:0:2|2048:0:3|2047:0:2|2032:0:4|2035:0:4|2031:0:2|2026:0:4|2012:0:2|1001:0:30|2028:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
213,2049:0:2|2012:0:4|2025:0:2|2047:0:2|2037:0:5|2028:0:4|2035:0:4|2038:0:4|1001:0:30|2031:0:2|2040:0:4|2050:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
214,2050:0:3|2041:0:4|2048:0:3|2037:1:5:1|1001:0:31|2012:0:4|2032:0:3|2016:0:3|2039:0:4|2049:0:3|2025:0:5|2035:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
215,2026:0:4|2004:0:4|2035:0:2|2036:0:4|2041:0:4|2011:0:4|1001:0:25|2040:0:4|2038:0:4|2002:0:4|2028:0:4|2015:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
216,2026:0:4|2031:0:4|2025:0:2|2037:0:5|2032:0:4|1001:0:31|2048:0:3|2012:0:3|2047:0:5|2016:0:3|2054:0:3|2039:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
217,2025:0:2|2026:0:4|2053:1:4:2|2032:0:4|2016:0:5|2028:0:4|2037:0:3|2050:0:2|2012:0:2|2035:0:2|2058:0:2|1001:0:30,0|0|0|0|0|0|0|0|0|0|0|0,1
218,2035:0:4|2054:0:5|2049:0:5|2012:0:5|2032:0:3|2025:0:4|1001:0:31|2047:0:3|2037:0:5|2050:0:4|2038:0:4|2048:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
219,2037:0:5|2032:0:2|2016:0:2|2012:0:3|2025:0:2|2039:0:4|2050:0:2|2035:0:5|1001:0:31|2047:0:2|2048:0:5|2031:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
220,1001:0:31|2037:0:5|2050:0:3|2039:0:3|2049:0:2|2054:0:2|2012:0:4|2016:0:4|2031:0:4|2032:0:3|2038:0:4|2046:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
221,2028:0:4|2046:0:4|2054:0:2|2032:0:3|2040:0:4|2049:0:2|1001:0:32|2038:0:4|2039:0:4|2041:0:4|2035:0:3|2037:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
222,2049:0:2|2032:0:4|1001:0:34|2055:1:3:3|2012:0:2|2039:0:2|2013:0:3|2052:0:2|2054:0:4|2047:0:2|2037:0:5|2050:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
223,2049:1:3:1|1001:0:30|2016:0:5|2025:0:4|2038:0:4|2039:0:2|2035:0:5|2037:0:5|2031:0:2|2012:0:2|2047:0:2|2040:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
224,2049:1:4:4|2036:0:4|2025:0:2|2037:0:2|2011:0:4|2038:0:4|2041:0:4|2054:0:2|2026:0:4|2002:0:4|2032:0:2|1001:0:24,0|0|0|0|0|0|0|0|0|0|0|0,1
225,2050:0:5|2037:0:5|2031:0:3|2012:0:4|1001:0:31|2032:0:4|2016:0:5|2047:0:3|2049:0:5|2025:0:5|2039:0:5|2035:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
226,2025:0:2|2031:0:4|2049:0:2|2035:0:2|2028:0:4|2032:0:3|1001:0:31|2037:0:5|2012:0:3|2047:1:5:0|2016:0:2|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
227,2050:0:3|2008:0:3|2038:0:3|2032:0:3|2053:0:2|2011:0:4|2041:0:4|2039:0:2|2026:0:4|2033:0:3|1001:0:23|2021:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
228,1001:0:33|2031:0:5|2047:0:5|2048:0:5|2039:0:5|2012:0:5|2037:1:5:0|2057:0:2|2016:0:5|2049:0:5|2035:0:5|2050:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
229,2012:0:3|2050:0:3|2054:0:3|1001:0:32|2038:0:4|2016:0:3|2041:0:4|2037:0:5|2028:0:4|2048:0:5|2026:0:4|2047:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
230,2037:0:5|1001:0:31|2050:0:5|2039:0:5|2049:0:5|2012:0:5|2016:0:4|2035:0:5|2048:0:5|2025:0:3|2031:0:4|2054:0:3,0|0|0|0|0|0|0|0|0|0|0|0,2
231,2028:0:4|2049:0:5|1001:0:31|2041:0:4|2040:0:4|2037:0:5|2025:0:4|2046:0:4|2039:0:4|2050:0:5|2026:0:4|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
232,2025:0:2|2049:1:3:1|2032:0:2|2037:0:2|2054:0:2|2047:0:3|2016:0:2|2013:0:2|1001:0:30|2035:0:3|2012:0:2|2039:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
233,2032:0:4|2046:0:4|2054:0:5|2037:0:5|2048:0:2|2039:0:2|2016:0:4|2025:0:4|2047:0:3|2031:0:3|2038:0:4|1001:0:29,0|0|0|0|0|0|0|0|0|0|0|0,1
234,2050:0:5|2012:0:4|2035:0:5|2031:0:3|2049:0:2|2037:0:5|2048:0:3|2039:1:5:1|2016:0:4|2047:0:4|2025:0:4|1001:0:31,0|0|0|0|0|0|0|0|0|0|0|0,1
235,2038:0:4|2035:0:3|2026:0:4|2047:0:2|2028:0:4|2032:0:2|2050:0:3|2039:0:5|1001:0:31|2037:0:2|2049:0:4|2054:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
236,2052:0:2|2031:0:2|2025:0:5|2047:0:4|1001:0:30|2024:0:4|2016:0:5|2048:0:3|2039:1:4:1|2026:0:4|2054:0:2|2013:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
237,2041:0:4|2026:0:4|2039:0:4|2046:0:4|2040:0:4|2037:0:5|2050:1:4:2|1001:0:31|2031:0:4|2035:0:4|2038:0:4|2028:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
238,2048:0:5|2002:0:4|2037:0:5|1001:0:29|2031:0:4|2038:0:4|2046:0:4|2047:0:3|2028:0:4|2041:0:4|2011:0:4|2040:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
239,2047:0:5|2028:0:4|1001:0:33|2026:0:4|2046:0:4|2012:0:5|2037:1:5:2|2041:0:4|2050:0:5|2040:0:4|2048:0:5|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
240,1001:0:30|2025:0:4|2039:0:5|2050:0:5|2054:0:5|2037:0:5|2016:0:4|2012:0:2|2048:0:2|2032:0:2|2031:0:3|2035:0:4,0|0|0|0|0|0|0|0|0|0|0|0,2
241,2047:0:3|2037:0:5|2039:0:4|1001:0:31|2049:0:5|2035:0:4|2012:0:5|2032:0:4|2048:0:4|2054:0:2|2026:0:4|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
242,2025:0:2|2002:0:4|2035:0:3|1001:0:30|2037:0:5|2050:0:5|2036:0:4|2031:0:2|2039:0:2|2016:0:2|2048:0:3|2032:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
243,2038:0:4|2031:0:4|2050:0:2|2037:0:5|2040:0:4|2041:0:4|2039:0:4|2012:0:4|2046:0:4|2048:0:2|2035:0:3|1001:0:30,0|0|0|0|0|0|0|0|0|0|0|0,1
244,2039:0:2|2012:0:3|1001:0:30|2025:0:4|2035:0:2|2053:0:3|2031:0:3|2050:0:2|2037:0:4|2026:0:4|2032:0:5|2054:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
245,2028:0:4|2054:0:2|2048:0:2|2031:0:2|2049:0:2|2058:0:2|2037:1:5:1|1001:0:34|2032:0:2|2056:1:2:0|2039:0:3|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
246,2038:0:4|1001:0:31|2050:0:5|2028:0:4|2037:0:2|2040:0:4|2016:0:4|2047:0:5|2048:0:2|2026:0:4|2039:0:3|2032:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
247,2039:0:2|2016:0:3|2054:0:2|2050:0:3|2032:0:2|2048:0:3|2047:0:5|2038:0:4|2012:0:3|2025:0:5|2037:0:5|1001:0:30,0|0|0|0|0|0|0|0|0|0|0|0,1
248,1001:0:31|2050:0:2|2037:0:3|2026:0:4|2047:0:2|2016:0:4|2040:0:4|2054:0:2|2049:0:5|2031:0:2|2035:0:2|2002:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
