npc_id,name,avatar_path,spine_name,spine_name_shenhe,role,job,level,skill_id_list,skill_id_normal_attack,hp,minatk,maxatk,pdef,mdef,def,defend_ignore_level,hit,dhit,cir,dcir,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed,magic_damage_minus,physc_damage_minus
3508,Snake Demon,NPC24.jpg,NPC24,USER_MAIN_WSJ3,2,3,214,113301001|112002001,0,138336000,4034800,4034800,691680,691680,691680,691680,1152800,220,288200,288200,0,0,0,0,1020,0,0,3000,0,0,0,0,0
3509,Dark Dragon,NPC28.jpg,NPC28,HFSTS0,2,1,214,110702001|112901001,0,138468000,4038650,4038650,692340,692340,692340,692340,1153900,220,288475,288475,0,0,0,0,1020,0,0,3000,0,0,0,0,0
3510,Odin,2035.jpg,AD0,R_UR_PLUS_SH,2,3,214,113401001|113402001,0,138600000,4851000,4851000,831600,831600,831600,831600,1386000,220,346500,346500,0,0,0,0,1025,0,0,3000,0,0,0,0,0
3511,Shadow Demon,NPC52.jpg,NPC52,WN0,2,2,214,112901001|111702001,0,138732000,4046350,4046350,693660,693660,693660,693660,1156100,220,289025,289025,0,0,0,0,1025,0,0,3000,0,0,0,0,0
3512,Shadow Lady,NPC26.jpg,NPC26,MJL0,2,1,214,112002001|112201001,0,138864000,4050200,4050200,694320,694320,694320,694320,1157200,220,289300,289300,0,0,0,0,1025,0,0,3000,0,0,0,0,0
3513,Criminal God,NPC46.jpg,NPC46,HFSTS0,2,2,214,111702001|110301001,0,138996000,4054050,4054050,694980,694980,694980,694980,1158300,220,289575,289575,0,0,0,0,1025,0,0,3000,0,0,0,0,0
3514,Clone of Nuit,2011.jpg,NT0,YXS0,2,3,214,112201001|100110001,0,139128000,4057900,4057900,695640,695640,695640,695640,1159400,220,289850,289850,0,0,0,0,1025,0,0,3000,0,0,0,0,0
3515,Eagle Head,NPC34.jpg,NPC34,LB_UR_SH,2,1,214,112601001|112602001,0,139260000,4467925,4467925,765930,765930,765930,765930,1276550,220,319138,319138,0,0,0,0,1030,0,0,3000,0,0,0,0,0
3516,Naga Banshee,NPC27.jpg,NPC27,WL_SP,2,2,214,100110001|112901001,0,139392000,4065600,4065600,696960,696960,696960,696960,1161600,220,290400,290400,0,0,0,0,1030,0,0,3000,0,0,0,0,0
3517,Mikael,2020.jpg,MS0,YXNM1,2,3,214,100203001|100307001,0,139524000,4069450,4069450,697620,697620,697620,697620,1162700,220,290675,290675,0,0,0,0,1030,0,0,3000,0,0,0,0,0
3518,Lucifer,2024.jpg,LLS2,YD0,2,1,214,112901001|111702001,0,139656000,4073300,4073300,698280,698280,698280,698280,1163800,220,290950,290950,0,0,0,0,1030,0,0,3000,0,0,0,0,0
3519,Beihai Demon,NPC30.jpg,NPC30,ZRNZ_YS1,2,2,214,100307001|113201001,0,139788000,4077150,4077150,698940,698940,698940,698940,1164900,220,291225,291225,0,0,0,0,1030,0,0,3000,0,0,0,0,0
3520,Pandora,2013.jpg,PDL0,CE0,2,3,214,100303001|100203001,0,139920000,4897200,4897200,839520,839520,839520,839520,1399200,220,349800,349800,0,0,0,0,1035,0,0,3000,0,0,0,0,0
3521,Gabriel,2003.jpg,LXF0,USER_MAIN_WSJ3,2,1,215,113201001|100302001,0,140052000,4084850,4084850,700260,700260,700260,700260,1167100,225,291775,291775,0,0,0,0,1035,0,0,3000,0,0,0,0,0
3522,Argus,2022.jpg,BLDD0,HFSTS0,2,2,215,112202001|100110001,0,140184000,4088700,4088700,700920,700920,700920,700920,1168200,225,292050,292050,0,0,0,0,1035,0,0,3000,0,0,0,0,0
3523,Shadow Servant,2017.jpg,LFE0,R_UR_PLUS_SH,2,3,215,100302001|111802001,0,140316000,4092550,4092550,701580,701580,701580,701580,1169300,225,292325,292325,0,0,0,0,1035,0,0,3000,0,0,0,0,0
3524,Apep,2029.jpg,APP1,WN0,2,1,215,100110001|112902001,0,140448000,4096400,4096400,702240,702240,702240,702240,1170400,225,292600,292600,0,0,0,0,1035,0,0,3000,0,0,0,0,0
3525,Shadow Demon,NPC52.jpg,NPC52,USER_HF,2,2,215,111801001|111802001,0,140580000,4510275,4510275,773190,773190,773190,773190,1288650,225,322163,322163,0,0,0,0,1040,0,0,3000,0,0,0,0,0
3526,Shadow Lady,NPC26.jpg,NPC26,USER_GEJ_SH,2,3,215,112902001|112602001,0,140712000,4104100,4104100,703560,703560,703560,703560,1172600,225,293150,293150,0,0,0,0,1040,0,0,3000,0,0,0,0,0
3527,Anubis,2034.jpg,ANBS0,BMH_HS_SH,2,1,215,113301001|112202001,0,140844000,4107950,4107950,704220,704220,704220,704220,1173700,225,293425,293425,0,0,0,0,1040,0,0,3000,0,0,0,0,0
3528,Pharaoh Soul,NPC29.jpg,NPC29,SDNS0,2,2,215,112602001|112901001,0,140976000,4111800,4111800,704880,704880,704880,704880,1174800,225,293700,293700,0,0,0,0,1040,0,0,3000,0,0,0,0,0
3529,Eagle Head,NPC34.jpg,NPC34,MJL0,2,3,215,112202001|100304001,0,141108000,4115650,4115650,705540,705540,705540,705540,1175900,225,293975,293975,0,0,0,0,1040,0,0,3000,0,0,0,0,0
3530,Sphinx,2036.jpg,FTSS0,HFSTS0,2,1,215,110401001|110402001,0,141240000,4943400,4943400,847440,847440,847440,847440,1412400,225,353100,353100,0,0,0,0,1045,0,0,3000,0,0,0,0,0
3531,Belldandy,2022.jpg,BLDD1,YXS0,2,2,215,100304001|112202001,0,141372000,4123350,4123350,706860,706860,706860,706860,1178100,225,294525,294525,0,0,0,0,1045,0,0,3000,0,0,0,0,0
3532,Anubis,2034.jpg,ANBS0,MJL0,2,3,215,112602001|112902001,0,141504000,4127200,4127200,707520,707520,707520,707520,1179200,225,294800,294800,0,0,0,0,1045,0,0,3000,0,0,0,0,0
3533,Venomous King,NPC25.jpg,NPC25,HFSTS0,2,1,215,112202001|113301001,0,141636000,4131050,4131050,708180,708180,708180,708180,1180300,225,295075,295075,0,0,0,0,1045,0,0,3000,0,0,0,0,0
3534,Tree Essence,NPC23.jpg,NPC23,YXS0,2,2,215,112902001|112602001,0,141768000,4134900,4134900,708840,708840,708840,708840,1181400,225,295350,295350,0,0,0,0,1045,0,0,3000,0,0,0,0,0
3535,Fire sacrifice,NPC31.jpg,NPC31,MJL0,2,3,215,110301001|110302001,0,141900000,4552625,4552625,780450,780450,780450,780450,1300750,225,325188,325188,0,0,0,0,1050,0,0,3000,0,0,0,0,0
3536,Yan,NPC30.jpg,NPC30,HFSTS0,2,1,215,112602001|112902001,0,142032000,4142600,4142600,710160,710160,710160,710160,1183600,225,295900,295900,0,0,0,0,1050,0,0,3000,0,0,0,0,0
3537,Idun,2015.jpg,YD0,YXS0,2,2,215,112202001|113301001,0,142164000,4146450,4146450,710820,710820,710820,710820,1184700,225,296175,296175,0,0,0,0,1050,0,0,3000,0,0,0,0,0
3538,Witch,NPC24.jpg,NPC24,LB_UR_SH,2,3,215,112902001|112602001,0,142296000,4150300,4150300,711480,711480,711480,711480,1185800,225,296450,296450,0,0,0,0,1050,0,0,3000,0,0,0,0,0
3539,Witch Elf,NPC18.jpg,NPC18,WL_SP,2,2,215,113301001|112202001,0,142428000,4154150,4154150,712140,712140,712140,712140,1186900,225,296725,296725,0,0,0,0,1050,0,0,3000,0,0,0,0,0
3540,Nemesis,2019.jpg,NMXS2,YXNM1,2,1,215,111801001|111802001,0,142560000,4989600,4989600,855360,855360,855360,855360,1425600,225,356400,356400,0,0,0,0,1055,0,0,3000,0,0,0,0,0
3541,Gabriel,2003.jpg,LXF0,YD0,2,3,215,112202001|113301001,0,142692000,4161850,4161850,713460,713460,713460,713460,1189100,225,297275,297275,0,0,0,0,1055,0,0,3000,0,0,0,0,0
3542,Clone of Nuit,2011.jpg,NT0,ZRNZ_YS1,2,1,215,112902001|112602001,0,142824000,4165700,4165700,714120,714120,714120,714120,1190200,225,297550,297550,0,0,0,0,1055,0,0,3000,0,0,0,0,0
3543,Warden of Souls,2018.jpg,MNTLS0,CE0,2,2,215,113301001|112202001,0,142956000,4169550,4169550,714780,714780,714780,714780,1191300,225,297825,297825,0,0,0,0,1055,0,0,3000,0,0,0,0,0
3544,Red snake witch,NPC31.jpg,NPC31,USER_MAIN_WSJ3,2,3,215,112602001|112901001,0,143088000,4173400,4173400,715440,715440,715440,715440,1192400,225,298100,298100,0,0,0,0,1055,0,0,3000,0,0,0,0,0
3545,Geb,2009.jpg,GB0,HFSTS0,2,1,215,111801001|111802001,0,143220000,4594975,4594975,787710,787710,787710,787710,1312850,225,328213,328213,0,0,0,0,1060,0,0,3000,0,0,0,0,0
3546,Ogre,NPC22.jpg,NPC22,R_UR_PLUS_SH,2,2,215,112901001|100303001,0,143352000,4181100,4181100,716760,716760,716760,716760,1194600,225,298650,298650,0,0,0,0,1060,0,0,3000,0,0,0,0,0
3547,Remiel,2003.jpg,LXF2,WN0,2,3,215,100304001|110401001,0,143484000,4184950,4184950,717420,717420,717420,717420,1195700,225,298925,298925,0,0,0,0,1060,0,0,3000,0,0,0,0,0
3548,Nephthys,2005.jpg,NFDS0,MJL0,2,1,215,100303001|112902001,0,143616000,4188800,4188800,718080,718080,718080,718080,1196800,225,299200,299200,0,0,0,0,1060,0,0,3000,0,0,0,0,0
3549,Witch Elf,NPC18.jpg,NPC18,HFSTS0,2,2,215,110401001|113301001,0,143748000,4192650,4192650,718740,718740,718740,718740,1197900,225,299475,299475,0,0,0,0,1060,0,0,3000,0,0,0,0,0
3550,Sphinx,2036.jpg,FTSS0,YXS0,2,3,215,112002001|112802001,0,143880000,5035800,5035800,863280,863280,863280,863280,1438800,225,359700,359700,0,0,0,0,1065,0,0,3000,0,0,0,0,0
3551,Female Warfare,NPC33.jpg,NPC33,LB_UR_SH,2,1,215,113301001|112202001,0,144012000,4200350,4200350,720060,720060,720060,720060,1200100,225,300025,300025,0,0,0,0,1065,0,0,3000,0,0,0,0,0
3552,Sky Dog,NPC32.jpg,NPC32,WL_SP,2,2,215,112602001|112001001,0,144144000,4204200,4204200,720720,720720,720720,720720,1201200,225,300300,300300,0,0,0,0,1065,0,0,3000,0,0,0,0,0
3553,Fire sacrifice,NPC31.jpg,NPC31,YXNM1,2,3,215,112202001|110301001,0,144276000,4208050,4208050,721380,721380,721380,721380,1202300,225,300575,300575,0,0,0,0,1065,0,0,3000,0,0,0,0,0
3554,Yan,NPC30.jpg,NPC30,YD0,2,1,215,112001001|112602001,0,144408000,4211900,4211900,722040,722040,722040,722040,1203400,225,300850,300850,0,0,0,0,1065,0,0,3000,0,0,0,0,0
3555,Venomous King,NPC25.jpg,NPC25,ZRNZ_YS1,2,2,215,100303001|100203001,0,144540000,4637325,4637325,794970,794970,794970,794970,1324950,225,331238,331238,0,0,0,0,1070,0,0,3000,0,0,0,0,0
3556,Dark Goddess,NPC38.jpg,NPC38,CE0,2,3,215,112602001|112901001,0,144672000,4219600,4219600,723360,723360,723360,723360,1205600,225,301400,301400,0,0,0,0,1070,0,0,3000,0,0,0,0,0
3557,Geb,2009.jpg,GB0,USER_MAIN_WSJ3,2,1,215,112202001|100304001,0,144804000,4223450,4223450,724020,724020,724020,724020,1206700,225,301675,301675,0,0,0,0,1070,0,0,3000,0,0,0,0,0
3558,Ogre,NPC22.jpg,NPC22,HFSTS0,2,2,215,112901001|113201001,0,144936000,4227300,4227300,724680,724680,724680,724680,1207800,225,301950,301950,0,0,0,0,1070,0,0,3000,0,0,0,0,0
3559,Venomous King,NPC25.jpg,NPC25,R_UR_PLUS_SH,2,3,215,100304001|113201001,0,145068000,4231150,4231150,725340,725340,725340,725340,1208900,225,302225,302225,0,0,0,0,1070,0,0,3000,0,0,0,0,0
3560,Nuit,2011.jpg,NT2,WN0,2,1,215,110702001|100210001,0,174240000,5082000,5082000,871200,871200,871200,871200,1452000,242,363000,363000,0,0,0,0,1075,0,0,3000,0,0,0,0,0
3561,Earthly Giant,NPC22.jpg,NPC22,USER_HF,2,2,216,113201001|112801001,0,145490400,4243470,4243470,727452,727452,727452,727452,1212420,225,303105,303105,0,0,0,0,1075,0,0,3000,0,0,0,0,0
3562,Warden of Souls,2035.jpg,AD0,USER_GEJ_SH,2,3,216,100109001|112602001,0,145780800,4251940,4251940,728904,728904,728904,728904,1214840,225,303710,303710,0,0,0,0,1075,0,0,3000,0,0,0,0,0
3563,Venomous King,NPC25.jpg,NPC25,BMH_HS_SH,2,1,216,112801001|112202001,0,146071200,4260410,4260410,730356,730356,730356,730356,1217260,225,304315,304315,0,0,0,0,1075,0,0,3000,0,0,0,0,0
3564,Ogre,NPC22.jpg,NPC22,SDNS0,2,2,216,112602001|100204001,0,146361600,4268880,4268880,731808,731808,731808,731808,1219680,225,304920,304920,0,0,0,0,1075,0,0,3000,0,0,0,0,0
3565,Gabriel,2003.jpg,LXF0,MJL0,2,3,216,110702001|100210001,0,146652000,4705085,4705085,806586,806586,806586,806586,1344310,225,336078,336078,0,0,0,0,1080,0,0,3000,0,0,0,0,0
3566,Nuit,2011.jpg,NT2,HFSTS0,2,1,216,100204001|112602001,0,146942400,4285820,4285820,734712,734712,734712,734712,1224520,225,306130,306130,0,0,0,0,1080,0,0,3000,0,0,0,0,0
3567,Witch,NPC24.jpg,NPC24,YXS0,2,2,216,100201001|112202001,0,147232800,4294290,4294290,736164,736164,736164,736164,1226940,225,306735,306735,0,0,0,0,1080,0,0,3000,0,0,0,0,0
3568,Witch Elf,NPC18.jpg,NPC18,MJL0,2,3,216,112602001|112901001,0,147523200,4302760,4302760,737616,737616,737616,737616,1229360,225,307340,307340,0,0,0,0,1080,0,0,3000,0,0,0,0,0
3569,Fire sacrifice,NPC31.jpg,NPC31,HFSTS0,2,1,216,112202001|100304001,0,147813600,4311230,4311230,739068,739068,739068,739068,1231780,225,307945,307945,0,0,0,0,1080,0,0,3000,0,0,0,0,0
3570,Valkyrie,2016.jpg,WEJL2,YXS0,2,2,216,111501001|111502001,0,148104000,5183640,5183640,888624,888624,888624,888624,1481040,225,370260,370260,0,0,0,0,1085,0,0,3000,0,0,0,0,0
3571,Gabriel,2030.jpg,WL1,MJL0,2,3,216,100304001|112801001,0,148394400,4328170,4328170,741972,741972,741972,741972,1236620,225,309155,309155,0,0,0,0,1085,0,0,3000,0,0,0,0,0
3572,Yan,NPC30.jpg,NPC30,HFSTS0,2,1,216,100109001|112602001,0,148684800,4336640,4336640,743424,743424,743424,743424,1239040,225,309760,309760,0,0,0,0,1085,0,0,3000,0,0,0,0,0
3573,Tree Essence,NPC23.jpg,NPC23,YXS0,2,2,216,112801001|112202001,0,148975200,4345110,4345110,744876,744876,744876,744876,1241460,225,310365,310365,0,0,0,0,1085,0,0,3000,0,0,0,0,0
3574,Fire sacrifice,NPC31.jpg,NPC31,LB_UR_SH,2,3,216,112602001|112901001,0,149265600,4353580,4353580,746328,746328,746328,746328,1243880,225,310970,310970,0,0,0,0,1085,0,0,3000,0,0,0,0,0
3575,Yan,NPC30.jpg,NPC30,WL_SP,2,1,216,111301001|111302001,0,149556000,4798255,4798255,822558,822558,822558,822558,1370930,225,342733,342733,0,0,0,0,1090,0,0,3000,0,0,0,0,0
3576,Idun,2015.jpg,YD0,YXNM1,2,2,216,112901001|112901001,0,149846400,4370520,4370520,749232,749232,749232,749232,1248720,225,312180,312180,0,0,0,0,1090,0,0,3000,0,0,0,0,0
3577,Belldandy,2022.jpg,BLDD1,YD0,2,3,216,100304001|100304001,0,150136800,4378990,4378990,750684,750684,750684,750684,1251140,225,312785,312785,0,0,0,0,1090,0,0,3000,0,0,0,0,0
3578,Minotaur,2018.jpg,MNTLS1,ZRNZ_YS1,2,1,216,112901001|110201001,0,150427200,4387460,4387460,752136,752136,752136,752136,1253560,225,313390,313390,0,0,0,0,1090,0,0,3000,0,0,0,0,0
3579,Witch Elf,NPC18.jpg,NPC18,CE0,2,2,216,100304001|100307001,0,150717600,4395930,4395930,753588,753588,753588,753588,1255980,225,313995,313995,0,0,0,0,1090,0,0,3000,0,0,0,0,0
3580,Sphinx,2036.jpg,FTSS0,USER_MAIN_WSJ3,2,3,216,100303001|100203001,0,151008000,5285280,5285280,906048,906048,906048,906048,1510080,225,377520,377520,0,0,0,0,1095,0,0,3000,0,0,0,0,0
3581,Geb,2009.jpg,GB0,HFSTS0,2,1,216,100307001|112901001,0,151298400,4412870,4412870,756492,756492,756492,756492,1260820,225,315205,315205,0,0,0,0,1095,0,0,3000,0,0,0,0,0
3582,Ogre,NPC22.jpg,NPC22,R_UR_PLUS_SH,2,2,216,112901001|100304001,0,151588800,4421340,4421340,757944,757944,757944,757944,1263240,225,315810,315810,0,0,0,0,1095,0,0,3000,0,0,0,0,0
3583,Tianma,NPC35.jpg,NPC35,WN0,2,3,216,112901001|111801001,0,151879200,4429810,4429810,759396,759396,759396,759396,1265660,225,316415,316415,0,0,0,0,1095,0,0,3000,0,0,0,0,0
3584,Hell devil,NPC37.jpg,NPC37,MJL0,2,1,216,100304001|112202001,0,152169600,4438280,4438280,760848,760848,760848,760848,1268080,225,317020,317020,0,0,0,0,1095,0,0,3000,0,0,0,0,0
3585,Earthly Giant,NPC22.jpg,NPC22,HFSTS0,2,2,216,112101001|112102001,0,152460000,4891425,4891425,838530,838530,838530,838530,1397550,225,349388,349388,0,0,0,0,1100,0,0,3000,0,0,0,0,0
3586,Medusa,2001.jpg,MDS0,YXS0,2,3,216,112202001|112801001,0,152750400,4455220,4455220,763752,763752,763752,763752,1272920,225,318230,318230,0,0,0,0,1100,0,0,3000,0,0,0,0,0
3587,Venomous King,NPC25.jpg,NPC25,LB_UR_SH,2,1,216,112901001|112902001,0,153040800,4463690,4463690,765204,765204,765204,765204,1275340,225,318835,318835,0,0,0,0,1100,0,0,3000,0,0,0,0,0
3588,Ogre,NPC22.jpg,NPC22,WL_SP,2,2,216,112801001|111901001,0,153331200,4472160,4472160,766656,766656,766656,766656,1277760,225,319440,319440,0,0,0,0,1100,0,0,3000,0,0,0,0,0
3589,Outraged Medusa,2001.jpg,MDS2,YXNM1,2,3,216,112902001|100310001,0,153621600,4480630,4480630,768108,768108,768108,768108,1280180,225,320045,320045,0,0,0,0,1100,0,0,3000,0,0,0,0,0
3590,Minotaur,2018.jpg,MNTLS1,YD0,2,1,216,110901001|110902001,0,153912000,5386920,5386920,923472,923472,923472,923472,1539120,225,384780,384780,0,0,0,0,1105,0,0,3000,0,0,0,0,0
3591,Yan,NPC30.jpg,NPC30,ZRNZ_YS1,2,2,216,100310001|112901001,0,154202400,4497570,4497570,771012,771012,771012,771012,1285020,225,321255,321255,0,0,0,0,1105,0,0,3000,0,0,0,0,0
3592,Idun,2015.jpg,YD0,CE0,2,3,216,112202001|112801001,0,154492800,4506040,4506040,772464,772464,772464,772464,1287440,225,321860,321860,0,0,0,0,1105,0,0,3000,0,0,0,0,0
3593,Belldandy,2022.jpg,BLDD1,USER_MAIN_WSJ3,2,1,216,112901001|112902001,0,154783200,4514510,4514510,773916,773916,773916,773916,1289860,225,322465,322465,0,0,0,0,1105,0,0,3000,0,0,0,0,0
3594,Nebiros,2010.jpg,NBLS0,HFSTS0,2,2,216,112801001|110201001,0,155073600,4522980,4522980,775368,775368,775368,775368,1292280,225,323070,323070,0,0,0,0,1105,0,0,3000,0,0,0,0,0
3595,Souless Monster,NPC7.jpg,NPC7,R_UR_PLUS_SH,2,3,216,113301001|113302001,0,155364000,4984595,4984595,854502,854502,854502,854502,1424170,225,356043,356043,0,0,0,0,1110,0,0,3000,0,0,0,0,0
3596,Tianma,NPC35.jpg,NPC35,WN0,2,1,216,110201001|112202001,0,155654400,4539920,4539920,778272,778272,778272,778272,1297120,225,324280,324280,0,0,0,0,1110,0,0,3000,0,0,0,0,0
3597,Hell Spirit,NPC39.jpg,NPC39,USER_HF,2,2,216,100302001|112901001,0,155944800,4548390,4548390,779724,779724,779724,779724,1299540,225,324885,324885,0,0,0,0,1110,0,0,3000,0,0,0,0,0
3598,Double Demon,NPC41.jpg,NPC41,USER_GEJ_SH,2,3,216,112202001|112801001,0,156235200,4556860,4556860,781176,781176,781176,781176,1301960,225,325490,325490,0,0,0,0,1110,0,0,3000,0,0,0,0,0
3599,Apep,2029.jpg,APP1,BMH_HS_SH,2,1,216,112901001|112902001,0,156525600,4565330,4565330,782628,782628,782628,782628,1304380,225,326095,326095,0,0,0,0,1110,0,0,3000,0,0,0,0,0
3600,Chaos,2050.jpg,KES4,SDNS0,2,2,216,114901001|112801001,0,156816000,5488560,5488560,940896,940896,940896,940896,1568160,225,392040,392040,0,0,0,0,1115,0,0,3000,0,0,0,0,0
3601,Soul Reaper,NPC4.jpg,NPC4,MJL0,2,1,217,113201001|100302001,0,157106400,4582270,4582270,785532,785532,785532,785532,1309220,225,327305,327305,0,0,0,0,1115,0,0,3000,0,0,0,0,0
3602,Dark Elf,NPC6.jpg,NPC6,HFSTS0,2,3,217,112202001|100110001,0,157396800,4590740,4590740,786984,786984,786984,786984,1311640,225,327910,327910,0,0,0,0,1115,0,0,3000,0,0,0,0,0
3603,Wraith,NPC6.jpg,NPC6,YXS0,2,1,217,100302001|111801001,0,157687200,4599210,4599210,788436,788436,788436,788436,1314060,225,328515,328515,0,0,0,0,1115,0,0,3000,0,0,0,0,0
3604,Shadow Sage,NPC44.jpg,NPC44,MJL0,2,2,217,100110001|112602001,0,157977600,4607680,4607680,789888,789888,789888,789888,1316480,225,329120,329120,0,0,0,0,1115,0,0,3000,0,0,0,0,0
3605,Lucifer,2024.jpg,LLS2,HFSTS0,2,3,217,100102001|100101001,0,158268000,5077765,5077765,870474,870474,870474,870474,1450790,225,362698,362698,0,0,0,0,1120,0,0,3000,0,0,0,0,0
3606,Dragon Priest,NPC16.jpg,NPC16,YXS0,2,1,217,112602001|113301001,0,158558400,4624620,4624620,792792,792792,792792,792792,1321320,225,330330,330330,0,0,0,0,1120,0,0,3000,0,0,0,0,0
3607,Beria,NPC8.jpg,NPC8,MJL0,2,2,217,100106001|110702001,0,158848800,4633090,4633090,794244,794244,794244,794244,1323740,225,330935,330935,0,0,0,0,1120,0,0,3000,0,0,0,0,0
3608,Enenra,NPC4.jpg,NPC4,HFSTS0,2,3,217,113301001|112002001,0,159139200,4641560,4641560,795696,795696,795696,795696,1326160,225,331540,331540,0,0,0,0,1120,0,0,3000,0,0,0,0,0
3609,Frost Dragon,NPC1.jpg,NPC1,YXS0,2,1,217,110702001|112901001,0,159429600,4650030,4650030,797148,797148,797148,797148,1328580,225,332145,332145,0,0,0,0,1120,0,0,3000,0,0,0,0,0
3610,Geb,2009.jpg,GB2,LB_UR_SH,2,2,217,112002001|111801001,0,159720000,5590200,5590200,958320,958320,958320,958320,1597200,225,399300,399300,0,0,0,0,1125,0,0,3000,0,0,0,0,0
3611,Famine Knight,NPC11.jpg,NPC11,WL_SP,2,3,217,112901001|111702001,0,160010400,4666970,4666970,800052,800052,800052,800052,1333420,225,333355,333355,0,0,0,0,1125,0,0,3000,0,0,0,0,0
3612,Death Knight,NPC10.jpg,NPC10,YXNM1,2,1,217,112002001|112201001,0,160300800,4675440,4675440,801504,801504,801504,801504,1335840,225,333960,333960,0,0,0,0,1125,0,0,3000,0,0,0,0,0
3613,Eye of Samsara,NPC16.jpg,NPC16,YD0,2,2,217,111702001|110301001,0,160591200,4683910,4683910,802956,802956,802956,802956,1338260,225,334565,334565,0,0,0,0,1125,0,0,3000,0,0,0,0,0
3614,Kappa Virginis,NPC6.jpg,NPC6,ZRNZ_YS1,2,1,217,112201001|100110001,0,160881600,4692380,4692380,804408,804408,804408,804408,1340680,225,335170,335170,0,0,0,0,1125,0,0,3000,0,0,0,0,0
3615,Nuit,2011.jpg,NT2,CE0,2,3,217,111901001|111002001,0,161172000,5170935,5170935,886446,886446,886446,886446,1477410,225,369353,369353,0,0,0,0,1130,0,0,3000,0,0,0,0,0
3616,Ear of Stasis,NPC16.jpg,NPC16,USER_MAIN_WSJ3,2,2,217,100110001|112901001,0,161462400,4709320,4709320,807312,807312,807312,807312,1345520,225,336380,336380,0,0,0,0,1130,0,0,3000,0,0,0,0,0
3617,Mouth of Rebellion,NPC6.jpg,NPC6,HFSTS0,2,3,217,100203001|100307001,0,161752800,4717790,4717790,808764,808764,808764,808764,1347940,225,336985,336985,0,0,0,0,1130,0,0,3000,0,0,0,0,0
3618,Jorogumo,NPC17.jpg,NPC17,R_UR_PLUS_SH,2,1,217,112901001|111702001,0,162043200,4726260,4726260,810216,810216,810216,810216,1350360,225,337590,337590,0,0,0,0,1130,0,0,3000,0,0,0,0,0
3619,Kappa,NPC12.jpg,NPC12,WN0,2,2,217,100307001|113201001,0,162333600,4734730,4734730,811668,811668,811668,811668,1352780,225,338195,338195,0,0,0,0,1130,0,0,3000,0,0,0,0,0
3620,Lilith,2010.jpg,NBLS1,MJL0,2,1,217,112301001|112302001,0,162624000,5691840,5691840,975744,975744,975744,975744,1626240,225,406560,406560,0,0,0,0,1135,0,0,3000,0,0,0,0,0
3621,Doombringer,NPC8.jpg,NPC8,HFSTS0,2,3,217,113201001|100302001,0,162914400,4751670,4751670,814572,814572,814572,814572,1357620,230,339405,339405,0,0,0,0,1135,0,0,3000,0,0,0,0,0
3622,Plague Knight,NPC17.jpg,NPC17,YXS0,2,2,217,112202001|100110001,0,163204800,4760140,4760140,816024,816024,816024,816024,1360040,230,340010,340010,0,0,0,0,1135,0,0,3000,0,0,0,0,0
3623,War Knight,NPC1.jpg,NPC1,LB_UR_SH,2,3,217,100302001|111801001,0,163495200,4768610,4768610,817476,817476,817476,817476,1362460,230,340615,340615,0,0,0,0,1135,0,0,3000,0,0,0,0,0
3624,Kitsunebi,NPC11.jpg,NPC11,WL_SP,2,1,217,100110001|112602001,0,163785600,4777080,4777080,818928,818928,818928,818928,1364880,230,341220,341220,0,0,0,0,1135,0,0,3000,0,0,0,0,0
3625,Pandora,2013.jpg,PDL2,YXNM1,2,3,217,111201001|111202001,0,164076000,5264105,5264105,902418,902418,902418,902418,1504030,230,376008,376008,0,0,0,0,1140,0,0,3000,0,0,0,0,0
3626,Jorogumo,NPC17.jpg,NPC17,YD0,2,2,217,112602001|113301001,0,164366400,4794020,4794020,821832,821832,821832,821832,1369720,230,342430,342430,0,0,0,0,1140,0,0,3000,0,0,0,0,0
3627,Hashihime,NPC3.jpg,NPC3,ZRNZ_YS1,2,1,217,100106001|110702001,0,164656800,4802490,4802490,823284,823284,823284,823284,1372140,230,343035,343035,0,0,0,0,1140,0,0,3000,0,0,0,0,0
3628,Momiji,NPC11.jpg,NPC11,CE0,2,2,217,113301001|112002001,0,164947200,4810960,4810960,824736,824736,824736,824736,1374560,230,343640,343640,0,0,0,0,1140,0,0,3000,0,0,0,0,0
3629,Tamamo no Mae,NPC9.jpg,NPC9,USER_MAIN_WSJ3,2,1,217,110702001|112901001,0,165237600,4819430,4819430,826188,826188,826188,826188,1376980,230,344245,344245,0,0,0,0,1140,0,0,3000,0,0,0,0,0
3630,Gaia,2012.jpg,GY1,HFSTS0,2,3,217,111101001|111102001,0,165528000,5793480,5793480,993168,993168,993168,993168,1655280,230,413820,413820,0,0,0,0,1145,0,0,3000,0,0,0,0,0
3631,Asmodeus,NPC7.jpg,NPC7,R_UR_PLUS_SH,2,2,217,112901001|111702001,0,165818400,4836370,4836370,829092,829092,829092,829092,1381820,230,345455,345455,0,0,0,0,1145,0,0,3000,0,0,0,0,0
3632,Scythe-wielding Demon,NPC9.jpg,NPC9,WN0,2,3,217,112002001|112201001,0,166108800,4844840,4844840,830544,830544,830544,830544,1384240,230,346060,346060,0,0,0,0,1145,0,0,3000,0,0,0,0,0
