,folder,file,headers
63,activity_cake,cfg_activity_cake_hero.csv,"['id', 'cid', 'level', 'skin_cid', 'awake', 'if_advance', 'god_awake', 'if_super', 'super_awake', 'super_skill_plan_1', 'fight_value', 'max_hp', 'max_mp', 'min_attack', 'max_attack', 'defend', 'defend_ignore_level', 'physc_def', 'magic_def', 'hit', 'dehit', 'crit', 'decrit', 'damage_add', 'damage_minus', 'crit_damage_add', 'drain_hp', 'defend_ignore', 'physc_def_ignore', 'magic_def_ignore', 'debuff_resist', 'hp_recover', 'bounce_rate', 'speed']"
64,activity_cake,cfg_activity_cake_monster.csv,"['id', 'boss_name', 'avatar_path', 'spine_name', 'boss_descirbe', 'role', 'quality', 'star', 'job', 'level', 'skill_id_list', 'fight_value', 'max_hp', 'min_attack', 'max_attack', 'defend', 'defend_ignore_level', 'physc_def', 'magic_def', 'hit', 'dehit', 'crit', 'decrit', 'damage_add', 'damage_minus', 'crit_damage_add', 'drain_hp', 'defend_ignore', 'physc_def_ignore', 'magic_def_ignore', 'debuff_resist', 'hp_recover', 'bounce_rate', 'speed']"
65,activity_cake,cfg_activity_cake_task.csv,"['task_id', 'round', 'condition', 'reward', 'content']"
66,activity_cake,cfg_activity_cake_task_active_reward.csv,"['id', 'complete_task_count', 'reward']"
67,activity_holiday,cfg_activity_holiday_blind_box_consume.csv,"['open_index', 'consume_count']"
68,activity_holiday,cfg_activity_holiday_blind_box_open_weight.csv,"['quality', 'weight']"
69,activity_holiday,cfg_activity_holiday_blind_box_rank_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
70,activity_holiday,cfg_activity_holiday_blind_box_refresh_cost.csv,"['count', 'cost']"
71,activity_holiday,cfg_activity_holiday_christmas_rank_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
72,activity_holiday,cfg_activity_holiday_christmas_task.csv,"['task_id', 'consume', 'get_happy_value', 'max_limit', 'desc', 'opening']"
73,activity_holiday,cfg_activity_holiday_common.csv,"['challenge_boss_max_round', 'hcnw_init_power', 'hcnw_max_power', 'hcnw_recover_time', 'hcnw_recover_power', 'hcnw_can_buy_max_power', 'hcnw_recover_power_goods_id', 'hcnw_goods_recover_power_num', 'hcnw_reset_position_goods_id', 'hcnw_remove_one_goods_id', 'open_blind_box_consume_goods_id', 'blind_box_count', 'zhcj_one_round_reward_count', 'zhcj_not_count_summon_place_id', 'christmas_open_special_box_consume', 'christmas_open_drop_box_can_get_happy_value', 'christmas_drop_box_goods_id', 'christmas_happy_value_goods_id', 'christmas_coin_goods_id', 'christmas_drop_box_exchange_gold_count', 'christmas_coin_exchange_gold_count', 'activity_holiday_week_time', 'open_valentines', 'valentines_day_normal_giving_get_favor', 'valentines_day_advance_giving_get_favor', 'open_easter', 'easter_drop_goods_id', 'easter_drop_goods_exchange_gold_count', 'christmas_not_count_summon_place_id', 'lottery_draw_goods_id', 'summon_drop_pumpkin_scores', 'thanks_giving_day_goods_exchange', 'valentine_day_normal_id', 'valentine_day_advance_id']"
74,activity_holiday,cfg_activity_holiday_easter_reward.csv,"['cfg_id', 'score_need_min', 'reward']"
75,activity_holiday,cfg_activity_holiday_egg_machine_pool_weight.csv,"['pool_id', 'weight']"
76,activity_holiday,cfg_activity_holiday_gift_sell.csv,"['id', 'type', 'name', 'old_price', 'price', 'reward', 'charge_cfg_id', 'before_id']"
77,activity_holiday,cfg_activity_holiday_summon_drop_score_reward.csv,"['cfg_id', 'reward']"
78,activity_holiday,cfg_activity_holiday_thansgiving_day_burden_sheet.csv,"['id', 'name', 'icon', 'burden', 'advance', 'score']"
79,activity_holiday,cfg_activity_holiday_thansgiving_day_level_reward.csv,"['id', 'reward', 'exp']"
80,activity_holiday,cfg_activity_holiday_thansgiving_day_output_count.csv,"['id', 'type', 'quality_level', 'count']"
81,activity_holiday,cfg_activity_holiday_thansgiving_day_rank_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
82,activity_holiday,cfg_halloween_lottery_draw_reward.csv,"['id', 'reward', 'is_big_bonus', 'least_times']"
83,activity_holiday,cfg_halloween_lottery_draw_round.csv,"['lottery_draw_times', 'need_summon_count']"
84,activity_holiday_copy,cfg_activity_holiday_copy_christmas_rank_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
85,activity_holiday_copy,cfg_activity_holiday_copy_christmas_task.csv,"['task_id', 'consume', 'get_happy_value', 'max_limit', 'desc', 'opening']"
86,activity_holiday_copy,cfg_activity_holiday_copy_common.csv,"['challenge_boss_max_round', 'zhcj_one_round_reward_count', 'zhcj_not_count_summon_place_id', 'christmas_open_special_box_consume', 'christmas_open_drop_box_can_get_happy_value', 'christmas_drop_box_goods_id', 'christmas_happy_value_goods_id', 'christmas_coin_goods_id', 'christmas_drop_box_exchange_gold_count', 'christmas_coin_exchange_gold_count', 'activity_holiday_week_time', 'open_valentines', 'valentines_day_normal_giving_get_favor', 'valentines_day_advance_giving_get_favor', 'christmas_not_count_summon_place_id']"
87,activity_holiday_copy,cfg_activity_holiday_copy_egg_machine_pool_weight.csv,"['pool_id', 'weight']"
88,activity_holiday_copy,cfg_activity_holiday_copy_gift_sell.csv,"['id', 'type', 'name', 'old_price', 'price', 'reward', 'charge_cfg_id', 'before_id']"
89,activity_holiday_copy,cfg_activity_holiday_copy_hcnw_grid_image.csv,"['id', 'image']"
90,activity_holiday_copy,cfg_activity_holiday_copy_hcnw_total_score_reward.csv,"['id', 'progress_value', 'reward']"
91,activity_holiday_copy,cfg_activity_holiday_copy_thansgiving_day_rank_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
92,activity_holiday_copy,cfg_halloween_lottery_draw_copy_reward.csv,"['id', 'reward', 'is_big_bonus', 'least_times']"
93,activity_holiday_copy,cfg_halloween_lottery_draw_copy_round.csv,"['lottery_draw_times', 'need_summon_count']"
94,activity_mr_hero,cfg_activity_mr_hero_awake.csv,"['id', 'type', 'awake_count']"
95,activity_mr_hero,cfg_activity_mr_hero_boss_npc.csv,"['npc_id', 'stage', 'hero_cid', 'name', 'avatar_path', 'spine_name', 'role', 'quality', 'star', 'job', 'level', 'skill_id_list', 'fight_value', 'max_hp', 'min_attack', 'max_attack', 'defend', 'defend_ignore_level', 'physc_def', 'magic_def', 'hit', 'dehit', 'crit', 'decrit', 'damage_add', 'damage_minus', 'crit_damage_add', 'drain_hp', 'defend_ignore', 'physc_def_ignore', 'magic_def_ignore', 'debuff_resist', 'hp_recover', 'bounce_rate', 'speed']"
96,activity_mr_hero,cfg_activity_mr_hero_boss_npc_addition.csv,"['attr_key', 'attr_additon']"
97,activity_treasure,cfg_activity_treasure_boss.csv,"['boss_id', 'name', 'avatar_path', 'boss_face', 'spine_path', 'spine_name', 'role', 'quality', 'star', 'job', 'level', 'skill_id_list', 'fight_value', 'max_hp', 'min_attack', 'max_attack', 'defend', 'defend_ignore_level', 'physc_def', 'magic_def', 'hit', 'dehit', 'crit', 'decrit', 'damage_add', 'damage_minus', 'crit_damage_add', 'drain_hp', 'defend_ignore', 'physc_def_ignore', 'magic_def_ignore', 'debuff_resist', 'hp_recover', 'bounce_rate', 'speed', 'pos_x_1', 'pos_y_1', 'pos_x_2', 'pos_y_2']"
98,activity_treasure,cfg_activity_treasure_challenge_boss_reward.csv,"['step', 'boss_id', 'kill_reward']"
99,activity_treasure,cfg_activity_treasure_common_global.csv,"['GOODS_ID_1', 'GOODS_EXCHANGE_1', 'GOODS_ID_2', 'GOODS_EXCHANGE_2', 'TYPE_1_LIMIT', 'TYPE_2_LIMIT', 'TYPE_3_LIMIT', 'TYPE_4_LIMIT', 'LATTICE_LINE_LIMIT', 'LATTICE_ADJACENT_LIMIT', 'PUSH_GIFT_DURING_TIME', 'INIT_LATTICE_INFO', 'EXCHANGE_GOODS_ID', 'MAX_EXIST_PUSH_GIFT_COUNT', 'CHALLENGE_BOSS_MAX_ROUND', 'CHALLENGE_BOSS_ENTITY_ID']"
100,activity_treasure,cfg_activity_treasure_event_reward.csv,"['id', 'type', 'reward', 'weight']"
101,activity_treasure,cfg_activity_treasure_gift.csv,"['gift_id', 'name', 'gift_type', 'charge_cfg_id', 'old_price', 'buy_count', 'reward']"
102,activity_treasure,cfg_activity_treasure_lattice.csv,"['id', 'thing']"
103,activity_treasure,cfg_activity_treasure_login_reward.csv,"['login_day', 'name', 'reward']"
104,activity_treasure,cfg_activity_treasure_merchant.csv,"['id', 'type', 'charge_id', 'old_price', 'cost', 'give_reward', 'gift_name']"
105,activity_treasure,cfg_activity_treasure_rank_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
106,activity_treasure,cfg_activity_treasure_reward_weight.csv,"['id', 'type', 'reward', 'weight']"
107,activity_treasure,cfg_activity_treasure_shop.csv,"['cfg_id', 'count_max', 'score_need', 'reward']"
108,activity_treasure,cfg_activity_treasure_step_reward.csv,"['id', 'step', 'reward']"
109,activity_treasure,cfg_activity_treasure_task.csv,"['task_id', 'task_type', 'task_group', 'task_index', 'task_id_before', 'task_condition', 'task_value', 'reward', 'selling_price', 'name', 'content', 'content_param', 'link']"
110,activity_turn_brand,cfg_activity_turn_brand_battle_task.csv,"['task_id', 'task_type', 'task_group', 'task_index', 'task_id_before', 'task_condition', 'task_value', 'reward', 'content', 'content_param', 'link']"
111,activity_turn_brand,cfg_activity_turn_brand_reward_pos_relation.csv,"['reward_pos', 'pos_need']"
112,activity_turn_brand,cfg_activity_turn_brand_task.csv,"['task_id', 'round', 'condition', 'reward', 'content']"
113,activity_turn_brand,cfg_activity_turn_brand_task_active_reward.csv,"['id', 'complete_task_count', 'reward']"
114,activity_ur_plus_hero,cfg_activity_ur_plus_hero_awake.csv,"['id', 'gift_id', 'awake_count', 'god_awake_count', 'super_awake_count', 'relic_quailty_level', 'task_reward']"
115,activity_ur_plus_hero,cfg_activity_ur_plus_hero_boss_npc.csv,"['npc_id', 'hero_cid', 'name', 'avatar_path', 'spine_name', 'role', 'quality', 'star', 'job', 'level', 'skill_id_list', 'fight_value', 'max_hp', 'min_attack', 'max_attack', 'defend', 'defend_ignore_level', 'physc_def', 'magic_def', 'hit', 'dehit', 'crit', 'decrit', 'damage_add', 'damage_minus', 'crit_damage_add', 'drain_hp', 'defend_ignore', 'physc_def_ignore', 'magic_def_ignore', 'debuff_resist', 'hp_recover', 'bounce_rate', 'speed']"
116,activity_ur_plus_hero,cfg_activity_ur_plus_hero_challenge_boss_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
117,activity_ur_plus_hero,cfg_activity_ur_plus_hero_summon_count_reward.csv,"['id', 'summon_count', 'reward']"
118,activity_user_back_new,cfg_user_back_new_gift.csv,"['gift_id', 'pool_id', 'daily_refresh', 'name', 'buy_count', 'charge_cfg_id', 'old_price', 'first_rewards', 'second_rewards', 'third_rewards', 'user_level']"
119,activity_user_back_new,cfg_user_back_new_login.csv,"['id', 'pool_id', 'login_day', 'reward']"
120,activity_user_back_new,cfg_user_back_new_pools.csv,"['id', 'lose_day_min', 'lose_day_max', 'level_min', 'level_max']"
121,activity_user_back_new,cfg_user_back_new_summon.csv,"['id', 'summon_id', 'hero_id', 'debris', 'describe']"
122,activity_user_back_new,cfg_user_back_new_trial.csv,"['task_id', 'task_type', 'task_group', 'task_index', 'task_id_before', 'activity_day', 'task_condition', 'task_value', 'reward', 'user_back_active_value', 'content', 'content_param']"
123,activity_user_back_new,cfg_user_back_new_trial_active.csv,"['id', 'pool_id', 'active_value', 'reward']"
124,activity_user_back_new,cfg_user_back_vip_inherit_active.csv,"['id', 'percent', 'active_value']"
125,adventure,cfg_adventure.csv,"['adventure_id', 'name']"
126,adventure,cfg_adventure_star.csv,"['cfg_id', 'type', 'star', 'weight', 'refresh_add_weight', 'cost_time', 'disappear_time', 'con_awake', 'con_star', 'con_job', 'con_state', 'rewards', 'extern_percent', 'extern_rewards', 'ad_rate']"
127,arena,cfg_arena_reward.csv,"['rid', 'rank_min', 'rank_max', 'gold', 'medal', 'prestige']"
128,arena,cfg_arena_shop.csv,"['shop_id', 'shop_type', 'limit_level', 'goods', 'money_type', 'price', 'limit']"
129,armor,cfg_armor.csv,"['cfg_id', 'name', 'icon_path', 'job_need', 'armor_part', 'level', 'main_attr_str', 'secondary_attr', 'sell_price']"
130,armor,cfg_armor_dress_part.csv,"['dress_part', 'name', 'strengthen_index', 'special_attr_type1', 'special_attr_value_base1', 'special_attr_type2', 'special_attr_value_base2']"
131,armor,cfg_armor_illusion.csv,"['cfg_id', 'armor_part', 'illusion_level', 'attr_permillage', 'name', 'icon']"
132,armor,cfg_armor_illusion_group.csv,"['cfg_id', 'illusion_level', 'dress_count', 'attr_type_type', 'attr_type', 'attr_value', 'name']"
133,armor,cfg_armor_illusion_stone.csv,"['cfg_id', 'illusion_level', 'armor_part', 'quality', 'name', 'icon', 'description']"
134,armor,cfg_armor_quality.csv,"['quality', 'probability', 'value', 'secondary_attr']"
135,armor,cfg_armor_special.csv,"['type', 'name', 'icon_path', 'attr_special_type', 'attr_special_value', 'attr_upgrade_value', 'attr_special_type2', 'attr_special_value2', 'attr_upgrade_value2', 'desc']"
136,armor,cfg_armor_special_exp.csv,"['star', 'exp']"
137,armor,cfg_armor_special_exp_old.csv,"['star', 'exp']"
138,armor,cfg_armor_special_make.csv,"['level', 'exp', 'star']"
139,armor,cfg_armor_strengthen.csv,"['level', 'coin', 'essence']"
140,armor,cfg_dress.csv,"['id', 'group', 'part', 'quality', 'exp_base', 'attr_type_type', 'attr_type', 'attr_value', 'attr_type_type2', 'attr_type2', 'attr_value2', 'consume', 'name', 'icon_path', 'desc']"
141,armor,cfg_dress_group.csv,"['index', 'group', 'count', 'attr_type_type', 'attr_type', 'attr_value']"
142,armor,cfg_dress_level.csv,"['level', 'exp_need[2]', 'exp_need[3]', 'exp_need[4]', 'exp_need[5]']"
143,armor,cfg_seven_special_armor_exp.csv,"['level', 'exp', 'add_attribute']"
144,carnival,cfg_anniversary_letter.csv,"['id', 'desc', 'title', 'page']"
145,carnival,cfg_carnival_building.csv,"['cfg_id', 'build_id', 'build_name', 'level', 'need_step', 'reward_thing', 'reward_goods_count', 'hero_num', 'hero_job', 'hero_quality', 'need_ur', 'need_ur_plus', 'add_reward_num']"
146,carnival,cfg_carnival_challenge_task.csv,"['task_id', 'stage', 'task_type', 'condition', 'reward', 'content']"
147,carnival,cfg_carnival_common.csv,"['universal_dice_goods_id', 'random_dice_goods_id', 'carnival_exclusive_goods_id', 'map_max_lattice_num', 'universal_dice_recycle_gold', 'random_dice_recycle_gold', 'carnival_exclusive_recycle_gold', 'login_charge_id', 'login_charge_add_vip_exp', 'pass_or_on_start_pos_reward', 'use_random_dice_get_score', 'use_universal_dice_get_score', 'letter_explore_challenge_times1', 'letter_explore_challenge_times2', 'letter_explore_challenge_times3']"
148,carnival,cfg_carnival_event.csv,"['event_id', 'type', 'reward', 'desc']"
149,carnival,cfg_carnival_game_task.csv,"['task_id', 'task_type', 'task_group', 'task_index', 'task_id_before', 'task_condition', 'task_value', 'reward', 'content', 'content_param', 'link']"
150,carnival,cfg_carnival_login.csv,"['day', 'general_award', 'advanced_award']"
151,carnival,cfg_carnival_map.csv,"['lattice', 'type', 'build_id', 'event_type', 'reward']"
152,carnival,cfg_carnival_rank_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
153,carnival,cfg_carnival_shop.csv,"['cfg_id', 'limit_count', 'cost', 'reward']"
154,carnival,cfg_carnival_stage_challenge_reward.csv,"['stage_id', 'reward']"
155,combine_zone,cfg_combine_zone_activity_boss_npc.csv,"['npc_id', 'day', 'hero_cid', 'name', 'avatar_path', 'spine_name', 'role', 'quality', 'star', 'job', 'level', 'skill_id_list', 'fight_value', 'max_hp', 'min_attack', 'max_attack', 'defend', 'defend_ignore_level', 'physc_def', 'magic_def', 'hit', 'dehit', 'crit', 'decrit', 'damage_add', 'damage_minus', 'crit_damage_add', 'drain_hp', 'defend_ignore', 'physc_def_ignore', 'magic_def_ignore', 'debuff_resist', 'hp_recover', 'bounce_rate', 'effect_chance_permillage', 'speed']"
156,combine_zone,cfg_combine_zone_activity_boss_reward.csv,"['cfg_id', 'damage_value', 'reward']"
157,combine_zone,cfg_combine_zone_activity_gift.csv,"['gift_id', 'name', 'gift_type', 'charge_cfg_id', 'old_price', 'buy_count', 'first_reward', 'second_reward', 'vip_reward']"
158,combine_zone,cfg_combine_zone_activity_guild_rank_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
159,combine_zone,cfg_combine_zone_activity_login_reward.csv,"['login_day', 'name', 'reward']"
160,combine_zone,cfg_combine_zone_activity_self_rank_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
161,combine_zone,cfg_combine_zone_activity_trial.csv,"['task_id', 'task_type', 'charge_cfg_id', 'task_subtype', 'newbie_day', 'task_condition', 'task_value', 'reward', 'combine_zone_activity_active_value', 'selling_price', 'name', 'content', 'content_param', 'task_group', 'task_index', 'task_id_before']"
162,combine_zone,cfg_combine_zone_activity_trial_active.csv,"['cfg_id', 'active_value', 'reward', 'prograss_position', 'appearance_type']"
163,combine_zone,cfg_combine_zone_activity_week.csv,"['season', 'charge_cfg_id', 'things', 'every_thing', 'show_thing', 'charge_old_cfg_id']"
164,country_war,cfg_country_war_city.csv,"['city_id', 'maps_id', 'name', 'level', 'type', 'score', 'attack_condition', 'npc_group_ids', 'connect_city_ids', 'capture', 'team_count_limit', 'in_random_pve', 'in_random_pvp', 'logo']"
165,country_war,cfg_country_war_city_level.csv,"['level', 'pvp_attack_los_reward_str', 'pvp_attack_win_reward_str', 'pvp_capture_reward_str', 'pve_attack_los_reward_str', 'pve_attack_win_reward_str', 'pve_capture_reward_str']"
166,country_war,cfg_country_war_common.csv,"['normal_team_count', 'max_team_count', 'declared_count_max', 'npc_counterattack_max_count', 'fight_round_interval_seconds', 'npc_counterattack_city_capture_count', 'mobai_reward', 'pvp_signup_guild_count', 'GUILD_GOD_OF_WAR_BUFF_IMAGE', 'GOD_OF_WAR_BUFF_ATTR', 'GIVE_LIKE_BONUS']"
167,country_war,cfg_country_war_common_thing_show.csv,"['id', 'thing']"
168,country_war,cfg_country_war_goods.csv,"['goods_id', 'name', 'particle_up_name', 'particle_down_name', 'desc', 'free_count', 'money_type', 'money', 'weight', 'attr_buff_value', 'attr_buff_per']"
169,country_war,cfg_country_war_maps.csv,"['maps_id', 'name', 'force_name']"
170,country_war,cfg_country_war_npc.csv,"['npc_id', 'name', 'avatar_path', 'spine_name', 'role', 'quality', 'star', 'job', 'level', 'skill_id_list', 'fight_value', 'max_hp', 'min_attack', 'max_attack', 'defend', 'defend_ignore_level', 'physc_def', 'magic_def', 'hit', 'dehit', 'crit', 'decrit', 'damage_add', 'damage_minus', 'crit_damage_add', 'drain_hp', 'defend_ignore', 'physc_def_ignore', 'magic_def_ignore', 'debuff_resist', 'hp_recover', 'bounce_rate', 'speed']"
171,country_war,cfg_country_war_npc_group.csv,"['group_id', 'name', 'city_id', 'level', 'npc_ids']"
172,country_war,cfg_country_war_rank_reward.csv,"['id', 'president_reward_str', 'vice_president_reward_str', 'member_reward_str', 'war_commander_reward_str', 'god_of_war_reward_str']"
173,country_war,cfg_country_war_season_display_reward.csv,"['season_id', 'pve_reward', 'pvp_reward']"
174,country_war,cfg_country_war_shop.csv,"['cfg_id', 'thing_des', 'cost', 'limit']"
175,country_war,cfg_country_war_task.csv,"['task_id', 'task_type', 'task_group', 'task_index', 'task_id_before', 'task_condition', 'task_value', 'reward', 'name', 'content']"
176,country_war,cfg_country_war_team_unlock.csv,"['team_count', 'money_type', 'money']"
177,daily_dungeon,cfg_daily_dungeon.csv,"['id', 'daily_name', 'daily_des', 'daily_number', 'daily_time', 'unlock_level', 'bg_path', 'icon_path', 'scene_bg_path', 'lock_tips']"
178,daily_dungeon,cfg_daily_dungeon_stage.csv,"['id', 'dungeon_id', 'unlock_level', 'name', 'monster_idgroup', 'role_show', 'drop']"
179,daily_dungeon,cfg_daily_dungeon_stage_npc.csv,"['npc_id', 'name', 'avatar_path', 'spine_name', 'role', 'quality', 'star', 'job', 'level', 'skill_id_list', 'fight_value', 'max_hp', 'min_attack', 'max_attack', 'defend', 'defend_ignore_level', 'physc_def', 'magic_def', 'hit', 'dehit', 'crit', 'decrit', 'damage_add', 'damage_minus', 'crit_damage_add', 'drain_hp', 'defend_ignore', 'physc_def_ignore', 'magic_def_ignore', 'debuff_resist', 'hp_recover', 'bounce_rate']"
180,daily_gift,cfg_daily_gift.csv,"['gift_id', 'gift_type', 'name', 'old_price', 'buy_count', 'charge_cfg_id', 'img_bg', 'rewards', 'senior_rewards']"
181,daily_gift,cfg_lottery.csv,"['step_id', 'floor', 'rewards']"
182,daily_gift,cfg_step_weight.csv,"['step', 'weight']"
183,drifting_dungeon,cfg_drifting_dungeon.csv,"['dungeon_id', 'layer', 'fight_value_rate', 'normal_monster_npc_id_list', 'max_round', 'desc', 'name', 'star_reward_1', 'star_task_2', 'star_reward_2', 'star_task_3', 'star_reward_3']"
184,drifting_dungeon,cfg_drifting_dungeon_level.csv,"['map_id', 'npc_id', 'fight_value']"
185,drifting_dungeon,cfg_drifting_dungeon_npc.csv,"['npc_id', 'name', 'avatar_path', 'spine_name', 'role', 'quality', 'star', 'job', 'skill_id_list', 'max_hp', 'min_attack', 'max_attack', 'defend', 'defend_ignore_level', 'physc_def', 'magic_def', 'hit', 'dehit', 'crit', 'decrit', 'damage_minus', 'defend_ignore', 'debuff_resist']"
186,drifting_dungeon,cfg_drifting_rank_reward.csv,"['cfg_id', 'rank_min', 'rank_max', 'reward']"
187,drifting_dungeon,cfg_drifting_rewards.csv,"['dungeon_id', 'main_dungeon_unlock', 'reward_list']"
188,drifting_dungeon,cfg_drifting_star_task.csv,"['task_id', 'task_type', 'param_1', 'param_2', 'desc']"
189,dungeon,cfg_dungeon.csv,"['dungeon_id', 'boss_monster_npc_id', 'normal_monster_npc_id_list', 'armor_drop_rate_when_offline_fight', 'bg_path', 'bg_path_shenhe', 'name', 'map_id', 'reward']"
190,dungeon,cfg_dungeon_area_to_max_map.csv,"['area', 'max_map']"
191,dungeon,cfg_dungeon_charge.csv,"['pass_level', 'charge_cfg_id']"
192,dungeon,cfg_dungeon_map.csv,"['dungeon_map_id', 'name', 'bg_path', 'switch_opr_guide_id', 'need_swipe_guide']"
193,dungeon,cfg_dungeon_map_to_land.csv,"['map', 'land']"
194,dungeon,cfg_dungeon_pass.csv,"['id', 'level', 'condition', 'reward', 'advanced_reward']"
195,dungeon,cfg_map_const.csv,"['max_map_id', 'max_area_id']"
196,event,cfg_event_lucky_place_wheel_gift.csv,"['cfg_id', 'condition', 'reward_str']"
197,event,cfg_event_thousand_summon.csv,"['days', 'reward']"
198,fzzq,cfg_fzzq_common.csv,"['MAX_POINT_AWARD', 'JOIN_LEVEL', 'FREE_POINT_FIGHT_COUNT', 'REFRESH_ENEMY_PRICE', 'GUESS_PRICE', 'GUESS_AWARD', 'MAX_WIN_AWARD_ADDITION', 'FZZQ_EXCLUSIVE_GOODS_ID']"
199,fzzq,cfg_fzzq_fight_count_cost.csv,"['count', 'cost']"
200,fzzq,cfg_fzzq_point_rank.csv,"['id', 'name', 'point', 'base_award', 'logo']"
201,fzzq,cfg_fzzq_promotion_award.csv,"['achievement', 'award']"
202,fzzq,cfg_fzzq_robot_npc.csv,"['npc_id', 'hero_cid', 'hero_level', 'hero_awake', 'name', 'avatar_path', 'spine_name', 'max_hp', 'min_attack', 'max_attack', 'defend', 'defend_ignore_level', 'physc_def', 'magic_def', 'hit', 'dehit', 'crit', 'decrit', 'damage_add', 'damage_minus', 'crit_damage_add', 'drain_hp', 'defend_ignore', 'physc_def_ignore', 'magic_def_ignore', 'debuff_resist', 'hp_recover', 'bounce_rate', 'speed']"
203,fzzq,cfg_fzzq_robot_team.csv,"['Unnamed: 0', 'show_name']"
204,fzzq,cfg_fzzq_shop.csv,"['cfg_id', 'limit_count', 'cost', 'reward']"
205,gift,cfg_gift_bounty_society.csv,"['id', 'precondition', 'general_award', 'advanced_award']"
206,gift,cfg_gift_charge.csv,"['id', 'name', 'award', 'money', 'charge_cfg_id', 'desc', 'sale_num']"
207,gift,cfg_gift_daily_offer.csv,"['id', 'type', 'charge_cfg_id', 'description', 'award']"
208,gift,cfg_gift_daily_pack.csv,"['id', 'day_of_week', 'sub_type', 'name', 'old_price', 'charge_cfg_id', 'award']"
209,gift,cfg_gift_first_charge.csv,"['things', 'button_label', 'charge_cfg_id', 'sale_num']"
210,gift,cfg_gift_gem_essence.csv,"['id', 'get_gem_essence']"
211,gift,cfg_gift_gem_hunter.csv,"['id', 'precondition', 'general_award', 'advanced_award']"
212,gift,cfg_gift_gem_proficiency.csv,"['id', 'ratio', 'proficiency']"
213,gift,cfg_gift_growth.csv,"['charge_cfg_id', 'pass_charge_cfg_id', 'spine']"
214,gift,cfg_gift_growth_award.csv,"['id', 'level', 'award']"
215,gift,cfg_gift_growth_pass_reward.csv,"['id', 'level', 'pass_reward', 'advanced_pass_reward']"
216,gift,cfg_gift_hero_sell.csv,"['id', 'name', 'award', 'money', 'charge_cfg_id', 'desc']"
217,gift,cfg_gift_hero_sell_common.csv,"['remain_days', 'summon_place_id']"
218,gift,cfg_gift_holycore_essence.csv,"['id', 'get_holycore_essence']"
219,gift,cfg_gift_holycore_hunter.csv,"['id', 'precondition', 'general_award', 'advanced_award']"
220,gift,cfg_gift_holycore_proficiency.csv,"['id', 'ratio', 'proficiency']"
221,gift,cfg_gift_month.csv,"['things', 'advanced_things', 'legend_things', 'rare_things', 'charge_diamond', 'advanced_charge_diamond', 'legend_charge_diamond', 'rare_charge_diamond', 'description_normal', 'description_advanced', 'description_legend', 'description_rare', 'charge_cfg_id', 'advanced_charge_cfg_id', 'legend_charge_cfg_id', 'rare_charge_cfg_id', 'spine_name', 'advanced_open_level', 'legend_open_level', 'rare_open_level']"
222,gift,cfg_gift_month_limit.csv,"['cfg_id', 'change_cfg_id', 'name', 'buy_count', 'old_price', 'reward_str', 'image_show', 'need_dungeon_id', 'need_level', 'summon_place_id', 'sort_id']"
223,gift,cfg_gift_purchase.csv,"['cfg_id', 'change_cfg_id', 'price', 'reward_str']"
224,gift,cfg_gift_summon_pack.csv,"['id', 'name', 'old_price', 'charge_cfg_id', 'award', 'image_show', 'need_dungeon_id', 'need_level', 'if_review_show']"
225,gift,cfg_gift_vip_bonus.csv,"['vip_level', 'award']"
226,gift,cfg_gift_vip_package.csv,"['id', 'vip_require', 'price', 'old_price', 'award']"
227,gift,cfg_gift_week.csv,"['type', 'name', 'old_price', 'award', 'charge_cfg_id']"
228,gift,cfg_gift_week_limit.csv,"['cfg_id', 'change_cfg_id', 'name', 'buy_count', 'old_price', 'reward_str', 'image_show', 'need_dungeon_id', 'need_level', 'summon_place_id', 'sort_id']"
229,god_awake,cfg_god_debris.csv,"['cfg_id', 'position_count', 'max_count', 'quality', 'restore', 'name', 'icon', 'description']"
230,god_awake,cfg_god_hero.csv,"['cid', 'is_open', 'quality_level', 'potential', 'str_initial', 'agi_initial', 'int_initial', 'sta_initial', 'skill_ids', 'name', 'avatar_path', 'bg_path', 'spine_name']"
231,god_awake,cfg_hero_god_awake.csv,"['index', 'hero_quality_level', 'awake_count', 'coin_need', 'skill_open', 'stone_need', 'level_increase', 'level_add_attr_permillage']"
232,god_awake,cfg_mr_hero.csv,"['cid', 'quality_level', 'potential', 'str_initial', 'agi_initial', 'int_initial', 'sta_initial', 'active_skill_ids', 'passive_skill_ids', 'use_skill_add_anger', 'normal_attack_add_anger', 'lose_hp_percent_for_anger', 'lose_hp_add_anger']"
