sid,type,is_normal,init_anger,use_need_anger,kill_enemy_trigger,cause_damage_trigger,before_fight_trigger,action_trigger,die_trigger,after_action_trigger,mp_cost,eid,open_level,show_popup,adjust_target_position,prepare_anim,skill_anim,multi_target_spacing_time,name,icon,info,simple_info,skill_tag,mr_skill_add_attr_info,mr_skill_awake_enhance_info,anger_skill_hero_bg,frame_id
124102001,1,0,0,0,0,0,0,0,0,0,350,124102101,1,1,0,3004_act,,0,Surprise arrow,14122.jpg,"Deals 350% P.DMG to 3 random enemies. If the target is afflicted with a debuff, inflicts [Frozen] for 1 round.\n\n[Frozen]: Unable to act.","Deals P.DMG to 3 enemies. If the target is under a Debuff, prevents them from taking action for 1 round.",1|2,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
1141010011,1,0,0,0,0,0,0,0,0,0,350,1141011011,1,1,0,3003_act,3003_att,0,Frozen Snow,3004.jpg,Increase the coefficient of P.DMG by 40%,Increases P.DMG dealt.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
1141020011,1,0,0,0,0,0,0,0,0,0,350,1141021011,1,1,0,3004_act,,0,Arrow of Surprise,2006.jpg,Deals P.DMG to one more enemy,Deals P.DMG to one more enemy,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
1241010011,1,0,0,0,0,0,0,0,0,0,350,1241011011,1,1,0,3003_act,3003_att,0,Frozen field,14121.jpg,Increase the coefficient of P.DMG by 40%,Increases P.DMG dealt.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
1241020011,1,0,0,0,0,0,0,0,0,0,350,1241021011,1,1,0,3004_act,,0,Surprise arrow,14122.jpg,Deals P.DMG to one more enemy,Deals P.DMG to one more enemy,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
114501001,1,0,0,0,0,0,0,0,0,0,250,114501101,1,1,0,YYCF_act,,0,Infinite Tsukuyomi,14501.jpg,"Deals 280% P.DMG to the enemy with the highest HP percentage and inflict [Break] effect, which decreases enemy's P.RES and M.RES by 80% for 3 rounds. Attack again if it crits (additional attack is up to 2 times)","Deals P.DMG to 1 enemy, reduces its attributes for 3 rounds. If it’s a critical hit, makes an additional attack.",1|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
114502001,1,0,0,0,0,0,0,0,0,0,250,114502101,1,1,0,attack_2_act,,0,Reincarnation,14502.jpg,"Deals 220% P.DMG to 3 enemies in back row and inflict [Bleed] effect, which prevents all healing for 3 rounds. The attack is guaranteed to crit if the enemy is in [Poison] state.","Deals P.DMG to 3 enemies, prevents them from recovering HP for 3 rounds. If the target is in [Poison] state, critical hit is guaranteed.",1|8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
114601001,1,0,0,0,0,0,0,0,0,0,200,114601101,1,1,0,1003_act,,0,Guardian of Love,1005.jpg,"Heals the whole team by 90% of the Cupid's ATK and [Guard] all team members, reduces DMG taken by 30% and Debuff RES increase by 30% for 2 rounds",Heals all allies and increases their attributes for 2 rounds.,4|5,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
114602001,1,0,0,0,0,0,0,0,0,0,350,114602101,1,1,0,2004_act,,0,Arrow of Love,2006.jpg,"Deals 550% P.DMG to the enemy with the highest ATK then inflict [Weaken] effect which decreases ememies' ATK by 60% for 2 rounds, and guaranteed to Crit against enemies which already in [Freeze] effect","Deals P.DMG to 1 enemy, reduces its attributes for 2 rounds. If the target is in [Freeze] state, critical hit is guaranteed.",1|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
124601001,1,0,0,0,0,0,0,0,0,0,200,124601101,1,1,0,,,0,Heart to Heart,14621.jpg,"Heals the whole team HP by 100% of Cupid's ATK. Each angel obtains non-dispellable shield of Cupid's 50% Max ATK and recieves [Guard] that reduce DMG taken by 30%,and increase Debuff RES by 40% for 2 rounds","Heals all allies and grants them a shield for 1 round, also increases allies’ attributes for 2 rounds.",4|5|7,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
124602001,1,0,0,0,0,0,0,0,0,0,350,124602101,1,1,0,,,0,Cupid Arrows,14622.jpg,"Deals 600% P.DMG to the enemy with the highest ATK, then inflict [Weaken] effect which decreases ememy's ATK by 60%. Gives the teammate with the highest ATK Cupid's [Blessing], ATK+25% for 2 rounds and is guaranteed to crit enemies who are already in [Freeze] state.","Deals P.DMG to 1 enemy, reduces its attributes, and increases attributes of 1 ally for 2 rounds. Critical hits if the enemy is in [Frozen] state.",1|3|4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
134601001,1,0,0,0,0,0,0,0,0,0,200,134601101,1,1,0,1003_act,,0,Guardian of Love,1005.jpg,Grants all angels an additional shield by 100% of Cupid's Max ATK.,Provides additional shields to all allies.,7,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
134602001,1,0,0,0,0,0,0,0,0,0,350,134602101,1,1,0,2004_act,,0,Arrow of Love,2006.jpg,"Increase the coefficient of P.DMG by 50%, and Crit is guaranteed if enemies in any debuff situation.",Increases P.DMG dealt and guarantees critical hits against enemies under Debuffs.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
144601001,1,0,0,0,0,0,0,0,0,0,200,144601101,1,1,0,,,0,Heart to Heart,14621.jpg,Grants all angels an additional shield by 100% of Cupid's Max ATK.,Provides additional shields to all allies.,7,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
144602001,1,0,0,0,0,0,0,0,0,0,350,144602101,1,1,0,,,0,Cupid Arrows,14622.jpg,"Increase the coefficient of P.DMG by 50%, and Crit is guaranteed if enemies in any debuff situation.",Increases P.DMG dealt and guarantees critical hits against enemies under Debuffs.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
154601001,1,0,0,0,0,0,1,0,0,0,0,154601101,1,1,0,,,0,Amor's Shelter,14666.jpg,"When entering the battle, increases Cupid's Debuff RES by 100% for 1 round (cannot be dispelled). When in action, inflicits a [Staunch] to all allies (cannot be dispelled). Each stacks of [Staunch] will increase the Debuff RES by 5% for 2 rounds (This effect can stack but the duration will only be refreshed when activated again).","At the start of battle, Cupid’s attributes are increased for 1 round. Each round, boosts attributes of all allies for 2 rounds.",4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
154602001,1,0,0,0,0,0,0,1,0,0,0,154602101,1,1,0,,,0,Amor's Shelter,14666.jpg,每回合行动时，使我方全体获得【坚定】状态。,"Each round, boosts attributes of all allies.",4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
164601001,1,0,0,200,0,0,0,0,0,0,0,164601101,1,1,0,WMOX_act,WMOX_att,0,Perfect Idol,14671.jpg,"Reduce the P.DMG and M.DMG taken by all allies by 30%, and increase their speed by 40 points for 2 rounds.(undispellable)",Boosts attributes of all allies for 2 rounds.,4,,"Reduce the P.DMG and M.DMG taken by all allies by 30%, and increase their speed by 40 points for 2 rounds.(undispellable)",img_mr_2046.png,1
164611001,1,0,200,200,0,0,0,0,0,0,0,164611101,1,1,0,WMOX_act,WMOX_att,0,Perfect Idol,14672.jpg,"Reduce the P.DMG and M.DMG taken by all allies by 30%, and increase their speed by 40 points for 2 rounds.(undispellable)",Boosts attributes of all allies for 2 rounds.,4,"HP+5%, DEF+5%","At the start of the battle, Cupid gains an additional 200 Energy Points.",img_mr_2046.png,1
164621001,1,0,200,200,0,0,0,0,0,0,0,164621101,1,1,0,WMOX_act,WMOX_att,0,Perfect Idol,14673.jpg,"Reduce P.DMG and M.DMG taken by all allies by 40%, and increase their speed by 60 points for 2 rounds.(undispellable)",Boosts attributes of all allies for 2 rounds.,4,"CRIT +10%, CRIT DMG +20%","Further reduce the P.DMG and M.DMG taken by all allies by 10%, and further increase their speed by 20 points.",img_mr_2046.png,1
164631001,1,0,200,200,0,0,0,0,0,0,0,164631101,1,1,0,WMOX_act,WMOX_att,0,Perfect Idol,14674.jpg,"Reduce P.DMG and M.DMG taken by all allies by 40%, and increase their speed by 60 points for 2 rounds(undispellable). Then, grant 1 stack of [Sweet Favors] to the ally with the highest ATK (cannot be dispelled, lasts until the end of the battle, max 1 stack). Each stack of [Sweet Favors] increases her DMG by 10%. Whenever she takes DMG that exceeds 30% of her Max HP, consume 1 stack of [Sweet Favors] and reduce the DMG to 30% of her Max HP.","Boosts attributes of all allies for 2 rounds, then grants 1 ally [Sweet Favors]: increases damage and consumes the Buff when taking substantial damage.",4|8,"ATK+ 10%, Leech +15%","Grant 1 stack of [Sweet Favors] to the ally with the highest ATK (cannot be dispelled, lasts until the end of the battle, max 1 stack). Each stack of [Sweet Favors] increases her DMG by 10%. Whenever she takes DMG that exceeds 30% of her Max HP, consume 1 stack of [Sweet Favors] and reduce the DMG to 30% of her Max HP.",img_mr_2046.png,1
164641001,1,0,200,200,0,0,0,0,0,0,0,164641101,1,1,0,WMOX_act,WMOX_att,0,Perfect Idol,14675.jpg,"Reduce P.DMG and M.DMG taken by all allies by 50%, and increase their speed by 80 points for 2 rounds(undispellable). Then, grant 2 stacks of [Sweet Favors] to the ally with the highest ATK (cannot be dispelled, lasts until the end of the battle, max 2 stacks). Each stack of [Sweet Favors] increases her DMG by 10%. Whenever she takes DMG that exceeds 30% of her Max HP, consume 1 stack of [Sweet Favors] and reduce the DMG to 30% of her Max HP.","Boosts attributes of all allies for 2 rounds, then grants 1 ally [Sweet Favors]: increases damage and consumes the Buff when taking substantial damage.",4|8,"P.RES +15%, M.RES +15%, ATK +15%","Further reduce the P.DMG and M.DMG taken by all allies by 10%, and further increase their speed by 20 points. Additionally, grant 1 stack of [Sweet Favors] to the ally with the highest ATK.",img_mr_2046.png,1
164651001,1,0,200,200,0,0,0,0,0,0,0,164651101,1,1,0,WMOX_act,WMOX_att,0,Perfect Idol,14676.jpg,"Reduce P.DMG and M.DMG taken by all allies by 60%, and increase their speed by 100 points for 2 rounds(undispellable). Then, grant 3 stacks of [Sweet Favors] to the ally with the highest ATK (cannot be dispelled, lasts until the end of the battle, max 3 stacks). Each stack of [Sweet Favors] increases her DMG by 10%. Whenever she takes DMG that exceeds 30% of her Max HP, consume 1 stack of [Sweet Favors] and reduce the DMG to 30% of her Max HP.","Boosts attributes of all allies for 2 rounds, then grants 1 ally [Sweet Favors]: increases damage and consumes the Buff when taking substantial damage.",4|8,SPD +30,"Further reduce the P.DMG and M.DMG taken by all allies by 10%, and further increase their speed by 20 points. Additionally, grant 1 stack of [Sweet Favors] to the ally with the highest ATK.",img_mr_2046.png,1
114701001,1,0,0,0,0,0,0,0,0,0,250,114701101,1,1,0,HQZS_act,,0,Underground Hand,14701.jpg,"Deals 500% P.DMG to 1 enemy. If the enemy is killed, Hades releases this skill again, up to 3 times; If the enemy is not killed, inflicts [Bleed] effect, prevents all healing effects for 2 rounds.","Deals P.DMG to 1 enemy. If the target is defeated, skill activates again; if not, prevents it from recovering HP for 2 rounds.",1|8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
114702001,1,0,0,0,0,0,0,0,0,0,350,114702101,1,1,0,HQMW_act,HQMW_att,0,Underground Fog,14702.jpg,"Dispels all 6 enemies’ buffs and deals 150% P.DMG.  If targets are effected by [Bleed], then the attack must be critical. ","Deals P.DMG to 6 enemies, dispels their beneficial effects. Damage increases if the target is in [Bleed] state.",1|9,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
1147010011,1,0,0,0,0,0,0,0,0,0,250,1147011011,1,1,0,HQZS_act,,0,Underground Hand,14701.jpg,Release the skill again (up to 6 times) if the targeted enemy has been killed.,Release the skill again (up to 6 times) if the targeted enemy has been killed.,8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
1147020011,1,0,0,0,0,0,0,0,0,0,350,1147021011,1,1,0,HQMW_act,HQMW_att,0,Underground Fog,14702.jpg,Increase the coefficient of P.DMG by 50%,Increases P.DMG dealt.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
114801001,1,0,0,0,0,0,0,0,0,0,250,114801101,1,1,0,SGZY_act,SGZY_att,0,Holy Wing,14801.jpg,"Deals 200% P.DMG to 6 enemies, if target's HP is higher than 50%, then causes double DMG to target; After attack if targets'HP is lower than 50%,then it will be affected by [Ignite] for 2 rounds","Deals P.DMG to 6 enemies. Damage doubles if the target’s HP is above half. If the target’s HP drops below half after the attack, it loses HP each round for 2 rounds.",1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
114802001,1,0,0,0,0,0,0,0,0,0,350,114802101,1,1,0,GZSL_act,GZSL_att,0,Chain of light,14802.jpg,"Deals 200% P.DMG to 6 enemies, if target's HP is lower than 50%, then causes double DMG to target; After attack if targets'HP is still higher than 50%, then they will suffer [Pierce], rendering their P.RES and M.RES decreased by 50% for 2 rounds","Deals P.DMG to 6 enemies. Damage doubles if the target’s HP is below half. If the target’s HP is above half after the attack, reduces its attributes for 2 rounds.",1|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
124801001,1,0,0,0,0,0,0,0,0,0,250,124801101,1,1,0,SGZY_act,SGZY_att,0,Newborn Feather,14821.jpg,"Deals 220% P.DMG to 6 enemies. If enemy's HP is higher than 50%, then causes double DMG to enemy; If the enemy's HP is lower than 50% after the attack, then the target will suffer [Ignite] for 2 rounds. If an enemy is killed, Icarus enters [Original God] state, which increase ATK by 50% and Crit DMG by 50% for 2 rounds ( can not be dispelled).","Deals P.DMG to 6 enemies. Damage doubles if the target’s HP is above half. If the target’s HP drops below half after the attack, it loses HP each round for 2 rounds. If this skill kills an enemy, increases own attributes for 2 rounds.",1|4,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
124802001,1,0,0,0,0,0,0,0,0,0,350,124802101,1,1,0,GZSL_act,GZSL_att,0,Heart-locking Chain,14822.jpg,"Deals 220% P.DMG to 6 enemies, if enemy's HP is lower than 50%, then causes double DMG to enemy; After attack if enemy's HP is still higher than 50%, then they will suffer [Pierce], rendering their P.RES and M.RES decreased by 50% for 2 rounds. If there is no enemy killed, Icarus becomes [God's Fury], which deals additional 300% P.DMG to 1 enemy with lowest HP.","Deals P.DMG to 6 enemies. Damage doubles if the target’s HP is below half. If the target’s HP is above half after the attack, reduces its attributes for 2 rounds. If this skill doesn’t kill an enemy, deals additional P.DMG to 1 enemy.",1|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
134801001,1,0,0,0,0,0,0,0,0,0,250,1348011000,1,1,0,SGZY_act,SGZY_att,0,Holy Wing,14801.jpg,"If the target's HP is higher than 80%, increase the CRIT by 50%","If the target's HP is higher than 80%, increase the CRIT.",1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
134802001,1,0,0,0,0,0,0,0,0,0,350,1348021000,1,1,0,GZSL_act,GZSL_att,0,Chain of light,14802.jpg,"If the target's HP is lower than 30%, increase the CRIT by 50%","If the target's HP is lower than 30%, increase the CRIT.",1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
144801001,1,0,0,0,0,0,0,0,0,0,250,1448011000,1,1,0,SGZY_act,SGZY_att,0,Newborn Feather,14821.jpg,"If the target's HP is higher than 80%, increase the CRIT by 50%","If the target's HP is higher than 80%, increase the CRIT.",1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
144802001,1,0,0,0,0,0,0,0,0,0,350,1448021000,1,1,0,GZSL_act,GZSL_att,0,Heart-locking Chain,14822.jpg,"If the target's HP is lower than 30%, increase the CRIT by 50%","If the target's HP is lower than 30%, increase the CRIT.",1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
154801001,1,0,0,0,0,0,0,1,0,0,0,154801101,1,1,0,,,0,Feather of Dawn,14866.jpg,"When entering battle, Icarus receives a shield (non-dispellable) that is 100% of her Max HP for 2 rounds. When in action, increases her DMG by [20%*current number of rounds] (up to 200%) for 1 round.",Enters battle with a shield that lasts for 2 rounds. Each action increases damage dealt for 1 round.,4|7,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
154802001,1,0,0,0,0,0,1,0,0,0,0,154802101,1,1,0,,,0,Feather of Dawn,14866.jpg,,,,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
164801001,1,0,0,140,0,0,0,0,0,0,0,164801101,1,1,0,SYHG_act,SYHG01_att,0,Wings of Glory,14871.jpg,"Randomly unleashes 4 rays of Divine Light, each dealing 300% P.DMG to an enemy, and 50% of the damage to the remaining enemies.\nPassive Effect: Icarus receives half of the damage when she has a shield.","First deals 4 random single-target P.DMG, then deals damage to all enemies.\nPassive Effect: Reduces damage taken when having a shield.",1|8,,"Randomly unleashes 4 rays of Divine Light, each dealing 300% P.DMG to an enemy, and 50% of the damage to the remaining enemies.\nPassive Effect: Icarus receives half of the damage when she has a shield.",img_mr_2048.png,1
164811001,1,0,80,140,0,0,0,0,0,0,0,164811101,1,1,0,SYHG_act,SYHG01_att,0,Wings of Glory,14872.jpg,"Randomly unleashes 4 rays of Divine Light, each dealing 300% P.DMG to an enemy, and 50% of the damage to the remaining enemies.\nPassive Effect: Icarus receives half of the damage when she has a shield.","First deals 4 random single-target P.DMG, then deals damage to all enemies.\nPassive Effect: Reduces damage taken when having a shield.",1|8,"ATK +5%, CRIT +10%","When entering the battle, gain 80 Energy.",img_mr_2048.png,1
164821001,1,0,80,140,0,0,0,0,0,0,0,164821101,1,1,0,SYHG_act,SYHG01_att,0,Wings of Glory,14873.jpg,"Randomly unleashes 5 rays of Divine Light, each dealing 300% P.DMG to an enemy, and 50% of the damage to the remaining enemies.\nPassive Effect: Icarus receives half of the damage when she has a shield.","First deals 5 random single-target P.DMG, then deals damage to all enemies.\nPassive Effect: Reduces damage taken when having a shield.",1|8,Ignore 10% DMG Reduction,Release 1 additional ray of Divine Light,img_mr_2048.png,1
164831001,1,0,80,140,0,0,0,0,0,0,0,164831101,1,1,0,SYHG_act,SYHG01_att,0,Wings of Glory,14874.jpg,"Randomly unleashes 5 rays of Divine Light, each dealing 300% P.DMG to an enemy. If the target's HP is greater than 50%, it is guaranteed to be a critical hit. At the same time, deals 50% of the damage dealt by each ray to the remaining enemies.\nPassive Effect: Icarus receives half of the damage when she has a shield.","Randomly deals 5 single-target P.DMG. If the target’s HP is above 50%, this attack is a guaranteed critical hit. Then deals damage to all enemies.\nPassive Effect: Reduces damage taken when having a shield.",1|8,"HP +15%, DEF +15%","If the target's HP is greater than 50%, it is guaranteed to be a critical hit.",img_mr_2048.png,1
164841001,1,0,80,140,0,0,0,0,0,0,0,164841101,1,1,0,SYHG_act,SYHG01_att,0,Wings of Glory,14875.jpg,"Randomly unleashes 5 rays of Divine Light, each dealing 300% P.DMG to an enemy (Ignore 80% P.RES). If the target's HP is greater than 50%, it is guaranteed to be a critical hit. At the same time, deals 50% of the damage done by each ray to the remaining enemies.\nPassive Effect: Icarus receives half of the damage when she has a shield.","Randomly deals 5 single-target P.DMG. If the target’s HP is above 50%, this attack is a guaranteed critical hit. Then deals damage to all enemies.\nPassive Effect: Reduces damage taken when having a shield.",1|8,ATK +30%,Ignore 80% P.RES,img_mr_2048.png,1
164851001,1,0,80,140,0,0,0,0,0,0,0,164851101,1,1,0,SYHG_act,SYHG01_att,0,Wings of Glory,14876.jpg,"Randomly unleashes 7 rays of Divine Light, each dealing 300% P.DMG to an enemy (Ignore 80% P.RES). If the target's HP is greater than 50%, it is guaranteed to be a critical hit. At the same time, deals 50% of the damage done by each ray to the remaining enemies.\nPassive Effect: Icarus receives half of the damage when she has a shield.","Randomly deals 7 single-target P.DMG. If the target’s HP is above 50%, this attack is a guaranteed critical hit. Then deals damage to all enemies.\nPassive Effect: Reduces damage taken when having a shield.",1|8,Crit DMG +50%,Release 2 additional rays of Divine Light,img_mr_2048.png,1
114901001,1,0,0,0,0,0,0,0,0,0,250,114901101,1,1,0,ZXZK_act,ZXZK_att,0,Order Controller,14901.jpg,"Deals 160% P.DMG to 6 enemies, if target's Max HP is lower than Chaos, then [Stun] the target for 1 round","Deals P.DMG to 6 enemies. If the target’s max HP is lower than Chaos’s, prevents them from taking action for 1 round.",1|2,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
114902001,1,0,0,0,0,0,0,0,0,0,350,114902101,1,1,0,ZSHH_act,ZSHH_att,0,Ragnarok,14902.jpg,"Deals 160% P.DMG to 6 enemies, and deals an extra 7% of Max HP True DMG",Deals P.DMG and true damage to 6 enemies.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
124901001,1,0,0,0,0,0,0,0,0,0,250,124901101,1,1,0,ZXZK_act,ZXZK_att,0,Original Rule,14921.jpg,"Deals 200% P.DMG to 6 enemies, and make enemies enter [Unsteady] state that decreases their Debuff RES by 20% for 2 rounds. If enemy's Max HP is lower than Chaos, then [Stun] the enemy for 1 round.","Deals P.DMG to 6 enemies and reduces their attributes for 2 rounds. If the target’s max HP is lower than Chaos’s, prevents them from taking action for 1 round.",1|2|3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
124902001,1,0,0,0,0,0,0,0,0,0,350,124902101,1,1,0,ZSHH_act,ZSHH_att,0,End of Universe,14922.jpg,"Deals 200% P.DMG to 6 enemies, and deals an extra 10% of Max HP True DMG. If the enemy is in [Stun] or [Freeze] state, the attack is guaranteed to crit.","Deals P.DMG and True DMG to 6 enemies. If the targets are under [Stun] or [Freeze], this attack is a guaranteed critical hit.",1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
134901001,1,0,0,0,0,0,0,0,0,0,250,134901101,1,1,0,ZXZK_act,ZXZK_att,0,Order Controller,14901.jpg,"Driving enemies into the state of [Unsteady], decrease enemies' Debuff RES by 10%",Further reduces enemy attributes.,3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
134902001,1,0,0,0,0,0,0,0,0,0,350,134902101,1,1,0,ZSHH_act,ZSHH_att,0,Ragnarok,14902.jpg,"Increase the coefficient of P.DMG by 20%, True DMG by 2%",Increases P.DMG and True DMG dealt.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
144901001,1,0,0,0,0,0,0,0,0,0,250,144901101,1,1,0,ZXZK_act,ZXZK_att,0,Original Rule,14921.jpg,"Driving enemies into the state of [Unsteady], decrease enemies' Debuff RES by 10%",Further reduces enemy attributes.,3,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
144902001,1,0,0,0,0,0,0,0,0,0,350,144902101,1,1,0,ZSHH_act,ZSHH_att,0,End of Universe,14922.jpg,"Increase the coefficient of P.DMG by 20%, True DMG by 2%",Increases P.DMG and True DMG dealt.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
154901001,1,0,0,0,0,0,0,1,0,0,0,154901101,1,1,0,,,0,Chaos Invasion,14966.jpg,"When Chaos is in action, deals True Damage equal to 2% of Chaos' Max HP to all enemies.",Each action deals True DMG to all enemies.,1,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,1
164901001,1,0,0,150,0,0,0,0,0,0,0,164901101,1,1,0,LHLH_act,LHLH_att,0,Rifting Soul,14971.jpg,"Inflict all enemies with [Helpless] (ignores Debuff RES, cannot be dispelled, lasts for 2 rounds). Control effects under [Helpless] have a 50% chance to resist dispel effects.","There is a chance for enemy-wide control effects to fail when dispelled, lasting for 2 rounds.",8,,"Inflict all enemies with [Helpless] (ignores Debuff RES, cannot be dispelled, lasts for 2 rounds). Control effects under [Helpless] have a 50% chance to resist dispel effects.",img_mr_2049.png,1
164911001,1,0,50,150,0,0,0,0,0,0,0,164901101,1,1,0,LHLH_act,LHLH_att,0,Rifting Soul,14972.jpg,"Inflict all enemies with [Helpless] (ignores Debuff RES, cannot be dispelled, lasts for 2 rounds). Control effects under [Helpless] have a 50% chance to resist dispel effects.","There is a chance for enemy-wide control effects to fail when dispelled, lasting for 2 rounds.",8,"HP +5%, DEF +5%",Chaos gains 50 energy upon entering battle.,img_mr_2049.png,1
164921001,1,0,50,150,0,0,0,0,0,0,0,164921101,1,1,0,LHLH_act,LHLH_att,0,Rifting Soul,14973.jpg,"Inflict all enemies with [Helpless] (ignores Debuff RES, cannot be dispelled, lasts for 2 rounds). Control effects (Stun, Freeze and etc.) under [Helpless] have a 50% chance to resist being dispelled. Deal 10% of Chaos' Max HP as True DMG to all enemies. Enemies in [Stun] state receive 50% increased damage for 2 rounds. (These two effects also ignore Debuff RES.)","There is a chance for enemy-wide control effects to fail when dispelled, lasting for 2 rounds. Also deals True DMG to all enemies, and if any are [Stun], they take increased damage for 2 rounds",1|3|8,HP and M.RES +10%,Deal 10% of Chaos' Max HP as True DMG to all enemies. Enemies in [Stun] state receive 50% increased damage for 2 rounds (ignores Debuff RES).,img_mr_2049.png,1
164931001,1,0,100,150,0,0,0,0,0,0,0,164921101,1,1,0,LHLH_act,LHLH_att,0,Rifting Soul,14974.jpg,"Inflict all enemies with [Helpless] (ignores Debuff RES, cannot be dispelled, lasts for 2 rounds). Control effects (Stun, Freeze and etc.) under [Helpless] have a 50% chance to resist being dispelled. Deal 10% of Chaos' Max HP as True DMG to all enemies. Enemies in [Stun] state receive 50% increased damage for 2 rounds. (These two effects also ignore Debuff RES.)","There is a chance for enemy-wide control effects to fail when dispelled, lasting for 2 rounds. Also deals True DMG to all enemies, and if any are [Stun], they take increased damage for 2 rounds",1|3|8,ATK and HP +15%,Chaos gains 50 energy upon entering battle.,img_mr_2049.png,1
164941001,1,0,100,150,0,0,0,0,0,0,0,164941101,1,1,0,LHLH_act,LHLH_att,0,Rifting Soul,14975.jpg,"Inflict all enemies with [Helpless] (ignores Debuff RES, cannot be dispelled, lasts for 2 rounds). Control effects (Stun, Freeze and etc.) under [Helpless] have a 80% chance to resist being dispelled. Deal 10% of Chaos' Max HP as True DMG to all enemies. Enemies in [Stun] state receive 50% increased damage for 2 rounds. (These two effects also ignore Debuff RES.)","There is a chance for enemy-wide control effects to fail when dispelled, lasting for 2 rounds. Also deals True DMG to all enemies, and if any are [Stun], they take increased damage for 2 rounds",1|3|8,HP +20%,"Control effects (Stun, Freeze and etc.) under [Helpless] have a 80% chance to resist being dispelled.",img_mr_2049.png,1
164951001,1,0,100,150,0,0,0,0,0,0,0,164951101,1,1,0,LHLH_act,LHLH_att,0,Rifting Soul,14976.jpg,"Inflict all enemies with [Helpless] (ignores Debuff RES, cannot be dispelled, lasts for 2 rounds). Control effects (Stun, Freeze and etc.) under [Helpless] have a 80% chance to resist being dispelled. Deal 10% of Chaos' Max HP as True DMG to all enemies. Enemies in [Stun] state receive 50% increased damage for 2 rounds. Otherwise, they lose 30% Debuff RES for 2 rounds. (These two effects also ignore Debuff RES.)","There is a chance for enemy-wide control effects to fail when dispelled, lasting for 2 rounds. Additionally, deals True DMG to all enemies and increases the damage they take for 2 rounds.",1|3|8,"SPD +30, HP + 30%","When dealing 10% of Chaos' Max HP as True DMG to all enemies, if the target is not under the [Stun] effect, reduce their Debuff RES by 30% for 2 rounds (ignores Debuff RES).",img_mr_2049.png,1
115001001,1,0,0,0,0,0,0,0,0,0,250,115001101,1,1,0,YQHJ_act,YQHJ_att,0,Courage Horn,15001.jpg,"Deals 310% P.DMG to 3 enemies in front row, and enters [Taunt] state for 2 rounds.\n\n[Taunt]: Enemies' single target attacks must target Heimdall. Increases DMG Reduction by 50% and DMG Reflection by 70%","Deals P.DMG to 3 enemies, becomes the primary target, and enhances own attributes for 2 rounds.",1|4|8,策划配置：MR技能增加的属性,策划配置：MR觉醒技能强化描述,,0
