id,group,difficulty,boss_name,kill_reward,avatar_path,spine_name,image_id,role,quality,star,job,level,skill_id_list,fight_value,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
99,50,1,Void Demon Spirit,5:3000104:1|5:3000105:2|1:2:100,NPC47.png,NPC47,10,22,6,5,2,200,110102001|115001001,905997312,2101099009,49448690,52980738,111761,1967023,1268559,1268559,2399999,292,1214427,60722,0,500,0,0,3250,15500,15500,3000,0,0,0
100,50,2,Void Demon Spirit,5:3000127:1|5:3000188:25|5:3000107:1,NPC47.png,NPC47,10,22,7,5,2,200,110102001|115001001,905997312,3939560642,92716293,99338885,209552,3688169,2378549,2378549,4499999,548,2277051,113853,0,500,0,0,3300,18600,18600,3000,0,0,0
101,51,1,Lord of Chaos,5:3000104:2|5:3000105:2|1:2:100,NPC44.png,NPC44,6,22,6,5,3,200,113301001|113302001,905997312,2227164949,51921124,55629775,116231,1996529,1274902,1274902,2399999,296,1238716,61936,0,510,0,0,2530,16000,16000,3000,0,0,0
102,51,2,Lord of Chaos,5:3000127:1|5:3000066:5|5:3000107:1,NPC44.png,NPC44,6,22,7,5,3,200,113301001|113302001,905997312,4175934279,97352108,104305829,217934,3743492,2390442,2390442,4499999,555,2322593,116130,0,510,0,0,2530,19200,19200,3000,0,0,0
103,52,1,Flame Demoness,5:3000104:2|5:3000105:2|1:2:100,NPC30.png,NPC30,8,22,6,5,1,200,110702001|100210001,905997312,2360794846,54517180,58411264,120881,2026477,1281277,1281277,2399999,300,1263490,63174,0,520,0,0,2560,16500,16500,3000,0,0,0
104,52,2,Flame Demoness,5:3000127:1|5:3000140:10|5:3000107:1,NPC30.png,NPC30,8,22,7,5,1,200,110702001|100210001,905997312,4426490336,102219713,109521120,226652,3799644,2402394,2402394,4499999,563,2369045,118452,0,520,0,0,2560,19800,19800,3000,0,0,0
105,53,1,Fallen Angel,5:3000104:2|5:3000105:2|1:2:100,NPC53.png,NPC53,1,22,6,5,2,200,100302001|112901001,905997312,2502442537,57243039,61331827,125716,2056874,1287683,1287683,2399999,304,1288760,64438,0,530,0,0,2590,17000,17000,3000,0,0,0
106,53,2,Fallen Angel,5:3000127:1|5:2000008:1|5:3000107:1,NPC53.png,NPC53,1,22,7,5,2,200,100302001|112901001,905997312,4692079757,107330699,114997176,235718,3856638,2414406,2414406,4499999,570,2416425,120822,0,530,0,0,2590,20400,20400,3000,0,0,0
107,54,1,Void Necromancer,5:3000104:2|5:3000105:2|1:2:100,NPC40.png,NPC40,4,22,6,5,3,200,100203001|100307001,905997312,2652589089,60105191,64398419,130744,2087726,1294122,1294122,2399999,308,1314535,65726,0,540,0,0,2620,17500,17500,3000,0,0,0
108,54,2,Void Necromancer,5:3000127:1|1:2:1000|5:3000107:1,NPC40.png,NPC40,4,22,7,5,3,200,100203001|100307001,905997312,4973604542,112697234,120747036,245145,3914487,2426478,2426478,4499999,578,2464754,123237,0,540,0,0,2620,21000,21000,3000,0,0,0
109,55,1,Fallen Serpent Spirit,5:3000104:2|5:3000105:2|1:2:100,NPC36.png,NPC36,2,22,6,5,1,200,115101001|115102001,905997312,2811744434,63110450,67618340,135974,2119042,1300592,1300592,2399999,312,1340826,67042,0,550,0,0,2650,18000,18000,3000,0,0,0
110,55,2,Fallen Serpent Spirit,5:3000127:1|5:3000188:25|5:3000107:1,NPC36.png,NPC36,2,22,7,5,1,200,115101001|115102001,905997312,5272020815,118332095,126784388,254952,3973205,2438610,2438610,4499999,585,2514048,125703,0,550,0,0,2650,21600,21600,3000,0,0,0
111,56,1,Chaos Feather,5:3000104:2|5:3000105:2|1:2:100,NPC54.png,NPC54,5,22,6,5,2,200,100307001|113201001,905997312,2980449100,66265973,70999257,141413,2150828,1307095,1307095,2399999,316,1367642,68382,0,560,0,0,2680,18500,18500,3000,0,0,0
112,56,2,Chaos Feather,5:3000127:1|5:3000111:1|5:3000107:1,NPC54.png,NPC54,5,22,7,5,2,200,100307001|113201001,905997312,5588342063,124248699,133123607,265149,4032803,2450804,2450804,4499999,593,2564330,128217,0,560,0,0,2680,22200,22200,3000,0,0,0
113,57,1,Chaos Serpent Demon,5:3000104:2|5:3000105:2|1:2:100,NPC31.png,NPC31,7,22,6,5,3,200,112202001|100110001,905997312,3159276046,69579272,74549220,147070,2183090,1313630,1313630,2399999,320,1394995,69750,0,570,0,0,2710,19000,19000,3000,0,0,0
114,57,2,Chaos Serpent Demon,5:3000127:1|5:1000010:1|5:3000107:1,NPC31.png,NPC31,7,22,7,5,3,200,112202001|100110001,905997312,5923642587,130461135,139779788,275756,4093295,2463057,2463057,4499999,600,2615616,130781,0,570,0,0,2710,22800,22800,3000,0,0,0
115,58,1,Chaos Scorpion King,5:3000104:2|5:3000105:2|1:2:100,NPC15.png,NPC15,9,22,6,5,1,200,113201001|100302001,905997312,3348832609,73058235,78276681,152952,2215837,1320198,1320198,2399999,324,1422895,71145,0,580,0,0,2740,19500,19500,3000,0,0,0
116,58,2,Chaos Scorpion King,5:3000127:1|5:3000107:1|5:3000107:1,NPC15.png,NPC15,9,22,7,5,1,200,113201001|100302001,905997312,6279061142,136984191,146768777,286785,4154694,2475372,2475372,4499999,608,2667929,133397,0,580,0,0,2740,23400,23400,3000,0,0,0
117,59,1,Chaos Ice Dragon,5:3000104:2|5:3000105:2|1:2:100,NPC55.png,NPC55,3,22,6,5,2,200,100110001|112602001,905997312,3549762566,76711147,82190514,159070,2249074,1326800,1326800,2399999,328,1451353,72568,0,590,0,0,2770,20000,20000,3000,0,0,0
118,59,2,Chaos Ice Dragon,5:3000127:1|5:3000011:2|5:3000107:1,NPC55.png,NPC55,3,22,7,5,2,200,100110001|112602001,905997312,6655804811,143833401,154107215,298257,4217015,2487750,2487750,4499999,615,2721287,136065,0,590,0,0,2770,24000,24000,3000,0,0,0
119,60,1,Void Demon Spirit,5:3000104:2|5:3000105:2|1:2:100,NPC47.png,NPC47,10,22,6,5,3,200,110102001|115001001,905997312,3762748319,80546705,86300041,165434,2282810,1333434,1333434,2399999,332,1480380,74019,0,600,0,0,2800,20500,20500,3000,0,0,0
120,60,2,Void Demon Spirit,5:3000127:1|5:3000188:25|5:3000107:1,NPC47.png,NPC47,10,22,7,5,3,200,110102001|115001001,905997312,7055153099,151025072,161812577,310188,4280270,2500188,2500188,4499999,623,2775713,138786,0,600,0,0,2800,24600,24600,3000,0,0,0
121,61,1,Lord of Chaos,5:3000104:2|5:3000105:2|1:2:100,NPC44.png,NPC44,6,22,6,5,1,200,112602001|113301001,905997312,3988513218,84574040,90615042,172050,2317053,1340101,1340101,2399999,336,1509988,75499,0,610,0,0,2830,21000,21000,3000,0,0,0
122,61,2,Lord of Chaos,5:3000127:1|5:3000066:5|5:3000107:1,NPC44.png,NPC44,6,22,7,5,1,200,112602001|113301001,905997312,7478462285,158576325,169903205,322595,4344474,2512689,2512689,4499999,630,2831228,141561,0,610,0,0,2830,25200,25200,3000,0,0,0
123,62,1,Flame Demoness,5:3000104:2|5:3000105:2|1:2:100,NPC30.png,NPC30,8,22,6,5,2,200,112002001|112802001,905997312,4227824012,88802742,95145794,178933,2351809,1346802,1346802,2399999,340,1540187,77010,0,620,0,0,2860,21500,21500,3000,0,0,0
124,62,2,Flame Demoness,5:3000127:1|5:3000140:10|5:3000107:1,NPC30.png,NPC30,8,22,7,5,2,200,112002001|112802001,905997312,7927170023,166505141,178398365,335499,4409642,2525253,2525253,4499999,638,2887851,144393,0,620,0,0,2860,25800,25800,3000,0,0,0
125,63,1,Fallen Angel,5:3000104:2|5:3000105:2|1:2:100,NPC53.png,NPC53,1,22,6,5,3,200,110702001|112901001,905997312,4481493453,93242878,99903085,186090,2387086,1353535,1353535,2399999,344,1570991,78550,0,630,0,0,2890,22000,22000,3000,0,0,0
126,63,2,Fallen Angel,5:3000127:1|5:2000008:1|5:3000107:1,NPC53.png,NPC53,1,22,7,5,3,200,110702001|112901001,905997312,8402800224,174830397,187318284,348918,4475786,2537879,2537879,4499999,645,2945609,147281,0,630,0,0,2890,26400,26400,3000,0,0,0
127,64,1,Void Necromancer,5:3000104:2|5:3000105:2|1:2:100,NPC40.png,NPC40,4,22,6,5,1,200,113301001|112002001,905997312,4750383060,97905022,104898238,193534,2422892,1360303,1360303,2399999,348,1602411,80121,0,640,0,0,2920,22500,22500,3000,0,0,0
128,64,2,Void Necromancer,5:3000127:1|1:2:1000|5:3000107:1,NPC40.png,NPC40,4,22,7,5,1,200,113301001|112002001,905997312,8906968238,183571917,196684197,362876,4542923,2550569,2550569,4499999,653,3004521,150227,0,640,0,0,2920,27000,27000,3000,0,0,0
129,65,1,Fallen Serpent Spirit,5:3000104:2|5:3000105:2|1:2:100,NPC36.png,NPC36,2,22,6,5,2,200,113102001|112401001,905997312,5035406043,102800274,110143150,201275,2459235,1367105,1367105,2399999,352,1634459,81723,0,650,0,0,2950,23000,23000,3000,0,0,0
130,65,2,Fallen Serpent Spirit,5:3000127:1|5:3000188:25|5:3000107:1,NPC36.png,NPC36,2,22,7,5,2,200,113102001|112401001,905997312,9441386331,192750513,206518407,377391,4611066,2563322,2563322,4499999,660,3064611,153231,0,650,0,0,2950,27600,27600,3000,0,0,0
131,66,1,Chaos Feather,5:3000104:2|5:3000105:2|1:2:100,NPC54.png,NPC54,5,22,6,5,3,200,110702001|112901001,905997312,5337530406,107940287,115650308,209326,2496124,1373940,1373940,2399999,356,1667149,83358,0,660,0,0,2980,23500,23500,3000,0,0,0
132,66,2,Chaos Feather,5:3000127:1|5:3000111:1|5:3000107:1,NPC54.png,NPC54,5,22,7,5,3,200,110702001|112901001,905997312,10007869511,202388039,216844328,392486,4680233,2576138,2576138,4499999,668,3125904,156296,0,660,0,0,2980,28200,28200,3000,0,0,0
133,67,1,Chaos Serpent Demon,5:3000104:2|5:3000105:2|1:2:100,NPC31.png,NPC31,7,22,6,5,1,200,111702001|110301001,905997312,5657782230,113337302,121432823,217699,2533566,1380810,1380810,2399999,360,1700491,85025,0,670,0,0,3010,24000,24000,3000,0,0,0
134,67,2,Chaos Serpent Demon,5:3000127:1|5:1000010:1|5:3000107:1,NPC31.png,NPC31,7,22,7,5,1,200,111702001|110301001,905997312,10608341682,212507441,227686544,408186,4750436,2589018,2589018,4499999,675,3188421,159422,0,670,0,0,3010,28800,28800,3000,0,0,0
135,68,1,Chaos Scorpion King,5:3000104:2|5:3000105:2|1:2:100,NPC15.png,NPC15,9,22,6,5,2,200,112002001|112201001,905997312,5997249164,119004167,127504465,226407,2571570,1387714,1387714,2399999,364,1734502,86725,0,680,0,0,3040,24500,24500,3000,0,0,0
136,68,2,Chaos Scorpion King,5:3000127:1|5:3000107:1|5:3000107:1,NPC15.png,NPC15,9,22,7,5,2,200,112002001|112201001,905997312,11244842183,223132814,239070872,424514,4821693,2601963,2601963,4499999,683,3252191,162609,0,680,0,0,3040,29400,29400,3000,0,0,0
137,69,1,Chaos Ice Dragon,5:3000104:2|5:3000105:2|1:2:100,NPC55.png,NPC55,3,22,6,5,3,200,111901001|111002001,905997312,6357084114,124954375,133879688,235463,2610143,1394652,1394652,2399999,368,1769191,88459,0,690,0,0,3070,25000,25000,3000,0,0,0
138,69,2,Chaos Ice Dragon,5:3000127:1|5:3000011:2|5:3000107:1,NPC55.png,NPC55,3,22,7,5,3,200,111901001|111002001,905997312,11919532713,234289454,251024415,441494,4894019,2614973,2614973,4499999,690,3317234,165861,0,690,0,0,3070,30000,30000,3000,0,0,0
139,70,1,Void Demon Spirit,5:3000104:2|5:3000105:2|1:2:100,NPC47.png,NPC47,10,22,6,5,1,200,110102001|115001001,905997312,6738509161,131202094,140573672,244882,2649295,1401626,1401626,2399999,372,1804575,90229,0,700,0,0,3100,25000,25000,3000,0,0,0
140,70,2,Void Demon Spirit,5:3000127:1|5:3000188:25|5:3000107:1,NPC47.png,NPC47,10,22,7,5,1,200,110102001|115001001,905997312,12634704677,246003927,263575635,459153,4967429,2628048,2628048,4499999,698,3383579,169179,0,700,0,0,3100,30000,30000,3000,0,0,0
141,71,1,Lord of Chaos,5:3000104:3|5:3000106:1|1:2:100,NPC44.png,NPC44,6,22,6,5,2,200,100203001|100307001,905997312,7142819710,137762199,147602356,254677,2689034,1408634,1408634,2399999,376,1840666,92034,0,710,0,0,3130,25000,25000,3000,0,0,0
142,71,2,Lord of Chaos,5:3000127:1|5:3000066:5|5:3000107:1,NPC44.png,NPC44,6,22,7,5,2,200,100203001|100307001,905997312,13392786957,258304124,276754418,477519,5041940,2641188,2641188,4499999,705,3451250,172563,0,710,0,0,3130,30000,30000,3000,0,0,0
143,72,1,Flame Demoness,5:3000104:3|5:3000106:1|1:2:100,NPC30.png,NPC30,8,22,6,5,3,200,100110001|112901001,905997312,7571388893,144650309,154982474,264864,2729370,1415677,1415677,2399999,380,1877480,93874,0,720,0,0,3160,25000,25000,3000,0,0,0
144,72,2,Flame Demoness,5:3000127:1|5:3000140:10|5:3000107:1,NPC30.png,NPC30,8,22,7,5,3,200,100110001|112901001,905997312,14196354174,271219329,290592138,496620,5117570,2654394,2654394,4499999,713,3520275,176015,0,720,0,0,3160,30000,30000,3000,0,0,0
145,73,1,Fallen Angel,5:3000104:3|5:3000106:1|1:2:100,NPC53.png,NPC53,1,22,6,5,1,200,100307001|113201001,905997312,8025672226,75941412,81365799,275458,2770310,1422755,1422755,2399999,384,1915030,95751,0,730,0,0,3190,2500000,2500000,3000,0,0,0
146,73,2,Fallen Angel,5:3000127:1|5:2000008:1|5:3000107:1,NPC53.png,NPC53,1,22,7,5,1,200,100307001|113201001,905997312,15048135425,142390148,152560873,516485,5194332,2667666,2667666,4499999,720,3590681,179534,0,730,0,0,3190,3000000,3000000,3000,0,0,0
147,74,1,Void Necromancer,5:3000104:3|5:3000106:1|1:2:100,NPC40.png,NPC40,4,22,6,5,2,200,112901001|111702001,905997312,8507212560,79738483,85434089,286477,2811866,1429869,1429869,2399999,388,1953330,97666,0,740,0,0,3220,2500000,2500000,3000,0,0,0
148,74,2,Void Necromancer,5:3000127:1|1:2:1000|5:3000107:1,NPC40.png,NPC40,4,22,7,5,2,200,112901001|111702001,905997312,15951023550,149509655,160188917,537144,5272248,2681004,2681004,4499999,728,3662495,183125,0,740,0,0,3220,3000000,3000000,3000,0,0,0
149,75,1,Fallen Serpent Spirit,5:3000104:3|5:3000106:1|1:2:100,NPC36.png,NPC36,2,22,6,5,3,200,115101001|115102001,905997312,9017645314,83725407,89705793,297936,2854043,1437018,1437018,2399999,392,1992397,99620,0,750,0,0,3250,2500000,2500000,3000,0,0,0
150,75,2,Fallen Serpent Spirit,5:3000127:1|5:3000188:25|5:3000107:1,NPC36.png,NPC36,2,22,7,5,3,200,115101001|115102001,905997312,16908084963,156985138,168198362,558630,5351331,2694410,2694410,4499999,735,3735744,186788,0,750,0,0,3250,3000000,3000000,3000,0,0,0
151,76,1,Chaos Feather,5:3000104:3|5:3000106:1|1:2:100,NPC54.png,NPC54,5,22,6,5,1,200,100303001|100203001,905997312,9558704033,87911677,94191083,309854,2896854,1444203,1444203,2399999,396,2032245,101612,0,760,0,0,3280,2500000,2500000,3000,0,0,0
152,76,2,Chaos Feather,5:3000127:1|5:3000111:1|5:3000107:1,NPC54.png,NPC54,5,22,7,5,1,200,100303001|100203001,905997312,17922570062,164834395,176608280,580976,5431601,2707881,2707881,4499999,743,3810459,190523,0,760,0,0,3280,3000000,3000000,3000,0,0,0
153,77,1,Chaos Serpent Demon,5:3000104:3|5:3000106:1|1:2:100,NPC31.png,NPC31,7,22,6,5,2,200,100302001|111801001,905997312,10132226274,92307261,98900637,322247,2940306,1451425,1451425,2399999,400,2072890,103645,0,770,0,0,3310,2500000,2500000,3000,0,0,0
154,77,2,Chaos Serpent Demon,5:3000127:1|5:1000010:1|5:3000107:1,NPC31.png,NPC31,7,22,7,5,2,200,100302001|111801001,905997312,18997924265,173076115,185438694,604214,5513075,2721422,2721422,4499999,750,3886668,194334,0,770,0,0,3310,3000000,3000000,3000,0,0,0
155,78,1,Chaos Scorpion King,5:3000104:3|5:3000106:1|1:2:100,NPC15.png,NPC15,9,22,6,5,3,200,112202001|100110001,905997312,10740159851,96922624,103845669,335138,2984411,1458682,1458682,2399999,404,2114347,105718,0,780,0,0,3340,2500000,2500000,3000,0,0,0
156,78,2,Chaos Scorpion King,5:3000127:1|5:3000107:1|5:3000107:1,NPC15.png,NPC15,9,22,7,5,3,200,112202001|100110001,905997312,20137799721,181729920,194710629,628383,5595771,2735028,2735028,4499999,758,3964401,198221,0,780,0,0,3340,3000000,3000000,3000,0,0,0
157,79,1,Chaos Ice Dragon,5:3000104:3|5:3000106:1|1:2:100,NPC55.png,NPC55,3,22,6,5,1,200,111201001|111202001,905997312,11384569442,101768755,109037952,348543,3029178,1465975,1465975,2399999,408,2156634,107832,0,790,0,0,3370,2500000,2500000,3000,0,0,0
158,79,2,Chaos Ice Dragon,5:3000127:1|5:3000011:2|5:3000107:1,NPC55.png,NPC55,3,22,7,5,1,200,111201001|111202001,905997312,21346067705,190816416,204446160,653519,5679708,2748704,2748704,4499999,765,4043690,202185,0,790,0,0,3370,3000000,3000000,3000,0,0,0
159,80,1,Void Demon Spirit,5:3000104:3|5:3000106:1|1:2:100,NPC47.png,NPC47,10,22,6,5,2,200,110102001|115001001,905997312,12067643609,106857193,114489850,362485,3074615,1473305,1473305,2399999,412,2199767,109988,0,800,0,0,3400,2500000,2500000,3000,0,0,0
160,80,2,Void Demon Spirit,5:3000127:1|5:3000188:25|5:3000107:1,NPC47.png,NPC47,10,22,7,5,2,200,110102001|115001001,905997312,22626831767,200357237,214668468,679659,5764904,2762447,2762447,4499999,773,4124564,206228,0,800,0,0,3400,3000000,3000000,3000,0,0,0
161,81,1,Lord of Chaos,5:3000104:3|5:3000106:1|1:2:100,NPC44.png,NPC44,6,22,6,5,3,200,112602001|113301001,905997312,12791702226,112200053,120214342,376984,3120734,1480671,1480671,2399999,416,2243762,112188,0,810,0,0,3430,2500000,2500000,3000,0,0,0
162,81,2,Lord of Chaos,5:3000127:1|5:3000066:5|5:3000107:1,NPC44.png,NPC44,6,22,7,5,3,200,112602001|113301001,905997312,23984441673,210375099,225401892,706845,5851377,2776259,2776259,4499999,780,4207055,210353,0,810,0,0,3430,3000000,3000000,3000,0,0,0
163,82,1,Flame Demoness,5:3000104:3|5:3000106:1|1:2:100,NPC30.png,NPC30,8,22,6,5,1,200,112902001|112602001,905997312,13559204358,117810055,126225059,392063,3167546,1488075,1488075,2399999,420,2288638,114432,0,820,0,0,3460,2500000,2500000,3000,0,0,0
164,82,2,Flame Demoness,5:3000127:1|5:3000140:10|5:3000107:1,NPC30.png,NPC30,8,22,7,5,1,200,112902001|112602001,905997312,25423508172,220893854,236671986,735119,5939148,2790141,2790141,4499999,788,4291196,214560,0,820,0,0,3460,3000000,3000000,3000,0,0,0
165,83,1,Fallen Angel,5:3000104:3|5:3000106:1|1:2:100,NPC53.png,NPC53,1,22,6,5,2,200,110702001|112901001,905997312,14372756620,123700558,132536312,407746,3215058,1495515,1495515,2399999,424,2334410,116721,0,830,0,0,3490,2500000,2500000,3000,0,0,0
166,83,2,Fallen Angel,5:3000127:1|5:2000008:1|5:3000107:1,NPC53.png,NPC53,1,22,7,5,2,200,110702001|112901001,905997312,26948918663,231938546,248505586,764523,6028235,2804091,2804091,4499999,795,4377020,218852,0,830,0,0,3490,3000000,3000000,3000,0,0,0
167,84,1,Void Necromancer,5:3000104:3|5:3000106:1|1:2:100,NPC40.png,NPC40,4,22,6,5,3,200,111602001|112001001,905997312,15235122018,129885586,139163128,424056,3263285,1502993,1502993,2399999,428,2381098,119055,0,840,0,0,3520,2500000,2500000,3000,0,0,0
168,84,2,Void Necromancer,5:3000127:1|1:2:1000|5:3000107:1,NPC40.png,NPC40,4,22,7,5,3,200,111602001|112001001,905997312,28565853783,243535474,260930865,795105,6118659,2818112,2818112,4499999,803,4464560,223229,0,840,0,0,3520,3000000,3000000,3000,0,0,0
169,85,1,Fallen Serpent Spirit,5:3000104:3|5:3000106:1|1:2:100,NPC36.png,NPC36,2,22,6,5,1,200,113102001|112902001,905997312,16149229338,136379865,146121284,441018,3312234,1510508,1510508,2399999,432,2428721,121436,0,850,0,0,3550,2500000,2500000,3000,0,0,0
170,85,2,Fallen Serpent Spirit,5:3000127:1|5:3000188:30|5:3000107:1,NPC36.png,NPC36,2,22,7,5,1,200,113102001|112401001,905997312,30279805010,255712247,273977408,826910,6210438,2832203,2832203,4499999,810,4553852,227693,0,850,0,0,3550,3000000,3000000,3000,0,0,0
171,86,1,Chaos Feather,5:3000104:3|5:3000106:1|1:2:100,NPC54.png,NPC54,5,22,6,5,2,200,110401001|110402001,905997312,17118183099,143198859,153427348,458658,3361917,1518060,1518060,2399999,436,2477295,123865,0,860,0,0,3580,2500000,2500000,3000,0,0,0
172,86,2,Chaos Feather,5:3000127:1|5:3000111:1|5:3000107:1,NPC54.png,NPC54,5,22,7,5,2,200,110401001|110402001,905997312,32096593311,268497860,287676278,859985,6303594,2846363,2846363,4499999,818,4644929,232247,0,860,0,0,3580,3000000,3000000,3000,0,0,0
173,87,1,Chaos Serpent Demon,5:3000104:3|5:3000106:1|1:2:100,NPC31.png,NPC31,7,22,6,5,3,200,111702001|110301001,905997312,18145274085,150358802,161098716,477005,3412346,1525650,1525650,2399999,440,2526841,126342,0,870,0,0,3610,2500000,2500000,3000,0,0,0
174,87,2,Chaos Serpent Demon,5:3000127:1|5:1000010:1|5:3000107:1,NPC31.png,NPC31,7,22,7,5,3,200,111702001|110301001,905997312,34022388909,281922753,302060093,894384,6398148,2860595,2860595,4499999,825,4737827,236892,0,870,0,0,3610,3000000,3000000,3000,0,0,0
175,88,1,Chaos Scorpion King,5:3000104:3|5:3000106:1|1:2:100,NPC15.png,NPC15,9,22,6,5,1,200,112602001|112902001,905997312,19233990530,157876742,169153652,496086,3463531,1533279,1533279,2399999,444,2577378,128869,0,880,0,0,3640,2500000,2500000,3000,0,0,0
176,88,2,Chaos Scorpion King,5:3000127:1|5:3000107:1|5:3000107:1,NPC15.png,NPC15,9,22,7,5,1,200,112602001|112902001,905997312,36063732243,296018891,317163097,930161,6494121,2874899,2874899,4499999,833,4832583,241629,0,880,0,0,3640,3000000,3000000,3000,0,0,0
177,89,1,Chaos Ice Dragon,5:3000104:3|5:3000106:1|1:2:100,NPC55.png,NPC55,3,22,6,5,2,200,111301001|111302001,905997312,20388029962,165770579,177611334,515929,3515484,1540946,1540946,2399999,448,2628926,131446,0,890,0,0,3670,2500000,2500000,3000,0,0,0
178,89,2,Chaos Ice Dragon,5:3000127:1|5:3000011:2|5:3000107:1,NPC55.png,NPC55,3,22,7,5,2,200,111301001|111302001,905997312,38227556178,310819835,333021252,967367,6591533,2889273,2889273,4499999,840,4929236,246462,0,890,0,0,3670,3000000,3000000,3000,0,0,0
179,90,1,Void Demon Spirit,5:3000104:3|5:3000106:1|1:2:100,NPC47.png,NPC47,10,22,6,5,3,200,110102001|115001001,905997312,21611311759,174059108,186491901,536566,3568216,1548650,1548650,2399999,452,2681504,134075,0,900,0,0,3700,2500000,2500000,3000,0,0,0
180,90,2,Void Demon Spirit,5:3000127:1|5:3000188:30|5:3000107:1,NPC47.png,NPC47,10,22,7,5,3,200,110102001|115001001,905997312,40521209549,326360827,349672315,1006061,6690405,2903718,2903718,4499999,848,5027820,251391,0,900,0,0,3700,3000000,3000000,3000,0,0,0
181,91,1,Lord of Chaos,5:3000104:3|5:3000106:1|1:2:100,NPC44.png,NPC44,6,22,6,5,1,200,100203001|100307001,905997312,22907990465,182762063,195816496,558029,3621740,1556394,1556394,2399999,456,2735134,136757,0,900,0,0,3730,2500000,2500000,3000,0,0,0
182,91,2,Lord of Chaos,5:3000127:1|5:3000066:5|5:3000107:1,NPC44.png,NPC44,6,22,7,5,1,200,100203001|100307001,905997312,42952482122,342678869,367155930,1046304,6790763,2918238,2918238,4499999,855,5128376,256419,0,900,0,0,3730,3000000,3000000,3000,0,0,0
183,92,1,Flame Demoness,5:3000104:3|5:3000106:1|1:2:100,NPC30.png,NPC30,8,22,6,5,2,200,112602001|112902001,905997312,24282469893,191900166,205607321,580350,3676066,1564175,1564175,2399999,460,2789837,139492,0,900,0,0,3760,2500000,2500000,3000,0,0,0
184,92,2,Flame Demoness,5:3000127:1|5:3000140:10|5:3000107:1,NPC30.png,NPC30,8,22,7,5,2,200,112602001|112902001,905997312,45529631049,359812811,385513727,1088156,6892623,2932829,2932829,4499999,863,5230944,261548,0,900,0,0,3760,3000000,3000000,3000,0,0,0
185,93,1,Fallen Angel,5:3000104:3|5:3000106:1|1:2:100,NPC53.png,NPC53,1,22,6,5,3,200,100307001|113201001,905997312,25739418086,201495174,215887687,603564,3731206,1571996,1571996,2399999,464,2845634,142282,0,900,0,0,3790,2500000,2500000,3000,0,0,0
186,93,2,Fallen Angel,5:3000127:1|5:2000008:1|5:3000107:1,NPC53.png,NPC53,1,22,7,5,3,200,100307001|113201001,905997312,48261408912,377803452,404789413,1131683,6996012,2947493,2947493,4499999,870,5335563,266778,0,900,0,0,3790,3000000,3000000,3000,0,0,0
187,94,1,Void Necromancer,5:3000104:3|5:3000106:1|1:2:100,NPC40.png,NPC40,4,22,6,5,1,200,112902001|112602001,905997312,27283783172,211569933,226682071,627706,3787174,1579856,1579856,2399999,468,2902546,145127,0,900,0,0,3820,2500000,2500000,3000,0,0,0
188,94,2,Void Necromancer,5:3000127:1|1:2:1000|5:3000107:1,NPC40.png,NPC40,4,22,7,5,1,200,112902001|112602001,905997312,51157093448,396693625,425028884,1176950,7100952,2962230,2962230,4499999,878,5442275,272114,0,900,0,0,3820,3000000,3000000,3000,0,0,0
189,95,1,Fallen Serpent Spirit,5:3000104:3|5:3000106:1|1:2:100,NPC36.png,NPC36,2,22,6,5,2,200,115101001|115102001,905997312,28920810162,222148430,238016175,652814,3843982,1587755,1587755,2399999,472,2960597,148030,0,900,0,0,3850,2500000,2500000,3000,0,0,0
190,95,2,Fallen Serpent Spirit,5:3000127:1|5:3000188:30|5:3000107:1,NPC36.png,NPC36,2,22,7,5,2,200,115101001|115102001,905997312,54226519053,416528306,446280328,1224027,7207467,2977041,2977041,4499999,885,5551119,277556,0,900,0,0,3850,3000000,3000000,3000,0,0,0
191,96,1,Chaos Feather,5:3000104:3|5:3000106:1|1:2:100,NPC54.png,NPC54,5,22,6,5,3,200,112202001|113301001,905997312,30656058772,233255851,249916984,678927,3901642,1595694,1595694,2399999,476,3019809,150990,0,900,0,0,3880,2500000,2500000,3000,0,0,0
192,96,2,Chaos Feather,5:3000127:1|5:3000111:1|5:3000107:1,NPC54.png,NPC54,5,22,7,5,3,200,112202001|113301001,905997312,57480110198,437354721,468594344,1272989,7315580,2991927,2991927,4499999,893,5662142,283107,0,900,0,0,3880,3000000,3000000,3000,0,0,0
193,97,1,Chaos Serpent Demon,5:3000104:3|5:3000106:1|1:2:100,NPC31.png,NPC31,7,22,6,5,1,200,100302001|111802001,905997312,32495422298,244918644,262412833,706084,3960166,1603673,1603673,2399999,480,3080205,154010,0,900,0,0,3910,2500000,2500000,3000,0,0,0
194,97,2,Chaos Serpent Demon,5:3000127:1|5:1000010:1|5:3000107:1,NPC31.png,NPC31,7,22,7,5,1,200,100302001|111802001,905997312,60928916808,459222458,492024062,1323908,7425312,3006887,3006887,4499999,900,5775384,288770,0,900,0,0,3910,3000000,3000000,3000,0,0,0
