dungeon_id,name,map_id,group_id,dungeon_type,charpter,memory_product,unlock_memory_level,state_dialog,unlock_condition,start_dialog,end_dialog,unlock_hero,reward_first,reward,normal_monster_npc_id_list,max_round,fight_value,desc
5024, 7-2,5,7,2,2,33,1,0,,0,0,,5:3000173:4300,5:3000173:430,105017|105018|105017|105018|105019,30,9445439,
5025, 7-3,5,7,2,2,34,1,0,,0,0,,5:3000173:4400,5:3000173:440,105018|105019|105018|105019|105020,30,10007669,
5026, 7-4,5,7,2,2,35,1,0,,0,0,,5:3000173:4500,5:3000173:450,105019|105018|105019|105020|105020,30,10232561,
5027, 7,5,7,1,2,36,1,0,,0,0,,5:3000173:4600,5:3000173:460,205007,30,10460571,
5028, 8-1,5,8,2,2,37,1,0,,0,0,,5:3000173:4700,5:3000173:470,105021|105022|105021|105022|105023,30,14617943,
5029, 8-2,5,8,2,2,38,1,0,,0,0,,5:3000173:4800,5:3000173:480,105022|105021|105022|105023|105023,30,14899057,
5030, 8-3,5,8,2,2,39,1,0,,0,0,,5:3000173:4900,5:3000173:490,105022|105023|105022|105023|105024,30,15320728,
5031, 8-4,5,8,2,2,40,1,0,,0,0,,5:3000173:5000,5:3000173:500,105022|105023|105024|105023|105024,30,15601842,
5032, 8,5,8,1,2,41,1,0,,30520301,30520305,29,5:3000173:5000,5:3000173:500,205008,30,15420000,
5033, 9,5,9,1,3,42,1,0,,30530101,30530112,,5:3000173:5000,5:3000173:500,205009,30,17622857,
5034, 10-1,5,10,2,3,43,1,0,,0,0,,5:3000173:5000,5:3000173:500,105025|105026|105025|105026|105027,30,17429086,
5035, 10-2,5,10,2,3,44,1,0,,0,0,,5:3000173:5000,5:3000173:500,105026|105025|105026|105027|105028|105027,30,21575522,
5036, 10-3,5,10,2,3,45,1,0,,0,0,,5:3000173:5000,5:3000173:500,105026|105027|105026|105028|105027|105028,30,22067472,
5037, 10-4,5,10,2,3,46,1,0,,0,0,,5:3000173:5000,5:3000173:500,105027|105027|105027|105028|105028|105028,30,22559421,
5038, 10,5,10,1,3,47,1,0,,30530201,30530203,,5:3000173:5000,5:3000173:500,205010,30,18254571,
5039, 11-1,5,11,2,3,48,1,0,,0,0,,5:3000173:5000,5:3000173:500,105029|105029|105029|105030|105030|105030,30,25721955,
5040, 11-2,5,11,2,3,49,1,0,,0,0,,5:3000173:5000,5:3000173:500,105029|105030|105029|105031|105030|105031,30,26143628,
5041, 11-3,5,11,2,3,50,1,0,,0,0,,5:3000173:5000,5:3000173:500,105030|105029|105030|105031|105030|105031,30,26284185,
5042, 11-4,5,11,2,3,51,1,0,,0,0,,5:3000173:5000,5:3000173:500,105030|105030|105030|105031|105031|105031,30,26565300,
5043, 11,5,11,1,3,52,1,0,,0,0,,5:3000173:5000,5:3000173:500,205011,30,23292857,
5044, 12-1,5,12,2,3,53,1,0,,0,0,,5:3000173:5000,5:3000173:500,105032|105032|105032|105033|105033|105033,30,28251987,
5045, 12-2,5,12,2,3,54,1,0,,0,0,,5:3000173:5000,5:3000173:500,105032|105033|105032|105034|105033|105034,30,28673658,
5046, 12-3,5,12,2,3,55,1,0,,0,0,,5:3000173:5000,5:3000173:500,105033|105032|105033|105034|105033|105034,30,28814215,
5047, 12-4,5,12,2,3,56,1,0,,0,0,,5:3000173:5000,5:3000173:500,105033|105033|105033|105034|105034|105034,30,29095329,
5048, 12,5,12,1,3,57,1,30530323,,30530301,30530308,,5:3000173:5000,5:3000173:500,205012,30,26136786,
5049, EX,5,12,3,3,0,1,0,5048,30540101,30540103,,5:3000173:5000,5:3000173:500,205013,30,27241071,
6001, 1,6,1,1,1,10,1,0,,30610101,30610109,31,5:3000183:1000,5:3000183:100,206001,30,543714,
6002, 2-1,6,2,2,1,11,1,0,,0,0,,5:3000183:1100,5:3000183:110,106001|106002,30,885510,
6003, 2-2,6,2,2,1,12,1,0,,0,0,,5:3000183:1200,5:3000183:120,106002|106003,30,969845,
6004, 2-3,6,2,2,1,13,1,0,,0,0,,5:3000183:1300,5:3000183:130,106003|106002|106003,30,1475851,
6005, 2-4,6,2,2,1,14,1,0,,0,0,,5:3000183:1400,5:3000183:140,106003|106004|106004,30,1686686,
6006, 2,6,2,1,1,15,1,0,,30610201,30610208,32,5:3000183:1500,5:3000183:150,206002,30,1216429,
6007, 3-1,6,3,2,1,16,1,0,,0,0,,5:3000183:1700,5:3000183:170,106005|106006|106005,30,1939688,
6008, 3-2,6,3,2,1,17,1,0,,0,0,,5:3000183:1800,5:3000183:180,106005|106006|106007,30,2024022,
6009, 3-3,6,3,2,1,18,1,0,,0,0,,5:3000183:2000,5:3000183:200,106006|106007|106006,30,2066189,
6010, 3-4,6,3,2,1,19,1,0,,0,0,,5:3000183:2200,5:3000183:220,106006|106007|106008,30,2150524,
6011, 3,6,3,1,1,20,1,0,,0,0,,5:3000183:2400,5:3000183:240,206003,30,2822143,
6012, 4-1,6,4,2,1,21,1,0,,0,0,,5:3000183:2600,5:3000183:260,106009|106010|106009,30,3429594,
6013, 4-2,6,4,2,1,22,1,0,,0,0,,5:3000183:2800,5:3000183:280,106010|106011|106010,30,4722720,
6014, 4-3,6,4,2,1,23,1,0,,0,0,,5:3000183:3000,5:3000183:300,106011|106011|106012,30,4947612,
6015, 4-4,6,4,2,1,24,1,0,,0,0,,5:3000183:3200,5:3000183:320,106011|106012|106012,30,5060058,
6016, 4,6,4,1,1,25,1,0,,30610301,30610308,33,5:3000183:3500,5:3000183:350,206004,30,4956429,
6017, 5,6,5,1,2,26,1,0,,30620101,30620111,34,5:3000183:3600,5:3000183:360,206005,30,6608571,
6018, 6-1,6,6,2,2,27,1,0,,0,0,,5:3000183:3700,5:3000183:370,106013|106014|106013|106015,30,5790953,
6019, 6-2,6,6,2,2,28,1,0,,0,0,,5:3000183:3800,5:3000183:380,106014|106013|106014|106015,30,5847176,
6020, 6-3,6,6,2,2,29,1,0,,0,0,,5:3000183:3900,5:3000183:390,106014|106014|106015|106015,30,5959622,
6021, 6-4,6,6,2,2,30,1,0,,0,0,,5:3000183:4000,5:3000183:400,106015|106014|106015|106016,30,6184514,
6022, 6,6,6,1,2,31,1,0,,30620201,30620206,35,5:3000183:4100,5:3000183:410,206006,30,8346429,
6023, 7-1,6,7,2,2,32,1,0,,0,0,,5:3000183:4200,5:3000183:420,106016|106017|106018|106017,30,7196525,
6024, 7-2,6,7,2,2,33,1,0,,0,0,,5:3000183:4300,5:3000183:430,106017|106018|106017|106018|106019,30,9445439,
6025, 7-3,6,7,2,2,34,1,0,,0,0,,5:3000183:4400,5:3000183:440,106018|106019|106018|106019|106020,30,10007669,
6026, 7-4,6,7,2,2,35,1,0,,0,0,,5:3000183:4500,5:3000183:450,106019|106018|106019|106020|106020,30,10232561,
6027, 7,6,7,1,2,36,1,0,,0,0,,5:3000183:4600,5:3000183:460,206007,30,10460571,
6028, 8-1,6,8,2,2,37,1,0,,0,0,,5:3000183:4700,5:3000183:470,106021|106022|106021|106022|106023,30,14617943,
6029, 8-2,6,8,2,2,38,1,0,,0,0,,5:3000183:4800,5:3000183:480,106022|106021|106022|106023|106023,30,14899057,
6030, 8-3,6,8,2,2,39,1,0,,0,0,,5:3000183:4900,5:3000183:490,106022|106023|106022|106023|106024,30,15320728,
6031, 8-4,6,8,2,2,40,1,0,,0,0,,5:3000183:5000,5:3000183:500,106022|106023|106024|106023|106024,30,15601842,
6032, 8,6,8,1,2,41,1,0,,30620301,30620312,,5:3000183:5000,5:3000183:500,206008,30,15420000,
6033, 9,6,9,1,3,42,1,0,,30630101,30630105,,5:3000183:5000,5:3000183:500,206009,30,17622857,
6034, 10-1,6,10,2,3,43,1,0,,0,0,,5:3000183:5000,5:3000183:500,106025|106026|106025|106026|106027,30,17429086,
6035, 10-2,6,10,2,3,44,1,0,,0,0,,5:3000183:5000,5:3000183:500,106026|106025|106026|106027|106028|106027,30,21575522,
6036, 10-3,6,10,2,3,45,1,0,,0,0,,5:3000183:5000,5:3000183:500,106026|106027|106026|106028|106027|106028,30,22067472,
6037, 10-4,6,10,2,3,46,1,0,,0,0,,5:3000183:5000,5:3000183:500,106027|106027|106027|106028|106028|106028,30,22559421,
6038, 10,6,10,1,3,47,1,0,,30630201,30630206,,5:3000183:5000,5:3000183:500,206010,30,18254571,
6039, 11-1,6,11,2,3,48,1,0,,0,0,,5:3000183:5000,5:3000183:500,106029|106029|106029|106030|106030|106030,30,25721955,
6040, 11-2,6,11,2,3,49,1,0,,0,0,,5:3000183:5000,5:3000183:500,106029|106030|106029|106031|106030|106031,30,26143628,
6041, 11-3,6,11,2,3,50,1,0,,0,0,,5:3000183:5000,5:3000183:500,106030|106029|106030|106031|106030|106031,30,26284185,
6042, 11-4,6,11,2,3,51,1,0,,0,0,,5:3000183:5000,5:3000183:500,106030|106030|106030|106031|106031|106031,30,26565300,
6043, 11,6,11,1,3,52,1,0,,0,0,,5:3000183:5000,5:3000183:500,206011,30,23292857,
6044, 12-1,6,12,2,3,53,1,0,,0,0,,5:3000183:5000,5:3000183:500,106032|106032|106032|106033|106033|106033,30,28251987,
6045, 12-2,6,12,2,3,54,1,0,,0,0,,5:3000183:5000,5:3000183:500,106032|106033|106032|106034|106033|106034,30,28673658,
6046, 12-3,6,12,2,3,55,1,0,,0,0,,5:3000183:5000,5:3000183:500,106033|106032|106033|106034|106033|106034,30,28814215,
6047, 12-4,6,12,2,3,56,1,0,,0,0,,5:3000183:5000,5:3000183:500,106033|106033|106033|106034|106034|106034,30,29095329,
6048, 12,6,12,1,3,57,1,30630319,,30630301,30630308,,5:3000183:5000,5:3000183:500,206012,30,26136786,
6049, EX,6,12,3,3,0,1,0,6048,30640101,30640103,,5:3000183:5000,5:3000183:500,206013,30,27241071,
7001, 1,7,1,1,1,10,1,0,,30710101,30710112,37,5:3000184:1000,5:3000184:100,207001,30,543714,
7002, 2-1,7,2,2,1,11,1,0,,0,0,,5:3000184:1100,5:3000184:110,107001|107002,30,885510,
7003, 2-2,7,2,2,1,12,1,0,,0,0,,5:3000184:1200,5:3000184:120,107002|107003,30,969845,
7004, 2-3,7,2,2,1,13,1,0,,0,0,,5:3000184:1300,5:3000184:130,107003|107002|107003,30,1475851,
7005, 2-4,7,2,2,1,14,1,0,,0,0,,5:3000184:1400,5:3000184:140,107003|107004|107004,30,1686686,
7006, 2,7,2,1,1,15,1,0,,30710201,30710212,38,5:3000184:1500,5:3000184:150,207002,30,1216429,
7007, 3-1,7,3,2,1,16,1,0,,0,0,,5:3000184:1700,5:3000184:170,107005|107006|107005,30,1939688,
7008, 3-2,7,3,2,1,17,1,0,,0,0,,5:3000184:1800,5:3000184:180,107005|107006|107007,30,2024022,
7009, 3-3,7,3,2,1,18,1,0,,0,0,,5:3000184:2000,5:3000184:200,107006|107007|107006,30,2076189,
7010, 3-4,7,3,2,1,19,1,0,,0,0,,5:3000184:2200,5:3000184:220,107006|107007|107008,30,2150524,
7011, 3,7,3,1,1,20,1,0,,0,0,,5:3000184:2400,5:3000184:240,207003,30,2822143,
7012, 4-1,7,4,2,1,21,1,0,,0,0,,5:3000184:2600,5:3000184:260,107009|107010|107009,30,3429594,
7013, 4-2,7,4,2,1,22,1,0,,0,0,,5:3000184:2800,5:3000184:280,107010|107011|107010,30,4722720,
7014, 4-3,7,4,2,1,23,1,0,,0,0,,5:3000184:3000,5:3000184:300,107011|107011|107012,30,4947612,
7015, 4-4,7,4,2,1,24,1,0,,0,0,,5:3000184:3200,5:3000184:320,107011|107012|107012,30,5060058,
7016, 4,7,4,1,1,25,1,0,,30710301,30710308,39,5:3000184:3500,5:3000184:350,207004,30,4956429,
7017, 5,7,5,1,2,26,1,0,,30720101,30720111,40,5:3000184:3600,5:3000184:360,207005,30,6608571,
7018, 6-1,7,6,2,2,27,1,0,,0,0,,5:3000184:3700,5:3000184:370,107013|107014|107013|107015,30,5790953,
7019, 6-2,7,6,2,2,28,1,0,,0,0,,5:3000184:3800,5:3000184:380,107014|107013|107014|107015,30,5847176,
7020, 6-3,7,6,2,2,29,1,0,,0,0,,5:3000184:3900,5:3000184:390,107014|107014|107015|107015,30,5959622,
7021, 6-4,7,6,2,2,30,1,0,,0,0,,5:3000184:4000,5:3000184:400,107015|107014|107015|107016,30,6184514,
7022, 6,7,6,1,2,31,1,0,,30720201,30720207,41,5:3000184:4100,5:3000184:410,207006,30,8346429,
7023, 7-1,7,7,2,2,32,1,0,,0,0,,5:3000184:4200,5:3000184:420,107016|107017|107018|107017,30,7196525,
7024, 7-2,7,7,2,2,33,1,0,,0,0,,5:3000184:4300,5:3000184:430,107017|107018|107017|107018|107019,30,9445439,
7025, 7-3,7,7,2,2,34,1,0,,0,0,,5:3000184:4400,5:3000184:440,107018|107019|107018|107019|107020,30,10007669,
7026, 7-4,7,7,2,2,35,1,0,,0,0,,5:3000184:4500,5:3000184:450,107019|107018|107019|107020|107020,30,10232561,
7027, 7,7,7,1,2,36,1,0,,0,0,,5:3000184:4600,5:3000184:460,207007,30,10460571,
7028, 8-1,7,8,2,2,37,1,0,,0,0,,5:3000184:4700,5:3000184:470,107021|107022|107021|107022|107023,30,14617943,
7029, 8-2,7,8,2,2,38,1,0,,0,0,,5:3000184:4800,5:3000184:480,107022|107021|107022|107023|107023,30,14899057,
7030, 8-3,7,8,2,2,39,1,0,,0,0,,5:3000184:4900,5:3000184:490,107022|107023|107022|107023|107024,30,15320728,
7031, 8-4,7,8,2,2,40,1,0,,0,0,,5:3000184:5000,5:3000184:500,107022|107023|107024|107023|107024,30,15601842,
7032, 8,7,8,1,2,41,1,0,,30720301,30720312,,5:3000184:5000,5:3000184:500,207008,30,15420000,
7033, 9,7,9,1,3,42,1,0,,30730101,30730108,,5:3000184:5000,5:3000184:500,207009,30,17622857,
7034, 10-1,7,10,2,3,43,1,0,,0,0,,5:3000184:5000,5:3000184:500,107025|107026|107025|107026|107027,30,17429086,
7035, 10-2,7,10,2,3,44,1,0,,0,0,,5:3000184:5000,5:3000184:500,107026|107025|107026|107027|107028|107027,30,21575522,
7036, 10-3,7,10,2,3,45,1,0,,0,0,,5:3000184:5000,5:3000184:500,107026|107027|107026|107028|107027|107028,30,22077472,
7037, 10-4,7,10,2,3,46,1,0,,0,0,,5:3000184:5000,5:3000184:500,107027|107027|107027|107028|107028|107028,30,22559421,
7038, 10,7,10,1,3,47,1,0,,30730201,30730206,,5:3000184:5000,5:3000184:500,207010,30,18254571,
7039, 11-1,7,11,2,3,48,1,0,,0,0,,5:3000184:5000,5:3000184:500,107029|107029|107029|107030|107030|107030,30,25721955,
7040, 11-2,7,11,2,3,49,1,0,,0,0,,5:3000184:5000,5:3000184:500,107029|107030|107029|107031|107030|107031,30,26143628,
7041, 11-3,7,11,2,3,50,1,0,,0,0,,5:3000184:5000,5:3000184:500,107030|107029|107030|107031|107030|107031,30,26284185,
7042, 11-4,7,11,2,3,51,1,0,,0,0,,5:3000184:5000,5:3000184:500,107030|107030|107030|107031|107031|107031,30,26565300,
7043, 11,7,11,1,3,52,1,0,,0,0,,5:3000184:5000,5:3000184:500,207011,30,23292857,
7044, 12-1,7,12,2,3,53,1,0,,0,0,,5:3000184:5000,5:3000184:500,107032|107032|107032|107033|107033|107033,30,28251987,
7045, 12-2,7,12,2,3,54,1,0,,0,0,,5:3000184:5000,5:3000184:500,107032|107033|107032|107034|107033|107034,30,28673658,
7046, 12-3,7,12,2,3,55,1,0,,0,0,,5:3000184:5000,5:3000184:500,107033|107032|107033|107034|107033|107034,30,28814215,
7047, 12-4,7,12,2,3,56,1,0,,0,0,,5:3000184:5000,5:3000184:500,107033|107033|107033|107034|107034|107034,30,29095329,
7048, 12,7,12,1,3,57,1,30730316,,30730301,30730309,,5:3000184:5000,5:3000184:500,207012,30,26136786,
7049, EX,7,12,3,3,0,1,0,7048,30740101,30740107,,5:3000184:5000,5:3000184:500,207013,30,27241071,
8001, 1,8,1,1,1,10,1,0,,30810101,30810107,43,5:3000189:1000,5:3000189:100,208001,30,543714,
8002, 2-1,8,2,2,1,11,1,0,,0,0,,5:3000189:1100,5:3000189:110,108001|108002,30,885510,
8003, 2-2,8,2,2,1,12,1,0,,0,0,,5:3000189:1200,5:3000189:120,108002|108003,30,969845,
8004, 2-3,8,2,2,1,13,1,0,,0,0,,5:3000189:1300,5:3000189:130,108003|108002|108003,30,1475851,
8005, 2-4,8,2,2,1,14,1,0,,0,0,,5:3000189:1400,5:3000189:140,108003|108004|108004,30,1686686,
8006, 2,8,2,1,1,15,1,0,,30810201,30810209,44,5:3000189:1500,5:3000189:150,208002,30,1216429,
8007, 3-1,8,3,2,1,16,1,0,,0,0,,5:3000189:1700,5:3000189:170,108005|108006|108005,30,1939688,
8008, 3-2,8,3,2,1,17,1,0,,0,0,,5:3000189:1800,5:3000189:180,108005|108006|108007,30,2024022,
8009, 3-3,8,3,2,1,18,1,0,,0,0,,5:3000189:2000,5:3000189:200,108006|108007|108006,30,2076189,
8010, 3-4,8,3,2,1,19,1,0,,0,0,,5:3000189:2200,5:3000189:220,108006|108007|108008,30,2150524,
8011, 3,8,3,1,1,20,1,0,,0,0,,5:3000189:2400,5:3000189:240,208003,30,2822143,
8012, 4-1,8,4,2,1,21,1,0,,0,0,,5:3000189:2600,5:3000189:260,108009|108010|108009,30,3429594,
8013, 4-2,8,4,2,1,22,1,0,,0,0,,5:3000189:2800,5:3000189:280,108010|108011|108010,30,4722720,
8014, 4-3,8,4,2,1,23,1,0,,0,0,,5:3000189:3000,5:3000189:300,108011|108011|108012,30,4947612,
8015, 4-4,8,4,2,1,24,1,0,,0,0,,5:3000189:3200,5:3000189:320,108011|108012|108012,30,5060058,
8016, 4,8,4,1,1,25,1,0,,30810301,30810307,45,5:3000189:3500,5:3000189:350,208004,30,4956429,
8017, 5,8,5,1,2,26,1,0,,30820101,30820112,46,5:3000189:3600,5:3000189:360,208005,30,6608571,
8018, 6-1,8,6,2,2,27,1,0,,0,0,,5:3000189:3700,5:3000189:370,108013|108014|108013|108015,30,5790953,
8019, 6-2,8,6,2,2,28,1,0,,0,0,,5:3000189:3800,5:3000189:380,108014|108013|108014|108015,30,5847176,
8020, 6-3,8,6,2,2,29,1,0,,0,0,,5:3000189:3900,5:3000189:390,108014|108014|108015|108015,30,5959622,
8021, 6-4,8,6,2,2,30,1,0,,0,0,,5:3000189:4000,5:3000189:400,108015|108014|108015|108016,30,6184514,
8022, 6,8,6,1,2,31,1,0,,30820201,30820208,47,5:3000189:4100,5:3000189:410,208006,30,8346429,
8023, 7-1,8,7,2,2,32,1,0,,0,0,,5:3000189:4200,5:3000189:420,108016|108017|108018|108017,30,7196525,
8024, 7-2,8,7,2,2,33,1,0,,0,0,,5:3000189:4300,5:3000189:430,108017|108018|108017|108018|108019,30,9445439,
8025, 7-3,8,7,2,2,34,1,0,,0,0,,5:3000189:4400,5:3000189:440,108018|108019|108018|108019|108020,30,10007669,
8026, 7-4,8,7,2,2,35,1,0,,0,0,,5:3000189:4500,5:3000189:450,108019|108018|108019|108020|108020,30,10232561,
8027, 7,8,7,1,2,36,1,0,,0,0,,5:3000189:4600,5:3000189:460,208007,30,10460571,
8028, 8-1,8,8,2,2,37,1,0,,0,0,,5:3000189:4700,5:3000189:470,108021|108022|108021|108022|108023,30,14617943,
8029, 8-2,8,8,2,2,38,1,0,,0,0,,5:3000189:4800,5:3000189:480,108022|108021|108022|108023|108023,30,14899057,
8030, 8-3,8,8,2,2,39,1,0,,0,0,,5:3000189:4900,5:3000189:490,108022|108023|108022|108023|108024,30,15320728,
8031, 8-4,8,8,2,2,40,1,0,,0,0,,5:3000189:5000,5:3000189:500,108022|108023|108024|108023|108024,30,15601842,
8032, 8,8,8,1,2,41,1,0,,30820301,30820309,,5:3000189:5000,5:3000189:500,208008,30,15420000,
8033, 9,8,9,1,3,42,1,0,,30830101,30830112,,5:3000189:5000,5:3000189:500,208009,30,17622857,
8034, 10-1,8,10,2,3,43,1,0,,0,0,,5:3000189:5000,5:3000189:500,108025|108026|108025|108026|108027,30,17429086,
8035, 10-2,8,10,2,3,44,1,0,,0,0,,5:3000189:5000,5:3000189:500,108026|108025|108026|108027|108028|108027,30,21575522,
8036, 10-3,8,10,2,3,45,1,0,,0,0,,5:3000189:5000,5:3000189:500,108026|108027|108026|108028|108027|108028,30,22077472,
8037, 10-4,8,10,2,3,46,1,0,,0,0,,5:3000189:5000,5:3000189:500,108027|108027|108027|108028|108028|108028,30,22559421,
8038, 10,8,10,1,3,47,1,0,,30830201,30830205,,5:3000189:5000,5:3000189:500,208010,30,18254571,
8039, 11-1,8,11,2,3,48,1,0,,0,0,,5:3000189:5000,5:3000189:500,108029|108029|108029|108030|108030|108030,30,25721955,
8040, 11-2,8,11,2,3,49,1,0,,0,0,,5:3000189:5000,5:3000189:500,108029|108030|108029|108031|108030|108031,30,26143628,
8041, 11-3,8,11,2,3,50,1,0,,0,0,,5:3000189:5000,5:3000189:500,108030|108029|108030|108031|108030|108031,30,26284185,
8042, 11-4,8,11,2,3,51,1,0,,0,0,,5:3000189:5000,5:3000189:500,108030|108030|108030|108031|108031|108031,30,26565300,
8043, 11,8,11,1,3,52,1,0,,0,0,,5:3000189:5000,5:3000189:500,208011,30,23292857,
8044, 12-1,8,12,2,3,53,1,0,,0,0,,5:3000189:5000,5:3000189:500,108032|108032|108032|108033|108033|108033,30,28251987,
8045, 12-2,8,12,2,3,54,1,0,,0,0,,5:3000189:5000,5:3000189:500,108032|108033|108032|108034|108033|108034,30,28673658,
8046, 12-3,8,12,2,3,55,1,0,,0,0,,5:3000189:5000,5:3000189:500,108033|108032|108033|108034|108033|108034,30,28814215,
8047, 12-4,8,12,2,3,56,1,0,,0,0,,5:3000189:5000,5:3000189:500,108033|108033|108033|108034|108034|108034,30,29095329,
8048, 12,8,12,1,3,57,1,30830310,,30830301,30830307,,5:3000189:5000,5:3000189:500,208012,30,26136786,
8049, EX,8,12,3,3,0,1,0,8048,30840101,30840105,,5:3000189:5000,5:3000189:500,208013,30,27241071,
9001, 1,9,1,1,1,10,1,0,,30900001,30900008,49,5:3000190:1000,5:3000190:100,209001,30,543714,
9002, 2-1,9,2,2,1,11,1,0,,0,0,,5:3000190:1100,5:3000190:110,109001|109002,30,885510,
9003, 2-2,9,2,2,1,12,1,0,,0,0,,5:3000190:1200,5:3000190:120,109002|109003,30,969845,
9004, 2-3,9,2,2,1,13,1,0,,0,0,,5:3000190:1300,5:3000190:130,109003|109002|109003,30,1475851,
9005, 2-4,9,2,2,1,14,1,0,,0,0,,5:3000190:1400,5:3000190:140,109003|109004|109004,30,1686686,
9006, 2,9,2,1,1,15,1,0,,30900011,30900017,50,5:3000190:1500,5:3000190:150,209002,30,1216429,
9007, 3-1,9,3,2,1,16,1,0,,0,0,,5:3000190:1700,5:3000190:170,109005|109006|109005,30,1939688,
9008, 3-2,9,3,2,1,17,1,0,,0,0,,5:3000190:1800,5:3000190:180,109005|109006|109007,30,2024022,
9009, 3-3,9,3,2,1,18,1,0,,0,0,,5:3000190:2000,5:3000190:200,109006|109007|109006,30,2076189,
9010, 3-4,9,3,2,1,19,1,0,,0,0,,5:3000190:2200,5:3000190:220,109006|109007|109008,30,2150524,
9011, 3,9,3,1,1,20,1,0,,0,0,,5:3000190:2400,5:3000190:240,209003,30,2822143,
9012, 4-1,9,4,2,1,21,1,0,,0,0,,5:3000190:2600,5:3000190:260,109009|109010|109009,30,3429594,
9013, 4-2,9,4,2,1,22,1,0,,0,0,,5:3000190:2800,5:3000190:280,109010|109011|109010,30,4722720,
9014, 4-3,9,4,2,1,23,1,0,,0,0,,5:3000190:3000,5:3000190:300,109011|109011|109012,30,4947612,
9015, 4-4,9,4,2,1,24,1,0,,0,0,,5:3000190:3200,5:3000190:320,109011|109012|109012,30,5060058,
9016, 4,9,4,1,1,25,1,0,,30900022,30900028,51,5:3000190:3500,5:3000190:350,209004,30,4956429,
9017, 5,9,5,1,2,26,1,0,,30900033,30900039,52,5:3000190:3600,5:3000190:360,209005,30,6608571,
9018, 6-1,9,6,2,2,27,1,0,,0,0,,5:3000190:3700,5:3000190:370,109013|109014|109013|109015,30,5790953,
9019, 6-2,9,6,2,2,28,1,0,,0,0,,5:3000190:3800,5:3000190:380,109014|109013|109014|109015,30,5847176,
9020, 6-3,9,6,2,2,29,1,0,,0,0,,5:3000190:3900,5:3000190:390,109014|109014|109015|109015,30,5959622,
9021, 6-4,9,6,2,2,30,1,0,,0,0,,5:3000190:4000,5:3000190:400,109015|109014|109015|109016,30,6184514,
9022, 6,9,6,1,2,31,1,0,,30900044,30900049,53,5:3000190:4100,5:3000190:410,209006,30,8346429,
9023, 7-1,9,7,2,2,32,1,0,,0,0,,5:3000190:4200,5:3000190:420,109016|109017|109018|109017,30,7196525,
9024, 7-2,9,7,2,2,33,1,0,,0,0,,5:3000190:4300,5:3000190:430,109017|109018|109017|109018|109019,30,9445439,
9025, 7-3,9,7,2,2,34,1,0,,0,0,,5:3000190:4400,5:3000190:440,109018|109019|109018|109019|109020,30,10007669,
9026, 7-4,9,7,2,2,35,1,0,,0,0,,5:3000190:4500,5:3000190:450,109019|109018|109019|109020|109020,30,10232561,
9027, 7,9,7,1,2,36,1,0,,0,0,,5:3000190:4600,5:3000190:460,209007,30,10460571,
9028, 8-1,9,8,2,2,37,1,0,,0,0,,5:3000190:4700,5:3000190:470,109021|109022|109021|109022|109023,30,14617943,
9029, 8-2,9,8,2,2,38,1,0,,0,0,,5:3000190:4800,5:3000190:480,109022|109021|109022|109023|109023,30,14899057,
9030, 8-3,9,8,2,2,39,1,0,,0,0,,5:3000190:4900,5:3000190:490,109022|109023|109022|109023|109024,30,15320728,
9031, 8-4,9,8,2,2,40,1,0,,0,0,,5:3000190:5000,5:3000190:500,109022|109023|109024|109023|109024,30,15601842,
9032, 8,9,8,1,2,41,1,0,,30900054,30900059,,5:3000190:5000,5:3000190:500,209008,30,15420000,
9033, 9,9,9,1,3,42,1,0,,30900062,30900068,,5:3000190:5000,5:3000190:500,209009,30,17622857,
9034, 10-1,9,10,2,3,43,1,0,,0,0,,5:3000190:5000,5:3000190:500,109025|109026|109025|109026|109027,30,17429086,
9035, 10-2,9,10,2,3,44,1,0,,0,0,,5:3000190:5000,5:3000190:500,109026|109025|109026|109027|109028|109027,30,21575522,
9036, 10-3,9,10,2,3,45,1,0,,0,0,,5:3000190:5000,5:3000190:500,109026|109027|109026|109028|109027|109028,30,22077472,
9037, 10-4,9,10,2,3,46,1,0,,0,0,,5:3000190:5000,5:3000190:500,109027|109027|109027|109028|109028|109028,30,22559421,
9038, 10,9,10,1,3,47,1,0,,30900071,30900079,,5:3000190:5000,5:3000190:500,209010,30,18254571,
9039, 11-1,9,11,2,3,48,1,0,,0,0,,5:3000190:5000,5:3000190:500,109029|109029|109029|109030|109030|109030,30,25721955,
9040, 11-2,9,11,2,3,49,1,0,,0,0,,5:3000190:5000,5:3000190:500,109029|109030|109029|109031|109030|109031,30,26143628,
9041, 11-3,9,11,2,3,50,1,0,,0,0,,5:3000190:5000,5:3000190:500,109030|109029|109030|109031|109030|109031,30,26284185,
9042, 11-4,9,11,2,3,51,1,0,,0,0,,5:3000190:5000,5:3000190:500,109030|109030|109030|109031|109031|109031,30,26565300,
9043, 11,9,11,1,3,52,1,0,,0,0,,5:3000190:5000,5:3000190:500,209011,30,23292857,
9044, 12-1,9,12,2,3,53,1,0,,0,0,,5:3000190:5000,5:3000190:500,109032|109032|109032|109033|109033|109033,30,28251987,
9045, 12-2,9,12,2,3,54,1,0,,0,0,,5:3000190:5000,5:3000190:500,109032|109033|109032|109034|109033|109034,30,28673658,
9046, 12-3,9,12,2,3,55,1,0,,0,0,,5:3000190:5000,5:3000190:500,109033|109032|109033|109034|109033|109034,30,28814215,
