cfg_id,max_count,quality,restore,day_limit_count,limit_group,limit_level,name,show_in_bag,icon,description,icon_kor
3000234,99999999,5,1,0,0,0,Battle Pass EXP,0,3000234.png,Return Battle Pass EXP,
3000235,99999999,5,1,0,0,0,Festive Delicacies,0,3000235.png,"Exclusive item for the Spring Festival event, can be used during the event to obtain diamond and point rewards.",
3000236,999,4,1,0,0,0,Red Envelope,1,3000180.png,"During the Spring Festival event, the battlefield will drop off items and you can exchange items in the event fucntion.",
3000237,999,5,1,0,0,0,Gift Box,1,3000181.png,"During the Spring Festival event, the battlefield will drop off items and you can exchange items in the event fucntion.",
3000238,99999999,5,1,0,0,100,Basic Disc,0,3000238.png,"A basic Stellar Quest event item, upon usage, allows you to freely clear a Nebula",
3000239,99999999,5,1,0,0,100,Random Disc,0,3000239.png,"A special Stellar Quest event item, upon usage, allows you to randomly clear five Nebulas",
3000240,99999999,6,1,0,0,100,Advanced Disc,0,3000240.png,"A special Stellar Quest event item, upon usage, allows you to freely clear a line or a column of Nebulas",
3000241,99999999,4,1,0,0,0,Little Hammer,1,3000241.png,Special items for the Easter Egg event can be used to cause 10 DMG to the Easter Egg,
3000242,99999999,5,1,0,0,0,Gold Hammer,1,3000242.png,Special items for the Easter Egg event can be used to cause 50 DMG to the Easter Egg,
3000243,99999999,5,1,0,0,0,Victory Token,0,3000243.png,"Exclusive currency in Fair Showdown, used to exchange rewards in the Symmetry Store.",
3000244,99999999,5,1,0,0,0,Torch,0,3000244.png,"Exclusive item for the Bonfire Gathering event, can be used during the event to obtain diamond and point rewards.",
3000245,99999999,5,1,0,0,0,Cocoon of Illusions,0,3000245.png,Used for drawing in Blessing Land,
3000246,99999999,5,1,0,0,0,Himiko Emote,0,3000246.png,Unlock Himiko Emote upon obtaining,
3000247,99999999,5,1,0,0,0,Hera Emote,0,3000247.png,Unlock Hera Emote upon obtaining,
3000248,99999999,5,1,0,0,0,4th Anniversary Coin,0,3000248.png,"Obtain during the 4th Anniversary Celebration, exchange for luxurious rewards",
3000249,99999999,5,1,0,0,0,Wish Pool 10-Summon Coupon,0,3000249.png,Use the discount coupon in Wish Pool. A 10-summon only costs 8 Superior Summon Scrolls. Unused coupons will be reclaimed after the event.,
3000250,99999999,5,1,0,0,0,MC Emote,0,3000250.png,Unlock the MC Emote (4th Anniversary ver.) upon obtaining,
3000251,99999999,5,1,0,0,0,Meat,0,3000251.png,The exclusive item used for cooking dishes in Cooking Tavern.,
3000252,99999999,5,1,0,0,0,Egg,0,3000252.png,The exclusive item used for cooking dishes in Cooking Tavern.,
3000253,99999999,5,1,0,0,0,Bread,0,3000253.png,The exclusive item used for cooking dishes in Cooking Tavern.,
4000015,99999999,6,1,0,0,60,Freyja's Memoria Crystal,0,4000015.png,Used to upgrade the Level of the Memoria Orb in Freyja's Dreamland,
4000016,99999999,6,1,0,0,60,Frigga's Memoria Crystal,0,4000016.png,Used to upgrade the Level of the Memoria Orb in Frigga's Dreamland,
4000017,99999999,6,1,0,0,60,Athena's Memoria Crystal,0,4000017.png,Used to upgrade the Level of the Memoria Orb in Athena's Dreamland,
4000018,99999999,6,1,0,0,60,Asura's Memoria Crystal,0,4000018.png,Used to upgrade the Level of the Memoria Orb in Asura's Dreamland,
4000019,99999999,6,1,0,0,60,Capricornus's Memoria Crystal,0,4000019.png,Used to upgrade the Level of the Memoria Orb in Capricornus's Dreamland,
4000020,99999999,6,1,0,0,60,Zeus's Memoria Crystal,0,4000020.png,Used to upgrade the level of the Memoria Orb in Zeus's Dreamland,
4000021,99999999,6,1,0,0,60,Pisces's Memoria Crystal,0,4000021.png,Used to upgrade the Level of the Memoria Orb in Pisces's Dreamland,
4000022,99999999,6,1,0,0,60,Venus's Memoria Crystal,0,4000022.png,Used to upgrade the level of the Memoria Orb in Venus's Dreamland,
4000023,99999999,6,1,0,0,60,Ares's Memoria Crystal,0,4000023.png,Used to upgrade the level of the Memoria Orb in Ares's Dreamland,
4000024,99999999,6,1,0,0,60,Enmusubi's Memoria Crystal,0,4000024.png,Used to upgrade the level of the Memoria Orb in Enmusubi's Dreamland,
4000025,99999999,6,1,0,0,60,Thor's Memoria Crystal,0,4000025.png,Used to upgrade the level of the Memoria Orb in Thor's Dreamland,
4000026,99999999,6,1,0,0,60,Loki's Memoria Crystal,0,4000026.png,Used to upgrade the level of the Memoria Orb in Loki's Dreamland,
4000027,99999999,6,1,0,0,60,Apollo's Memoria Crystals,0,4000027.png,Used to upgrade the level of the Memoria Orb in Apollo's Dreamland,
4000028,99999999,6,1,0,0,60,Uriel's Memoria Crystal,0,4000028.png,Used to upgrade the level of the Memoria Orb in Uriel's Dreamland,
4000029,99999999,6,1,0,0,60,Hela's Memoria Crystal,0,4000029.png,Used to upgrade the level of the Memoria Orb in Hela's Dreamland,
4000030,99999999,6,1,0,0,60,Prometheus's Memoria Crystal,0,4000030.png,Used to upgrade the level of the Memoria Orb in Prometheus's Dreamland,
8000000,99999999,6,1,0,0,0,Angelcoins(AC),1,8000000.png,Get Angelcoin(AC) that could be used for payment through recharge,
