id,angel_cid,level,need_exp,strength,agility,intelligence,stamina,fight_attr
399,8,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
400,8,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
401,9,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
402,9,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
403,9,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
404,9,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
405,9,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
406,9,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
407,9,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
408,9,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
409,9,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
410,9,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
411,9,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
412,9,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
413,9,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
414,9,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
415,9,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
416,9,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
417,9,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
418,9,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
419,9,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
420,9,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
421,9,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
422,9,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
423,9,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
424,9,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
425,9,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
426,9,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
427,9,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
428,9,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
429,9,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
430,9,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
431,9,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
432,9,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
433,9,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
434,9,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
435,9,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
436,9,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
437,9,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
438,9,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
439,9,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
440,9,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
441,9,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
442,9,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
443,9,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
444,9,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
445,9,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
446,9,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
447,9,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
448,9,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
449,9,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
450,9,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
451,10,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
452,10,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
453,10,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
454,10,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
455,10,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
456,10,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
457,10,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
458,10,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
459,10,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
460,10,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
461,10,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
462,10,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
463,10,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
464,10,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
465,10,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
466,10,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
467,10,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
468,10,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
469,10,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
470,10,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
471,10,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
472,10,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
473,10,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
474,10,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
475,10,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
476,10,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
477,10,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
478,10,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
479,10,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
480,10,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
481,10,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
482,10,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
483,10,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
484,10,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
485,10,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
486,10,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
487,10,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
488,10,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
489,10,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
490,10,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
491,10,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
492,10,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
493,10,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
494,10,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
495,10,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
496,10,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
497,10,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
498,10,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
499,10,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
500,10,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
501,11,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
502,11,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
503,11,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
504,11,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
505,11,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
506,11,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
507,11,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
508,11,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
509,11,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
510,11,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
511,11,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
512,11,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
513,11,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
514,11,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
515,11,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
516,11,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
517,11,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
518,11,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
519,11,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
520,11,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
521,11,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
522,11,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
523,11,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
524,11,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
525,11,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
526,11,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
527,11,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
528,11,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
529,11,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
530,11,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
531,11,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
532,11,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
533,11,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
534,11,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
535,11,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
536,11,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
537,11,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
538,11,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
539,11,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
540,11,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
541,11,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
542,11,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
543,11,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
544,11,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
545,11,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
546,11,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
547,11,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
548,11,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
549,11,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
550,11,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
551,12,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
552,12,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
553,12,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
554,12,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
555,12,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
556,12,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
557,12,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
558,12,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
559,12,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
560,12,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
561,12,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
562,12,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
563,12,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
564,12,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
565,12,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
566,12,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
567,12,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
568,12,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
569,12,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
570,12,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
571,12,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
572,12,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
573,12,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
574,12,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
575,12,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
576,12,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
577,12,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
578,12,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
579,12,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
580,12,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
581,12,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
582,12,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
583,12,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
584,12,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
585,12,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
586,12,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
587,12,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
588,12,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
589,12,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
590,12,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
591,12,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
592,12,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
593,12,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
594,12,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
595,12,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
596,12,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
597,12,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
598,12,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
599,12,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
600,12,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
601,13,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
602,13,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
603,13,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
604,13,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
605,13,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
606,13,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
607,13,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
608,13,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
609,13,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
610,13,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
611,13,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
612,13,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
613,13,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
614,13,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
615,13,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
616,13,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
617,13,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
618,13,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
619,13,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
620,13,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
621,13,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
622,13,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
623,13,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
624,13,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
625,13,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
626,13,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
627,13,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
628,13,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
629,13,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
630,13,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
631,13,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
632,13,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
633,13,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
634,13,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
635,13,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
636,13,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
637,13,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
638,13,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
639,13,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
640,13,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
641,13,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
642,13,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
643,13,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
644,13,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
645,13,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
646,13,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
647,13,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
648,13,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
649,13,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
650,13,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
651,14,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
652,14,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
653,14,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
654,14,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
655,14,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
656,14,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
657,14,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
658,14,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
659,14,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
660,14,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
661,14,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
662,14,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
663,14,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
664,14,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
665,14,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
666,14,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
667,14,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
668,14,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
669,14,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
670,14,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
671,14,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
672,14,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
673,14,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
674,14,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
675,14,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
676,14,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
677,14,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
678,14,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
679,14,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
680,14,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
681,14,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
682,14,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
683,14,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
684,14,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
685,14,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
686,14,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
687,14,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
688,14,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
689,14,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
690,14,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
691,14,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
692,14,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
693,14,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
694,14,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
695,14,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
696,14,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
697,14,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
698,14,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
699,14,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
700,14,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
701,15,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
702,15,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
703,15,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
704,15,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
705,15,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
706,15,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
707,15,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
708,15,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
709,15,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
710,15,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
711,15,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
712,15,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
713,15,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
714,15,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
715,15,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
716,15,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
717,15,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
718,15,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
719,15,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
720,15,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
721,15,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
722,15,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
723,15,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
724,15,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
725,15,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
726,15,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
727,15,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
728,15,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
729,15,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
730,15,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
731,15,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
732,15,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
733,15,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
734,15,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
735,15,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
736,15,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
737,15,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
738,15,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
739,15,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
740,15,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
741,15,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
742,15,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
743,15,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
744,15,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
745,15,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
746,15,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
747,15,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
748,15,48,16500,0,0,0,0,3:1:241|3:2:241|3:4:241
749,15,49,16500,0,0,0,0,3:1:244|3:2:244|3:4:244
750,15,50,16500,0,0,0,0,3:1:250|3:2:250|3:4:250
751,16,1,0,0,0,0,0,3:1:100|3:2:100|3:4:100
752,16,2,1000,0,0,0,0,3:1:103|3:2:103|3:4:103
753,16,3,1500,0,0,0,0,3:1:106|3:2:106|3:4:106
754,16,4,2200,0,0,0,0,3:1:109|3:2:109|3:4:109
755,16,5,3000,0,0,0,0,3:1:112|3:2:112|3:4:112
756,16,6,3700,0,0,0,0,3:1:115|3:2:115|3:4:115
757,16,7,4500,0,0,0,0,3:1:118|3:2:118|3:4:118
758,16,8,5300,0,0,0,0,3:1:121|3:2:121|3:4:121
759,16,9,6100,0,0,0,0,3:1:124|3:2:124|3:4:124
760,16,10,6900,0,0,0,0,3:1:127|3:2:127|3:4:127
761,16,11,7700,0,0,0,0,3:1:130|3:2:130|3:4:130
762,16,12,8600,0,0,0,0,3:1:133|3:2:133|3:4:133
763,16,13,9500,0,0,0,0,3:1:136|3:2:136|3:4:136
764,16,14,10300,0,0,0,0,3:1:139|3:2:139|3:4:139
765,16,15,11200,0,0,0,0,3:1:142|3:2:142|3:4:142
766,16,16,12100,0,0,0,0,3:1:145|3:2:145|3:4:145
767,16,17,13000,0,0,0,0,3:1:148|3:2:148|3:4:148
768,16,18,14000,0,0,0,0,3:1:151|3:2:151|3:4:151
769,16,19,14900,0,0,0,0,3:1:154|3:2:154|3:4:154
770,16,20,15800,0,0,0,0,3:1:157|3:2:157|3:4:157
771,16,21,16500,0,0,0,0,3:1:160|3:2:160|3:4:160
772,16,22,16500,0,0,0,0,3:1:163|3:2:163|3:4:163
773,16,23,16500,0,0,0,0,3:1:166|3:2:166|3:4:166
774,16,24,16500,0,0,0,0,3:1:169|3:2:169|3:4:169
775,16,25,16500,0,0,0,0,3:1:172|3:2:172|3:4:172
776,16,26,16500,0,0,0,0,3:1:175|3:2:175|3:4:175
777,16,27,16500,0,0,0,0,3:1:178|3:2:178|3:4:178
778,16,28,16500,0,0,0,0,3:1:181|3:2:181|3:4:181
779,16,29,16500,0,0,0,0,3:1:184|3:2:184|3:4:184
780,16,30,16500,0,0,0,0,3:1:187|3:2:187|3:4:187
781,16,31,16500,0,0,0,0,3:1:190|3:2:190|3:4:190
782,16,32,16500,0,0,0,0,3:1:193|3:2:193|3:4:193
783,16,33,16500,0,0,0,0,3:1:196|3:2:196|3:4:196
784,16,34,16500,0,0,0,0,3:1:199|3:2:199|3:4:199
785,16,35,16500,0,0,0,0,3:1:202|3:2:202|3:4:202
786,16,36,16500,0,0,0,0,3:1:205|3:2:205|3:4:205
787,16,37,16500,0,0,0,0,3:1:208|3:2:208|3:4:208
788,16,38,16500,0,0,0,0,3:1:211|3:2:211|3:4:211
789,16,39,16500,0,0,0,0,3:1:214|3:2:214|3:4:214
790,16,40,16500,0,0,0,0,3:1:217|3:2:217|3:4:217
791,16,41,16500,0,0,0,0,3:1:220|3:2:220|3:4:220
792,16,42,16500,0,0,0,0,3:1:223|3:2:223|3:4:223
793,16,43,16500,0,0,0,0,3:1:226|3:2:226|3:4:226
794,16,44,16500,0,0,0,0,3:1:229|3:2:229|3:4:229
795,16,45,16500,0,0,0,0,3:1:232|3:2:232|3:4:232
796,16,46,16500,0,0,0,0,3:1:235|3:2:235|3:4:235
797,16,47,16500,0,0,0,0,3:1:238|3:2:238|3:4:238
